s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Pb1","Pb1-Pb2","Pb2","Pb3","Pb3-Pb4","Pb4","AHF","AHF-Extra","ACF","ACF-Extra","ACF-Extra2","FHF","FHF-Extra","FHF-Extra2","FCF","FCF-Extra"
 6.8688112E+003, 6.8263125E+002, 8.9716162E+002, 1.0305982E+003, 3.5550113E+002, 1.0883846E+002, 6.6307096E+001, 5.1503700E+002, 5.1503700E+002, 3.7678671E+002, 3.7678671E+002, 3.7678671E+002, 8.2391049E+002, 8.2391049E+002, 8.2391049E+002, 6.0491385E+002, 6.0491385E+002
 6.8832001E+003, 6.8313402E+002, 8.9790348E+002, 1.0307232E+003, 3.5653817E+002, 1.0918517E+002, 6.6462229E+001, 5.1552987E+002, 5.1552987E+002, 3.7757938E+002, 3.7757938E+002, 3.7757938E+002, 8.2414709E+002, 8.2414709E+002, 8.2414709E+002, 6.0556665E+002, 6.0556665E+002
 6.8976255E+003, 6.8364794E+002, 8.9864157E+002, 1.0310535E+003, 3.5765371E+002, 1.0953274E+002, 6.6616580E+001, 5.1603659E+002, 5.1603659E+002, 3.7846163E+002, 3.7846163E+002, 3.7846163E+002, 8.2438031E+002, 8.2438031E+002, 8.2438031E+002, 6.0634449E+002, 6.0634449E+002
 6.9120250E+003, 6.8414127E+002, 8.9937454E+002, 1.0312598E+003, 3.5880615E+002, 1.0988083E+002, 6.6770145E+001, 5.1654896E+002, 5.1654896E+002, 3.7939769E+002, 3.7939769E+002, 3.7939769E+002, 8.2469742E+002, 8.2469742E+002, 8.2469742E+002, 6.0699303E+002, 6.0699303E+002
 6.9264108E+003, 6.8466687E+002, 9.0010120E+002, 1.0317583E+003, 3.5987635E+002, 1.1022880E+002, 6.6922688E+001, 5.1705861E+002, 5.1705861E+002, 3.8021198E+002, 3.8021198E+002, 3.8021198E+002, 8.2523673E+002, 8.2523673E+002, 8.2523673E+002, 6.0763751E+002, 6.0763751E+002
 6.9408063E+003, 6.8520153E+002, 9.0082435E+002, 1.0320169E+003, 3.6085406E+002, 1.1057687E+002, 6.7074431E+001, 5.1756907E+002, 5.1756907E+002, 3.8106368E+002, 3.8106368E+002, 3.8106368E+002, 8.2571634E+002, 8.2571634E+002, 8.2571634E+002, 6.0835520E+002, 6.0835520E+002
 6.9552182E+003, 6.8569321E+002, 9.0154378E+002, 1.0322995E+003, 3.6190907E+002, 1.1092540E+002, 6.7225560E+001, 5.1807685E+002, 5.1807685E+002, 3.8191768E+002, 3.8191768E+002, 3.8191768E+002, 8.2577889E+002, 8.2577889E+002, 8.2577889E+002, 6.0891623E+002, 6.0891623E+002
 6.9696015E+003, 6.8616609E+002, 9.0225876E+002, 1.0327748E+003, 3.6298855E+002, 1.1127374E+002, 6.7375887E+001, 5.1858810E+002, 5.1858810E+002, 3.8272179E+002, 3.8272179E+002, 3.8272179E+002, 8.2623747E+002, 8.2623747E+002, 8.2623747E+002, 6.0946786E+002, 6.0946786E+002
 6.9840228E+003, 6.8666727E+002, 9.0297155E+002, 1.0330940E+003, 3.6396309E+002, 1.1162217E+002, 6.7525550E+001, 5.1907521E+002, 5.1907521E+002, 3.8358626E+002, 3.8358626E+002, 3.8358626E+002, 8.2652430E+002, 8.2652430E+002, 8.2652430E+002, 6.1009412E+002, 6.1009412E+002
 6.9984004E+003, 6.8713095E+002, 9.0368180E+002, 1.0331885E+003, 3.6499355E+002, 1.1197032E+002, 6.7674484E+001, 5.1955959E+002, 5.1955959E+002, 3.8436620E+002, 3.8436620E+002, 3.8436620E+002, 8.2686433E+002, 8.2686433E+002, 8.2686433E+002, 6.1061495E+002, 6.1061495E+002
 7.0128107E+003, 6.8761581E+002, 9.0438669E+002, 1.0335450E+003, 3.6602954E+002, 1.1231815E+002, 6.7822662E+001, 5.2003981E+002, 5.2003981E+002, 3.8512794E+002, 3.8512794E+002, 3.8512794E+002, 8.2781019E+002, 8.2781019E+002, 8.2781019E+002, 6.1120152E+002, 6.1120152E+002
 7.0272243E+003, 6.8806502E+002, 9.0508792E+002, 1.0335208E+003, 3.6701596E+002, 1.1266608E+002, 6.7970348E+001, 5.2051227E+002, 5.2051227E+002, 3.8589969E+002, 3.8589969E+002, 3.8589969E+002, 8.2785754E+002, 8.2785754E+002, 8.2785754E+002, 6.1183816E+002, 6.1183816E+002
 7.0416168E+003, 6.8856945E+002, 9.0578118E+002, 1.0341990E+003, 3.6807993E+002, 1.1301348E+002, 6.8117264E+001, 5.2101025E+002, 5.2101025E+002, 3.8667947E+002, 3.8667947E+002, 3.8667947E+002, 8.2840157E+002, 8.2840157E+002, 8.2840157E+002, 6.1238687E+002, 6.1238687E+002
 7.0560234E+003, 6.8904034E+002, 9.0646818E+002, 1.0344888E+003, 3.6912101E+002, 1.1336032E+002, 6.8263461E+001, 5.2149631E+002, 5.2149631E+002, 3.8745271E+002, 3.8745271E+002, 3.8745271E+002, 8.2871604E+002, 8.2871604E+002, 8.2871604E+002, 6.1296604E+002, 6.1296604E+002
 7.0704032E+003, 6.8946401E+002, 9.0715186E+002, 1.0348727E+003, 3.7021752E+002, 1.1370668E+002, 6.8408931E+001, 5.2198566E+002, 5.2198566E+002, 3.8821889E+002, 3.8821889E+002, 3.8821889E+002, 8.2890757E+002, 8.2890757E+002, 8.2890757E+002, 6.1355749E+002, 6.1355749E+002
 7.0848056E+003, 6.8993366E+002, 9.0783271E+002, 1.0350391E+003, 3.7122253E+002, 1.1405270E+002, 6.8553706E+001, 5.2246750E+002, 5.2246750E+002, 3.8896555E+002, 3.8896555E+002, 3.8896555E+002, 8.2896745E+002, 8.2896745E+002, 8.2896745E+002, 6.1430507E+002, 6.1430507E+002
 7.0992137E+003, 6.9036520E+002, 9.0851066E+002, 1.0352412E+003, 3.7227766E+002, 1.1439909E+002, 6.8697939E+001, 5.2294911E+002, 5.2294911E+002, 3.8971666E+002, 3.8971666E+002, 3.8971666E+002, 8.2947627E+002, 8.2947627E+002, 8.2947627E+002, 6.1487070E+002, 6.1487070E+002
 7.1136082E+003, 6.9082821E+002, 9.0918261E+002, 1.0355364E+003, 3.7334446E+002, 1.1474556E+002, 6.8841474E+001, 5.2344014E+002, 5.2344014E+002, 3.9058139E+002, 3.9058139E+002, 3.9058139E+002, 8.2972604E+002, 8.2972604E+002, 8.2972604E+002, 6.1546188E+002, 6.1546188E+002
 7.1280172E+003, 6.9130985E+002, 9.0984813E+002, 1.0357737E+003, 3.7436220E+002, 1.1509137E+002, 6.8984333E+001, 5.2394848E+002, 5.2394848E+002, 3.9142145E+002, 3.9142145E+002, 3.9142145E+002, 8.3010453E+002, 8.3010453E+002, 8.3010453E+002, 6.1609841E+002, 6.1609841E+002
 7.1424207E+003, 6.9172361E+002, 9.1050834E+002, 1.0359516E+003, 3.7531505E+002, 1.1543053E+002, 6.9126552E+001, 5.2441741E+002, 5.2441741E+002, 3.9216887E+002, 3.9216887E+002, 3.9216887E+002, 8.3063712E+002, 8.3063712E+002, 8.3063712E+002, 6.1680275E+002, 6.1680275E+002
 7.1568180E+003, 6.9214587E+002, 9.1116092E+002, 1.0362885E+003, 3.7633370E+002, 1.1576088E+002, 6.9268004E+001, 5.2489480E+002, 5.2489480E+002, 3.9294610E+002, 3.9294610E+002, 3.9294610E+002, 8.3095966E+002, 8.3095966E+002, 8.3095966E+002, 6.1745580E+002, 6.1745580E+002
 7.1712169E+003, 6.9264160E+002, 9.1180660E+002, 1.0368053E+003, 3.7744048E+002, 1.1608367E+002, 6.9408630E+001, 5.2540602E+002, 5.2540602E+002, 3.9373416E+002, 3.9373416E+002, 3.9373416E+002, 8.3124548E+002, 8.3124548E+002, 8.3124548E+002, 6.1793206E+002, 6.1793206E+002
 7.1856024E+003, 6.9306998E+002, 9.1244858E+002, 1.0371115E+003, 3.7846547E+002, 1.1639988E+002, 6.9548317E+001, 5.2589265E+002, 5.2589265E+002, 3.9451304E+002, 3.9451304E+002, 3.9451304E+002, 8.3154548E+002, 8.3154548E+002, 8.3154548E+002, 6.1839604E+002, 6.1839604E+002
 7.2000218E+003, 6.9345485E+002, 9.1308809E+002, 1.0372058E+003, 3.7955767E+002, 1.1671127E+002, 6.9687124E+001, 5.2637660E+002, 5.2637660E+002, 3.9529577E+002, 3.9529577E+002, 3.9529577E+002, 8.3173655E+002, 8.3173655E+002, 8.3173655E+002, 6.1898484E+002, 6.1898484E+002
 7.2144124E+003, 6.9393503E+002, 9.1372353E+002, 1.0378194E+003, 3.8061383E+002, 1.1701838E+002, 6.9824884E+001, 5.2687482E+002, 5.2687482E+002, 3.9606150E+002, 3.9606150E+002, 3.9606150E+002, 8.3218914E+002, 8.3218914E+002, 8.3218914E+002, 6.1947179E+002, 6.1947179E+002
 7.2288235E+003, 6.9431584E+002, 9.1435630E+002, 1.0378212E+003, 3.8167239E+002, 1.1732209E+002, 6.9961465E+001, 5.2735772E+002, 5.2735772E+002, 3.9689181E+002, 3.9689181E+002, 3.9689181E+002, 8.3239012E+002, 8.3239012E+002, 8.3239012E+002, 6.2001821E+002, 6.2001821E+002
 7.2432162E+003, 6.9475186E+002, 9.1498516E+002, 1.0383289E+003, 3.8271055E+002, 1.1762359E+002, 7.0096843E+001, 5.2786013E+002, 5.2786013E+002, 3.9762058E+002, 3.9762058E+002, 3.9762058E+002, 8.3271632E+002, 8.3271632E+002, 8.3271632E+002, 6.2066440E+002, 6.2066440E+002
 7.2576044E+003, 6.9517962E+002, 9.1560972E+002, 1.0386202E+003, 3.8378066E+002, 1.1792340E+002, 7.0230860E+001, 5.2835255E+002, 5.2835255E+002, 3.9839134E+002, 3.9839134E+002, 3.9839134E+002, 8.3330678E+002, 8.3330678E+002, 8.3330678E+002, 6.2129688E+002, 6.2129688E+002
 7.2720038E+003, 6.9559420E+002, 9.1623155E+002, 1.0387324E+003, 3.8481510E+002, 1.1822265E+002, 7.0363616E+001, 5.2884070E+002, 5.2884070E+002, 3.9911322E+002, 3.9911322E+002, 3.9911322E+002, 8.3352137E+002, 8.3352137E+002, 8.3352137E+002, 6.2191080E+002, 6.2191080E+002
 7.2864029E+003, 6.9596803E+002, 9.1684841E+002, 1.0390202E+003, 3.8594968E+002, 1.1852264E+002, 7.0495108E+001, 5.2932432E+002, 5.2932432E+002, 3.9984484E+002, 3.9984484E+002, 3.9984484E+002, 8.3368721E+002, 8.3368721E+002, 8.3368721E+002, 6.2253713E+002, 6.2253713E+002
 7.3008274E+003, 6.9633200E+002, 9.1745960E+002, 1.0393011E+003, 3.8697544E+002, 1.1882479E+002, 7.0625395E+001, 5.2977823E+002, 5.2977823E+002, 4.0057485E+002, 4.0057485E+002, 4.0057485E+002, 8.3395115E+002, 8.3395115E+002, 8.3395115E+002, 6.2309293E+002, 6.2309293E+002
 7.3152156E+003, 6.9673513E+002, 9.1806515E+002, 1.0395551E+003, 3.8807422E+002, 1.1913027E+002, 7.0754311E+001, 5.3025142E+002, 5.3025142E+002, 4.0132692E+002, 4.0132692E+002, 4.0132692E+002, 8.3412538E+002, 8.3412538E+002, 8.3412538E+002, 6.2362289E+002, 6.2362289E+002
 7.3296143E+003, 6.9712866E+002, 9.1866470E+002, 1.0399031E+003, 3.8934028E+002, 1.1944207E+002, 7.0881829E+001, 5.3075654E+002, 5.3075654E+002, 4.0208865E+002, 4.0208865E+002, 4.0208865E+002, 8.3453473E+002, 8.3453473E+002, 8.3453473E+002, 6.2411597E+002, 6.2411597E+002
 7.3440056E+003, 6.9750997E+002, 9.1925958E+002, 1.0401973E+003, 3.9054385E+002, 1.1976548E+002, 7.1008097E+001, 5.3124758E+002, 5.3124758E+002, 4.0285503E+002, 4.0285503E+002, 4.0285503E+002, 8.3478768E+002, 8.3478768E+002, 8.3478768E+002, 6.2454074E+002, 6.2454074E+002
 7.3584160E+003, 6.9784326E+002, 9.1984953E+002, 1.0403802E+003, 3.9169239E+002, 1.2010188E+002, 7.1133240E+001, 5.3168838E+002, 5.3168838E+002, 4.0360002E+002, 4.0360002E+002, 4.0360002E+002, 8.3496641E+002, 8.3496641E+002, 8.3496641E+002, 6.2525292E+002, 6.2525292E+002
 7.3728138E+003, 6.9823756E+002, 9.2043477E+002, 1.0406711E+003, 3.9298279E+002, 1.2045021E+002, 7.1257304E+001, 5.3215600E+002, 5.3215600E+002, 4.0433608E+002, 4.0433608E+002, 4.0433608E+002, 8.3546189E+002, 8.3546189E+002, 8.3546189E+002, 6.2593563E+002, 6.2593563E+002
 7.3872141E+003, 6.9864296E+002, 9.2101457E+002, 1.0412260E+003, 3.9434766E+002, 1.2080857E+002, 7.1380343E+001, 5.3263586E+002, 5.3263586E+002, 4.0505714E+002, 4.0505714E+002, 4.0505714E+002, 8.3582943E+002, 8.3582943E+002, 8.3582943E+002, 6.2645476E+002, 6.2645476E+002
 7.4016002E+003, 6.9902571E+002, 9.2159142E+002, 1.0414559E+003, 3.9581375E+002, 1.2117615E+002, 7.1502472E+001, 5.3311979E+002, 5.3311979E+002, 4.0577869E+002, 4.0577869E+002, 4.0577869E+002, 8.3629061E+002, 8.3629061E+002, 8.3629061E+002, 6.2698033E+002, 6.2698033E+002
 7.4160185E+003, 6.9933159E+002, 9.2216721E+002, 1.0415448E+003, 3.9726989E+002, 1.2155205E+002, 7.1623931E+001, 5.3357620E+002, 5.3357620E+002, 4.0654704E+002, 4.0654704E+002, 4.0654704E+002, 8.3644449E+002, 8.3644449E+002, 8.3644449E+002, 6.2737037E+002, 6.2737037E+002
 7.4304102E+003, 6.9972146E+002, 9.2273847E+002, 1.0418033E+003, 3.9864441E+002, 1.2193543E+002, 7.1744797E+001, 5.3404625E+002, 5.3404625E+002, 4.0724219E+002, 4.0724219E+002, 4.0724219E+002, 8.3677924E+002, 8.3677924E+002, 8.3677924E+002, 6.2800872E+002, 6.2800872E+002
 7.4448048E+003, 7.0012600E+002, 9.2330287E+002, 1.0421799E+003, 4.0006728E+002, 1.2232520E+002, 7.1865036E+001, 5.3452048E+002, 5.3452048E+002, 4.0793781E+002, 4.0793781E+002, 4.0793781E+002, 8.3688327E+002, 8.3688327E+002, 8.3688327E+002, 6.2878763E+002, 6.2878763E+002
 7.4592146E+003, 7.0048623E+002, 9.2386223E+002, 1.0423444E+003, 4.0160665E+002, 1.2272113E+002, 7.1984935E+001, 5.3500530E+002, 5.3500530E+002, 4.0867820E+002, 4.0867820E+002, 4.0867820E+002, 8.3712671E+002, 8.3712671E+002, 8.3712671E+002, 6.2927302E+002, 6.2927302E+002
 7.4736080E+003, 7.0083940E+002, 9.2441568E+002, 1.0427432E+003, 4.0312873E+002, 1.2312263E+002, 7.2104472E+001, 5.3547448E+002, 5.3547448E+002, 4.0941810E+002, 4.0941810E+002, 4.0941810E+002, 8.3776703E+002, 8.3776703E+002, 8.3776703E+002, 6.2975993E+002, 6.2975993E+002
 7.4880237E+003, 7.0122167E+002, 9.2496416E+002, 1.0430686E+003, 4.0466601E+002, 1.2353013E+002, 7.2223758E+001, 5.3595521E+002, 5.3595521E+002, 4.1021208E+002, 4.1021208E+002, 4.1021208E+002, 8.3827538E+002, 8.3827538E+002, 8.3827538E+002, 6.3033400E+002, 6.3033400E+002
 7.5024181E+003, 7.0163369E+002, 9.2550982E+002, 1.0433518E+003, 4.0621642E+002, 1.2394253E+002, 7.2342816E+001, 5.3645477E+002, 5.3645477E+002, 4.1096479E+002, 4.1096479E+002, 4.1096479E+002, 8.3843722E+002, 8.3843722E+002, 8.3843722E+002, 6.3089862E+002, 6.3089862E+002
 7.5168107E+003, 7.0197537E+002, 9.2605178E+002, 1.0436396E+003, 4.0774114E+002, 1.2435805E+002, 7.2461596E+001, 5.3695169E+002, 5.3695169E+002, 4.1168484E+002, 4.1168484E+002, 4.1168484E+002, 8.3883766E+002, 8.3883766E+002, 8.3883766E+002, 6.3129369E+002, 6.3129369E+002
 7.5312142E+003, 7.0231836E+002, 9.2659094E+002, 1.0439539E+003, 4.0928192E+002, 1.2477597E+002, 7.2580258E+001, 5.3743590E+002, 5.3743590E+002, 4.1246970E+002, 4.1246970E+002, 4.1246970E+002, 8.3901957E+002, 8.3901957E+002, 8.3901957E+002, 6.3177913E+002, 6.3177913E+002
 7.5456016E+003, 7.0262456E+002, 9.2712679E+002, 1.0443819E+003, 4.1089584E+002, 1.2519553E+002, 7.2698759E+001, 5.3792876E+002, 5.3792876E+002, 4.1331315E+002, 4.1331315E+002, 4.1331315E+002, 8.3927500E+002, 8.3927500E+002, 8.3927500E+002, 6.3224766E+002, 6.3224766E+002
 7.5600053E+003, 7.0293152E+002, 9.2766047E+002, 1.0443848E+003, 4.1240927E+002, 1.2561745E+002, 7.2817148E+001, 5.3839690E+002, 5.3839690E+002, 4.1408957E+002, 4.1408957E+002, 4.1408957E+002, 8.3968422E+002, 8.3968422E+002, 8.3968422E+002, 6.3268587E+002, 6.3268587E+002
 7.5744231E+003, 7.0326958E+002, 9.2818972E+002, 1.0446857E+003, 4.1378349E+002, 1.2604183E+002, 7.2935588E+001, 5.3884692E+002, 5.3884692E+002, 4.1485620E+002, 4.1485620E+002, 4.1485620E+002, 8.3995728E+002, 8.3995728E+002, 8.3995728E+002, 6.3321669E+002, 6.3321669E+002
 7.5888041E+003, 7.0363951E+002, 9.2871323E+002, 1.0449110E+003, 4.1514077E+002, 1.2646717E+002, 7.3053948E+001, 5.3931157E+002, 5.3931157E+002, 4.1553476E+002, 4.1553476E+002, 4.1553476E+002, 8.3998896E+002, 8.3998896E+002, 8.3998896E+002, 6.3378857E+002, 6.3378857E+002
 7.6032009E+003, 7.0402224E+002, 9.2923060E+002, 1.0450972E+003, 4.1651616E+002, 1.2689288E+002, 7.3172264E+001, 5.3981625E+002, 5.3981625E+002, 4.1631416E+002, 4.1631416E+002, 4.1631416E+002, 8.4014631E+002, 8.4014631E+002, 8.4014631E+002, 6.3431511E+002, 6.3431511E+002
 7.6176270E+003, 7.0438134E+002, 9.2974223E+002, 1.0456055E+003, 4.1792041E+002, 1.2731937E+002, 7.3290848E+001, 5.4029579E+002, 5.4029579E+002, 4.1708438E+002, 4.1708438E+002, 4.1708438E+002, 8.4077825E+002, 8.4077825E+002, 8.4077825E+002, 6.3489577E+002, 6.3489577E+002
 7.6320115E+003, 7.0474426E+002, 9.3024944E+002, 1.0455415E+003, 4.1922682E+002, 1.2774536E+002, 7.3409456E+001, 5.4077740E+002, 5.4077740E+002, 4.1784644E+002, 4.1784644E+002, 4.1784644E+002, 8.4097083E+002, 8.4097083E+002, 8.4097083E+002, 6.3555298E+002, 6.3555298E+002
 7.6464031E+003, 7.0505808E+002, 9.3075069E+002, 1.0461781E+003, 4.2053758E+002, 1.2817013E+002, 7.3527991E+001, 5.4124125E+002, 5.4124125E+002, 4.1861252E+002, 4.1861252E+002, 4.1861252E+002, 8.4133196E+002, 8.4133196E+002, 8.4133196E+002, 6.3597507E+002, 6.3597507E+002
 7.6608219E+003, 7.0536301E+002, 9.3125024E+002, 1.0464931E+003, 4.2179439E+002, 1.2859433E+002, 7.3646705E+001, 5.4168973E+002, 5.4168973E+002, 4.1929483E+002, 4.1929483E+002, 4.1929483E+002, 8.4174825E+002, 8.4174825E+002, 8.4174825E+002, 6.3653545E+002, 6.3653545E+002
 7.6752065E+003, 7.0573719E+002, 9.3174908E+002, 1.0469038E+003, 4.2307291E+002, 1.2901704E+002, 7.3765388E+001, 5.4215677E+002, 5.4215677E+002, 4.2000257E+002, 4.2000257E+002, 4.2000257E+002, 8.4214075E+002, 8.4214075E+002, 8.4214075E+002, 6.3701336E+002, 6.3701336E+002
 7.6896072E+003, 7.0606090E+002, 9.3224738E+002, 1.0467299E+003, 4.2437971E+002, 1.2943785E+002, 7.3883952E+001, 5.4262615E+002, 5.4262615E+002, 4.2067483E+002, 4.2067483E+002, 4.2067483E+002, 8.4254997E+002, 8.4254997E+002, 8.4254997E+002, 6.3762042E+002, 6.3762042E+002
 7.7040014E+003, 7.0638422E+002, 9.3274169E+002, 1.0473474E+003, 4.2563847E+002, 1.2985696E+002, 7.4002453E+001, 5.4308079E+002, 5.4308079E+002, 4.2145321E+002, 4.2145321E+002, 4.2145321E+002, 8.4272012E+002, 8.4272012E+002, 8.4272012E+002, 6.3814660E+002, 6.3814660E+002
 7.7184185E+003, 7.0672073E+002, 9.3323271E+002, 1.0475062E+003, 4.2688554E+002, 1.3027433E+002, 7.4120866E+001, 5.4355463E+002, 5.4355463E+002, 4.2220971E+002, 4.2220971E+002, 4.2220971E+002, 8.4277095E+002, 8.4277095E+002, 8.4277095E+002, 6.3868190E+002, 6.3868190E+002
 7.7328130E+003, 7.0705454E+002, 9.3372163E+002, 1.0476036E+003, 4.2813725E+002, 1.3068952E+002, 7.4239060E+001, 5.4402148E+002, 5.4402148E+002, 4.2295273E+002, 4.2295273E+002, 4.2295273E+002, 8.4328662E+002, 8.4328662E+002, 8.4328662E+002, 6.3917989E+002, 6.3917989E+002
 7.7472189E+003, 7.0741887E+002, 9.3420326E+002, 1.0481344E+003, 4.2930766E+002, 1.3110226E+002, 7.4356931E+001, 5.4449908E+002, 5.4449908E+002, 4.2359433E+002, 4.2359433E+002, 4.2359433E+002, 8.4345558E+002, 8.4345558E+002, 8.4345558E+002, 6.3978514E+002, 6.3978514E+002
 7.7616065E+003, 7.0778599E+002, 9.3468242E+002, 1.0483000E+003, 4.3053621E+002, 1.3151250E+002, 7.4474428E+001, 5.4498350E+002, 5.4498350E+002, 4.2427820E+002, 4.2427820E+002, 4.2427820E+002, 8.4375043E+002, 8.4375043E+002, 8.4375043E+002, 6.4020961E+002, 6.4020961E+002
 7.7760131E+003, 7.0813505E+002, 9.3515889E+002, 1.0487333E+003, 4.3171547E+002, 1.3192028E+002, 7.4591524E+001, 5.4546292E+002, 5.4546292E+002, 4.2503492E+002, 4.2503492E+002, 4.2503492E+002, 8.4401477E+002, 8.4401477E+002, 8.4401477E+002, 6.4081226E+002, 6.4081226E+002
 7.7904204E+003, 7.0841074E+002, 9.3563492E+002, 1.0488556E+003, 4.3292642E+002, 1.3232583E+002, 7.4708233E+001, 5.4592875E+002, 5.4592875E+002, 4.2576599E+002, 4.2576599E+002, 4.2576599E+002, 8.4413934E+002, 8.4413934E+002, 8.4413934E+002, 6.4125023E+002, 6.4125023E+002
 7.8048077E+003, 7.0872439E+002, 9.3610834E+002, 1.0489222E+003, 4.3407106E+002, 1.3272851E+002, 7.4824334E+001, 5.4637467E+002, 5.4637467E+002, 4.2651632E+002, 4.2651632E+002, 4.2651632E+002, 8.4440250E+002, 8.4440250E+002, 8.4440250E+002, 6.4178404E+002, 6.4178404E+002
 7.8192126E+003, 7.0908616E+002, 9.3657490E+002, 1.0494264E+003, 4.3517970E+002, 1.3312847E+002, 7.4939839E+001, 5.4683718E+002, 5.4683718E+002, 4.2721942E+002, 4.2721942E+002, 4.2721942E+002, 8.4480443E+002, 8.4480443E+002, 8.4480443E+002, 6.4238472E+002, 6.4238472E+002
 7.8336204E+003, 7.0940413E+002, 9.3703759E+002, 1.0495769E+003, 4.3632173E+002, 1.3352610E+002, 7.5054777E+001, 5.4729663E+002, 5.4729663E+002, 4.2798027E+002, 4.2798027E+002, 4.2798027E+002, 8.4519833E+002, 8.4519833E+002, 8.4519833E+002, 6.4288370E+002, 6.4288370E+002
 7.8480008E+003, 7.0971005E+002, 9.3749714E+002, 1.0499314E+003, 4.3745863E+002, 1.3392073E+002, 7.5168916E+001, 5.4774761E+002, 5.4774761E+002, 4.2871923E+002, 4.2871923E+002, 4.2871923E+002, 8.4558239E+002, 8.4558239E+002, 8.4558239E+002, 6.4340893E+002, 6.4340893E+002
 7.8624150E+003, 7.0996722E+002, 9.3795447E+002, 1.0502736E+003, 4.3852970E+002, 1.3431271E+002, 7.5282324E+001, 5.4817644E+002, 5.4817644E+002, 4.2940470E+002, 4.2940470E+002, 4.2940470E+002, 8.4594242E+002, 8.4594242E+002, 8.4594242E+002, 6.4392662E+002, 6.4392662E+002
 7.8768256E+003, 7.1026533E+002, 9.3841079E+002, 1.0505424E+003, 4.3961514E+002, 1.3470240E+002, 7.5395041E+001, 5.4860897E+002, 5.4860897E+002, 4.3014878E+002, 4.3014878E+002, 4.3014878E+002, 8.4641163E+002, 8.4641163E+002, 8.4641163E+002, 6.4437908E+002, 6.4437908E+002
 7.8912044E+003, 7.1053905E+002, 9.3886485E+002, 1.0505651E+003, 4.4069744E+002, 1.3508896E+002, 7.5506765E+001, 5.4902966E+002, 5.4902966E+002, 4.3087449E+002, 4.3087449E+002, 4.3087449E+002, 8.4680538E+002, 8.4680538E+002, 8.4680538E+002, 6.4491123E+002, 6.4491123E+002
 7.9056243E+003, 7.1082356E+002, 9.3931472E+002, 1.0510604E+003, 4.4173431E+002, 1.3547290E+002, 7.5617618E+001, 5.4944172E+002, 5.4944172E+002, 4.3157340E+002, 4.3157340E+002, 4.3157340E+002, 8.4705977E+002, 8.4705977E+002, 8.4705977E+002, 6.4538296E+002, 6.4538296E+002
 7.9200155E+003, 7.1121638E+002, 9.3976125E+002, 1.0511899E+003, 4.4277169E+002, 1.3585430E+002, 7.5727574E+001, 5.4989160E+002, 5.4989160E+002, 4.3223784E+002, 4.3223784E+002, 4.3223784E+002, 8.4724995E+002, 8.4724995E+002, 8.4724995E+002, 6.4578917E+002, 6.4578917E+002
 7.9344155E+003, 7.1156751E+002, 9.4020607E+002, 1.0514457E+003, 4.4385197E+002, 1.3623281E+002, 7.5836460E+001, 5.5036806E+002, 5.5036806E+002, 4.3298477E+002, 4.3298477E+002, 4.3298477E+002, 8.4745915E+002, 8.4745915E+002, 8.4745915E+002, 6.4628206E+002, 6.4628206E+002
 7.9488224E+003, 7.1189731E+002, 9.4064982E+002, 1.0515615E+003, 4.4491759E+002, 1.3660880E+002, 7.5944377E+001, 5.5084043E+002, 5.5084043E+002, 4.3374624E+002, 4.3374624E+002, 4.3374624E+002, 8.4770570E+002, 8.4770570E+002, 8.4770570E+002, 6.4673607E+002, 6.4673607E+002
 7.9632005E+003, 7.1218851E+002, 9.4108929E+002, 1.0514627E+003, 4.4591927E+002, 1.3698190E+002, 7.6051148E+001, 5.5128247E+002, 5.5128247E+002, 4.3447493E+002, 4.3447493E+002, 4.3447493E+002, 8.4795102E+002, 8.4795102E+002, 8.4795102E+002, 6.4719258E+002, 6.4719258E+002
 7.9776110E+003, 7.1247522E+002, 9.4152175E+002, 1.0518584E+003, 4.4698916E+002, 1.3735241E+002, 7.6156824E+001, 5.5172397E+002, 5.5172397E+002, 4.3522926E+002, 4.3522926E+002, 4.3522926E+002, 8.4824858E+002, 8.4824858E+002, 8.4824858E+002, 6.4756624E+002, 6.4756624E+002
 7.9920130E+003, 7.1280303E+002, 9.4194762E+002, 1.0524476E+003, 4.4795631E+002, 1.3772058E+002, 7.6261461E+001, 5.5217067E+002, 5.5217067E+002, 4.3593965E+002, 4.3593965E+002, 4.3593965E+002, 8.4856979E+002, 8.4856979E+002, 8.4856979E+002, 6.4796215E+002, 6.4796215E+002
 8.0064148E+003, 7.1313628E+002, 9.4237423E+002, 1.0525529E+003, 4.4892421E+002, 1.3808613E+002, 7.6364887E+001, 5.5260886E+002, 5.5260886E+002, 4.3667753E+002, 4.3667753E+002, 4.3667753E+002, 8.4889372E+002, 8.4889372E+002, 8.4889372E+002, 6.4845534E+002, 6.4845534E+002
 8.0208001E+003, 7.1343021E+002, 9.4280167E+002, 1.0527629E+003, 4.4987271E+002, 1.3844884E+002, 7.6467073E+001, 5.5303124E+002, 5.5303124E+002, 4.3735616E+002, 4.3735616E+002, 4.3735616E+002, 8.4900804E+002, 8.4900804E+002, 8.4900804E+002, 6.4878379E+002, 6.4878379E+002
