s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Pb1","Pb1-Pb2","Pb2","Pb3","Pb3-Pb4","Pb4","AHF","AHF-Extra","ACF","ACF-Extra","ACF-Extra2","FHF","FHF-Extra","FHF-Extra2","FCF","FCF-Extra"
 1.1232325E+003, 7.0649950E+001, 1.2788770E+002, 7.2899149E+002, 2.1913893E+001, 2.0295078E+001, 2.0080015E+001, 3.8593792E+001, 3.8593792E+001, 2.4331228E+001, 2.4331228E+001, 2.4331228E+001, 3.9936750E+001, 3.9936750E+001, 3.9936750E+001, 2.6709389E+001, 2.6709389E+001
 1.1376445E+003, 7.1700317E+001, 1.2902313E+002, 7.3147915E+002, 2.1994775E+001, 2.0311332E+001, 2.0084757E+001, 3.9196938E+001, 3.9196938E+001, 2.4528270E+001, 2.4528270E+001, 2.4528270E+001, 4.0584651E+001, 4.0584651E+001, 4.0584651E+001, 2.6982821E+001, 2.6982821E+001
 1.1520011E+003, 7.2732563E+001, 1.3012856E+002, 7.3392035E+002, 2.2078668E+001, 2.0328239E+001, 2.0089752E+001, 3.9800690E+001, 3.9800690E+001, 2.4734629E+001, 2.4734629E+001, 2.4734629E+001, 4.1208332E+001, 4.1208332E+001, 4.1208332E+001, 2.7254162E+001, 2.7254162E+001
 1.1664131E+003, 7.3753762E+001, 1.3120648E+002, 7.3628582E+002, 2.2157888E+001, 2.0345828E+001, 2.0095013E+001, 4.0413933E+001, 4.0413933E+001, 2.4934793E+001, 2.4934793E+001, 2.4934793E+001, 4.1853651E+001, 4.1853651E+001, 4.1853651E+001, 2.7526218E+001, 2.7526218E+001
 1.1808440E+003, 7.4747840E+001, 1.3226029E+002, 7.3861924E+002, 2.2239772E+001, 2.0364149E+001, 2.0100565E+001, 4.1027876E+001, 4.1027876E+001, 2.5138388E+001, 2.5138388E+001, 2.5138388E+001, 4.2529129E+001, 4.2529129E+001, 4.2529129E+001, 2.7822276E+001, 2.7822276E+001
 1.1952006E+003, 7.5735079E+001, 1.3328661E+002, 7.4092605E+002, 2.2326216E+001, 2.0383132E+001, 2.0106390E+001, 4.1646528E+001, 4.1646528E+001, 2.5349464E+001, 2.5349464E+001, 2.5349464E+001, 4.3193040E+001, 4.3193040E+001, 4.3193040E+001, 2.8115556E+001, 2.8115556E+001
 1.2096391E+003, 7.6704522E+001, 1.3428917E+002, 7.4321576E+002, 2.2414735E+001, 2.0402825E+001, 2.0112510E+001, 4.2275336E+001, 4.2275336E+001, 2.5567273E+001, 2.5567273E+001, 2.5567273E+001, 4.3862460E+001, 4.3862460E+001, 4.3862460E+001, 2.8416010E+001, 2.8416010E+001
 1.2240511E+003, 7.7640586E+001, 1.3527066E+002, 7.4544827E+002, 2.2504156E+001, 2.0423270E+001, 2.0118942E+001, 4.2904494E+001, 4.2904494E+001, 2.5792507E+001, 2.5792507E+001, 2.5792507E+001, 4.4511148E+001, 4.4511148E+001, 4.4511148E+001, 2.8721964E+001, 2.8721964E+001
 1.2384366E+003, 7.8580483E+001, 1.3622863E+002, 7.4764704E+002, 2.2592953E+001, 2.0444399E+001, 2.0125674E+001, 4.3528002E+001, 4.3528002E+001, 2.6023328E+001, 2.6023328E+001, 2.6023328E+001, 4.5147884E+001, 4.5147884E+001, 4.5147884E+001, 2.9020677E+001, 2.9020677E+001
 1.2528487E+003, 7.9504484E+001, 1.3716593E+002, 7.4982221E+002, 2.2684904E+001, 2.0466259E+001, 2.0132727E+001, 4.4152920E+001, 4.4152920E+001, 2.6252377E+001, 2.6252377E+001, 2.6252377E+001, 4.5801741E+001, 4.5801741E+001, 4.5801741E+001, 2.9334747E+001, 2.9334747E+001
 1.2672302E+003, 8.0416146E+001, 1.3808333E+002, 7.5197711E+002, 2.2774667E+001, 2.0488849E+001, 2.0140107E+001, 4.4779159E+001, 4.4779159E+001, 2.6482152E+001, 2.6482152E+001, 2.6482152E+001, 4.6485286E+001, 4.6485286E+001, 4.6485286E+001, 2.9632029E+001, 2.9632029E+001
 1.2816504E+003, 8.1307205E+001, 1.3898217E+002, 7.5408073E+002, 2.2864330E+001, 2.0512185E+001, 2.0147825E+001, 4.5399755E+001, 4.5399755E+001, 2.6712518E+001, 2.6712518E+001, 2.6712518E+001, 4.7116240E+001, 4.7116240E+001, 4.7116240E+001, 2.9942738E+001, 2.9942738E+001
 1.2960070E+003, 8.2177553E+001, 1.3986219E+002, 7.5614459E+002, 2.2953866E+001, 2.0536235E+001, 2.0155880E+001, 4.6026176E+001, 4.6026176E+001, 2.6944667E+001, 2.6944667E+001, 2.6944667E+001, 4.7790594E+001, 4.7790594E+001, 4.7790594E+001, 3.0239467E+001, 3.0239467E+001
 1.3104251E+003, 8.3030597E+001, 1.4072488E+002, 7.5819122E+002, 2.3053661E+001, 2.0561016E+001, 2.0164286E+001, 4.6653964E+001, 4.6653964E+001, 2.7189776E+001, 2.7189776E+001, 2.7189776E+001, 4.8434816E+001, 4.8434816E+001, 4.8434816E+001, 3.0539826E+001, 3.0539826E+001
 1.3248064E+003, 8.3870871E+001, 1.4157167E+002, 7.6022210E+002, 2.3151178E+001, 2.0586543E+001, 2.0173058E+001, 4.7272501E+001, 4.7272501E+001, 2.7428964E+001, 2.7428964E+001, 2.7428964E+001, 4.9072871E+001, 4.9072871E+001, 4.9072871E+001, 3.0854941E+001, 3.0854941E+001
 1.3392215E+003, 8.4685624E+001, 1.4240237E+002, 7.6220472E+002, 2.3248249E+001, 2.0612794E+001, 2.0182196E+001, 4.7879480E+001, 4.7879480E+001, 2.7676534E+001, 2.7676534E+001, 2.7676534E+001, 4.9740457E+001, 4.9740457E+001, 4.9740457E+001, 3.1177036E+001, 3.1177036E+001
 1.3536037E+003, 8.5488392E+001, 1.4321772E+002, 7.6414735E+002, 2.3340693E+001, 2.0639789E+001, 2.0191706E+001, 4.8484973E+001, 4.8484973E+001, 2.7926505E+001, 2.7926505E+001, 2.7926505E+001, 5.0426657E+001, 5.0426657E+001, 5.0426657E+001, 3.1495397E+001, 3.1495397E+001
 1.3680157E+003, 8.6272179E+001, 1.4401809E+002, 7.6607599E+002, 2.3441014E+001, 2.0667524E+001, 2.0201595E+001, 4.9089799E+001, 4.9089799E+001, 2.8179327E+001, 2.8179327E+001, 2.8179327E+001, 5.1089277E+001, 5.1089277E+001, 5.1089277E+001, 3.1817673E+001, 3.1817673E+001
 1.3824414E+003, 8.7038253E+001, 1.4480529E+002, 7.6799684E+002, 2.3543839E+001, 2.0696042E+001, 2.0211886E+001, 4.9702570E+001, 4.9702570E+001, 2.8438126E+001, 2.8438126E+001, 2.8438126E+001, 5.1692138E+001, 5.1692138E+001, 5.1692138E+001, 3.2153140E+001, 3.2153140E+001
 1.3968017E+003, 8.7811806E+001, 1.4557710E+002, 7.6988428E+002, 2.3641736E+001, 2.0725246E+001, 2.0222549E+001, 5.0318015E+001, 5.0318015E+001, 2.8693871E+001, 2.8693871E+001, 2.8693871E+001, 5.2339597E+001, 5.2339597E+001, 5.2339597E+001, 3.2470623E+001, 3.2470623E+001
 1.4112137E+003, 8.8550345E+001, 1.4633515E+002, 7.7173554E+002, 2.3742224E+001, 2.0755176E+001, 2.0233603E+001, 5.0917864E+001, 5.0917864E+001, 2.8956674E+001, 2.8956674E+001, 2.8956674E+001, 5.2977391E+001, 5.2977391E+001, 5.2977391E+001, 3.2798393E+001, 3.2798393E+001
 1.4256297E+003, 8.9272394E+001, 1.4708173E+002, 7.7357758E+002, 2.3845439E+001, 2.0785901E+001, 2.0245081E+001, 5.1506105E+001, 5.1506105E+001, 2.9219933E+001, 2.9219933E+001, 2.9219933E+001, 5.3592270E+001, 5.3592270E+001, 5.3592270E+001, 3.3128908E+001, 3.3128908E+001
 1.4400426E+003, 8.9990329E+001, 1.4781595E+002, 7.7541097E+002, 2.3940820E+001, 2.0817359E+001, 2.0256967E+001, 5.2084815E+001, 5.2084815E+001, 2.9468374E+001, 2.9468374E+001, 2.9468374E+001, 5.4209451E+001, 5.4209451E+001, 5.4209451E+001, 3.3446258E+001, 3.3446258E+001
 1.4544443E+003, 9.0682407E+001, 1.4854703E+002, 7.7722578E+002, 2.4038720E+001, 2.0849512E+001, 2.0269260E+001, 5.2662565E+001, 5.2662565E+001, 2.9727423E+001, 2.9727423E+001, 2.9727423E+001, 5.4820789E+001, 5.4820789E+001, 5.4820789E+001, 3.3772284E+001, 3.3772284E+001
 1.4688497E+003, 9.1362082E+001, 1.4929374E+002, 7.7900481E+002, 2.4142481E+001, 2.0882372E+001, 2.0281966E+001, 5.3232409E+001, 5.3232409E+001, 2.9984252E+001, 2.9984252E+001, 2.9984252E+001, 5.5428123E+001, 5.5428123E+001, 5.5428123E+001, 3.4104172E+001, 3.4104172E+001
 1.4832280E+003, 9.2021602E+001, 1.5005809E+002, 7.8076420E+002, 2.4239770E+001, 2.0915908E+001, 2.0295081E+001, 5.3790486E+001, 5.3790486E+001, 3.0243778E+001, 3.0243778E+001, 3.0243778E+001, 5.6006689E+001, 5.6006689E+001, 5.6006689E+001, 3.4420371E+001, 3.4420371E+001
 1.4976449E+003, 9.2662229E+001, 1.5084126E+002, 7.8251185E+002, 2.4343478E+001, 2.0950151E+001, 2.0308625E+001, 5.4353108E+001, 5.4353108E+001, 3.0501932E+001, 3.0501932E+001, 3.0501932E+001, 5.6578139E+001, 5.6578139E+001, 5.6578139E+001, 3.4725030E+001, 3.4725030E+001
 1.5120226E+003, 9.3283907E+001, 1.5164327E+002, 7.8422998E+002, 2.4450334E+001, 2.0985076E+001, 2.0322594E+001, 5.4909942E+001, 5.4909942E+001, 3.0764443E+001, 3.0764443E+001, 3.0764443E+001, 5.7180610E+001, 5.7180610E+001, 5.7180610E+001, 3.5038091E+001, 3.5038091E+001
 1.5264157E+003, 9.3895298E+001, 1.5246386E+002, 7.8590840E+002, 2.4554387E+001, 2.1020653E+001, 2.0336979E+001, 5.5450497E+001, 5.5450497E+001, 3.1026563E+001, 3.1026563E+001, 3.1026563E+001, 5.7787893E+001, 5.7787893E+001, 5.7787893E+001, 3.5368550E+001, 3.5368550E+001
 1.5408334E+003, 9.4511712E+001, 1.5330535E+002, 7.8756253E+002, 2.4654639E+001, 2.1056950E+001, 2.0351811E+001, 5.5989594E+001, 5.5989594E+001, 3.1284438E+001, 3.1284438E+001, 3.1284438E+001, 5.8367003E+001, 5.8367003E+001, 5.8367003E+001, 3.5697407E+001, 3.5697407E+001
 1.5552307E+003, 9.5105754E+001, 1.5416711E+002, 7.8920100E+002, 2.4757636E+001, 2.1093909E+001, 2.0367080E+001, 5.6514429E+001, 5.6514429E+001, 3.1537017E+001, 3.1537017E+001, 3.1537017E+001, 5.8969909E+001, 5.8969909E+001, 5.8969909E+001, 3.6028416E+001, 3.6028416E+001
 1.5696296E+003, 9.5684986E+001, 1.5504734E+002, 7.9082063E+002, 2.4854615E+001, 2.1131510E+001, 2.0382778E+001, 5.7046989E+001, 5.7046989E+001, 3.1796260E+001, 3.1796260E+001, 3.1796260E+001, 5.9502735E+001, 5.9502735E+001, 5.9502735E+001, 3.6348178E+001, 3.6348178E+001
 1.5840334E+003, 9.6266433E+001, 1.5594619E+002, 7.9239825E+002, 2.4957940E+001, 2.1169769E+001, 2.0398917E+001, 5.7564811E+001, 5.7564811E+001, 3.2048362E+001, 3.2048362E+001, 3.2048362E+001, 6.0028968E+001, 6.0028968E+001, 6.0028968E+001, 3.6669049E+001, 3.6669049E+001
 1.5984469E+003, 9.6842147E+001, 1.5686440E+002, 7.9395201E+002, 2.5057583E+001, 2.1208682E+001, 2.0415503E+001, 5.8077629E+001, 5.8077629E+001, 3.2301188E+001, 3.2301188E+001, 3.2301188E+001, 6.0538852E+001, 6.0538852E+001, 6.0538852E+001, 3.6984165E+001, 3.6984165E+001
 1.6128227E+003, 9.7396511E+001, 1.5780102E+002, 7.9548824E+002, 2.5163884E+001, 2.1248174E+001, 2.0432509E+001, 5.8583400E+001, 5.8583400E+001, 3.2555000E+001, 3.2555000E+001, 3.2555000E+001, 6.1068158E+001, 6.1068158E+001, 6.1068158E+001, 3.7307984E+001, 3.7307984E+001
 1.6272222E+003, 9.7941771E+001, 1.5874873E+002, 7.9700903E+002, 2.5267431E+001, 2.1288245E+001, 2.0449946E+001, 5.9075610E+001, 5.9075610E+001, 3.2806431E+001, 3.2806431E+001, 3.2806431E+001, 6.1609979E+001, 6.1609979E+001, 6.1609979E+001, 3.7618583E+001, 3.7618583E+001
 1.6416215E+003, 9.8463934E+001, 1.5969415E+002, 7.9849435E+002, 2.5369699E+001, 2.1328933E+001, 2.0467834E+001, 5.9562218E+001, 5.9562218E+001, 3.3063495E+001, 3.3063495E+001, 3.3063495E+001, 6.2155913E+001, 6.2155913E+001, 6.2155913E+001, 3.7925538E+001, 3.7925538E+001
 1.6560167E+003, 9.8983848E+001, 1.6063484E+002, 7.9995130E+002, 2.5473923E+001, 2.1370210E+001, 2.0486158E+001, 6.0047478E+001, 6.0047478E+001, 3.3315622E+001, 3.3315622E+001, 3.3315622E+001, 6.2703396E+001, 6.2703396E+001, 6.2703396E+001, 3.8258859E+001, 3.8258859E+001
 1.6704501E+003, 9.9498062E+001, 1.6157195E+002, 8.0140439E+002, 2.5584511E+001, 2.1412123E+001, 2.0504939E+001, 6.0520559E+001, 6.0520559E+001, 3.3572971E+001, 3.3572971E+001, 3.3572971E+001, 6.3211398E+001, 6.3211398E+001, 6.3211398E+001, 3.8557021E+001, 3.8557021E+001
 1.6848227E+003, 9.9993226E+001, 1.6250361E+002, 8.0284065E+002, 2.5696817E+001, 2.1454589E+001, 2.0524139E+001, 6.0982297E+001, 6.0982297E+001, 3.3824020E+001, 3.3824020E+001, 3.3824020E+001, 6.3717186E+001, 6.3717186E+001, 6.3717186E+001, 3.8870119E+001, 3.8870119E+001
 1.6992147E+003, 1.0048391E+002, 1.6342920E+002, 8.0424838E+002, 2.5799706E+001, 2.1497581E+001, 2.0543742E+001, 6.1442622E+001, 6.1442622E+001, 3.4072475E+001, 3.4072475E+001, 3.4072475E+001, 6.4230512E+001, 6.4230512E+001, 6.4230512E+001, 3.9190001E+001, 3.9190001E+001
 1.7136134E+003, 1.0096550E+002, 1.6435083E+002, 8.0562856E+002, 2.5899708E+001, 2.1541179E+001, 2.0563790E+001, 6.1897884E+001, 6.1897884E+001, 3.4316553E+001, 3.4316553E+001, 3.4316553E+001, 6.4723959E+001, 6.4723959E+001, 6.4723959E+001, 3.9495121E+001, 3.9495121E+001
 1.7280094E+003, 1.0143651E+002, 1.6526781E+002, 8.0699648E+002, 2.6005671E+001, 2.1585356E+001, 2.0584264E+001, 6.2342328E+001, 6.2342328E+001, 3.4559432E+001, 3.4559432E+001, 3.4559432E+001, 6.5212667E+001, 6.5212667E+001, 6.5212667E+001, 3.9803228E+001, 3.9803228E+001
 1.7424387E+003, 1.0190470E+002, 1.6618094E+002, 8.0835824E+002, 2.6104379E+001, 2.1630146E+001, 2.0605187E+001, 6.2781394E+001, 6.2781394E+001, 3.4794261E+001, 3.4794261E+001, 3.4794261E+001, 6.5717616E+001, 6.5717616E+001, 6.5717616E+001, 4.0109060E+001, 4.0109060E+001
 1.7568062E+003, 1.0235257E+002, 1.6708836E+002, 8.0970377E+002, 2.6204454E+001, 2.1675441E+001, 2.0626517E+001, 6.3221750E+001, 6.3221750E+001, 3.5036204E+001, 3.5036204E+001, 3.5036204E+001, 6.6209208E+001, 6.6209208E+001, 6.6209208E+001, 4.0408667E+001, 4.0408667E+001
 1.7712333E+003, 1.0279966E+002, 1.6799094E+002, 8.1103074E+002, 2.6307486E+001, 2.1721263E+001, 2.0648270E+001, 6.3658095E+001, 6.3658095E+001, 3.5277774E+001, 3.5277774E+001, 3.5277774E+001, 6.6674529E+001, 6.6674529E+001, 6.6674529E+001, 4.0710219E+001, 4.0710219E+001
 1.7856111E+003, 1.0322786E+002, 1.6888903E+002, 8.1234748E+002, 2.6412214E+001, 2.1767594E+001, 2.0670452E+001, 6.4088574E+001, 6.4088574E+001, 3.5523310E+001, 3.5523310E+001, 3.5523310E+001, 6.7135673E+001, 6.7135673E+001, 6.7135673E+001, 4.1013026E+001, 4.1013026E+001
 1.8000285E+003, 1.0366641E+002, 1.6978194E+002, 8.1366141E+002, 2.6512419E+001, 2.1814393E+001, 2.0693045E+001, 6.4488283E+001, 6.4488283E+001, 3.5755392E+001, 3.5755392E+001, 3.5755392E+001, 6.7580816E+001, 6.7580816E+001, 6.7580816E+001, 4.1296597E+001, 4.1296597E+001
 1.8144166E+003, 1.0409527E+002, 1.7067032E+002, 8.1496632E+002, 2.6614955E+001, 2.1861702E+001, 2.0716061E+001, 6.4887348E+001, 6.4887348E+001, 3.5983720E+001, 3.5983720E+001, 3.5983720E+001, 6.8065285E+001, 6.8065285E+001, 6.8065285E+001, 4.1578676E+001, 4.1578676E+001
 1.8288335E+003, 1.0451590E+002, 1.7155376E+002, 8.1624982E+002, 2.6721802E+001, 2.1909485E+001, 2.0739484E+001, 6.5299059E+001, 6.5299059E+001, 3.6216804E+001, 3.6216804E+001, 3.6216804E+001, 6.8519671E+001, 6.8519671E+001, 6.8519671E+001, 4.1860279E+001, 4.1860279E+001
 1.8432436E+003, 1.0491615E+002, 1.7243300E+002, 8.1752642E+002, 2.6825383E+001, 2.1957777E+001, 2.0763330E+001, 6.5698892E+001, 6.5698892E+001, 3.6450845E+001, 3.6450845E+001, 3.6450845E+001, 6.8952609E+001, 6.8952609E+001, 6.8952609E+001, 4.2160176E+001, 4.2160176E+001
 1.8576060E+003, 1.0529109E+002, 1.7330855E+002, 8.1879567E+002, 2.6936808E+001, 2.2006416E+001, 2.0787530E+001, 6.6076050E+001, 6.6076050E+001, 3.6686140E+001, 3.6686140E+001, 3.6686140E+001, 6.9379405E+001, 6.9379405E+001, 6.9379405E+001, 4.2463174E+001, 4.2463174E+001
 1.8720312E+003, 1.0569065E+002, 1.7420022E+002, 8.2005562E+002, 2.7037682E+001, 2.2055536E+001, 2.0812134E+001, 6.6453121E+001, 6.6453121E+001, 3.6915957E+001, 3.6915957E+001, 3.6915957E+001, 6.9803602E+001, 6.9803602E+001, 6.9803602E+001, 4.2754594E+001, 4.2754594E+001
 1.8864411E+003, 1.0607438E+002, 1.7511727E+002, 8.2128210E+002, 2.7139886E+001, 2.2105204E+001, 2.0837172E+001, 6.6825320E+001, 6.6825320E+001, 3.7145819E+001, 3.7145819E+001, 3.7145819E+001, 7.0206294E+001, 7.0206294E+001, 7.0206294E+001, 4.3027519E+001, 4.3027519E+001
 1.9008087E+003, 1.0644165E+002, 1.7605814E+002, 8.2249462E+002, 2.7237753E+001, 2.2155231E+001, 2.0862554E+001, 6.7192221E+001, 6.7192221E+001, 3.7372976E+001, 3.7372976E+001, 3.7372976E+001, 7.0601562E+001, 7.0601562E+001, 7.0601562E+001, 4.3301763E+001, 4.3301763E+001
 1.9152284E+003, 1.0680693E+002, 1.7702694E+002, 8.2370628E+002, 2.7342804E+001, 2.2205712E+001, 2.0888333E+001, 6.7551437E+001, 6.7551437E+001, 3.7594737E+001, 3.7594737E+001, 3.7594737E+001, 7.0993409E+001, 7.0993409E+001, 7.0993409E+001, 4.3570103E+001, 4.3570103E+001
 1.9296480E+003, 1.0717181E+002, 1.7802745E+002, 8.2490842E+002, 2.7438167E+001, 2.2256682E+001, 2.0914541E+001, 6.7909748E+001, 6.7909748E+001, 3.7812557E+001, 3.7812557E+001, 3.7812557E+001, 7.1405358E+001, 7.1405358E+001, 7.1405358E+001, 4.3824227E+001, 4.3824227E+001
 1.9440070E+003, 1.0753530E+002, 1.7905848E+002, 8.2607610E+002, 2.7538568E+001, 2.2307956E+001, 2.0941066E+001, 6.8256534E+001, 6.8256534E+001, 3.8033137E+001, 3.8033137E+001, 3.8033137E+001, 7.1783988E+001, 7.1783988E+001, 7.1783988E+001, 4.4068894E+001, 4.4068894E+001
 1.9584117E+003, 1.0789124E+002, 1.8012542E+002, 8.2722912E+002, 2.7641411E+001, 2.2359599E+001, 2.0967945E+001, 6.8599258E+001, 6.8599258E+001, 3.8250807E+001, 3.8250807E+001, 3.8250807E+001, 7.2185397E+001, 7.2185397E+001, 7.2185397E+001, 4.4341013E+001, 4.4341013E+001
 1.9728223E+003, 1.0822724E+002, 1.8124612E+002, 8.2837933E+002, 2.7742953E+001, 2.2411719E+001, 2.0995238E+001, 6.8940615E+001, 6.8940615E+001, 3.8467165E+001, 3.8467165E+001, 3.8467165E+001, 7.2597301E+001, 7.2597301E+001, 7.2597301E+001, 4.4589235E+001, 4.4589235E+001
 1.9872434E+003, 1.0856651E+002, 1.8243704E+002, 8.2952740E+002, 2.7850832E+001, 2.2464223E+001, 2.1022903E+001, 6.9268678E+001, 6.9268678E+001, 3.8673924E+001, 3.8673924E+001, 3.8673924E+001, 7.2982047E+001, 7.2982047E+001, 7.2982047E+001, 4.4854779E+001, 4.4854779E+001
 2.0016429E+003, 1.0890189E+002, 1.8371184E+002, 8.3066858E+002, 2.7948129E+001, 2.2517068E+001, 2.1050911E+001, 6.9598266E+001, 6.9598266E+001, 3.8885486E+001, 3.8885486E+001, 3.8885486E+001, 7.3372860E+001, 7.3372860E+001, 7.3372860E+001, 4.5110113E+001, 4.5110113E+001
 2.0160287E+003, 1.0921996E+002, 1.8508987E+002, 8.3181074E+002, 2.8046872E+001, 2.2570218E+001, 2.1079238E+001, 6.9928023E+001, 6.9928023E+001, 3.9088942E+001, 3.9088942E+001, 3.9088942E+001, 7.3747670E+001, 7.3747670E+001, 7.3747670E+001, 4.5363890E+001, 4.5363890E+001
 2.0304467E+003, 1.0954381E+002, 1.8660457E+002, 8.3294883E+002, 2.8145783E+001, 2.2623765E+001, 2.1107933E+001, 7.0238431E+001, 7.0238431E+001, 3.9288921E+001, 3.9288921E+001, 3.9288921E+001, 7.4095837E+001, 7.4095837E+001, 7.4095837E+001, 4.5588256E+001, 4.5588256E+001
 2.0448349E+003, 1.0986100E+002, 1.8830626E+002, 8.3408710E+002, 2.8249126E+001, 2.2677654E+001, 2.1136969E+001, 7.0553604E+001, 7.0553604E+001, 3.9490741E+001, 3.9490741E+001, 3.9490741E+001, 7.4434120E+001, 7.4434120E+001, 7.4434120E+001, 4.5815404E+001, 4.5815404E+001
 2.0592242E+003, 1.1017773E+002, 1.9028823E+002, 8.3521059E+002, 2.8341524E+001, 2.2731800E+001, 2.1166306E+001, 7.0859083E+001, 7.0859083E+001, 3.9692203E+001, 3.9692203E+001, 3.9692203E+001, 7.4822804E+001, 7.4822804E+001, 7.4822804E+001, 4.6054546E+001, 4.6054546E+001
 2.0736357E+003, 1.1048653E+002, 1.9278114E+002, 8.3632882E+002, 2.8443787E+001, 2.2786318E+001, 2.1195995E+001, 7.1161874E+001, 7.1161874E+001, 3.9889221E+001, 3.9889221E+001, 3.9889221E+001, 7.5161565E+001, 7.5161565E+001, 7.5161565E+001, 4.6283992E+001, 4.6283992E+001
 2.0880149E+003, 1.1079971E+002, 1.9635642E+002, 8.3744344E+002, 2.8544952E+001, 2.2841133E+001, 2.1225997E+001, 7.1464407E+001, 7.1464407E+001, 4.0091864E+001, 4.0091864E+001, 4.0091864E+001, 7.5507293E+001, 7.5507293E+001, 7.5507293E+001, 4.6523373E+001, 4.6523373E+001
 2.1024345E+003, 1.1110304E+002, 2.0057844E+002, 8.3855714E+002, 2.8635009E+001, 2.2896268E+001, 2.1256320E+001, 7.1763922E+001, 7.1763922E+001, 4.0293582E+001, 4.0293582E+001, 4.0293582E+001, 7.5846735E+001, 7.5846735E+001, 7.5846735E+001, 4.6749029E+001, 4.6749029E+001
 2.1168092E+003, 1.1141417E+002, 2.0497359E+002, 8.3965844E+002, 2.8731413E+001, 2.2951666E+001, 2.1286947E+001, 7.2047383E+001, 7.2047383E+001, 4.0475927E+001, 4.0475927E+001, 4.0475927E+001, 7.6127932E+001, 7.6127932E+001, 7.6127932E+001, 4.6961754E+001, 4.6961754E+001
 2.1312401E+003, 1.1170497E+002, 2.0957450E+002, 8.4074131E+002, 2.8825306E+001, 2.3007361E+001, 2.1317895E+001, 7.2327416E+001, 7.2327416E+001, 4.0653842E+001, 4.0653842E+001, 4.0653842E+001, 7.6415580E+001, 7.6415580E+001, 7.6415580E+001, 4.7199996E+001, 4.7199996E+001
 2.1456297E+003, 1.1199161E+002, 2.1442516E+002, 8.4182431E+002, 2.8918900E+001, 2.3063352E+001, 2.1349160E+001, 7.2586271E+001, 7.2586271E+001, 4.0838885E+001, 4.0838885E+001, 4.0838885E+001, 7.6736345E+001, 7.6736345E+001, 7.6736345E+001, 4.7429219E+001, 4.7429219E+001
 2.1600345E+003, 1.1229078E+002, 2.1958018E+002, 8.4290918E+002, 2.9011275E+001, 2.3119545E+001, 2.1380688E+001, 7.2857236E+001, 7.2857236E+001, 4.1022240E+001, 4.1022240E+001, 4.1022240E+001, 7.7050421E+001, 7.7050421E+001, 7.7050421E+001, 4.7645428E+001, 4.7645428E+001
 2.1744395E+003, 1.1258019E+002, 2.2512125E+002, 8.4400114E+002, 2.9120836E+001, 2.3175977E+001, 2.1412522E+001, 7.3134625E+001, 7.3134625E+001, 4.1207518E+001, 4.1207518E+001, 4.1207518E+001, 7.7330056E+001, 7.7330056E+001, 7.7330056E+001, 4.7866999E+001, 4.7866999E+001
 2.1888063E+003, 1.1287312E+002, 2.3081688E+002, 8.4510009E+002, 2.9211271E+001, 2.3232561E+001, 2.1444597E+001, 7.3408806E+001, 7.3408806E+001, 4.1388674E+001, 4.1388674E+001, 4.1388674E+001, 7.7630955E+001, 7.7630955E+001, 7.7630955E+001, 4.8068791E+001, 4.8068791E+001
 2.2032469E+003, 1.1316239E+002, 2.3640336E+002, 8.4620579E+002, 2.9307606E+001, 2.3289456E+001, 2.1476982E+001, 7.3676372E+001, 7.3676372E+001, 4.1570948E+001, 4.1570948E+001, 4.1570948E+001, 7.7909755E+001, 7.7909755E+001, 7.7909755E+001, 4.8272442E+001, 4.8272442E+001
 2.2176483E+003, 1.1344852E+002, 2.4186992E+002, 8.4731260E+002, 2.9404181E+001, 2.3346651E+001, 2.1509670E+001, 7.3929488E+001, 7.3929488E+001, 4.1750242E+001, 4.1750242E+001, 4.1750242E+001, 7.8226397E+001, 7.8226397E+001, 7.8226397E+001, 4.8490917E+001, 4.8490917E+001
 2.2320139E+003, 1.1375133E+002, 2.4719871E+002, 8.4841429E+002, 2.9501628E+001, 2.3403900E+001, 2.1542538E+001, 7.4189002E+001, 7.4189002E+001, 4.1927926E+001, 4.1927926E+001, 4.1927926E+001, 7.8520078E+001, 7.8520078E+001, 7.8520078E+001, 4.8701501E+001, 4.8701501E+001
 2.2464514E+003, 1.1405378E+002, 2.5241283E+002, 8.4948410E+002, 2.9604688E+001, 2.3461431E+001, 2.1575702E+001, 7.4438128E+001, 7.4438128E+001, 4.2101190E+001, 4.2101190E+001, 4.2101190E+001, 7.8808385E+001, 7.8808385E+001, 7.8808385E+001, 4.8890502E+001, 4.8890502E+001
 2.2608112E+003, 1.1434213E+002, 2.5750767E+002, 8.5054549E+002, 2.9701790E+001, 2.3519179E+001, 2.1609110E+001, 7.4695962E+001, 7.4695962E+001, 4.2274262E+001, 4.2274262E+001, 4.2274262E+001, 7.9120324E+001, 7.9120324E+001, 7.9120324E+001, 4.9083482E+001, 4.9083482E+001
 2.2752058E+003, 1.1463903E+002, 2.6247980E+002, 8.5160356E+002, 2.9794182E+001, 2.3577072E+001, 2.1642715E+001, 7.4939080E+001, 7.4939080E+001, 4.2446083E+001, 4.2446083E+001, 4.2446083E+001, 7.9448344E+001, 7.9448344E+001, 7.9448344E+001, 4.9278662E+001, 4.9278662E+001
