TimeStamp,Time in Sec,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom
50:27.8,6.09,-90.622467,29.11699865,5.73045,7.426569,7.920808,7.472491,1.61572,2.390725,2.587796,1.960537,2.738896,2.591127
50:28.8,6.10,-90.40329,29.04657708,5.751796,7.451198,7.960216,7.48891,1.61572,2.384157,2.55824,1.957253,2.738896,2.568139
50:29.8,6.12,-91.571541,29.42193612,5.807623,7.508667,8.03903,7.554588,1.612436,2.387441,2.545104,1.960537,2.738896,2.555003
50:30.8,6.14,-91.426529,29.37534377,5.83061,7.546432,8.078437,7.584964,1.609152,2.387441,2.512264,1.963821,2.735612,2.538582
50:31.8,6.15,-91.2323,29.31293799,5.858524,7.564494,8.111277,7.584143,1.605868,2.387441,2.472856,1.960537,2.74218,2.505742
50:32.8,6.17,-91.988472,29.55589605,5.904499,7.625246,8.172029,7.648179,1.589448,2.390725,2.45972,1.953969,2.735612,2.492605
50:33.8,6.19,-92.58728,29.74829306,5.942264,7.663012,8.236066,7.692512,1.596016,2.384157,2.446584,2.01308,2.735612,2.482753
50:34.8,6.20,-92.422623,29.69538877,5.965252,7.684357,8.270548,7.69908,1.596016,2.387441,2.374335,2.006512,2.735612,2.456481
50:35.8,6.22,-93.121628,29.91997908,6.007943,7.746752,8.36414,7.751622,1.592732,2.384157,2.348063,1.990093,2.735612,2.44006
50:36.8,6.23,-92.66806,29.77424768,6.03914,7.781233,8.449522,7.794313,1.596016,2.384157,2.328359,2.003228,2.735612,2.387515
50:37.8,6.25,-93.292023,29.97472699,6.067054,7.817356,8.557892,7.822226,1.59109,2.384157,2.282383,2.006512,2.735612,2.295561
50:38.8,6.27,-93.041733,29.89430881,6.094967,7.860047,8.671187,7.861633,1.596016,2.384157,2.213419,2.01308,2.735612,2.203607
50:39.8,6.29,-93.426216,30.0178432,6.117955,7.89617,8.746718,7.887904,1.592732,2.384157,2.160875,2.009796,2.738896,2.154346
50:40.8,6.30,-93.428429,30.01855424,6.126165,7.917516,8.791052,7.90104,1.596016,2.380873,2.108331,1.999944,2.732328,2.121505
50:41.8,6.32,-93.940704,30.1831482,6.165572,7.970059,8.838669,7.947014,1.596016,2.384157,2.085343,1.999944,2.730686,2.111653
50:42.8,6.34,-93.940704,30.1831482,6.193486,7.994688,8.876433,7.971643,1.589448,2.384157,2.059071,2.01308,2.732328,2.049256
50:43.8,6.35,-93.820419,30.14450062,6.208263,8.001256,8.90599,7.986421,1.592732,2.384157,2.036083,1.99666,2.729044,2.019699
50:44.8,6.37,-94.442177,30.34427147,6.245208,8.048873,8.971668,8.01926,1.596016,2.380873,2.029515,2.003228,2.72576,2.013131
50:45.8,6.39,-94.343735,30.31264206,6.267375,8.068577,8.98973,8.020902,1.596016,2.384157,2.00981,1.986809,2.729044,1.999995
50:46.8,6.40,-94.878975,30.48461467,6.29693,8.099774,9.020106,8.066876,1.589448,2.380873,1.996674,2.001586,2.732328,1.986859
50:47.8,6.42,-95.145378,30.57020995,6.319917,8.139181,9.06526,8.083296,1.592732,2.380873,1.983538,1.99666,2.732328,1.986859
50:48.8,6.44,-95.007431,30.52588758,6.350294,8.158885,9.084964,8.103821,1.592732,2.380873,1.970402,1.993376,2.72576,1.967154
50:49.8,6.45,-94.721825,30.43412237,6.367535,8.178588,9.094815,8.121061,1.592732,2.377589,1.953982,2.006512,2.729044,1.931029
50:50.8,6.47,-95.019127,30.52964551,6.385596,8.203218,9.117804,8.148153,1.596016,2.372663,1.94413,2.006512,2.729044,1.931029
50:51.9,6.49,-94.888466,30.48766413,6.385596,8.21307,9.121087,8.152258,1.589448,2.374305,1.91129,1.99666,2.729044,1.911325
50:52.9,6.50,-95.20916,30.59070311,6.415152,8.2377,9.145717,8.151437,1.589448,2.374305,1.901438,1.999944,2.72576,1.901473
50:53.9,6.52,-95.044067,30.53765873,6.428288,8.249193,9.160495,8.150616,1.592732,2.374305,1.898154,2.003228,2.729044,1.898189
50:54.9,6.54,-95.106087,30.55758575,6.495608,8.328008,9.285284,8.30578,1.535262,2.29549,1.638718,1.942475,2.653511,1.477828
50:55.9,6.55,-94.307541,30.30101292,6.515312,8.347711,9.334543,8.313169,1.523768,2.282354,1.622298,1.927697,2.646942,1.497533
50:56.9,6.57,-95.110947,30.55914727,6.533373,8.370698,9.372309,8.327947,1.523768,2.282354,1.625582,1.921129,2.650226,1.520521
50:57.9,6.59,-95.30407,30.62119769,6.546509,8.392044,9.395296,8.324663,1.530336,2.282354,1.622298,1.927697,2.650226,1.536941
50:58.9,6.60,-96.973122,31.1574641,6.584275,8.444587,9.43963,8.372279,1.523768,2.272502,1.622298,1.927697,2.646942,1.569782
50:59.9,6.62,-96.080994,30.87082337,6.600694,8.467574,9.451123,8.3731,1.527052,2.267577,1.625582,1.934265,2.653511,1.579634
51:00.9,6.64,-96.331505,30.95131256,6.626145,8.510265,9.472469,8.380489,1.523768,2.246231,1.622298,1.937549,2.650226,1.596055
51:01.9,6.65,-97.260498,31.24979801,6.656521,8.569376,9.490531,8.42318,1.527052,2.239663,1.622298,1.934265,2.650226,1.612475
51:02.9,6.67,-97.517189,31.33227283,6.707423,8.651475,9.52337,8.460945,1.510633,2.219959,1.619014,1.917845,2.653511,1.615759
51:03.9,6.69,-98.560959,31.66763613,6.773101,8.77298,9.575913,8.515129,1.497497,2.203539,1.619014,1.934265,2.653511,1.632179
51:04.9,6.70,-99.73362,32.04441211,6.842064,8.858362,9.60629,8.531549,1.490929,2.185477,1.589458,1.935907,2.653511,1.635463
51:05.9,6.72,-98.269173,31.57388528,6.850274,8.869856,9.612037,8.533191,1.497497,2.177268,1.573038,1.927697,2.653511,1.632179
51:06.9,6.74,-98.008286,31.49006229,6.879829,8.89777,9.621888,8.561104,1.484361,2.164132,1.563186,1.934265,2.646942,1.632179
51:07.9,6.75,-98.711708,31.71607178,6.907743,8.945387,9.644876,8.587375,1.477793,2.114872,1.546765,1.940833,2.653511,1.632179
51:08.9,6.77,-99.130402,31.85059816,6.939762,9.004498,9.664579,8.608721,1.467941,2.065613,1.467949,1.927697,2.650226,1.628895
51:09.9,6.79,-99.411819,31.94101744,6.998052,9.127645,9.702345,8.648128,1.451521,2.022921,1.464665,1.960537,2.653511,1.638747
51:11.0,6.80,-96.912872,31.13810577,7.032533,9.286916,9.722049,8.676041,1.471225,2.045909,1.605878,2.006512,2.646942,1.655168
51:12.0,6.82,-97.586494,31.35454052,7.052237,9.341101,9.733542,8.66783,1.474509,2.075464,1.651854,2.003228,2.646942,1.655168
51:13.0,6.84,-98.557869,31.66664331,7.078508,9.395286,9.758172,8.676041,1.477793,2.0886,1.68141,1.993376,2.646942,1.661736
51:14.0,6.86,-98.729141,31.721673,7.101496,9.421557,9.772949,8.694922,1.474509,2.0886,1.687978,1.980241,2.646942,1.663378
51:15.0,6.87,-98.614151,31.68472672,7.106422,9.444545,9.779517,8.726941,1.481077,2.0886,1.710966,2.01308,2.650226,1.694577
51:16.0,6.89,-99.293068,31.90286275,7.149113,9.479026,9.813999,8.741718,1.477793,2.095168,1.750374,1.99666,2.646942,1.720849
51:17.0,6.91,-101.455864,32.5977691,7.219718,9.554557,9.878036,8.803291,1.484361,2.101736,1.799634,2.008154,2.653511,1.766826
51:18.0,6.92,-101.596024,32.64280251,7.244348,9.593964,9.927295,8.843519,1.487645,2.098452,1.839042,1.99666,2.653511,1.806235
51:19.0,6.94,-102.062393,32.79264687,7.296891,9.620235,9.948641,8.871432,1.486003,2.10502,1.84561,2.003228,2.650226,1.814445
51:20.0,6.96,-101.323662,32.5552926,7.44631,9.728605,10.184263,8.983907,1.912921,2.380873,2.318507,2.508962,3.093574,2.640388
51:21.0,6.97,-98.302498,31.58459261,7.45452,9.733531,10.240911,8.992116,1.927699,2.387441,2.328359,2.53195,3.101784,2.663377
51:22.0,6.99,-98.785645,31.73982774,7.449594,9.735173,10.267183,9.035628,1.917847,2.390725,2.328359,2.53195,3.100142,2.679797
51:23.0,7.01,-99.54557,31.98399164,7.477508,9.745025,10.300022,9.035628,1.924415,2.387441,2.325075,2.518814,3.10671,2.692934
51:24.0,7.02,-100.451385,32.27503,7.489002,9.772939,10.337788,9.075035,1.921131,2.392367,2.325075,2.518814,3.10671,2.699502
51:25.0,7.04,-101.256119,32.53359103,7.509526,9.795926,10.368985,9.105411,1.924415,2.380873,2.331643,2.518814,3.116562,2.699502
51:26.0,7.06,-102.260155,32.8561878,7.544828,9.827124,10.406751,9.157953,1.924415,2.397293,2.328359,2.53195,3.109994,2.692934
51:27.0,7.07,-102.260155,32.8561878,7.541545,9.84026,10.421529,9.15467,1.924415,2.390725,2.325075,2.51553,3.116562,2.696218
51:28.0,7.09,-102.432091,32.91143084,7.589162,9.861605,10.461757,9.189971,1.927699,2.387441,2.328359,2.535234,3.113278,2.699502
51:29.0,7.11,-103.715561,33.32380975,7.623643,9.887877,10.48885,9.224452,1.924415,2.390725,2.325075,2.53195,3.116562,2.699502
51:30.0,7.12,-104.324951,33.51960676,7.649915,9.919074,10.531541,9.250724,1.924415,2.390725,2.328359,2.522098,3.119846,2.699502
51:31.0,7.14,-104.597321,33.60711924,7.7041,9.951913,10.574232,9.290131,1.924415,2.394009,2.351347,2.522098,3.13955,2.735626
51:32.0,7.16,-105.709282,33.96439231,7.733655,9.97408,10.597219,9.319686,1.924415,2.390725,2.371051,2.518814,3.146119,2.752047
51:33.1,7.17,-105.930443,34.03545134,7.779631,10.001172,10.632523,9.373049,1.921131,2.390725,2.374335,2.53195,3.146119,2.761899
51:34.1,7.19,-106.611572,34.25429808,7.823964,10.025802,10.658793,9.38208,1.924415,2.389083,2.371051,2.525382,3.162539,2.768467
51:35.1,7.21,-106.80558,34.31663285,7.879791,10.047148,10.682602,9.409993,1.924415,2.387441,2.461362,2.518814,3.162539,2.821012
51:36.1,7.22,-106.830742,34.3247174,7.9036,10.061925,10.707232,9.435443,1.924415,2.387441,2.481066,2.53195,3.162539,2.834149
51:37.1,7.24,-107.398201,34.50704198,7.950396,10.079987,10.715442,9.452683,1.927699,2.390725,2.482708,2.518814,3.164181,2.830865
51:38.1,7.26,-107.242599,34.45704706,7.981594,10.09969,10.736788,9.492091,1.927699,2.390725,2.49256,2.525382,3.155971,2.834149
51:39.1,7.27,-108.255905,34.78262228,8.025928,10.121857,10.772911,9.510973,1.930983,2.390725,2.545104,2.53195,3.159255,2.876842
51:40.1,7.29,-108.671516,34.91615809,8.081755,10.152233,10.806571,9.544633,1.930983,2.482677,2.554956,2.522098,3.241356,2.886694
51:41.1,7.31,-109.21624,35.09117791,8.121161,10.1744,10.832022,9.602101,1.927699,2.571343,2.57466,2.522098,3.310321,2.896546
51:42.1,7.32,-109.21624,35.09117791,8.185199,10.206419,10.868145,9.626731,2.03607,2.719122,2.837381,2.610766,3.523785,3.139567
51:43.1,7.34,-108.084854,34.72766359,8.241026,10.244184,10.915763,9.679274,2.157578,2.962136,3.018001,2.755261,3.720828,3.34318
51:44.1,7.36,-108.084854,34.72766359,8.267298,10.268813,10.93875,9.690767,2.164146,2.962136,3.021285,2.748693,3.724113,3.34318
51:45.1,7.37,-109.156425,35.07195935,8.298495,10.303295,10.98062,9.746593,2.160862,2.960494,3.049199,2.745409,3.717544,3.372736
51:46.1,7.39,-110.475204,35.49568305,8.336261,10.334493,11.027417,9.787642,2.160862,2.962136,3.077113,2.751977,3.724113,3.402293
51:47.1,7.41,-110.938492,35.64453748,8.374026,10.362406,11.056973,9.828691,2.160862,2.962136,3.075471,2.755261,3.724113,3.402293
51:48.1,7.42,-110.938492,35.64453748,8.405224,10.396887,11.098022,9.887801,2.15922,2.962136,3.126374,2.761829,3.725754,3.461406
51:49.1,7.44,-111.884033,35.9483398,8.441347,10.428084,11.140713,9.938702,2.164146,2.962136,3.13951,2.755261,3.724113,3.471259
51:50.1,7.46,-112.956055,36.29278047,8.489785,10.459282,11.177657,10.000276,2.16743,2.958852,3.13951,2.751977,3.724113,3.474543
51:51.1,7.47,-113.615112,36.50453549,8.539865,10.49869,11.219528,10.043787,2.164146,2.963778,3.195338,2.748693,3.72247,3.553361
51:52.1,7.49,-113.677353,36.52453352,8.564495,10.521677,11.242516,10.076626,2.160862,2.96542,3.201906,2.761829,3.720828,3.556645
51:53.1,7.51,-114.354294,36.74203466,8.59405,10.543022,11.278639,10.106181,2.16743,2.975271,3.20519,2.742125,3.720828,3.559929
51:54.1,7.52,-114.579643,36.8144393,8.628532,10.562726,11.299985,10.14723,2.16743,2.986765,3.206832,2.745409,3.720828,3.559929
51:55.1,7.54,-115.04425,36.96371753,8.64331,10.58243,11.331182,10.172681,2.16743,2.986765,3.211758,2.758545,3.724113,3.556645
51:56.1,7.56,-115.410416,37.08136666,8.672866,10.610343,11.367306,10.228507,2.160862,2.985123,3.211758,2.755261,3.727396,3.556645
51:57.1,7.57,-116.283569,37.36191072,8.705705,10.634973,11.400146,10.253957,2.160862,2.985123,3.215042,2.745409,3.724113,3.556645
51:58.1,7.59,-116.364792,37.38800767,8.727051,10.661244,11.414923,10.281871,2.177282,3.001543,3.28729,2.751977,3.73068,3.632178
51:59.1,7.61,-117.234192,37.66734589,8.759891,10.68259,11.44612,10.330308,2.178924,3.001543,3.300426,2.748693,3.725754,3.638747
52:00.2,7.63,-117.455574,37.73847593,8.786162,10.715429,11.486349,10.350833,2.180566,3.011395,3.310278,2.755261,3.727396,3.638747
52:01.2,7.64,-118.266258,37.9989487,8.812433,10.737597,11.505232,10.397628,2.193702,3.021247,3.310278,2.758545,3.725754,3.638747
52:02.2,7.66,-118.378609,38.03504707,8.835422,10.766331,11.537251,10.428004,2.190418,3.024531,3.323414,2.755261,3.72247,3.648599
52:03.2,7.68,-118.853806,38.18772787,8.855125,10.78275,11.565985,10.467411,2.193702,3.260977,3.389095,2.748693,3.947428,3.684724
52:04.2,7.69,-119.594086,38.42557983,8.886323,10.812305,11.602108,10.519133,2.193702,3.270829,3.402231,2.751977,3.953996,3.691292
52:05.2,7.71,-119.704666,38.46110919,8.897817,10.833652,11.634948,10.547867,2.193702,3.274113,3.451491,2.742125,3.953996,3.740553
52:06.2,7.73,-120.067749,38.57776775,8.92573,10.854997,11.654652,10.602052,2.193702,3.274113,3.451491,2.748693,3.95728,3.743837
52:07.2,7.74,-120.78331,38.8076775,8.947076,10.884553,11.690775,10.658699,2.193702,3.274113,3.471195,2.758545,3.953996,3.77011
52:08.2,7.76,-120.884392,38.84015515,8.960212,10.904256,11.715405,10.689075,2.193702,3.277397,3.504035,2.761829,3.95728,3.809519
52:09.2,7.78,-121.46907,39.02801219,8.989767,10.92396,11.740034,10.72684,2.219974,3.274113,3.500751,2.758545,3.953996,3.812803
52:10.2,7.79,-122.338028,39.3072084,9.009471,10.946947,11.764664,10.767889,2.223258,3.290533,3.497467,2.748693,3.95728,3.809519
52:11.2,7.81,-122.351273,39.31146401,9.030817,10.963367,11.790936,10.807296,2.219974,3.303668,3.504035,2.758545,3.953996,3.812803
52:12.2,7.83,-122.647034,39.40649202,9.042311,10.983071,11.815565,10.845061,2.223258,3.303668,3.504035,2.748693,3.95728,3.809519
52:13.2,7.84,-122.681244,39.4174837,9.106348,11.075022,11.864824,11.025676,2.646892,3.77656,3.78646,3.093512,4.630513,4.285709
52:14.2,7.86,-122.472229,39.35032718,9.114557,11.093083,11.884528,11.094638,2.683016,3.812684,3.806164,3.172328,4.666637,4.30213
52:15.2,7.88,-123.611786,39.71646684,9.129335,11.111145,11.914083,11.115984,2.6863,3.815968,3.809448,3.162476,4.663353,4.30213
52:16.2,7.89,-124.42733,39.97850113,9.147397,11.130849,11.927219,11.147181,2.689584,3.815968,3.812732,3.162476,4.656785,4.30213
52:17.2,7.91,-123.785706,39.77234734,9.148218,11.130849,11.925577,11.138971,2.6863,3.822536,3.816016,3.155908,4.656785,4.30213
52:18.2,7.93,-124.173286,39.89687679,9.175311,11.152194,11.950208,11.158674,2.6863,3.819252,3.816016,3.175611,4.656785,4.30213
52:19.2,7.94,-125.090576,40.19160207,9.190088,11.163688,11.973195,11.18823,2.6863,3.819252,3.8193,3.155908,4.653501,4.30213
52:20.2,7.96,-125.837921,40.43172402,9.214718,11.201453,12.010961,11.221069,2.6863,3.819252,3.825868,3.162476,4.653501,4.30213
52:21.3,7.98,-126.615288,40.68149203,9.252483,11.231009,12.03559,11.27197,2.689584,3.822536,3.83572,3.169044,4.656785,4.305414
52:22.3,7.99,-127.682228,41.02429986,9.275472,11.250712,12.06843,11.290031,2.689584,3.838956,3.858708,3.162476,4.656785,4.315266
52:23.3,8.01,-128.036911,41.1382595,9.295176,11.278625,12.100449,11.324512,2.692868,3.865227,3.927673,3.16576,4.656785,4.403936
52:24.3,8.03,-128.951782,41.43220756,9.324731,11.327885,12.143961,11.36474,2.699436,3.894783,3.957229,3.162476,4.669921,4.410504
52:25.3,8.04,-130.470093,41.92004088,9.375632,11.364009,12.188294,11.42303,2.71914,3.901351,4.062317,3.16576,4.666637,4.472902
52:26.3,8.06,-131.234207,42.16555071,9.385484,11.395206,12.219492,11.459152,2.71914,3.934191,4.085305,3.169044,4.669921,4.472902
52:27.3,8.08,-131.685349,42.31050263,9.426534,11.439539,12.272035,11.514979,2.725708,3.973598,4.147702,3.16576,4.673205,4.561572
52:28.3,8.09,-132.930405,42.71053913,9.459373,11.469095,12.318831,11.530578,2.728992,3.99987,4.164122,3.162476,4.676489,4.577992
52:29.3,8.11,-133.581085,42.91960261,9.480719,11.498651,12.35085,11.560954,2.73556,4.00808,4.167406,3.159192,4.676489,4.577992
52:30.3,8.13,-133.672455,42.94895979,9.504527,11.524922,12.383689,11.60775,2.748696,4.011364,4.173974,3.154266,4.676489,4.574708
52:31.3,8.14,-134.480942,43.20872666,9.528337,11.54791,12.414066,11.638125,2.75198,4.026142,4.180542,3.169044,4.676489,4.577992
52:32.3,8.16,-135.17157,43.43062544,9.552966,11.576644,12.446085,11.653725,2.761832,4.216612,4.311903,3.155908,4.843976,4.676515
52:33.3,8.18,-136.167648,43.7506653,9.574311,11.610305,12.485492,11.69231,2.755264,4.233032,4.315187,3.169044,4.857113,4.673231
52:34.3,8.19,-136.671997,43.91271264,9.595657,11.643144,12.524899,11.724329,2.771684,4.246168,4.348027,3.162476,4.857113,4.702787
52:35.3,8.21,-137.751068,44.25941815,9.625213,11.666132,12.572516,11.75963,2.791388,4.25602,4.387435,3.162476,4.855471,4.735628
52:36.3,8.23,-137.704285,44.24438677,9.635065,11.675983,12.59222,11.776051,2.814376,4.265872,4.394003,3.162476,4.860397,4.735628
52:37.3,8.24,-137.823471,44.28268123,9.646559,11.692403,12.60043,11.79247,2.814376,4.285576,4.394003,3.159192,4.857113,4.735628
52:38.3,8.26,-137.632111,44.22119726,9.646559,11.69733,12.604535,11.802321,2.811092,4.282292,4.397287,3.155908,4.850545,4.735628
52:39.3,8.28,-137.602966,44.21183298,9.658052,11.705539,12.610282,11.803964,2.820944,4.285576,4.397287,3.162476,4.857113,4.735628
52:40.3,8.29,-137.910202,44.3105479,9.671188,11.7236,12.634912,11.8171,2.824228,4.285576,4.397287,3.159192,4.860397,4.735628
52:41.3,8.31,-139.088165,44.68902741,9.690892,11.741662,12.664468,11.847475,2.811092,4.28886,4.400571,3.155908,4.853829,4.735628
52:42.3,8.33,-139.151291,44.7093098,9.700744,11.753157,12.682529,11.849938,2.81766,4.292144,4.407139,3.162476,4.860397,4.735628
52:43.3,8.34,-139.353683,44.77433835,9.707312,11.758082,12.695665,11.866358,2.820944,4.295428,4.410423,3.16576,4.853829,4.738913
52:44.3,8.36,-139.223022,44.73235697,9.715522,11.767934,12.708801,11.864716,2.824228,4.301996,4.413707,3.162476,4.857113,4.738913
52:45.4,8.38,-139.834183,44.928723,9.725373,11.794206,12.728505,11.881136,2.830796,4.30528,4.443263,3.155908,4.857113,4.755333
52:46.4,8.40,-141.152969,45.35244894,9.751645,11.822119,12.748209,11.917258,2.830796,4.3217,4.551636,3.162476,4.853829,4.821014
52:47.4,8.41,-141.398407,45.43130817,9.759855,11.828687,12.767912,11.923826,2.847216,4.324984,4.561488,3.172328,4.850545,4.821014
52:48.4,8.43,-141.023621,45.31088943,9.756571,11.828687,12.767912,11.915617,2.863636,4.328268,4.558204,3.162476,4.860397,4.821014
52:49.4,8.45,-141.125381,45.34358492,9.766423,11.836897,12.779407,11.938604,2.863636,4.341403,4.561488,3.162476,4.860397,4.821014
52:50.4,8.46,-141.398178,45.43123459,9.775454,11.848391,12.784332,11.940246,2.860352,4.548294,4.574624,3.16576,5.086997,4.821014
52:51.4,8.48,-141.265976,45.38875809,9.766423,11.850033,12.792542,11.94353,2.863636,4.548294,4.577908,3.16576,5.086997,4.821014
52:52.4,8.50,-141.278778,45.39287137,9.784485,11.853316,12.802394,11.959128,2.863636,4.54501,4.574624,3.162476,5.083713,4.821014
52:53.4,8.51,-142.45961,45.77227269,9.799263,11.879588,12.820456,11.978011,2.860352,4.548294,4.623884,3.167402,5.086997,4.896548
52:54.4,8.53,-143.93576,46.24655969,9.825534,11.910786,12.861506,12.014955,2.873488,4.581133,4.673144,3.16576,5.086997,4.926105
52:55.4,8.55,-144.556625,46.44604361,9.85509,11.940341,12.887777,12.045331,2.876772,4.617257,4.727331,3.159192,5.093565,4.96223
52:56.4,8.56,-144.949722,46.57234568,9.873152,11.963329,12.910765,12.065035,2.889908,4.630393,4.791369,3.182179,5.090281,5.03448
52:57.4,8.58,-145.428452,46.72616163,9.886288,11.978106,12.927184,12.078171,2.893192,4.633677,4.804505,3.162476,5.090281,5.037764
52:58.4,8.60,-146.054626,46.92735133,9.899424,12.004378,12.960024,12.115935,2.903044,4.788023,4.843913,3.159192,5.274189,5.0509
52:59.4,8.61,-147.069473,47.25342167,9.924053,12.043786,12.992864,12.145491,2.906327,4.886543,4.935865,3.162476,5.372711,5.12315
53:00.4,8.63,-147.50032,47.39185282,9.935547,12.060205,13.015851,12.163552,2.916179,4.893111,4.95557,3.16576,5.366143,5.12315
53:01.4,8.65,-147.151138,47.27966064,9.937189,12.061848,13.008462,12.176688,2.9326,4.902963,4.965422,3.170686,5.371069,5.12315
53:02.4,8.66,-147.029755,47.24066028,9.942115,12.061848,13.015851,12.175046,2.935884,4.906247,4.965422,3.155908,5.372711,5.12315
53:03.4,8.68,-146.847885,47.18222545,9.947041,12.065131,13.010925,12.175867,2.935884,4.906247,4.97199,3.170686,5.372711,5.12315
53:04.4,8.70,-147.092651,47.26086877,9.947041,12.070057,13.019135,12.18654,2.9326,4.909531,4.968706,3.16576,5.369427,5.12315
53:05.4,8.71,-147.58728,47.41979306,9.963461,12.081552,13.024061,12.201317,2.934242,4.906247,4.968706,3.169044,5.375995,5.126434
53:06.4,8.73,-147.654602,47.44142362,9.986448,12.091403,13.038839,12.209527,2.935884,4.906247,4.968706,3.172328,5.372711,5.126434
53:07.4,8.75,-147.607147,47.42617633,10.007794,12.094687,13.050333,12.198033,2.949019,4.924309,4.99662,3.175611,5.375995,5.152707
53:08.4,8.76,-147.681091,47.44993454,10.001226,12.096329,13.042944,12.222663,2.955587,4.930876,5.057374,3.16576,5.372711,5.254513
53:09.4,8.78,-147.809769,47.49127878,10.01272,12.099613,13.050333,12.232514,2.955587,4.932518,5.057374,3.175611,5.366143,5.254513
53:10.4,8.80,-148.685562,47.77267107,10.032424,12.122601,13.07332,12.246471,2.955587,4.929235,5.0623,3.162476,5.372711,5.254513
53:11.4,8.81,-149.638611,48.07888571,10.061979,12.153798,13.106981,12.277668,2.949019,4.965358,5.100067,3.162476,5.398983,5.280786
53:12.4,8.83,-150.83754,48.4641016,10.086609,12.186638,13.155419,12.317076,2.955587,5.208372,5.215007,3.170686,5.619016,5.438422
53:13.4,8.85,-151.973343,48.82903511,10.099745,12.217835,13.175123,12.34581,2.952303,5.211656,5.30696,3.16576,5.6223,5.523808
53:14.4,8.86,-152.249908,48.91789544,10.153931,12.250674,13.221099,12.360587,2.958871,5.313459,5.362788,3.172328,5.714253,5.596057
53:15.4,8.88,-153.554993,49.33721925,10.16214,12.290082,13.258043,12.41313,2.968723,5.444818,5.464592,3.16576,5.802923,5.665023
53:16.5,8.90,-154.784836,49.73236781,10.185128,12.319637,13.28842,12.449253,3.044255,5.480942,5.533557,3.270847,5.809491,5.69458
53:17.5,8.91,-155.287613,49.89391006,10.198264,12.345909,13.301556,12.477166,3.224875,5.494078,5.553261,3.454751,5.806207,5.697864
53:18.5,8.93,-155.738327,50.03872447,10.234387,12.362329,13.342606,12.487018,3.221591,5.510498,5.605805,3.451467,5.812776,5.724137
53:19.5,8.95,-156.180191,50.18069537,10.254091,12.377107,13.368877,12.518215,3.234727,5.513782,5.694474,3.451467,5.819344,5.822659
53:20.5,8.96,-156.879196,50.40528567,10.268869,12.416514,13.414852,12.538739,3.234727,5.571252,5.694474,3.458035,5.871889,5.822659
53:21.5,8.98,-157.960266,50.75263347,10.272153,12.442786,13.450976,12.577326,3.244579,5.74366,5.704326,3.454751,6.055796,5.825943
53:22.5,9.00,-158.213425,50.83397345,10.297604,12.459206,13.474785,12.58882,3.264282,5.750228,5.733882,3.467886,6.055796,5.857142
53:23.5,9.01,-158.729462,50.99977614,10.304993,12.477267,13.490384,12.608523,3.270851,5.753512,5.773291,3.454751,6.059081,5.917898
53:24.5,9.03,-159.265137,51.17188852,10.321412,12.505181,13.519939,12.638078,3.264282,5.763364,5.802846,3.444899,6.055796,5.921182
53:25.5,9.05,-160.013809,51.41243683,10.337832,12.526526,13.556063,12.667633,3.270851,5.787994,5.819267,3.458035,6.055796,5.917898
53:26.5,9.06,-160.165222,51.46108583,10.357536,12.539662,13.572483,12.674201,3.277419,5.789636,5.829119,3.461318,6.059081,5.917898
53:27.5,9.08,-160.755203,51.65064672,10.362462,12.551156,13.582335,12.685695,3.274135,5.802772,5.878379,3.458035,6.059081,5.921182
53:28.5,9.10,-161.18251,51.78794046,10.378881,12.567576,13.59547,12.695547,3.274135,5.815908,5.917788,3.458035,6.055796,5.937603
53:29.5,9.11,-161.305008,51.82729907,10.392017,12.590564,13.623384,12.718534,3.277419,5.812624,5.990036,3.448183,6.059081,6.05583
53:30.5,9.13,-162.350967,52.1633657,10.412542,12.620119,13.654582,12.753837,3.274135,5.930847,5.99332,3.451467,6.193727,6.05583
53:31.5,9.15,-162.980682,52.36569313,10.431425,12.644749,13.677569,12.777645,3.280703,6.016231,5.999888,3.461318,6.269261,6.05583
53:32.5,9.16,-163.581238,52.55865177,10.444561,12.666095,13.697273,12.795706,3.274135,6.016231,6.016308,3.458035,6.269261,6.065681
53:33.5,9.18,-164.019806,52.69956367,10.456055,12.679231,13.716977,12.794065,3.30369,6.029366,6.157521,3.454751,6.269261,6.197045
53:34.6,9.20,-163.842575,52.64261935,10.459339,12.68744,13.728471,12.807199,3.313542,6.042502,6.170657,3.458035,6.269261,6.197045
53:35.6,9.22,-164.102142,52.72601822,10.464265,12.702218,13.739964,12.808842,3.310258,6.042502,6.183793,3.464602,6.269261,6.197045
53:36.6,9.23,-164.570267,52.87642679,10.483969,12.72849,13.752279,12.853995,3.313542,6.04907,6.196929,3.451467,6.269261,6.197045
53:37.6,9.25,-165.372803,53.1342816,10.497105,12.739984,13.766236,12.856459,3.313542,6.058922,6.203497,3.451467,6.269261,6.197045
53:38.6,9.27,-165.628159,53.21632749,10.506956,12.748194,13.779372,12.877804,3.326679,6.062206,6.210065,3.461318,6.269261,6.197045
53:39.6,9.28,-165.432617,53.15349984,10.505315,12.756403,13.784298,12.87452,3.326679,6.058922,6.213349,3.458035,6.269261,6.200329
