TimeStamp,,Kyowa PG 500 KUM _Load in bar_(bar),Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom,Load in kN
35:40.4,8.86,-132.727798,8.328058,9.730304,7.531816,6.027667,-3.06393,-4.43987,-4.341401,-3.648427,-4.814314,-4.699325,49.0714415
35:41.4,8.87,-133.580414,8.352688,9.763144,7.533458,6.042444,-3.152597,-4.536746,-4.40708,-3.681266,-4.84387,-4.773214,49.34538702
35:42.4,8.89,-133.784149,8.374034,9.792699,7.564656,6.068716,-3.165733,-4.338068,-4.380809,-3.66813,-4.899698,-4.810979,49.41084707
35:43.4,8.91,-134.287155,8.401947,9.802551,7.566298,6.083494,-3.178869,-4.561375,-4.466191,-3.664846,-4.935822,-4.824115,49.5724629
35:44.4,8.92,-134.38559,8.414262,9.818971,7.652503,6.08842,-3.206782,-4.508832,-4.45634,-3.758437,-4.829093,-4.850387,49.60409007
35:45.4,8.94,-134.803406,8.426577,9.828002,7.57615,6.094987,-3.224844,-4.54824,-4.505599,-3.725598,-4.916118,-4.850387,49.73833435
35:46.4,8.96,-135.07666,8.452848,9.924058,7.671387,6.106482,-3.247832,-4.581079,-4.559784,-3.766647,-5.034341,-4.914423,49.82613086
35:47.4,8.97,-135.561127,8.431502,9.875619,7.32164,6.124543,-3.251116,-4.587647,-4.584414,-3.806054,-4.975229,-4.640214,49.98179011
35:48.4,8.99,-136.1586,8.47091,9.922416,7.923435,6.151636,-3.267535,-4.592573,-4.620538,-3.769931,-5.008069,-5.145941,50.17375818
35:49.4,9.01,-136.54155,8.491435,9.919132,7.778117,6.144247,-3.264251,-4.612276,-4.633673,-3.779783,-5.034341,-4.847103,50.29680002
35:50.4,9.03,-137.306763,8.526737,9.945403,8.052332,6.134395,-3.234696,-4.659893,-4.689501,-3.806054,-5.077032,-4.981744,50.54266295
35:51.4,9.04,-137.878418,8.538231,9.968391,7.679597,6.209926,-3.303659,-4.725572,-4.719056,-3.825758,-5.080316,-5.060558,50.7263357
35:52.4,9.06,-137.910202,8.559577,9.978243,7.712437,6.208284,-3.372622,-4.663177,-4.73876,-3.838893,-5.086884,-5.027719,50.7365479
35:53.4,9.08,-138.253204,8.548083,9.986453,7.745277,6.226346,-3.303659,-4.656609,-4.742044,-3.829041,-5.11644,-5.044139,50.84675445
35:54.4,9.09,-139.198303,8.597342,10.020935,7.751845,6.239481,-3.389041,-4.738707,-4.811007,-3.934127,-5.142712,-5.09504,51.15041475
35:55.4,9.11,-139.494949,8.62033,10.048848,7.783043,6.260827,-3.385757,-4.751843,-4.765032,-3.939053,-5.172267,-5.122953,51.24572711
35:56.4,9.13,-140.266129,8.699145,10.157219,7.793716,6.292025,-3.428449,-4.853644,-4.87997,-4.109816,-5.241231,-5.159077,51.49350725
35:57.4,9.14,-141.071747,8.641676,10.267232,7.845439,6.315012,-3.444869,-4.906187,-4.909526,-3.960398,-5.311836,-5.221471,51.75235231
35:58.4,9.16,-141.429306,8.72049,10.300893,7.8791,6.333074,-3.494128,-4.952162,-4.945649,-4.095038,-5.290491,-5.310138,51.86723602
35:59.5,9.18,-142.501984,8.722133,10.360825,7.884847,6.359346,-3.510548,-5.011273,-5.011328,-4.098322,-5.310194,-5.362681,52.21188746
36:00.5,9.19,-142.687164,8.736911,10.360825,7.268275,6.37084,-3.540103,-5.055605,-5.040884,-4.183703,-5.336466,-5.20341,52.27138579
36:01.5,9.21,-143.018677,8.754972,10.375603,7.974337,6.385617,-3.540103,-5.076951,-5.07044,-4.144297,-5.357812,-5.282224,52.37790092
36:02.5,9.23,-143.377121,8.771392,10.370677,7.801105,6.352778,-3.538461,-5.121284,-5.083575,-4.160716,-5.425133,-5.341335,52.49306898
36:03.5,9.24,-143.659424,8.792738,10.4068,7.988294,6.420099,-3.494128,-5.149198,-5.103279,-4.157433,-5.433343,-5.384027,52.58377293
36:04.5,9.26,-144.376968,8.817368,10.437998,7.906193,6.431593,-3.59593,-5.139346,-5.126267,-4.224752,-5.497381,-5.408656,52.81431982
36:05.5,9.28,-145.196487,8.843639,10.467554,8.02606,6.452939,-3.625486,-5.129494,-5.182094,-4.265801,-5.540072,-5.464483,53.07763127
36:06.5,9.29,-145.405502,8.855133,10.488899,8.003072,6.469358,-3.671461,-5.316678,-5.224786,-4.272369,-5.574554,-5.500606,53.14478779
36:07.5,9.31,-145.859955,8.881405,10.528307,8.046585,6.498914,-3.697733,-5.288764,-5.213292,-4.308492,-5.613962,-5.551507,53.29080354
36:08.5,9.33,-146.982071,8.955294,10.554579,8.044122,6.533395,-3.730572,-5.296974,-5.264193,-4.262517,-5.641875,-5.635248,53.65133941
36:09.5,9.34,-148.266418,8.991417,10.621901,8.16563,6.582654,-3.76998,-5.408627,-5.425107,-4.452984,-5.756814,-5.710778,54.0640001
36:10.5,9.36,-149.191879,8.993059,10.627647,8.19765,6.608926,-3.786399,-5.503861,-5.451378,-4.423429,-5.735468,-5.710778,54.36135072
36:11.5,9.38,-149.390305,9.066949,10.800877,8.276465,6.618778,-3.86193,-5.54491,-5.492428,-4.551501,-5.707555,-5.907815,54.425105
36:12.5,9.39,-150.075851,9.050529,10.706462,8.063826,6.65326,-3.865214,-5.559688,-5.536761,-4.518662,-5.852049,-5.784667,54.64537093
36:13.5,9.41,-150.620361,9.096504,10.774605,8.548218,6.681173,-3.917757,-5.61223,-5.58602,-4.581057,-5.927581,-5.947222,54.82032199
36:14.5,9.43,-151.334381,9.114566,10.769678,8.390585,6.687741,-3.921041,-5.658205,-5.638564,-4.604044,-6.012964,-5.822432,55.04973662
36:15.5,9.44,-152.255646,9.15972,10.810728,8.413573,6.72797,-3.996572,-5.717316,-5.704243,-4.654944,-6.039236,-6.039172,55.34573906
36:16.5,9.46,-153.059937,9.191739,10.843568,8.388944,6.792828,-4.026128,-5.832253,-5.779774,-4.663154,-6.075359,-6.022752,55.60415776
36:17.5,9.48,-154.275421,9.224579,10.887901,8.356103,6.793649,-4.052399,-5.914351,-5.842169,-4.720623,-6.131187,-6.090073,55.99469277
36:18.5,9.49,-154.570297,9.255776,10.919099,8.398795,6.835519,-4.062251,-6.0063,-5.848737,-4.774807,-6.193582,-6.144258,56.08943643
36:19.5,9.51,-155.41806,9.293542,10.955223,8.434919,6.855223,-4.131214,-5.874944,-5.947256,-4.804362,-6.255978,-6.216504,56.36182268
36:20.5,9.53,-156.364929,9.316529,11.004482,8.480075,6.896273,-4.193609,-6.05556,-5.948898,-4.840485,-6.318373,-6.264122,56.66605169
36:21.5,9.54,-156.902817,9.458561,11.038964,8.45134,6.925828,-4.229733,-6.037498,-6.009651,-4.847053,-6.40704,-6.344578,56.8388751
36:22.5,9.56,-158.277878,9.389598,11.073445,8.602405,6.966877,-4.25272,-6.157361,-6.085182,-4.955422,-6.43988,-6.410256,57.2806822
36:23.5,9.58,-159.356522,9.474159,11.135841,8.587626,7.004643,-4.321683,-6.214829,-6.173849,-5.109766,-6.495707,-6.4628,57.62725052
36:24.5,9.59,-160.124619,9.503716,11.20152,8.705851,7.058828,-4.370942,-6.318273,-6.252663,-5.099914,-6.653337,-6.604009,57.87404008
36:25.5,9.61,-161.534988,9.552975,11.244212,7.953812,7.108088,-4.403782,-6.360964,-6.328194,-5.142604,-6.58109,-6.72223,58.32719164
36:26.5,9.63,-162.376358,9.592382,11.295114,8.80273,7.163915,-4.505584,-6.413507,-6.393873,-5.21485,-6.794548,-6.709095,58.59752383
36:27.6,9.64,-162.948669,9.641642,11.332879,8.439845,7.163915,-4.571263,-6.52516,-6.443133,-5.264109,-6.817536,-6.75507,58.78140735
36:28.6,9.66,-164.35463,9.690901,11.38378,8.864305,7.246014,-4.538424,-6.528444,-6.508811,-5.329787,-6.902919,-6.797761,59.23314262
36:29.6,9.68,-165.54187,9.73934,11.42483,8.873336,7.282137,-4.622164,-6.705775,-6.584342,-5.418453,-6.991586,-6.879859,59.61460283
36:30.6,9.69,-165.547379,9.759864,11.451102,8.933269,7.371625,-4.646794,-6.640097,-6.620466,-5.434872,-7.030994,-6.945538,59.61637287
36:31.6,9.71,-165.708511,9.769716,11.479016,8.946405,7.429916,-4.669782,-6.746824,-6.646738,-5.454576,-7.086821,-7.009574,59.66814458
36:32.6,9.73,-166.367569,9.792704,11.513497,8.997307,7.462755,-4.732176,-6.715627,-6.725553,-5.480847,-7.122945,-7.090031,59.87989992
36:33.6,9.74,-166.69577,9.81405,11.529918,9.022758,7.498879,-4.738744,-6.833848,-6.699281,-5.45786,-7.168921,-7.142574,59.9853509
36:34.6,9.76,-167.069214,9.901074,11.572609,9.035894,7.530077,-4.755164,-6.799367,-6.778096,-5.556376,-7.22639,-7.195117,60.10533846
36:35.6,9.78,-167.903305,9.868235,11.570967,9.10568,7.584262,-4.837263,-6.879823,-6.804368,-5.625339,-7.157426,-7.204968,60.3733319
36:36.6,9.79,-168.955017,9.943767,11.690832,9.190244,7.612175,-4.866818,-6.940576,-6.873331,-5.681165,-7.377452,-7.372449,60.71124696
36:37.6,9.81,-169.629303,9.948692,11.685906,9.056419,7.666361,-4.906226,-7.037451,-6.958713,-5.740275,-7.336402,-7.254228,60.92789505
36:38.6,9.83,-170.091049,9.991384,11.732702,9.287943,7.710694,-4.948917,-7.055512,-6.984985,-5.763263,-7.546576,-7.429918,61.07625404
36:39.6,9.84,-170.389679,10.009445,11.743376,9.328172,7.743534,-4.962053,-7.093277,-7.007972,-5.78625,-7.510453,-7.434844,61.17220386
36:40.6,9.86,-171.405624,10.039001,11.761437,9.316678,7.772269,-5.01788,-7.160598,-7.044096,-5.856854,-7.533441,-7.500523,61.49862699
36:41.6,9.88,-172.131348,10.066915,11.797561,9.402062,7.833843,-4.919362,-7.267325,-7.113059,-5.888051,-7.579416,-7.602324,61.73180211
36:42.6,9.89,-172.893692,10.11289,11.832043,9.31832,7.88146,-5.103262,-7.270609,-7.145898,-5.92089,-7.668083,-7.622028,61.97674324
36:43.6,9.91,-173.791565,10.15394,11.88705,9.397958,7.917584,-5.040867,-7.395398,-7.13933,-5.947161,-7.743614,-7.686065,62.26522983
36:44.6,9.93,-174.16391,10.190063,11.914143,9.402062,7.953708,-5.155806,-7.382262,-7.221429,-6.065382,-7.783022,-7.736966,62.38486428
36:45.6,9.94,-175.008377,10.208946,11.965044,9.485806,8.006251,-5.15909,-7.278819,-7.244417,-6.070308,-7.848701,-7.825632,62.65619153
36:46.6,9.96,-175.215851,10.279552,11.993778,9.452965,8.035807,-5.165658,-7.382262,-7.237849,-5.978358,-7.920949,-7.876533,62.72285293
36:47.6,9.98,-175.905807,10.290224,12.037292,9.537529,8.081782,-5.228052,-7.372411,-7.218145,-6.108073,-7.970208,-7.897878,62.94453579
36:48.6,9.99,-176.084152,10.318138,11.996242,9.502225,8.117906,-5.224769,-7.375695,-7.218145,-6.12285,-7.942294,-7.993112,63.00183804
36:49.6,10.01,-176.524689,10.372324,12.106255,9.778083,8.160597,-5.231336,-7.365843,-7.224713,-6.134344,-8.032603,-8.12447,63.14338258
36:50.6,10.03,-177.408447,10.388743,12.10215,8.908639,8.186869,-5.214917,-7.392114,-7.175454,-6.177035,-8.026035,-8.140889,63.42733402
36:51.6,10.04,-177.460754,10.442929,12.153872,9.672174,8.239412,-5.224769,-7.362559,-7.13933,-6.242713,-8.13769,-8.191791,63.44414026
36:52.6,10.06,-178.477142,10.497114,12.194922,9.305184,8.295239,-5.254324,-7.369127,-7.099923,-6.291971,-8.255913,-8.167161,63.77070572
36:53.6,10.08,-178.579346,10.564436,12.25075,9.760021,8.334647,-5.182077,-7.346139,-7.086787,-6.344514,-8.288753,-8.226272,63.80354387
36:54.6,10.10,-179.942261,10.608769,12.308219,9.778083,8.40361,-5.228052,-7.339571,-7.032602,-6.377353,-8.329802,-8.339567,64.24144846
36:55.6,10.11,-180.800629,10.672807,12.372256,9.827344,8.441376,-5.208349,-7.500484,-7.03096,-6.393773,-8.367567,-8.364197,64.5172421
36:56.6,10.13,-180.924667,10.695794,12.406738,9.886456,8.498845,-5.221485,-7.355991,-6.994837,-6.410192,-8.374135,-8.449578,64.55709551
36:57.6,10.15,-182.155167,10.761474,12.469134,9.929149,8.559599,-5.237904,-7.277177,-7.027676,-6.462734,-8.479222,-8.511973,64.95245516
36:58.6,10.16,-182.959671,10.75819,12.562727,10.016996,8.631846,-5.224769,-7.38062,-7.027676,-6.393773,-8.492358,-8.556307,65.21094229
36:59.6,10.18,-183.840332,10.919105,12.631691,9.973483,8.677822,-5.231336,-7.333004,-7.076935,-6.452883,-8.672976,-8.603924,65.49389867
37:00.6,10.20,-184.393661,10.876412,12.621839,10.086782,8.743501,-5.221485,-7.333004,-7.03096,-6.451241,-8.528481,-8.640047,65.67168328
37:01.6,10.21,-185.520859,10.984784,12.744988,10.127831,8.80918,-5.260892,-7.346139,-7.040812,-6.663053,-8.646704,-8.745132,66.033852
37:02.6,10.23,-186.435059,11.034043,12.78768,10.390554,8.876502,-5.280595,-7.326436,-7.093355,-6.597374,-8.61058,-9.034118,66.32758446
37:03.6,10.25,-186.798355,11.083302,12.832013,10.227995,8.929045,-5.303583,-7.349423,-7.099923,-6.636781,-8.771495,-8.915896,66.44431146
37:04.6,10.26,-187.850067,11.135846,12.876348,10.393838,9.039879,-5.346274,-7.334646,-7.136046,-6.732015,-8.764927,-8.981575,66.78222653
37:05.6,10.28,-188.406494,11.197421,12.91083,10.331442,9.043163,-5.369262,-7.333004,-7.149182,-6.738582,-8.824038,-9.055464,66.96100652
37:06.6,10.30,-188.894287,11.267205,12.969941,10.461161,9.152355,-5.352842,-7.336287,-7.182022,-6.791125,-8.893002,-9.106364,67.11773441
37:07.7,10.31,-190.024567,11.331243,13.022485,10.448025,9.233633,-5.402102,-7.444657,-7.231281,-6.866654,-8.978384,-9.224586,67.48089338
37:08.7,10.33,-189.731903,11.373934,13.070102,10.520273,9.367455,-5.520323,-7.618704,-7.254269,-6.998011,-9.063767,-9.323104,67.38686043
37:09.7,10.35,-190.187454,11.419909,13.099658,10.541619,9.441344,-5.59257,-7.559594,-7.310096,-7.024282,-9.090038,-9.323104,67.53322897
37:10.7,10.36,-191.375793,11.439613,13.173548,10.663129,9.533296,-5.599138,-7.487348,-7.326516,-7.017714,-9.162286,-9.428189,67.91504229
37:11.7,10.38,-192.175659,11.551269,13.221166,10.650813,9.605543,-5.648397,-7.459435,-7.339652,-7.104737,-9.234533,-9.526708,68.17203924
37:12.7,10.40,-192.959656,11.615306,13.285203,10.766576,9.679432,-5.687805,-7.57273,-7.415182,-7.062047,-9.326484,-9.572682,68.42393747
37:13.7,10.41,-193.171982,11.802493,13.306549,10.778891,9.740186,-5.760051,-7.674531,-7.493997,-7.173699,-9.510386,-9.750014,68.49215782
37:14.7,10.43,-191.298538,12.160446,13.469106,10.999742,9.750038,-5.845434,-7.792752,-7.73701,-7.250871,-9.556361,-10.071839,67.89022026
37:15.7,10.45,-188.14473,12.746636,13.493735,10.558861,9.746754,-5.901261,-7.925751,-7.924194,-7.332969,-9.740263,-10.16379,66.87690175
37:16.7,10.46,-189.580048,12.968306,13.605392,10.692685,9.782878,-5.907829,-7.907689,-7.943898,-7.336253,-9.786238,-10.502034,67.33806942
37:17.7,10.48,-190.612122,13.132504,13.682565,10.934061,9.777951,-5.904545,-7.963516,-8.025997,-7.342821,-9.897893,-10.419935,67.6696748
37:18.7,10.50,-191.108948,13.308197,13.797504,11.053107,9.84199,-5.94231,-8.004564,-8.154071,-7.444622,-10.088363,-10.74997,67.82930499
37:19.7,10.51,-191.606445,13.424779,13.896024,11.16887,9.891249,-5.907829,-8.081737,-8.298565,-7.487312,-10.239425,-10.905956,67.98915078
37:20.7,10.53,-191.600479,13.554496,14.042161,11.416814,9.943792,-6.09173,-8.147415,-8.482466,-7.559558,-10.446314,-11.247485,67.9872339
37:21.7,10.55,-184.781235,13.67272,14.582377,11.896284,9.979916,-6.180396,-8.574324,-8.820712,-7.671211,-10.659771,-11.838591,65.79621081
37:22.7,10.56,-184.825607,13.887821,14.789268,12.006299,9.978274,-6.236223,-8.364153,-8.981626,-7.684346,-10.735302,-11.894418,65.81046753
37:23.7,10.58,-184.210464,14.006044,14.93048,12.131093,9.9832,-6.229655,-8.469238,-9.083427,-7.651507,-10.769783,-12.002787,65.61282208
37:24.7,10.60,-183.091431,14.178453,15.047062,12.101536,9.976632,-6.229655,-8.442967,-9.162243,-7.671211,-10.804265,-12.07175,65.25327678
37:25.7,10.61,-182.974014,14.281078,15.115205,12.174606,9.984842,-6.223087,-8.449535,-9.283749,-7.559558,-11.035784,-12.058614,65.2155507
37:26.7,10.63,-183.416107,14.483865,15.327844,12.231256,9.986484,-6.242791,-8.572681,-9.516909,-7.713902,-10.89129,-12.240871,65.35759518
37:27.7,10.65,-183.23909,14.72688,15.572501,12.64833,10.006187,-6.377433,-8.955257,-10.05876,-7.700766,-11.18192,-12.436265,65.30071962
37:28.7,10.66,-181.707764,14.992884,15.805665,12.206626,9.976632,-6.607309,-9.369031,-10.538215,-7.851825,-11.451204,-12.846755,64.80870457
37:29.7,10.68,-180.32608,15.362333,16.130781,12.649972,10.017682,-6.709111,-9.694139,-10.948708,-7.930639,-11.641673,-12.840187,64.3647695
37:30.7,10.70,-179.019669,15.776117,16.455896,12.448824,10.020144,-6.858531,-9.776237,-11.145744,-7.943775,-11.700785,-13.007667,63.94501965
37:31.7,10.71,-176.863266,18.869656,17.670158,13.287898,10.011114,-5.277311,-6.914304,-7.449664,-5.753411,-7.431638,-8.96023,63.25216737
37:32.7,10.73,-127.801414,20.398371,19.68244,14.280503,9.505382,-3.576227,-4.384044,-3.740437,-3.159124,-1.307026,-2.571331,47.48859432
37:33.7,10.75,-111.045097,20.500175,20.250578,14.530092,9.339541,-3.175585,-3.080326,-2.482679,-2.610711,0.003284,-0.817704,42.10478967
37:34.7,10.76,-108.031219,20.554361,20.482101,14.645034,9.260726,-2.965412,-2.940759,-1.958887,-2.331578,0.623958,0.055827,41.13643066
37:35.7,10.78,-106.551094,20.56093,20.659439,14.741914,9.229528,-2.870177,-2.518774,-1.635416,-2.164099,0.978629,0.643655,40.6608665
37:36.7,10.80,-105.340691,20.606907,20.794085,14.770649,9.173701,-2.765091,-2.385775,-1.267612,-2.07215,1.264336,1.218346,40.27196402
37:37.8,10.81,-104.483871,20.620043,20.914772,14.848646,9.145787,-2.660004,-2.187098,-1.077142,-1.90467,1.553327,1.523754,39.99666775
37:38.8,10.83,-103.946648,20.598696,20.955002,14.855214,9.129367,-2.640301,-2.039321,-0.919511,-1.852127,1.735589,1.816026,39.824058
37:39.8,10.85,-103.593719,20.631536,21.01083,15.07853,9.117873,-2.627165,-2.019617,-0.830844,-1.776597,1.684687,1.770051,39.71066191
37:40.8,10.86,-103.349167,20.611832,21.053524,14.69101,9.109663,-2.522078,-1.947371,-0.745461,-1.710919,1.881727,2.062323,39.63208736
37:41.8,10.88,-103.280525,20.62661,21.115919,14.894623,9.119515,-2.528646,-1.894828,-0.646942,-1.714203,1.98353,2.183829,39.61003268
37:42.8,10.90,-103.623077,20.634821,21.145475,14.966872,9.121979,-2.504017,-1.816014,-0.532003,-1.705993,2.04921,2.30862,39.72009464
37:43.8,10.91,-104.083488,20.641388,21.173391,14.929106,9.088318,-2.459683,-1.701076,-0.486028,-1.615686,2.137878,2.302052,39.86802469
37:44.8,10.93,-104.160744,20.639746,21.198021,14.996428,9.080108,-2.397288,-1.750335,-0.436768,-1.622254,2.16415,2.459682,39.89284705
37:45.8,10.95,-104.219009,20.646315,21.214441,14.994786,9.062046,-2.410424,-1.658385,-0.39736,-1.61897,2.18057,2.456398,39.91156759
37:46.8,10.96,-104.27198,20.639746,21.234146,15.024343,9.068614,-2.40714,-1.724064,-0.275854,-1.61897,2.236398,2.535213,39.92858717
37:47.8,10.98,-104.296043,20.651241,21.250565,15.008744,9.062046,-2.426844,-1.678089,-0.302125,-1.650167,2.275806,2.610744,39.93631862
37:48.8,11.00,-104.333344,20.620043,21.265343,15.061289,9.060404,-2.416992,-1.640323,-0.23973,-1.517168,2.31193,2.656719,39.94830343
37:49.8,11.01,-104.377045,20.674229,21.293259,15.025986,9.05712,-2.416992,-1.61241,-0.20689,-1.617328,2.331634,2.694485,39.96234456
37:50.8,11.03,-104.395805,20.641388,21.289974,15.039122,9.060404,-2.413708,-1.605842,-0.20689,-1.505675,2.23804,2.794646,39.96837215
37:51.8,11.05,-104.437523,20.666019,21.328562,15.048974,9.052194,-2.308621,-1.577929,-0.144495,-1.523736,2.462994,2.761806,39.98177614
37:52.8,11.06,-104.449219,20.661093,21.332666,15.301847,9.052194,-2.272498,-1.582855,-0.124791,-1.37596,2.348054,2.93914,39.98553406
37:53.8,11.08,-104.480782,20.657808,21.347445,15.075246,9.045626,-2.275782,-1.517176,-0.085383,-1.405515,2.494191,2.912868,39.99567526
37:54.8,11.10,-104.507042,20.661093,21.357296,15.173768,9.066972,-2.252794,-1.487621,-0.072247,-1.405515,2.47613,2.901374,40.00411259
37:55.8,11.12,-104.507042,20.661093,21.355654,14.966872,9.063688,-2.334893,-1.497473,-0.052544,-1.39238,2.492549,2.873461,40.00411259
37:56.8,11.13,-104.526688,20.661093,21.373716,15.081815,9.045626,-2.24951,-1.458065,-0.052544,-1.389096,2.522105,2.952276,40.01042485
37:57.8,11.15,-104.544785,20.657808,21.380285,15.071962,9.047268,-2.26593,-1.502398,-0.019704,-1.385812,2.554945,3.003177,40.01623942
37:58.8,11.17,-104.560898,20.667662,21.395063,15.098235,9.034132,-2.24951,-1.372683,0.006568,-1.382528,2.587785,3.03109,40.02141653
37:59.8,11.18,-104.555824,20.669302,21.399988,15.071962,9.034132,-2.26593,-1.456423,0.022988,-1.389096,2.620625,3.054078,40.01978625
38:00.8,11.20,-104.577454,20.68326,21.411484,15.080173,9.030849,-2.275782,-1.395671,0.060753,-1.469552,2.620625,3.100054,40.02673597
38:01.9,11.22,-104.577454,20.628252,21.418051,15.091666,9.03249,-2.275782,-1.418658,0.098519,-1.421935,2.633761,3.129609,40.02673597
38:02.9,11.23,-104.589149,20.689007,21.439398,15.091666,9.027564,-2.275782,-1.356264,0.088667,-1.387454,2.660033,3.091844,40.03049357
38:03.9,11.25,-104.601288,20.649599,21.404915,15.071962,9.03249,-2.269214,-1.362831,0.105087,-1.372676,2.571365,3.244548,40.03439383
38:04.9,11.27,-104.601288,20.672586,21.45746,15.094951,9.022638,-2.279066,-1.389103,0.118223,-1.369392,2.666601,3.113189,40.03439383
38:05.9,11.28,-104.603943,20.664377,21.427904,15.193473,9.004577,-2.269214,-1.375967,0.141211,-1.379244,2.722429,3.201856,40.03524689
38:06.9,11.30,-104.60968,20.667662,21.460743,15.025165,9.036595,-2.272498,-1.398955,0.137927,-1.395664,2.709293,3.070498,40.03709018
38:07.9,11.32,-104.610779,20.667662,21.45746,15.029269,9.030849,-2.277424,-1.372683,0.147779,-1.389096,2.727355,3.264252,40.03744329
38:08.9,11.33,-104.620712,20.674229,21.464027,15.056363,9.011145,-2.272498,-1.385819,0.151063,-1.398947,2.751985,3.214992,40.04063477
38:09.9,11.35,-104.626892,20.669302,21.469774,15.109729,9.017713,-2.219954,-1.334918,0.160915,-1.372676,2.719145,3.247832,40.0426204
38:10.9,11.37,-104.626236,20.674229,21.473881,15.09413,8.998009,-2.229806,-1.331634,0.164199,-1.323418,2.719145,3.2544,40.04240963
38:11.9,11.38,-104.627335,20.667662,21.48209,15.116297,9.006218,-2.219954,-1.32014,0.236446,-1.297146,2.765121,3.329931,40.04276274
38:12.9,11.40,-104.626015,20.695576,21.480448,15.091666,9.002934,-2.216671,-1.369399,0.311977,-1.297146,2.837369,3.398894,40.04233862
38:13.9,11.42,-104.634842,20.659451,21.493584,15.131076,9.004577,-2.213387,-1.323424,0.282422,-1.30043,2.871851,3.3874,40.04517473
38:14.9,11.43,-104.629539,20.661093,21.514931,15.098235,8.998009,-2.213387,-1.326708,0.288989,-1.418651,2.814381,3.39561,40.04347088
38:15.9,11.45,-104.62645,20.679155,21.516573,15.13518,9.002934,-2.213387,-1.297153,0.282422,-1.288936,2.889913,3.390684,40.04247839
38:16.9,11.47,-104.625572,20.680798,21.500153,15.065394,9.001292,-2.210103,-1.274165,0.315261,-1.30864,2.819307,3.489203,40.04219628
38:17.9,11.48,-104.624245,20.680798,21.526424,15.374917,9.011966,-2.219954,-1.251178,0.318545,-1.305356,2.894839,3.36277,40.04176992
38:18.9,11.50,-104.629982,20.677513,21.518215,15.148316,8.979947,-2.210103,-1.264313,0.328397,-1.30864,2.865283,3.526968,40.04361322
38:19.9,11.52,-104.622925,20.679155,21.528067,15.285426,9.050552,-2.193683,-1.231474,0.325113,-1.306998,2.880061,3.369338,40.0413458
38:20.9,11.53,-104.614754,20.677513,21.526424,15.137644,8.999651,-2.216671,-1.251178,0.341533,-1.297146,2.876777,3.441586,40.03872046
38:21.9,11.55,-104.613434,20.680798,21.526424,15.134359,9.00786,-2.213387,-1.198635,0.338249,-1.30043,2.921111,3.461289,40.03829634
38:22.9,11.57,-104.623581,20.670944,21.526424,15.147496,9.011145,-2.210103,-1.142808,0.348101,-1.280727,2.926037,3.464573,40.04155658
38:23.9,11.58,-104.610123,20.68244,21.529709,15.129434,8.996367,-2.203535,-1.267597,0.344817,-1.30043,2.942457,3.533536,40.03723252
38:24.9,11.60,-104.599525,20.687365,21.528067,15.132717,8.998009,-2.196967,-1.284017,0.482744,-1.343121,2.922753,3.53682,40.03382738
38:25.9,11.62,-104.603058,20.679155,21.534636,15.140927,8.994724,-2.216671,-1.109969,0.348101,-1.366108,2.952309,3.53682,40.03496254
38:26.9,11.63,-104.598419,20.689007,21.532993,15.149137,8.996367,-2.206819,-1.205203,0.394077,-1.219974,2.968729,3.581154,40.03347202
38:27.9,11.65,-104.588051,20.689007,21.573221,15.133538,8.993083,-2.147708,-1.159228,0.371089,-1.244604,2.817665,3.587722,40.03014079
38:28.9,11.67,-104.594887,20.68244,21.532993,15.107266,8.999651,-2.144424,-1.178931,0.387509,-1.169074,3.050829,3.602499,40.03233719
38:29.9,11.68,-104.581429,20.695576,21.53874,15.262438,8.994724,-2.157559,-1.165796,0.390793,-1.177283,2.817665,3.724006,40.02801314
38:30.9,11.70,-104.581429,20.679155,21.536276,15.047332,8.988156,-2.137856,-1.178931,0.394077,-1.183851,3.016347,3.618919,40.02801314
38:31.9,11.72,-104.573921,20.68408,21.554338,15.067037,9.002934,-2.144424,-1.182215,0.397361,-1.201913,3.004853,3.630413,40.02560082
38:32.9,11.73,-104.571938,20.68408,21.552696,15.15078,9.035774,-2.137856,-1.165796,0.407212,-1.195345,2.981865,3.605783,40.02496368
38:33.9,11.75,-104.556931,20.687365,21.554338,15.117939,8.980767,-2.121436,-1.180573,0.410496,-1.205197,2.985149,3.609067,40.02014193
38:34.9,11.77,-104.565094,20.68408,21.559265,15.172126,9.020996,-2.147708,-1.109969,0.41378,-1.208481,2.981865,3.671463,40.0227647
38:35.9,11.78,-104.548096,20.689007,21.559265,15.149137,8.988156,-2.147708,-1.114895,0.420348,-1.205197,2.985149,3.656685,40.01730324
38:36.9,11.80,-104.536179,20.685722,21.56255,15.15899,8.998009,-2.131288,-1.200277,0.499164,-1.195345,2.999927,3.68624,40.01347431
38:37.9,11.82,-104.533752,20.698858,21.560907,15.134359,8.994724,-2.14935,-1.114895,0.467966,-1.24132,2.988433,3.645191,40.01269452
38:38.9,11.83,-104.53022,20.663555,21.569117,15.170485,8.999651,-2.142782,-1.178931,0.459756,-1.155938,3.017989,3.645191,40.01155969
38:39.9,11.85,-104.526909,20.711996,21.575686,15.136002,8.994724,-2.147708,-1.151018,0.476176,-1.210122,3.001569,3.674747,40.01049586
