TimeStamp,Time in Sec,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom,Stud1_Mid,Stud4_Mid
41:26.9,2.77,-96.917061,31.1394517,6.924203,6.30513,6.128651,6.224674,1.375984,1.930974,2.45643,-1.374322,2.198642,3.044252,-0.017336,0.031199
41:27.9,2.79,-97.149254,31.21405531,6.945549,6.32155,6.143429,6.232883,1.385836,1.930974,2.449862,-1.338199,2.195358,3.060672,-0.031204,-0.003467
41:28.9,2.8,-97.499092,31.32645826,6.966895,6.33797,6.169701,6.244377,1.402256,1.940826,2.45643,-1.410445,2.198642,3.063956,-0.010401,0.013866
41:29.9,2.82,-98.05574,31.50530926,6.988241,6.347822,6.177089,6.257513,1.412108,1.950678,2.446578,-1.338199,2.198642,3.070524,-0.065875,0.034665
41:30.9,2.84,-97.956635,31.47346683,6.993167,6.357674,6.179553,6.262439,1.418676,1.96053,2.45643,-1.459704,2.198642,3.070524,-0.048539,0.06933
41:31.9,2.85,-98.006958,31.48963561,7.007945,6.367525,6.191046,6.275575,1.428528,1.963814,2.453146,-1.384174,2.208493,3.070524,-0.069342,0.051998
41:32.9,2.87,-98.366066,31.60501701,7.032574,6.387229,6.204182,6.291994,1.444948,1.970382,2.462998,-1.421939,2.218346,3.080376,-0.010401,0.020799
41:33.9,2.89,-98.728256,31.72138865,7.047352,6.403648,6.212392,6.303488,1.464651,1.980234,2.502406,-1.403877,2.231482,3.106648,-0.010401,0
41:34.7,2.9,-99.31382,31.90953037,7.076908,6.424994,6.228812,6.328117,1.467935,1.990085,2.502406,-1.466272,2.241334,3.109932,-0.003467,0.006933
41:35.7,2.92,-99.699852,32.03356245,7.106463,6.443056,6.248516,6.344537,1.474503,1.996653,2.50569,-1.443285,2.261038,3.113216,-0.055474,0.020799
41:36.7,2.93,-100.187851,32.19035653,7.131094,6.469327,6.264935,6.362599,1.481071,2.006505,2.548382,-1.466272,2.267606,3.155908,-0.104013,0.055464
41:37.7,2.95,-100.621338,32.3296359,7.141766,6.484105,6.27725,6.377377,1.487639,2.042629,2.564802,-1.492543,2.30373,3.169044,-0.031204,0.048531
41:38.7,2.97,-100.915337,32.42409778,7.155723,6.502167,6.291207,6.390512,1.523763,2.151,2.564802,-1.453136,2.40225,3.169044,-0.045072,0.020799
41:39.7,2.98,-101.129425,32.49288425,7.181995,6.518586,6.305984,6.403648,1.553319,2.154284,2.564802,-1.492543,2.398966,3.175612,0.02427,0.006933
41:40.7,3,-101.060783,32.47082958,7.195131,6.535006,6.312552,6.423352,1.566455,2.151,2.568086,-1.505679,2.405534,3.175612,-0.010401,-0.020799
41:41.7,3.02,-101.966385,32.7617995,7.213192,6.553068,6.328972,6.443055,1.586159,2.160852,2.594358,-1.536876,2.41867,3.218304,-0.038138,0.013866
41:42.7,3.03,-102.125298,32.81285825,7.242748,6.577697,6.348676,6.462759,1.59601,2.18384,2.630482,-1.522099,2.43509,3.251144,-0.069342,0.058931
41:43.7,3.05,-102.807976,33.03220269,7.270662,6.600685,6.36838,6.487389,1.59601,2.20026,2.686311,-1.573,2.441658,3.303688,-0.065875,0.103996
41:44.7,3.07,-103.730125,33.32848916,7.29365,6.62203,6.389726,6.507092,1.615714,2.219964,2.689595,-1.646888,2.458078,3.320107,-0.020803,0.006933
41:45.7,3.08,-103.788612,33.34728104,7.314996,6.643376,6.409429,6.533363,1.651838,2.21668,2.692878,-1.607481,2.497486,3.320107,-0.031204,0.027732
41:46.7,3.1,-103.809586,33.35401998,7.328132,6.661438,6.415997,6.53829,1.664974,2.223248,2.689595,-1.660023,2.507339,3.323391,0.038138,-0.013866
41:47.7,3.12,-104.128296,33.4564215,7.360971,6.681141,6.438985,6.559635,1.674826,2.226532,2.729002,-1.633752,2.520474,3.382503,-0.034671,0.013866
41:48.7,3.13,-105.24556,33.81539843,7.392169,6.711518,6.471824,6.592474,1.691246,2.221606,2.778263,-1.725702,2.523758,3.435047,-0.08321,0.027732
41:49.7,3.15,-105.323914,33.84057357,7.405305,6.728758,6.475108,6.603968,1.714234,2.279075,2.778263,-1.761825,2.569735,3.448183,-0.052007,0.055464
41:50.7,3.17,-105.946556,34.04062844,7.431576,6.753388,6.498096,6.630239,1.733937,2.394014,2.794683,-1.770035,2.678107,3.467887,-0.072809,0.06933
41:51.7,3.18,-106.428154,34.19536588,7.457848,6.774734,6.519442,6.651585,1.743789,2.410434,2.830807,-1.733912,2.701095,3.563123,0.017335,0.0104
41:52.7,3.2,-106.47274,34.20969136,7.472626,6.796079,6.537503,6.671289,1.783197,2.413718,2.860363,-1.778245,2.727367,3.592679,-0.034671,0.045065
41:53.7,3.22,-107.325592,34.48371271,7.493972,6.825634,6.550639,6.704128,1.799617,2.420286,2.863647,-1.840639,2.747071,3.599247,-0.017336,0
41:54.7,3.23,-107.600159,34.57193109,7.515318,6.84698,6.570343,6.723832,1.825889,2.43999,2.919475,-1.858701,2.760207,3.671494,-0.052007,0.062397
41:55.7,3.25,-107.866341,34.65745536,7.554725,6.881462,6.603183,6.758313,1.848877,2.485965,2.945747,-1.896466,2.802899,3.714186,-0.058941,0.027732
41:56.7,3.27,-108.893776,34.98757023,7.580997,6.904449,6.622886,6.787868,1.881716,2.515521,3.027847,-1.945725,2.839024,3.779866,-0.086678,0.027732
41:57.7,3.28,-108.893776,34.98757023,7.595775,6.927436,6.632738,6.802646,1.90142,2.59762,3.031131,-1.912885,2.940828,3.789718,-0.038138,0.058931
41:58.7,3.3,-109.368538,35.14011126,7.617121,6.94714,6.655726,6.82235,1.93426,2.6633,3.040983,-2.040958,3.052484,3.809422,0.010401,0.0104
41:59.7,3.32,-110.498383,35.50313046,7.654886,6.983263,6.681998,6.856832,1.957248,2.666584,3.057403,-1.993342,3.062336,3.852114,-0.010401,0.027732
42:00.7,3.33,-110.235069,35.41852767,7.684442,7.006251,6.708269,6.879819,1.976952,2.69614,3.103379,-1.9917,3.095176,3.894806,-0.02427,-0.020799
42:01.7,3.35,-111.234467,35.73963425,7.710714,7.032523,6.729615,6.90609,1.993371,2.712559,3.126367,-2.044242,3.124732,3.921077,-0.038138,0.013866
42:02.7,3.37,-111.636833,35.86891444,7.730418,7.058794,6.747677,6.92251,2.003223,2.728979,3.129651,-2.106637,3.177277,3.94735,-0.062408,0.020799
42:03.7,3.38,-112.086212,36.01329992,7.743554,7.075214,6.772306,6.945498,2.013075,2.761819,3.146071,-2.095143,3.193697,3.970337,-0.072809,0.031199
42:04.7,3.4,-112.263672,36.07031781,7.773109,7.109695,6.814998,6.993115,2.039347,2.788091,3.172343,-2.132908,3.252809,4.036017,-0.052007,0.06933
42:05.8,3.42,-113.536316,36.47921833,7.799381,7.140893,6.83306,7.021029,2.082039,2.820931,3.185479,-2.198587,3.315205,4.088561,0.010401,0.013866
42:06.8,3.43,-114.481644,36.78295222,7.835505,7.175374,6.869183,7.065361,2.098459,2.85377,3.208467,-2.208438,3.407158,4.141105,-0.031204,0.006933
42:07.8,3.45,-115.637093,37.15419798,7.88148,7.220528,6.90777,7.114621,2.151002,2.926018,3.244591,-2.239636,3.505678,4.206785,0.010401,-0.024266
42:08.8,3.47,-115.637093,37.15419798,7.907752,7.242695,6.931578,7.13925,2.164138,2.955574,3.254443,-2.359499,3.528666,4.236341,-0.038138,0.041598
42:09.8,3.48,-115.775482,37.19866237,7.925814,7.260756,6.954566,7.173731,2.187126,2.988414,3.257727,-2.375918,3.568074,4.252761,-0.038138,0.048531
42:10.8,3.5,-115.924904,37.24667166,7.94716,7.278818,6.97427,7.203287,2.193694,2.994981,3.254443,-2.431745,3.614051,4.272465,-0.038138,0.024266
42:11.8,3.52,-116.751488,37.51225309,7.983284,7.306732,7.003826,7.24762,2.20683,3.017969,3.264295,-2.444881,3.696151,4.302021,-0.048539,0.086663
42:12.8,3.53,-117.880447,37.87498762,8.016123,7.342855,7.041591,7.295237,2.213398,3.090217,3.300419,-2.497423,3.804523,4.407108,0.003467,0
42:13.8,3.55,-118.04731,37.9286007,8.050605,7.357633,7.067863,7.334644,2.219966,3.106637,3.300419,-2.497423,3.853784,4.426812,-0.038138,0.017333
42:14.8,3.57,-118.542595,38.08773577,8.065383,7.365842,7.084282,7.374052,2.22325,3.119772,3.303703,-2.55325,3.876772,4.43338,-0.052007,-0.006933
42:15.8,3.58,-118.648544,38.12177719,8.085087,7.390472,7.102344,7.385546,2.236386,3.149328,3.336543,-2.55325,3.919464,4.485924,-0.02427,0.055464
42:16.8,3.6,-118.986015,38.23020662,8.101506,7.415102,7.120406,7.408533,2.288929,3.185452,3.362815,-2.623854,4.001565,4.518764,-0.086678,0.072797
42:17.8,3.62,-118.987999,38.23084408,8.117927,7.429879,7.133542,7.433163,2.305349,3.20844,3.366099,-2.62878,4.047541,4.535184,-0.010401,0.048531
42:18.8,3.63,-119.434509,38.37430774,8.144198,7.452867,7.154888,7.46436,2.325053,3.22486,3.402223,-2.618928,4.093517,4.620568,-0.02427,0.013866
42:19.8,3.65,-120.301041,38.65272447,8.165544,7.477497,7.197579,7.502126,2.348041,3.264267,3.415359,-2.727298,4.185469,4.66326,0.010401,0.013866
42:20.8,3.67,-120.583115,38.74335485,8.177038,7.495558,7.220567,7.528397,2.371029,3.280687,3.435063,-2.848803,4.254434,4.692816,-0.017336,0
42:21.8,3.69,-120.805161,38.81469823,8.191815,7.516904,7.243555,7.553027,2.410436,3.297107,3.464619,-2.825815,4.339818,4.738791,-0.045072,0.006933
42:22.8,3.7,-122.272034,39.28600452,8.246001,7.564521,7.292814,7.610496,2.439992,3.375923,3.500743,-2.904629,4.464611,4.827459,-0.065875,0.07973
42:23.8,3.72,-121.955307,39.18424014,8.254211,7.576015,7.302666,7.629378,2.46298,3.412046,3.500743,-3.03106,4.530291,4.853731,-0.065875,0.076263
42:24.8,3.74,-122.269165,39.28508271,8.265705,7.590793,7.317444,7.654829,2.466264,3.428466,3.507312,-2.985085,4.599255,4.870152,-0.013868,0.027732
42:25.8,3.75,-122.593842,39.38940143,8.285409,7.610496,7.337147,7.68931,2.466264,3.454738,3.543436,-3.03927,4.638663,4.929263,-0.017336,0.034665
42:26.8,3.77,-123.127533,39.56087635,8.305113,7.635126,7.360135,7.715582,2.482684,3.487578,3.572992,-3.085245,4.68464,4.981807,-0.010401,0.003467
42:27.8,3.79,-123.939102,39.82163347,8.337953,7.667965,7.396259,7.748421,2.502388,3.54669,3.57956,-3.116442,4.753604,4.998227,-0.045072,0.006933
42:28.8,3.8,-123.790344,39.77383753,8.352731,7.676175,7.406111,7.769767,2.505672,3.553257,3.592696,-3.085245,4.786444,5.031067,-0.086678,0.013866
42:29.8,3.82,-124.810715,40.10168273,8.390496,7.710657,7.434024,7.80589,2.52866,3.586097,3.615684,-3.183763,4.868545,5.093463,-0.079743,0.048531
42:30.8,3.84,-125.284592,40.25393941,8.4102,7.732002,7.457012,7.833804,2.561499,3.612369,3.638672,-3.213318,4.937509,5.155859,-0.038138,0.076263
42:31.8,3.85,-125.860435,40.43895777,8.443861,7.759915,7.486567,7.868285,2.587771,3.645209,3.651808,-3.219886,5.019609,5.187057,-0.017336,0.0104
42:32.8,3.87,-126.573349,40.66801703,8.472595,7.796039,7.517766,7.904408,2.607475,3.714172,3.655092,-3.308552,5.088574,5.224823,-0.017336,0.038132
42:33.8,3.89,-127.000656,40.80531077,8.489016,7.809175,7.537469,7.919186,2.617327,3.763432,3.658376,-3.295416,5.210083,5.257663,-0.003467,-0.013866
42:34.8,3.9,-127.080772,40.83105204,8.503794,7.827236,7.545679,7.93068,2.620611,3.792988,3.655092,-3.37423,5.256059,5.277367,-0.08321,0.027732
42:35.8,3.92,-127.698341,41.02947696,8.525139,7.845298,7.563741,7.956952,2.630463,3.806123,3.658376,-3.446476,5.302035,5.293787,-0.079743,0.034665
42:36.8,3.94,-127.562157,40.98572104,8.536633,7.850224,7.570309,7.971729,2.653451,3.848815,3.655092,-3.426773,5.341444,5.313491,-0.086678,0.045065
42:37.8,3.95,-127.983063,41.12095814,8.567831,7.873211,7.593297,7.999643,2.656735,3.880013,3.704352,-3.438266,5.384136,5.366035,-0.093612,0.097063
42:38.8,3.97,-127.983063,41.12095814,8.582609,7.891273,7.614642,8.02181,2.666587,3.911211,3.71092,-3.44976,5.430112,5.392306,-0.020803,0.058931
42:39.8,3.99,-128.975403,41.43979698,8.599029,7.915903,7.634346,8.043976,2.689574,3.934199,3.740476,-3.400501,5.508929,5.441566,-0.065875,0.072797
42:40.8,4,-129.086868,41.47561069,8.628585,7.933144,7.658976,8.075173,2.705994,3.940767,3.816008,-3.513796,5.574609,5.553222,-0.052007,0.017333
42:41.8,4.02,-129.776154,41.69707828,8.645004,7.9471,7.681963,8.103087,2.71913,3.960471,3.80944,-3.544994,5.607449,5.561432,-0.100546,0.048531
42:42.8,4.04,-130.118484,41.80706891,8.66635,7.964341,7.691815,8.121149,2.732266,3.986742,3.812724,-3.60903,5.669846,5.572927,-0.086678,0.027732
42:43.8,4.05,-130.802261,42.02676646,8.681129,7.976656,7.714803,8.14742,2.75197,4.029434,3.812724,-3.558129,5.702686,5.62547,-0.124816,0.07973
42:44.8,4.07,-130.64093,41.97493081,8.687696,7.984866,7.730402,8.164661,2.755254,4.039286,3.812724,-3.677992,5.732242,5.645174,-0.138684,0.131728
42:45.9,4.09,-131.354279,42.20412984,8.71561,8.007854,7.75339,8.186828,2.758538,4.072126,3.812724,-3.604104,5.78807,5.671446,-0.121349,0.103996
42:46.9,4.1,-131.557999,42.26958508,8.73203,8.019347,7.762421,8.198321,2.765106,4.098398,3.822576,-3.67635,5.850467,5.678014,-0.135217,0.07973
42:47.9,4.12,-129.61702,41.64594853,8.927426,8.030841,7.777198,8.224593,3.109924,4.3644,4.256065,-4.165654,6.096768,6.170614,-0.128283,0.031199
42:48.9,4.14,-129.274033,41.5357468,8.937279,8.034125,7.780482,8.222951,3.10664,4.361116,4.256065,-4.050717,6.103336,6.170614,-0.15602,0.110929
42:49.9,4.15,-129.628937,41.64977746,8.976686,8.031662,7.773914,8.229519,3.10664,4.357832,4.252781,-4.131173,6.103336,6.170614,-0.142151,0.117862
42:50.9,4.17,-131.422928,42.22618677,9.025946,8.058754,7.78705,8.264,3.100072,4.341412,4.249497,-4.208345,6.103336,6.170614,-0.149085,0.142127
42:51.9,4.19,-131.982224,42.40588857,9.060428,8.083384,7.800186,8.28042,3.0738,4.341412,4.229793,-4.188642,6.116473,6.170614,-0.180289,0.128261
42:52.9,4.2,-132.952927,42.71777545,9.112971,8.121149,7.83631,8.306691,3.05738,4.341412,4.167397,-4.15416,6.198573,6.170614,-0.10748,0.062397
42:53.9,4.22,-132.952927,42.71777545,9.140885,8.140853,7.846161,8.337889,3.031108,4.357832,4.141125,-4.119679,6.234697,6.196886,-0.159487,0.100529
42:54.9,4.24,-133.944382,43.03632994,9.173725,8.155631,7.862581,8.362518,3.027824,4.374252,4.150977,-4.205061,6.274106,6.239578,-0.149085,0.176792
42:55.9,4.25,-133.472717,42.88478397,9.180293,8.160557,7.864223,8.370728,3.027824,4.387388,4.141125,-4.236259,6.306946,6.255998,-0.204559,0.249589
42:56.9,4.27,-134.310989,43.15412077,9.229552,8.190112,7.903631,8.408494,3.034392,4.423512,4.141125,-4.2379,6.385763,6.311826,-0.211493,0.221857
42:57.9,4.29,-134.763458,43.29949906,9.26075,8.203248,7.923335,8.423272,3.037676,4.430079,4.144409,-4.24611,6.421887,6.33153,-0.176822,0.249589
42:58.9,4.3,-134.914871,43.34814805,9.287022,8.226235,7.941397,8.451185,3.04096,4.449783,4.144409,-4.339702,6.490851,6.344666,-0.15602,0.214924
42:59.9,4.32,-135.848053,43.64797943,9.31822,8.244297,7.962742,8.477457,3.054096,4.492475,4.144409,-4.372541,6.523692,6.377506,-0.145618,0.22879
43:00.9,4.34,-135.949371,43.6805329,9.35106,8.272211,7.98573,8.510296,3.205159,4.581142,4.170681,-4.433293,6.658337,6.469458,-0.204559,0.277321
43:01.9,4.35,-136.013153,43.70102606,9.3839,8.28863,7.995582,8.525074,3.205159,4.597562,4.164113,-4.48091,6.707597,6.51215,-0.225362,0.284254
43:02.9,4.37,-136.035217,43.70811522,9.447937,8.30505,8.008718,8.535747,3.205159,4.594278,4.169039,-4.441503,6.724017,6.538422,-0.260033,0.353584
43:03.9,4.39,-136.937286,43.99794999,9.497197,8.329679,8.028421,8.564482,3.205159,4.610698,4.170681,-4.48091,6.760141,6.564693,-0.218428,0.440247
43:04.9,4.4,-136.845917,43.96859313,9.554667,8.347742,8.049767,8.584185,3.205159,4.650106,4.167397,-4.553156,6.825822,6.59425,-0.211493,0.419448
43:05.9,4.42,-138.228043,44.41267022,9.60721,8.374013,8.077681,8.610456,3.201875,4.689514,4.173965,-4.635254,6.914491,6.640225,-0.197625,0.409048
43:06.9,4.44,-138.228043,44.41267022,9.641692,8.395359,8.097384,8.633444,3.205159,4.712502,4.167397,-4.608983,6.993307,6.650078,-0.201092,0.346651
43:07.9,4.45,-138.842285,44.61002617,9.684383,8.419989,8.120373,8.667926,3.201875,4.738774,4.177249,-4.630328,7.06884,6.689486,-0.260033,0.374383
43:08.9,4.47,-139.76091,44.90518038,9.759915,8.457754,8.159781,8.736889,3.205159,4.807737,4.233077,-4.789598,7.210053,6.80771,-0.249632,0.395182
43:09.9,4.49,-141.020981,45.3100412,9.810817,8.482384,8.19262,8.768908,3.208443,4.847145,4.233077,-4.771537,7.33813,6.870106,-0.280836,0.43678
43:10.9,4.5,-141.189163,45.36407807,9.853509,8.502087,8.216429,8.814061,3.205159,4.893121,4.246213,-4.894683,7.469491,6.916081,-0.23923,0.474912
43:11.9,4.52,-141.829468,45.56980807,9.907695,8.534926,8.243522,8.853469,3.205159,4.981788,4.265917,-4.865128,7.613988,7.00475,-0.218428,0.509577
43:12.9,4.54,-142.518753,45.79127534,9.955313,8.557914,8.278003,8.89616,3.205159,5.027764,4.265917,-4.95051,7.72893,7.060578,-0.246165,0.509577
43:13.9,4.55,-142.969025,45.93594773,9.979942,8.575975,8.299349,8.937209,3.211727,5.09016,4.351301,-4.955436,7.830734,7.208358,-0.23923,0.464512
43:14.9,4.57,-143.17186,46.00111862,10.022635,8.598964,8.322336,8.981543,3.211727,5.116432,4.351301,-5.088435,7.942391,7.277322,-0.253099,0.530375
43:15.9,4.59,-144.306564,46.36569901,10.071894,8.630161,8.36667,9.043938,3.211727,5.191963,4.348017,-5.1771,8.113161,7.352854,-0.249632,0.492244
43:16.9,4.6,-144.337677,46.37569562,10.094882,8.648223,8.3913,9.083345,3.208443,5.234655,4.351301,-5.246062,8.244522,7.418534,-0.284303,0.599705
43:17.9,4.62,-144.671844,46.48306348,10.132648,8.67121,8.422498,9.13753,3.211727,5.29705,4.413697,-5.339654,8.392303,7.543326,-0.253099,0.561574
43:18.9,4.64,-145.791534,46.84281987,10.186833,8.694198,8.454516,9.223734,3.224863,5.385718,4.466241,-5.418468,8.618901,7.66155,-0.201092,0.561574
43:20.0,4.65,-145.80368,46.84672238,10.231167,8.722112,8.491461,9.306654,3.244567,5.47767,4.499082,-5.594157,8.848784,7.822466,-0.246165,0.523443
43:21.0,4.67,-146.541962,47.08393239,10.262365,8.740994,8.517733,9.42816,3.303679,5.577831,4.650146,-5.73044,9.091803,8.118027,-0.201092,0.492244
43:22.0,4.69,-144.026917,46.27584843,10.267291,8.764803,8.611325,9.776258,3.530273,6.136108,5.077067,-5.95703,9.983418,9.296985,-0.246165,0.571973
43:23.0,4.7,-139.032104,44.67101502,10.270575,8.764803,8.645807,9.935531,3.507285,6.229702,5.123044,-6.04077,10.254352,9.517014,-0.214961,0.672501
43:24.0,4.72,-138.964127,44.64917401,10.268933,8.769729,8.644165,9.994642,3.490865,6.255974,5.121401,-6.053905,10.385713,9.615534,-0.246165,0.6933
43:25.0,4.74,-139.85759,44.93624367,10.268933,8.768086,8.645807,10.08495,3.47773,6.305233,5.126328,-6.145855,10.523643,9.710771,-0.211493,0.724499
43:26.0,4.75,-139.894226,44.94801481,10.270575,8.769729,8.645807,10.127642,3.474446,6.334789,5.126328,-6.086744,10.599175,9.766599,-0.162954,0.64477
43:27.0,4.77,-135.932144,43.67499787,10.272217,8.779581,8.635956,10.781149,3.530273,6.538396,5.382481,-6.674565,12.228061,11.707451,-0.232296,0.655169
43:28.0,4.79,-125.709244,40.3903801,10.270575,8.779581,8.624461,10.848471,3.559829,6.584373,5.461297,-6.809205,12.457944,11.986592,-0.190691,0.64477
43:29.0,4.81,-125.141785,40.20805552,10.270575,8.779581,8.626103,10.924002,3.566397,6.597508,5.497421,-6.865032,12.582738,12.137657,-0.260033,0.6933
43:30.0,4.82,-125.591385,40.352512,10.270575,8.779581,8.626103,11.035656,3.586101,6.643484,5.523693,-6.907722,12.786348,12.383959,-0.218428,0.6933
43:31.0,4.84,-124.710945,40.06962663,10.270575,8.777939,8.626103,11.071779,3.612373,6.659904,5.536829,-7.009524,12.894722,12.508751,-0.211493,0.727965
43:32.0,4.86,-124.155846,39.89127332,10.270575,8.77876,8.624461,11.0882,3.628793,6.682892,5.533545,-6.953697,12.953835,12.603988,-0.183757,0.682901
43:33.0,4.87,-123.730751,39.7546903,10.270575,8.777939,8.621178,11.111187,3.638644,6.682892,5.536829,-6.999672,13.016232,12.649964,-0.176822,0.731431
43:34.0,4.89,-123.534088,39.69150247,10.270575,8.777939,8.62282,11.134175,3.645212,6.679608,5.536829,-7.055499,13.085197,12.705792,-0.218428,0.738364
43:35.0,4.91,-123.870903,39.79972113,10.272217,8.777939,8.621178,11.226126,3.648497,6.686176,5.638633,-7.121177,13.164015,12.876561,-0.242697,0.755697
43:36.0,4.92,-123.384445,39.64342218,10.270575,8.774654,8.621178,11.263891,3.658349,6.692744,5.671474,-7.088338,13.272388,12.98165,-0.294704,0.797294
43:37.0,4.94,-122.690071,39.42031981,10.272217,8.779581,8.62282,11.295089,3.658349,6.692744,5.66819,-7.170435,13.37091,13.060467,-0.221895,0.786895
43:38.0,4.96,-122.943451,39.50173081,9.736107,8.466784,8.549751,12.669429,4.109896,1.175661,5.861946,-9.490518,11.305244,18.152357,-0.218428,0.783429
43:39.0,4.97,-58.750187,18.87643508,8.411842,7.546459,7.883927,15.84832,4.617271,-10.643289,6.085259,-12.651276,3.527024,24.626869,-0.169888,0.755697
43:40.1,4.99,-57.958038,18.62191761,8.387212,7.515262,7.847804,15.943556,4.613987,-10.676127,6.095111,-12.700534,3.597631,24.712255,-0.180289,0.731431
43:41.1,5.01,-57.753433,18.55617802,8.379003,7.50541,7.841236,15.999383,4.604136,-10.667918,6.104963,-12.749792,3.676447,24.735245,-0.242697,0.75223
43:42.1,5.02,-57.755642,18.55688777,8.374077,7.503768,7.839593,16.055212,4.594284,-10.669559,6.104963,-12.785915,3.728991,24.830482,-0.260033,0.755697
43:43.1,5.04,-59.066696,18.97812942,8.365867,7.498842,7.826458,16.081484,4.597568,-10.672844,6.101679,-12.79905,3.728991,24.856754,-0.277369,0.845825
43:44.1,5.06,-59.695072,19.18002663,8.360941,7.4972,7.831384,16.104471,4.597568,-10.68598,6.104963,-12.840099,3.728991,24.873175,-0.23923,0.842359
43:45.1,5.07,-59.966335,19.26718344,8.357656,7.4972,7.831384,16.120892,4.597568,-10.705683,6.104963,-12.910704,3.732275,24.9093,-0.204559,0.88049
43:46.1,5.09,-60.139595,19.32285187,8.354373,7.492274,7.824816,16.130743,4.597568,-10.699116,6.101679,-12.902493,3.732275,24.929005,-0.204559,0.804227
43:47.1,5.11,-60.302483,19.37518779,8.352731,7.492274,7.823174,16.147163,4.600852,-10.712251,6.104963,-12.881148,3.728991,24.935572,-0.221895,0.835426
43:48.1,5.12,-60.375984,19.39880366,8.349446,7.48899,7.818248,16.160299,4.600852,-10.722103,6.101679,-12.891,3.732275,24.942141,-0.273901,0.825026
43:49.1,5.14,-60.577053,19.46340713,8.346163,7.487349,7.810038,16.170151,4.604136,-10.725387,6.101679,-12.907419,3.735559,24.965128,-0.228829,0.825026
43:50.1,5.16,-60.68388,19.49773064,8.342878,7.480781,7.81168,16.183287,4.607419,-10.76151,6.101679,-12.856519,3.738843,24.974981,-0.280836,0.859691
43:51.1,5.17,-60.734425,19.51397075,8.342878,7.482422,7.808396,16.193138,4.607419,-10.764794,6.101679,-12.923839,3.771683,24.981548,-0.242697,0.82156
43:52.1,5.19,-60.895988,19.56588094,8.341237,7.482422,7.81168,16.202991,4.607419,-10.771362,6.101679,-12.913987,3.814375,24.988117,-0.225362,0.852758
43:53.1,5.21,-60.983395,19.59396481,8.339595,7.479138,7.813322,16.207916,4.610703,-10.771362,6.104963,-12.923839,3.811091,24.988117,-0.211493,0.81116
43:54.1,5.22,-61.080948,19.62530859,8.339595,7.479138,7.810038,16.209558,4.617271,-10.771362,6.098395,-12.936975,3.817659,24.988117,-0.253099,0.81116
43:55.1,5.24,-61.155773,19.64934986,8.337953,7.477497,7.813322,16.214485,4.620555,-10.764794,6.104963,-12.913987,3.807807,24.988117,-0.23923,0.825026
43:56.1,5.26,-61.238762,19.67601423,8.337953,7.477497,7.810859,16.225979,4.623839,-10.774646,6.104963,-12.910704,3.824228,24.991402,-0.266967,0.845825
43:57.1,5.27,-61.317997,19.70147244,8.337953,7.474213,7.808396,16.229263,4.623839,-10.754942,6.098395,-12.936975,3.873488,25.007822,-0.298171,0.873557
43:58.1,5.29,-61.378254,19.72083301,8.33631,7.47257,7.810038,16.234188,4.623839,-10.754942,6.104963,-12.956678,3.886624,25.011106,-0.294704,0.859691
43:59.1,5.31,-61.45396,19.74515735,8.337953,7.47257,7.810038,16.239115,4.623839,-10.708967,6.104963,-12.936975,3.952304,25.020958,-0.318974,0.845825
