TimeStamp,Time in Sec,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom,Stud1_Mid,Stud4_Mid
50:43.3,12.04,-61.984119,19.91549743,8.287051,7.438089,7.742717,16.514971,4.669815,-10.446252,6.101679,-13.134008,4.490883,25.181877,1.112929,2.502771
50:44.3,12.06,-61.979927,19.91415055,8.285409,7.438089,7.742717,16.514971,4.669815,-10.442968,6.101679,-13.166847,4.494167,25.181877,1.078259,2.558233
50:45.3,12.08,-61.983017,19.91514336,8.287051,7.436447,7.744359,16.518253,4.669815,-10.446252,6.108247,-13.189835,4.494167,25.181877,1.144133,2.540901
50:46.3,12.09,-61.975952,19.91287338,8.287051,7.438089,7.742717,16.518253,4.669815,-10.442968,6.101679,-13.199687,4.484314,25.181877,1.119864,2.537435
50:47.3,12.11,-61.971539,19.91145548,8.285409,7.438089,7.742717,16.516611,4.669815,-10.442968,6.101679,-13.186551,4.48103,25.181877,1.175336,2.509704
50:48.3,12.13,-61.97485,19.91251931,8.287051,7.436447,7.744359,16.518253,4.669815,-10.449536,6.101679,-13.201328,4.484314,25.181877,1.133732,2.565166
50:49.3,12.14,-61.97485,19.91251931,8.285409,7.438089,7.744359,16.518253,4.669815,-10.442968,6.098395,-13.138934,4.48103,25.181877,1.126798,2.579031
,-61959758.68,,0,,,,,,,,,,,1.112929,2.558233
,-61959758.68,,0,,,,,,,,,,,1.112929,2.599829
,-61959758.68,,0,,,,,,,,,,,1.130265,2.592896
,-61959758.68,,0,,,,,,,,,,,1.119864,2.617161
,-61959758.68,,0,,,,,,,,,,,1.1476,2.572098
,-61959758.68,,0,,,,,,,,,,,1.168402,2.592896
,-61959758.68,,0,,,,,,,,,,,1.151067,2.592896
,-61959758.68,,0,,,,,,,,,,,1.144133,2.606762
,-61959758.68,,0,,,,,,,,,,,1.071325,2.62756
,-61959758.68,,0,,,,,,,,,,,1.140666,2.641425
,-61959758.68,,0,,,,,,,,,,,1.109462,2.641425
,-61959758.68,,0,,,,,,,,,,,1.178803,2.620627
,-61959758.68,,0,,,,,,,,,,,1.1476,2.648358
,-61959758.68,,0,,,,,,,,,,,1.171869,2.585964
,-61959758.68,,0,,,,,,,,,,,1.116397,2.644892
,-61959758.68,,0,,,,,,,,,,,1.126798,2.606762
,-61959758.68,,0,,,,,,,,,,,1.109462,2.641425
,-61959758.68,,0,,,,,,,,,,,1.119864,2.669156
,-61959758.68,,0,,,,,,,,,,,1.161468,2.658757
,-61959758.68,,0,,,,,,,,,,,1.119864,2.655291
,-61959758.68,,0,,,,,,,,,,,1.168402,2.620627
,-61959758.68,,0,,,,,,,,,,,1.154534,2.66569
,-61959758.68,,0,,,,,,,,,,,1.1476,2.66569
,-61959758.68,,0,,,,,,,,,,,1.116397,2.70382
,-61959758.68,,0,,,,,,,,,,,1.095594,2.710752
,-61959758.68,,0,,,,,,,,,,,1.140666,2.721151
,-61959758.68,,0,,,,,,,,,,,1.199605,2.832074
,-61959758.68,,0,,,,,,,,,,,1.255078,2.738483
,-61959758.68,,0,,,,,,,,,,,1.223875,2.780079
,-61959758.68,,0,,,,,,,,,,,1.189204,2.793945
,-61959758.68,,0,,,,,,,,,,,1.158001,2.849406
,-61959758.68,,0,,,,,,,,,,,1.154534,2.839007
,-61959758.68,,0,,,,,,,,,,,1.171869,2.842474
,-61959758.68,,0,,,,,,,,,,,1.196138,2.891002
,-61959758.68,,0,,,,,,,,,,,1.244677,2.887536
,-61959758.68,,0,,,,,,,,,,,1.203073,2.884069
,-61959758.68,,0,,,,,,,,,,,1.203073,2.818209
,-61959758.68,,0,,,,,,,,,,,1.140666,2.877137
,-61959758.68,,0,,,,,,,,,,,1.164935,2.870204
,-61959758.68,,0,,,,,,,,,,,1.175336,2.939531
,-61959758.68,,0,,,,,,,,,,,1.137199,2.942997
,-61959758.68,,0,,,,,,,,,,,1.216941,2.939531
,-61959758.68,,0,,,,,,,,,,,1.210007,2.925665
,-61959758.68,,0,,,,,,,,,,,1.216941,2.901401
,-61959758.68,,0,,,,,,,,,,,1.196138,2.956862
,-61959758.68,,0,,,,,,,,,,,1.168402,2.956862
,-61959758.68,,0,,,,,,,,,,,1.116397,3.029655
,-61959758.68,,0,,,,,,,,,,,1.137199,3.033122
,-61959758.68,,0,,,,,,,,,,,1.185737,3.078184
,-61959758.68,,0,,,,,,,,,,,1.196138,3.071251
,-61959758.68,,0,,,,,,,,,,,1.216941,3.029655
,-61959758.68,,0,,,,,,,,,,,1.203073,3.088583
,-61959758.68,,0,,,,,,,,,,,1.203073,3.026189
,-61959758.68,,0,,,,,,,,,,,1.158001,3.095515
,-61959758.68,,0,,,,,,,,,,,1.1476,3.126712
,-61959758.68,,0,,,,,,,,,,,1.168402,3.154443
,-61959758.68,,0,,,,,,,,,,,1.203073,3.140578
,-61959758.68,,0,,,,,,,,,,,1.279347,3.182173
,-61959758.68,,0,,,,,,,,,,,1.348688,3.18564
,-61959758.68,,0,,,,,,,,,,,1.341754,3.178707
,-61959758.68,,0,,,,,,,,,,,1.286281,3.21337
,-61959758.68,,0,,,,,,,,,,,1.307083,3.237634
,-61959758.68,,0,,,,,,,,,,,1.279347,3.341624
,-61959758.68,,0,,,,,,,,,,,1.314018,3.313893
,-61959758.68,,0,,,,,,,,,,,1.338287,3.327758
,-61959758.68,,0,,,,,,,,,,,1.33482,3.286163
,-61959758.68,,0,,,,,,,,,,,1.355622,3.27923
,-61959758.68,,0,,,,,,,,,,,1.324419,3.300028
,-61959758.68,,0,,,,,,,,,,,1.317484,3.261899
,-61959758.68,,0,,,,,,,,,,,1.293215,3.358955
,-61959758.68,,0,,,,,,,,,,,1.345221,3.383219
,-61959758.68,,0,,,,,,,,,,,1.314018,3.410949
,-61959758.68,,0,,,,,,,,,,,1.293215,3.404017
,-61959758.68,,0,,,,,,,,,,,1.355622,3.397084
,-61959758.68,,0,,,,,,,,,,,1.366023,3.424815
,-61959758.68,,0,,,,,,,,,,,1.362556,3.400551
,-61959758.68,,0,,,,,,,,,,,1.317484,3.462944
,-61959758.68,,0,,,,,,,,,,,1.314018,3.459478
,-61959758.68,,0,,,,,,,,,,,1.282814,3.56
,-61959758.68,,0,,,,,,,,,,,1.303616,3.514938
,-61959758.68,,0,,,,,,,,,,,1.366023,3.508006
,-61959758.68,,0,,,,,,,,,,,1.348688,3.494141
,-61959758.68,,0,,,,,,,,,,,1.359089,3.525337
,-61959758.68,,0,,,,,,,,,,,1.300149,3.553067
,-61959758.68,,0,,,,,,,,,,,1.348688,3.563466
,-61959758.68,,0,,,,,,,,,,,1.293215,3.646657
,-61959758.68,,0,,,,,,,,,,,1.317484,3.625859
,-61959758.68,,0,,,,,,,,,,,1.327886,3.674387
,-61959758.68,,0,,,,,,,,,,,1.327886,3.674387
,-61959758.68,,0,,,,,,,,,,,1.341754,3.695185
,-61959758.68,,0,,,,,,,,,,,1.366023,3.712517
,-61959758.68,,0,,,,,,,,,,,1.352155,3.729848
,-61959758.68,,0,,,,,,,,,,,1.289748,3.757578
,-61959758.68,,0,,,,,,,,,,,1.307083,3.792241
,-61959758.68,,0,,,,,,,,,,,1.300149,3.847701
,-61959758.68,,0,,,,,,,,,,,1.314018,3.8581
,-61959758.68,,0,,,,,,,,,,,1.362556,3.892763
,-61959758.68,,0,,,,,,,,,,,1.366023,3.906628
,-61959758.68,,0,,,,,,,,,,,1.366023,3.903162
,-61959758.68,,0,,,,,,,,,,,1.307083,3.923959
,-61959758.68,,0,,,,,,,,,,,1.320952,3.91356
,-61959758.68,,0,,,,,,,,,,,1.279347,4.021014
,-61959758.68,,0,,,,,,,,,,,1.324419,4.041812
,-61959758.68,,0,,,,,,,,,,,1.341754,4.097272
,-61959758.68,,0,,,,,,,,,,,1.362556,4.048745
,-61959758.68,,0,,,,,,,,,,,1.355622,4.076475
,-61959758.68,,0,,,,,,,,,,,1.331353,4.069542
,-61959758.68,,0,,,,,,,,,,,1.341754,4.111137
,-61959758.68,,0,,,,,,,,,,,1.279347,4.163131
,-61959758.68,,0,,,,,,,,,,,1.307083,4.17353
,-61959758.68,,0,,,,,,,,,,,1.286281,4.222057
,-61959758.68,,0,,,,,,,,,,,1.352155,4.180462
,-61959758.68,,0,,,,,,,,,,,1.331353,4.187395
,-61959758.68,,0,,,,,,,,,,,1.345221,4.159665
,-61959758.68,,0,,,,,,,,,,,1.324419,4.256719
,-61959758.68,,0,,,,,,,,,,,1.279347,4.364172
,-61959758.68,,0,,,,,,,,,,,1.300149,4.378037
,-61959758.68,,0,,,,,,,,,,,1.293215,4.471626
,-61959758.68,,0,,,,,,,,,,,1.390292,4.450829
,-61959758.68,,0,,,,,,,,,,,1.33482,4.482025
,-61959758.68,,0,,,,,,,,,,,1.366023,4.488957
,-61959758.68,,0,,,,,,,,,,,1.355622,4.506288
,-61959758.68,,0,,,,,,,,,,,1.31055,4.534018
,-61959758.68,,0,,,,,,,,,,,1.341754,4.520153
,-61959758.68,,0,,,,,,,,,,,1.251611,4.631072
,-61959758.68,,0,,,,,,,,,,,1.320952,4.651869
,-61959758.68,,0,,,,,,,,,,,1.317484,4.672667
,-61959758.68,,0,,,,,,,,,,,1.366023,4.624139
,-61959758.68,,0,,,,,,,,,,,1.345221,4.651869
,-61959758.68,,0,,,,,,,,,,,1.33482,4.672667
,-61959758.68,,0,,,,,,,,,,,1.324419,4.748923
,-61959758.68,,0,,,,,,,,,,,1.314018,4.755856
,-61959758.68,,0,,,,,,,,,,,1.324419,4.773187
,-61959758.68,,0,,,,,,,,,,,1.300149,4.804382
,-61959758.68,,0,,,,,,,,,,,1.341754,4.82518
,-61959758.68,,0,,,,,,,,,,,1.338287,4.828646
,-61959758.68,,0,,,,,,,,,,,1.33482,4.818247
,-61959758.68,,0,,,,,,,,,,,1.341754,4.845977
,-61959758.68,,0,,,,,,,,,,,1.331353,4.922233
,-61959758.68,,0,,,,,,,,,,,1.341754,4.901436
,-61959758.68,,0,,,,,,,,,,,1.272413,4.94303
,-61959758.68,,0,,,,,,,,,,,1.314018,4.977692
,-61959758.68,,0,,,,,,,,,,,1.31055,5.057415
,-61959758.68,,0,,,,,,,,,,,1.383358,5.040083
,-61959758.68,,0,,,,,,,,,,,1.355622,5.067813
,-61959758.68,,0,,,,,,,,,,,1.33482,5.085144
,-61959758.68,,0,,,,,,,,,,,1.293215,5.144069
,-61959758.68,,0,,,,,,,,,,,1.293215,5.196062
,-61959758.68,,0,,,,,,,,,,,1.314018,5.220325
,-61959758.68,,0,,,,,,,,,,,1.293215,5.282716
,-61959758.68,,0,,,,,,,,,,,1.355622,5.248055
,-61959758.68,,0,,,,,,,,,,,1.31055,5.296581
,-61959758.68,,0,,,,,,,,,,,1.376424,5.300047
,-61959758.68,,0,,,,,,,,,,,1.338287,5.358972
,-61959758.68,,0,,,,,,,,,,,1.324419,5.386701
,-61959758.68,,0,,,,,,,,,,,1.293215,5.469889
,-61959758.68,,0,,,,,,,,,,,1.296682,5.535746
,-61959758.68,,0,,,,,,,,,,,1.317484,5.608535
,-61959758.68,,0,,,,,,,,,,,1.352155,5.646663
,-61959758.68,,0,,,,,,,,,,,1.386825,5.677858
,-61959758.68,,0,,,,,,,,,,,1.348688,5.709053
,-61959758.68,,0,,,,,,,,,,,1.33482,5.670926
,-61959758.68,,0,,,,,,,,,,,1.27588,5.785308
,-61959758.68,,0,,,,,,,,,,,1.262012,5.781842
,-61959758.68,,0,,,,,,,,,,,1.324419,5.81997
,-61959758.68,,0,,,,,,,,,,,1.307083,5.81997
,-61959758.68,,0,,,,,,,,,,,1.348688,5.823436
,-61959758.68,,0,,,,,,,,,,,1.348688,5.885826
,-61959758.68,,0,,,,,,,,,,,1.40416,5.833834
,-61959758.68,,0,,,,,,,,,,,1.314018,5.885826
,-61959758.68,,0,,,,,,,,,,,1.317484,5.889292
,-61959758.68,,0,,,,,,,,,,,1.279347,5.996742
,-61959758.68,,0,,,,,,,,,,,1.279347,6.017539
,-61959758.68,,0,,,,,,,,,,,1.33482,6.045268
,-61959758.68,,0,,,,,,,,,,,1.33482,6.003674
,-61959758.68,,0,,,,,,,,,,,1.36949,5.969013
,-61959758.68,,0,,,,,,,,,,,1.33482,6.055666
,-61959758.68,,0,,,,,,,,,,,1.314018,6.086861
,-61959758.68,,0,,,,,,,,,,,1.279347,6.159649
,-61959758.68,,0,,,,,,,,,,,1.272413,6.163116
,-61959758.68,,0,,,,,,,,,,,1.317484,6.187378
,-61959758.68,,0,,,,,,,,,,,1.33482,6.225505
,-61959758.68,,0,,,,,,,,,,,1.376424,6.197776
,-61959758.68,,0,,,,,,,,,,,1.324419,6.270565
,-61959758.68,,0,,,,,,,,,,,1.36949,6.260166
,-61959758.68,,0,,,,,,,,,,,1.300149,6.322556
,-61959758.68,,0,,,,,,,,,,,1.324419,6.378014
,-61959758.68,,0,,,,,,,,,,,1.27588,6.412674
,-61959758.68,,0,,,,,,,,,,,1.286281,6.395344
,-61959758.68,,0,,,,,,,,,,,1.348688,6.454268
,-61959758.68,,0,,,,,,,,,,,1.348688,6.481996
,-61959758.68,,0,,,,,,,,,,,1.345221,6.426539
,-61959758.68,,0,,,,,,,,,,,1.345221,6.488928
,-61959758.68,,0,,,,,,,,,,,1.33482,6.509725
,-61959758.68,,0,,,,,,,,,,,1.251611,6.641436
,-61959758.68,,0,,,,,,,,,,,1.289748,6.606775
,-61959758.68,,0,,,,,,,,,,,1.289748,6.662232
,-61959758.68,,0,,,,,,,,,,,1.320952,6.662232
,-61959758.68,,0,,,,,,,,,,,1.331353,6.721156
,-61959758.68,,0,,,,,,,,,,,1.327886,6.731554
,-61959758.68,,0,,,,,,,,,,,1.379891,6.710757
,-61959758.68,,0,,,,,,,,,,,1.307083,6.787011
,-61959758.68,,0,,,,,,,,,,,1.352155,6.797409
,-61959758.68,,0,,,,,,,,,,,1.262012,6.839002
,-61959758.68,,0,,,,,,,,,,,1.279347,6.856332
,-61959758.68,,0,,,,,,,,,,,1.314018,6.904857
,-61959758.68,,0,,,,,,,,,,,1.341754,6.863264
,-61959758.68,,0,,,,,,,,,,,1.383358,6.863264
,-61959758.68,,0,,,,,,,,,,,1.341754,6.946449
,-61959758.68,,0,,,,,,,,,,,1.341754,6.946449
,-61959758.68,,0,,,,,,,,,,,1.293215,7.033101
,-61959758.68,,0,,,,,,,,,,,1.320952,7.029634
,-61959758.68,,0,,,,,,,,,,,1.293215,7.064295
,-61959758.68,,0,,,,,,,,,,,1.300149,7.064295
,-61959758.68,,0,,,,,,,,,,,1.341754,7.074693
,-61959758.68,,0,,,,,,,,,,,1.327886,7.078159
,-61959758.68,,0,,,,,,,,,,,1.383358,7.071227
,-61959758.68,,0,,,,,,,,,,,1.327886,7.053897
,-61959758.68,,0,,,,,,,,,,,1.345221,7.050431
,-61959758.68,,0,,,,,,,,,,,1.289748,7.14748
,-61959758.68,,0,,,,,,,,,,,1.258545,7.14748
,-61959758.68,,0,,,,,,,,,,,1.286281,7.189072
,-61959758.68,,0,,,,,,,,,,,1.341754,7.251461
,-61959758.68,,0,,,,,,,,,,,1.348688,7.196004
,-61959758.68,,0,,,,,,,,,,,1.31055,7.213335
,-61959758.68,,0,,,,,,,,,,,1.355622,7.216801
,-61959758.68,,0,,,,,,,,,,,1.303616,7.289587
,-61959758.68,,0,,,,,,,,,,,1.348688,7.289587
,-61959758.68,,0,,,,,,,,,,,1.320952,7.33118
,-61959758.68,,0,,,,,,,,,,,1.300149,7.390102
,-61959758.68,,0,,,,,,,,,,,1.324419,7.4005
,-61959758.68,,0,,,,,,,,,,,1.320952,7.397034
,-61959758.68,,0,,,,,,,,,,,1.376424,7.34851
,-61959758.68,,0,,,,,,,,,,,1.341754,7.390102
,-61959758.68,,0,,,,,,,,,,,1.352155,7.397034
,-61959758.68,,0,,,,,,,,,,,1.282814,7.497549
,-61959758.68,,0,,,,,,,,,,,1.293215,7.501014
,-61959758.68,,0,,,,,,,,,,,1.300149,7.525277
,-61959758.68,,0,,,,,,,,,,,1.300149,7.518344
,-61959758.68,,0,,,,,,,,,,,1.376424,7.546072
,-61959758.68,,0,,,,,,,,,,,1.317484,7.563403
,-61959758.68,,0,,,,,,,,,,,1.362556,7.563403
,-61959758.68,,0,,,,,,,,,,,1.296682,7.580733
,-61959758.68,,0,,,,,,,,,,,1.352155,7.566869
,-61959758.68,,0,,,,,,,,,,,1.286281,7.584198
,-61959758.68,,0,,,,,,,,,,,1.307083,7.688179
,-61959758.68,,0,,,,,,,,,,,1.272413,7.736702
,-61959758.68,,0,,,,,,,,,,,1.327886,7.695111
,-61959758.68,,0,,,,,,,,,,,1.390292,7.660451
,-61959758.68,,0,,,,,,,,,,,1.341754,7.736702
,-61959758.68,,0,,,,,,,,,,,1.33482,7.764431
,-61959758.68,,0,,,,,,,,,,,1.296682,7.816421
,-61959758.68,,0,,,,,,,,,,,1.286281,7.812954
,-61959758.68,,0,,,,,,,,,,,1.293215,7.875342
,-61959758.68,,0,,,,,,,,,,,1.56711,7.906536
,-61959758.68,,0,,,,,,,,,,,2.090627,8.142222
,-61959758.68,,0,,,,,,,,,,,2.083693,8.142222
,-61959758.68,,0,,,,,,,,,,,2.118363,8.076369
,-61959758.68,,0,,,,,,,,,,,2.073292,8.111029
,-61959758.68,,0,,,,,,,,,,,2.090627,8.090233
,-61959758.68,,0,,,,,,,,,,,2.066358,8.124892
,-61959758.68,,0,,,,,,,,,,,2.049023,8.131824
,-61959758.68,,0,,,,,,,,,,,2.028221,8.176882
,-61959758.68,,0,,,,,,,,,,,2.049023,8.124892
,-61959758.68,,0,,,,,,,,,,,2.111429,8.138757
,-61959758.68,,0,,,,,,,,,,,2.118363,8.104096
,-61959758.68,,0,,,,,,,,,,,2.125297,8.111029
,-61959758.68,,0,,,,,,,,,,,2.076759,8.111029
,-61959758.68,,0,,,,,,,,,,,2.069825,8.149155
,-61959758.68,,0,,,,,,,,,,,2.00742,8.208076
,-61959758.68,,0,,,,,,,,,,,2.066358,8.208076
,-61959758.68,,0,,,,,,,,,,,2.066358,8.294724
,-61959758.68,,0,,,,,,,,,,,2.083693,8.249667
,-61959758.68,,0,,,,,,,,,,,2.097561,8.256599
,-61959758.68,,0,,,,,,,,,,,2.101028,8.266997
,-61959758.68,,0,,,,,,,,,,,2.104495,8.305122
,-61959758.68,,0,,,,,,,,,,,2.049023,8.36751
,-61959758.68,,0,,,,,,,,,,,2.062891,8.422965
,-61959758.68,,0,,,,,,,,,,,2.01782,8.440294
,-61959758.68,,0,,,,,,,,,,,2.035156,8.488817
,-61959758.68,,0,,,,,,,,,,,2.062891,8.520011
,-61959758.68,,0,,,,,,,,,,,2.062891,8.485352
,-61959758.68,,0,,,,,,,,,,,2.125297,8.540807
,-61959758.68,,0,,,,,,,,,,,2.062891,8.551205
,-61959758.68,,0,,,,,,,,,,,2.090627,8.568534
,-61959758.68,,0,,,,,,,,,,,2.042089,8.603193
,-61959758.68,,0,,,,,,,,,,,2.083693,8.617057
,-61959758.68,,0,,,,,,,,,,,2.049023,8.686376
,-61959758.68,,0,,,,,,,,,,,2.066358,8.721035
,-61959758.68,,0,,,,,,,,,,,2.062891,8.679444
,-61959758.68,,0,,,,,,,,,,,2.101028,8.734899
,-61959758.68,,0,,,,,,,,,,,2.097561,8.762626
,-61959758.68,,0,,,,,,,,,,,2.049023,8.811149
,-61959758.68,,0,,,,,,,,,,,2.069825,8.797285
,-61959758.68,,0,,,,,,,,,,,2.055957,8.842342
,-61959758.68,,0,,,,,,,,,,,2.062891,8.845808
,-61959758.68,,0,,,,,,,,,,,2.055957,8.935922
,-61959758.68,,0,,,,,,,,,,,2.069825,8.942854
,-61959758.68,,0,,,,,,,,,,,2.083693,8.956717
,-61959758.68,,0,,,,,,,,,,,2.059424,9.001774
,-61959758.68,,0,,,,,,,,,,,2.139165,8.977512
,-61959758.68,,0,,,,,,,,,,,2.083693,9.026035
,-61959758.68,,0,,,,,,,,,,,2.080226,8.998308
,-61959758.68,,0,,,,,,,,,,,2.010886,9.078024
,-61959758.68,,0,,,,,,,,,,,2.042089,9.119615
,-61959758.68,,0,,,,,,,,,,,2.055957,9.150807
,-61959758.68,,0,,,,,,,,,,,2.069825,9.19933
,-61959758.68,,0,,,,,,,,,,,2.128764,9.265182
,-61959758.68,,0,,,,,,,,,,,2.090627,9.265182
,-61959758.68,,0,,,,,,,,,,,2.090627,9.227057
,-61959758.68,,0,,,,,,,,,,,2.042089,9.213193
,-61959758.68,,0,,,,,,,,,,,2.049023,9.279045
,-61959758.68,,0,,,,,,,,,,,2.035156,9.282511
,-61959758.68,,0,,,,,,,,,,,2.062891,9.344897
,-61959758.68,,0,,,,,,,,,,,2.049023,9.386487
,-61959758.68,,0,,,,,,,,,,,2.055957,9.372623
,-61959758.68,,0,,,,,,,,,,,2.128764,9.341431
,-61959758.68,,0,,,,,,,,,,,2.101028,9.351829
,-61959758.68,,0,,,,,,,,,,,2.104495,9.351829
,-61959758.68,,0,,,,,,,,,,,2.066358,9.414214
,-61959758.68,,0,,,,,,,,,,,2.05249,9.396885
,-61959758.68,,0,,,,,,,,,,,2.049023,9.4766
,-61959758.68,,0,,,,,,,,,,,2.05249,9.469668
,-61959758.68,,0,,,,,,,,,,,2.08716,9.511259
,-61959758.68,,0,,,,,,,,,,,2.055957,9.507792
,-61959758.68,,0,,,,,,,,,,,2.107962,9.563247
,-61959758.68,,0,,,,,,,,,,,2.073292,9.597905
,-61959758.68,,0,,,,,,,,,,,2.104495,9.590974
,-61959758.68,,0,,,,,,,,,,,2.069825,9.660291
,-61959758.68,,0,,,,,,,,,,,2.055957,9.705347
,-61959758.68,,0,,,,,,,,,,,2.021287,9.788527
,-61959758.68,,0,,,,,,,,,,,2.042089,9.764266
,-61959758.68,,0,,,,,,,,,,,2.055957,9.819719
,-61959758.68,,0,,,,,,,,,,,2.069825,9.781595
,-61959758.68,,0,,,,,,,,,,,2.139165,9.798924
,-61959758.68,,0,,,,,,,,,,,2.083693,9.871707
,-61959758.68,,0,,,,,,,,,,,2.107962,9.871707
,-61959758.68,,0,,,,,,,,,,,2.042089,9.961819
,-61959758.68,,0,,,,,,,,,,,2.073292,10.003408
,-61959758.68,,0,,,,,,,,,,,2.042089,10.121246
,-61959758.68,,0,,,,,,,,,,,2.076759,10.124713
,-61959758.68,,0,,,,,,,,,,,2.08716,10.232153
,-61959758.68,,0,,,,,,,,,,,2.101028,10.239084
,-61959758.68,,0,,,,,,,,,,,2.08716,10.225222
,-61959758.68,,0,,,,,,,,,,,2.059424,10.325729
,-61959758.68,,0,,,,,,,,,,,2.069825,10.41584
,-61959758.68,,0,,,,,,,,,,,2.024755,10.52328
,-61959758.68,,0,,,,,,,,,,,2.062891,10.502485
,-61959758.68,,0,,,,,,,,,,,2.062891,10.52328
,-61959758.68,,0,,,,,,,,,,,2.073292,10.578732
,-61959758.68,,0,,,,,,,,,,,2.097561,10.668843
,-61959758.68,,0,,,,,,,,,,,2.076759,10.734693
,-61959758.68,,0,,,,,,,,,,,2.111429,10.717363
,-61959758.68,,0,,,,,,,,,,,2.042089,10.814405
,-61959758.68,,0,,,,,,,,,,,2.035156,10.869858
,-61959758.68,,0,,,,,,,,,,,2.00742,10.953035
,-61959758.68,,0,,,,,,,,,,,2.014354,10.94957
,-61959758.68,,0,,,,,,,,,,,2.042089,11.001556
,-61959758.68,,0,,,,,,,,,,,2.069825,11.105529
,-61959758.68,,0,,,,,,,,,,,2.111429,11.129789
,-61959758.68,,0,,,,,,,,,,,2.076759,11.206036
,-61959758.68,,0,,,,,,,,,,,2.08716,11.199103
,-61959758.68,,0,,,,,,,,,,,2.024755,11.337733
,-61959758.68,,0,,,,,,,,,,,2.055957,11.375855
,-61959758.68,,0,,,,,,,,,,,2.000485,11.486759
,-61959758.68,,0,,,,,,,,,,,2.028221,11.542211
,-61959758.68,,0,,,,,,,,,,,2.049023,11.594196
,-61959758.68,,0,,,,,,,,,,,2.035156,11.608059
,-61959758.68,,0,,,,,,,,,,,2.062891,11.684304
,-61959758.68,,0,,,,,,,,,,,2.038622,11.750153
,-61959758.68,,0,,,,,,,,,,,1.983151,11.86452
,-61959758.68,,0,,,,,,,,,,,1.965816,11.965025
,-61959758.68,,0,,,,,,,,,,,1.969283,12.003147
,-61959758.68,,0,,,,,,,,,,,1.958882,12.103652
,-61959758.68,,0,,,,,,,,,,,1.976217,12.172965
,-61959758.68,,0,,,,,,,,,,,1.993551,12.287332
,-61959758.68,,0,,,,,,,,,,,1.965816,12.367042
,-61959758.68,,0,,,,,,,,,,,1.997019,12.367042
,-61959758.68,,0,,,,,,,,,,,1.93808,12.505668
,-61959758.68,,0,,,,,,,,,,,1.958882,12.568049
,-61959758.68,,0,,,,,,,,,,,1.906877,12.682415
,-61959758.68,,0,,,,,,,,,,,1.93808,12.79678
,-61959758.68,,0,,,,,,,,,,,1.886075,12.949266
,-61959758.68,,0,,,,,,,,,,,1.931146,13.022044
,-61959758.68,,0,,,,,,,,,,,1.958882,13.056701
,-61959758.68,,0,,,,,,,,,,,1.965816,13.205721
,-61959758.68,,0,,,,,,,,,,,1.969283,13.316619
,-61959758.68,,0,,,,,,,,,,,1.958882,13.455241
,-61959758.68,,0,,,,,,,,,,,1.931146,13.566139
,-61959758.68,,0,,,,,,,,,,,1.854872,13.76021
,-61959758.68,,0,,,,,,,,,,,1.879141,13.839917
,-61959758.68,,0,,,,,,,,,,,1.879141,13.947349
,-61959758.68,,0,,,,,,,,,,,1.913811,13.943883
,-61959758.68,,0,,,,,,,,,,,1.958882,14.411726
,-61959758.68,,0,,,,,,,,,,,1.955415,14.945408
,-61959758.68,,0,,,,,,,,,,,2.014354,15.097887
,-61959758.68,,0,,,,,,,,,,,1.931146,15.326605
,-61959758.68,,0,,,,,,,,,,,1.931146,15.437498
,-61959758.68,,0,,,,,,,,,,,1.896476,15.520667
,-61959758.68,,0,,,,,,,,,,,1.955415,15.617699
,-61959758.68,,0,,,,,,,,,,,1.899943,15.697402
,-61959758.68,,0,,,,,,,,,,,1.917278,15.756313
,-61959758.68,,0,,,,,,,,,,,1.934613,15.780571
,-61959758.68,,0,,,,,,,,,,,1.965816,15.881067
,-61959758.68,,0,,,,,,,,,,,1.97275,15.957305
,-61959758.68,,0,,,,,,,,,,,1.931146,16.005819
,-61959758.68,,0,,,,,,,,,,,1.93808,16.082058
,-61959758.68,,0,,,,,,,,,,,1.879141,16.082058
,-61959758.68,,0,,,,,,,,,,,1.882608,16.075127
,-61959758.68,,0,,,,,,,,,,,1.882608,16.165226
,-61959758.68,,0,,,,,,,,,,,1.820202,17.232538
,-61959758.68,,0,,,,,,,,,,,1.619115,18.978991
,-61959758.68,,0,,,,,,,,,,,1.515105,19.723982
,-61959758.68,,0,,,,,,,,,,,1.508171,20.226412
,-61959758.68,,0,,,,,,,,,,,1.428429,20.524401
,-61959758.68,,0,,,,,,,,,,,1.390292,20.624884
,-61959758.68,,0,,,,,,,,,,,1.324419,20.749622
,-61959758.68,,0,,,,,,,,,,,1.327886,20.822388
,-61959758.68,,0,,,,,,,,,,,1.327886,20.974844
,-61959758.68,,0,,,,,,,,,,,1.341754,20.97138
,-61959758.68,,0,,,,,,,,,,,1.359089,21.075327
,-61959758.68,,0,,,,,,,,,,,1.355622,21.16888
,-61959758.68,,0,,,,,,,,,,,1.341754,21.241644
,-61959758.68,,0,,,,,,,,,,,1.362556,21.272829
,-61959758.68,,0,,,,,,,,,,,1.345221,21.442608
,-61959758.68,,0,,,,,,,,,,,1.300149,21.667826
,-61959758.68,,0,,,,,,,,,,,1.286281,21.750984
