Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load-in-kN,Stud3-Axial,Stud4-Axial,Stud3-Top,Stud4-Top,Stud3-Mid,Stud4-Mid,Stud3-Bottom,Stud4-Bottom,Stud2-Mid,Stud5-Mid,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Mid-Left,Pb2-Mid-Mid,Pb2-Mid-Right,Pb3-Fire-Mid-Left,Pb3-Fire-Mid-Mid,Pb3-Fire-Mid-Right,Pb3-Amb-Mid-Left,Pb3-Amb-Mid-Mid,Pb3-Amb-Mid-Right,Pb4-Mid-Left,Pb4-Mid-Mid,Pb4-Mid-Right,Pb4-Pb5-Mid-Left,Pb4-Pb5-Mid-Mid,Pb4-Pb5-Mid-Right,Pb5-Top-Left,Pb5-Top-Right,Pb5-Mid-Mid,Pb5-Bottom-Left,Pb5-Bottom-Right,Stud2-Mid-Fire-HF,Stud3-Top-Fire-HF,Stud3-Mid-Fire-HF,Stud3-Bottom-Fire-HF,Stud4-Top-Fire-HF,Stud4-Mid-Fire-HF,Stud4-Bottom-Fire-HF,Stud5-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud3-Top-Fire-CF,Stud3-Mid-Fire-CF,Stud3-Bottom-Fire-CF,Stud4-Top-Fire-CF,Stud4-Mid-Fire-CF,Stud4-Bottom-Fire-CF,Stud5-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud3-Top-Amb-HF,Stud3-Mid-Amb-HF,Stud3-Bottom-Amb-HF,Stud4-Top-Amb-HF,Stud4-Mid-Amb-HF,Stud4-Bottom-Amb-HF,Stud5-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Amb-CF,Stud3-Mid-Amb-CF,Stud3-Bottom-Amb-CF,Stud4-Top-Amb-CF,Stud4-Mid-Amb-CF,Stud4-Bottom-Amb-CF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Right,Furnace-Bottom-Left,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3-Fire,Average-Pb3-Amb,Average-Pb4,Average-Pb4-Pb5,Average-Pb5
54,7.346091,-2.360299038,-2.370967,-1.868542,-4.82247,-5.293709,-4.600848,-4.817558,-3.124646,-3.277435,3.651696,-3.898054,858.898804,875.939453,894.328247,872.935303,24.552469,25.55876,405.031006,366.502716,21.974081,102.906311,104.375771,74.332451,74.212967,77.069374,-21.983118,65.778778,72.696098,52.615311,54.592377,57.246964,38.67276,38.331566,41.731411,31.969711,39.507767,26.831938,25.018482,25.698454,92.867508,113.244049,101.592781,94.306274,104.057777,95.161247,92.663643,100.154854,89.654892,92.702705,89.623047,83.052513,91.373634,85.090309,81.014137,91.860207,58.30497,69.625771,62.483257,51.040508,74.257271,65.976578,51.927513,70.643288,49.002083,63.968487,54.403324,40.849148,65.500534,56.289139,45.567642,60.43158,869.048523,901.146667,915.859741,896.878418,895.7333373,875.5254518,366.502716,103.641041,75.20493067,69.237438,54.81821733,39.578579,32.76980533
55,7.096903,-2.280234934,-2.369325,-1.883319,-4.924272,-5.313413,-4.604132,-4.817558,-3.098374,-3.267582,3.648412,-3.858647,861.665588,878.604492,897.212341,875.894775,24.548317,25.668718,411.940918,374.074188,22.085093,103.465942,104.902634,74.727814,74.45887,77.255089,-22.18457,66.164742,73.510155,53.19944,55.133991,57.861969,39.285191,38.966267,42.442104,32.48814,40.66275,27.140444,25.184998,25.918564,94.033554,116.452866,106.505341,96.902458,104.836037,97.277176,93.888443,102.939018,89.641884,93.494263,90.477234,83.722946,91.780525,85.500702,81.396469,92.250786,58.323837,69.904007,62.96175,51.565468,74.724457,66.34819,52.309307,70.920364,49.495247,64.735153,54.896843,41.112782,65.972549,56.817898,46.027195,60.939152,871.605835,903.558838,919.746948,898.725464,898.4092713,878.344299,374.074188,104.184288,75.480591,69.8374485,55.39846667,40.23118733,33.43044467
56,6.840431,-2.19783048,-2.370967,-1.893171,-4.927556,-5.326549,-4.604132,-4.817558,-3.160769,-3.284003,3.635277,-3.852079,864.939758,882.472107,900.645691,879.847351,24.567007,25.738791,419.431915,381.803162,22.112612,104.136086,105.596535,74.930534,74.610794,77.294693,-22.359919,66.51886,74.156578,53.782688,55.576477,58.425137,39.907753,39.591282,43.158955,33.015934,40.761406,27.542517,25.431726,26.141623,95.088661,120.011002,111.295082,99.502907,105.579826,99.583969,95.154732,106.002655,89.577744,94.304703,91.534996,84.50367,92.182091,85.967827,81.839928,93.132477,58.526882,70.075462,63.549557,52.025787,75.024063,66.709908,52.687408,71.196091,49.990276,65.395012,55.368179,41.600349,66.440247,57.364494,46.553555,61.482067,874.230591,906.861938,921.495361,902.704529,901.3231048,881.9762268,381.803162,104.8663105,75.612007,70.337719,55.92810067,40.88599667,33.77328567
56,6.596539,-2.119467981,-2.369325,-1.911233,-4.937407,-5.333117,-4.604132,-4.81099,-3.170621,-3.287287,3.625425,-3.842227,867.401428,884.752625,903.072021,882.908447,24.564007,25.822458,425.866608,389.950195,22.242107,105.202927,106.208679,75.206863,75.016678,77.395615,-22.512568,66.882141,74.602295,54.341881,56.117126,59.044521,40.451309,40.216404,43.766552,33.501816,41.362045,27.932709,25.630222,26.383526,95.857582,123.61692,115.43248,102.549324,106.231277,101.419235,96.159729,109.157707,89.557556,95.193611,92.553627,85.345901,92.5662,86.435234,82.248726,93.907539,58.65041,70.310028,63.937107,52.558304,75.268845,67.050102,53.00528,71.405342,50.387444,65.56147,55.903942,42.040035,66.813828,57.857025,46.955769,61.975979,876.959778,907.988037,923.794189,905.431091,903.5432738,884.5336303,389.950195,105.705803,75.873052,70.742218,56.501176,41.47808833,34.26552333
57,6.34382,-2.038269366,-2.370967,-1.93422,-4.93084,-5.339684,-4.613984,-4.814274,-3.114794,-3.274151,3.628709,-3.825807,869.597351,888.294678,905.507751,886.712158,24.563314,25.990925,433.484436,398.175873,22.36812,106.199196,107.07235,75.52951,74.960739,77.558739,-22.724485,67.196342,75.001236,54.861965,56.629745,59.483017,41.058014,40.826645,44.45113,33.939449,41.441105,28.311487,25.796875,26.676962,96.604935,127.219894,119.30529,105.608734,106.924309,102.569618,97.279198,111.813049,89.619232,96.11319,93.63868,86.276138,93.100586,86.946167,82.797256,94.709343,58.981422,70.998695,64.200005,53.008656,75.522575,67.383781,53.376236,71.566467,50.839996,65.980385,56.522736,42.423943,67.228363,58.342255,47.463223,62.443569,879.140198,910.870361,927.330872,909.314148,906.6638948,887.5279845,398.175873,106.635773,76.01632933,71.098789,56.99157567,42.11192967,34.56401367
58,6.102577,-1.96075799,-2.370967,-1.94243,-4.950543,-5.346252,-4.613984,-4.81099,-3.159127,-3.267582,3.625425,-3.825807,873.291565,890.285217,908.725952,889.415161,24.530779,26.018347,441.076233,406.559479,22.249739,107.189888,108.19355,75.6651,75.143539,77.57328,-22.934277,67.498428,75.316277,55.355358,57.204487,59.975079,41.652596,41.419071,45.100452,34.411198,41.626701,28.640253,25.997147,26.841148,97.357704,131.206329,122.83902,108.730759,107.69606,103.407066,98.361176,114.139923,89.889954,97.178879,94.937195,87.278763,93.542549,87.485413,83.451988,95.588959,59.27422,71.522156,64.704231,53.470821,75.72551,67.681602,53.740582,71.784439,51.286324,66.444275,56.964001,42.859013,67.606361,58.799755,47.921219,62.906818,881.977417,913.828735,929.207581,910.877319,908.972763,890.4294738,406.559479,107.691719,76.12730633,71.4073525,57.51164133,42.72403967,34.89271733
59,5.843015,-1.87736072,-2.370967,-1.937504,-4.957111,-5.349536,-4.617268,-4.814274,-3.160769,-3.270867,3.625425,-3.825807,876.42157,892.456482,910.53595,891.765991,24.492704,26.092775,449.338898,413.712097,22.258987,108.19355,109.549896,76.113274,75.723053,77.842468,-23.193623,67.737579,75.583435,55.771702,57.67841,60.383553,42.229847,41.921043,45.729748,34.822865,42.430073,28.916519,26.22641,27.02511,98.086868,135.223907,126.110611,111.192909,108.614937,104.34304,99.615715,116.213615,90.404999,98.307167,95.928619,88.227402,94.135986,87.956146,84.156967,96.285866,59.551041,71.333054,65.012329,53.850231,75.894669,67.916039,54.092922,71.915794,51.703896,66.683479,57.37191,43.081367,67.947166,59.184185,48.325058,63.229439,884.758423,915.071289,931.492371,913.085693,911.101944,892.7949983,413.712097,108.871723,76.55959833,71.660507,57.944555,43.293546,35.389819
60,5.60398,-1.800558774,-2.370967,-1.93422,-4.957111,-5.346252,-4.617268,-4.814274,-3.173904,-3.280719,3.628709,-3.825807,878.368347,895.637756,912.767273,895.342102,24.492243,26.201527,456.706177,422.186829,22.345463,109.879692,110.925385,76.287796,75.689713,77.942047,-23.454559,68.065613,75.802933,56.279694,58.052479,60.891811,42.725582,42.498623,46.272072,35.369373,43.488079,29.256582,26.391357,27.263821,98.71138,140.792953,129.791794,114.126083,109.501915,105.048935,100.608292,118.89566,90.877274,99.783478,97.047752,89.350327,94.733841,88.541725,84.722946,97.264801,59.803364,71.629128,65.275375,54.248917,76.016388,68.196594,54.404224,72.121902,52.061626,67.243149,57.830742,43.615078,68.212265,59.592125,48.699417,63.629581,886.715637,917.199463,932.448181,916.210022,913.1433258,895.5288695,422.186829,110.4025385,76.639852,71.934273,58.40799467,43.83209233,36.03801133
61,5.363399,-1.723260099,-2.369325,-1.948997,-4.940691,-5.338043,-4.620552,-4.807706,-3.149275,-3.288929,3.635277,-3.825807,880.435364,898.31604,915.60022,898.629578,24.494781,26.299671,464.971466,430.377258,22.472387,111.607971,112.735176,76.684738,75.928009,78.24794,-23.707771,68.293091,76.01281,56.665264,58.51453,61.219822,43.274872,43.043705,46.869137,35.705551,43.072517,29.63397,26.55628,27.465889,99.495026,146.802353,134.191605,117.335854,110.804436,105.887001,101.815025,121.915588,91.375427,101.348923,98.266884,90.442467,95.56131,89.239319,85.636917,98.248886,60.026703,71.638977,65.623077,54.592602,76.141014,68.435036,54.761383,72.188812,52.44677,67.518806,58.23354,43.988739,68.507576,59.989666,49.089031,63.968037,889.455322,919.769165,936.721008,918.972717,916.229553,898.2453005,430.377258,112.1715735,76.95356233,72.1529505,58.799872,44.39590467,36.137346
62,5.102734,-1.639508434,-2.372609,-1.943251,-4.963679,-5.333117,-4.620552,-4.81099,-3.164053,-3.267582,3.641845,-3.845511,883.747437,900.154846,918.734863,901.27771,24.494089,26.428213,473.297974,437.821259,22.453199,113.206627,114.774506,76.914757,75.997589,78.497894,-23.926023,68.541832,76.232529,56.988052,58.958969,61.694492,43.83548,43.536385,47.452595,36.128365,42.767563,29.962553,26.7822,27.764778,100.434387,153.16655,138.775146,120.686478,112.53022,106.728371,102.900673,125.102974,91.943932,102.790619,99.868828,91.519058,96.690834,89.91732,86.571922,99.251862,60.26775,71.800552,65.730835,54.880192,76.207695,68.62735,55.077068,72.234459,52.793972,67.672867,58.546871,44.285007,68.720039,60.294456,49.467026,64.251999,892.08136,922.08197,938.89386,920.903687,918.4902193,900.978714,437.821259,113.9905665,77.13674667,72.3871805,59.21383767,44.94148667,36.28616033
62,4.860387,-1.561642343,-2.369325,-1.947356,-4.966963,-5.365956,-4.613984,-4.814274,-3.144349,-3.29057,3.645129,-3.861931,886.607544,902.11377,921.337891,904.490417,24.489473,26.512749,480.846558,446.351715,22.594908,116.013931,117.013519,76.98703,75.888847,78.686317,-24.054073,68.726753,76.386696,57.332134,59.403095,61.959381,44.303364,44.064003,47.94043,36.554436,43.783783,30.271296,26.965481,28.040354,101.328644,159.815628,143.248352,125.200264,114.545021,107.862251,103.927345,129.104294,92.70697,105.189827,101.180359,92.750084,97.760612,90.818039,87.511864,100.369286,60.447063,71.767426,65.874878,55.186409,76.240585,68.811829,55.340736,72.108475,53.092224,67.729965,58.835011,44.65303,68.834213,60.583725,49.741993,64.563507,893.559814,923.573181,939.951172,924.034119,920.2795715,903.6374055,446.351715,116.513725,77.187398,72.5567245,59.56487,45.43593233,36.86983833
63,4.585596,-1.473351995,-2.369325,-1.953923,-4.968605,-5.347894,-4.6107,-4.814274,-3.19525,-3.29878,3.645129,-3.937462,889.766846,904.819641,923.134705,906.806213,24.575083,26.656925,489.365845,453.876251,22.859783,118.679733,119.957489,77.011642,76.003189,79.012596,-24.188286,68.815407,76.584938,57.563366,59.645554,62.291973,44.815933,44.511406,48.468307,36.987869,44.630825,30.604267,27.205816,28.245033,102.527229,166.200409,148.32663,129.793625,117.568893,109.11879,105.175606,132.810516,94.013336,107.282562,102.87632,93.869354,99.495026,91.960312,88.918419,101.16571,60.638702,71.751991,65.929314,55.402149,76.202324,68.887047,55.576477,71.887375,53.381641,68.030235,59.040928,44.90406,68.882568,60.793083,50.05505,64.742775,896.585876,925.804565,943.430786,926.4328,923.0635068,906.1318513,453.876251,119.318611,77.34247567,72.7001725,59.833631,45.931882,37.40765367
64,8.767723,-2.8170694,-2.5171,-2.032737,-4.965321,-5.362672,-4.604132,-4.81099,-3.157485,-3.288929,3.586018,-3.957165,891.365601,906.932129,926.058716,909.97345,27.490282,27.324583,497.641724,462.621521,22.784441,123.302299,123.796272,77.228462,75.930244,79.146645,-24.171844,68.837799,76.754997,57.811195,59.868233,62.465992,45.300438,45.026836,48.947651,37.281364,44.046322,30.935072,27.423775,28.494965,103.743675,173.35022,153.357376,136.011139,121.673294,110.976799,106.723625,137.560394,94.989555,110.585434,104.96698,95.467133,101.582413,93.384216,90.61409,102.138069,60.764812,71.710365,65.938271,55.600094,76.137886,68.937416,55.800941,71.620399,53.671909,68.002693,59.277588,45.116535,68.766602,60.993,50.346378,64.797676,898.885315,928.127197,944.708191,929.125549,925.211563,908.582474,462.621521,123.5492855,77.435117,72.796398,60.04847333,46.424975,37.42091933
65,8.337769,-2.67892518,-2.518742,-2.032737,-4.976815,-5.388944,-4.600848,-4.814274,-3.124646,-3.264298,3.577809,-3.993289,893.79425,909.51593,928.011902,912.326477,27.340923,27.342995,505.021637,471.675751,22.453894,130.55928,128.342239,77.584465,76.387817,79.612137,-24.157612,68.841156,76.948769,57.960598,60.0065,62.641567,45.716843,45.493149,49.365425,37.671204,43.975136,31.310484,27.61891,28.62738,105.040131,180.994156,158.203049,143.428238,126.9133,114.000824,108.49324,143.028137,96.248093,113.987442,107.20639,97.242531,104.129997,95.514336,92.42701,103.673958,60.917614,71.818451,65.98912,55.710304,76.077469,68.912796,55.952969,71.392136,53.912598,68.035828,59.424648,45.538658,68.789215,61.151398,50.532066,64.923378,900.63385,929.675537,946.700439,930.889832,926.9749145,910.9121398,471.675751,129.4507595,77.861473,72.8949625,60.20288833,46.85847233,37.65227467
66,7.921056,-2.545035293,-2.515458,-2.036021,-4.963679,-5.365956,-4.595922,-4.807706,-3.144349,-3.297138,3.586018,-4.012992,896.47406,911.467041,930.921448,914.673279,27.264971,27.371763,517.501465,479.781311,22.670263,139.534149,135.066818,77.828148,77.232941,80.054382,-24.134792,68.844963,77.174988,58.096958,60.168774,62.726326,46.173626,45.881195,49.791428,37.963608,43.484901,31.642441,27.728428,28.877911,107.174965,187.584381,164.459457,151.126617,133.701141,117.430885,111.08757,148.568176,98.027237,117.854492,110.186226,98.967537,107.957901,97.851059,95.053375,105.096581,61.137039,71.506042,65.962242,55.773502,75.91906,68.862419,56.085869,71.185799,54.176437,67.987244,59.594368,45.741974,68.731453,61.264465,50.728786,65.001579,902.345947,932.315125,949.415894,933.208435,929.3213503,913.383957,479.781311,137.3004835,78.37182367,73.0099755,60.330686,47.282083,37.69698333
67,7.505669,-2.41157145,-2.505607,-2.031095,-4.957111,-5.38566,-4.600848,-4.814274,-3.150917,-3.285645,3.582735,-4.042548,898.139893,912.372253,932.541321,918.300232,27.213642,27.460596,525.599487,489.017181,22.616636,149.589188,142.840225,78.33387,78.261368,80.967583,-24.155649,68.893761,77.403221,58.252407,60.333958,62.840454,46.554913,46.282932,50.136971,38.312885,43.605778,31.926174,27.921436,29.003613,108.946144,195.688461,170.843552,160.73819,139.516418,122.589302,113.910522,155.789841,100.08976,122.217873,113.227264,101.36042,111.909142,101.272301,97.845436,107.287994,61.333786,71.158043,65.852478,55.795544,75.760864,68.750931,56.191555,71.00631,54.426281,67.966415,59.69696,46.047791,68.613922,61.401535,50.917362,65.062073,904.896301,933.17865,949.541992,935.077148,930.6735228,915.3384248,489.017181,146.2147065,79.187607,73.148491,60.47560633,47.658272,37.948279
67,7.051656,-2.265697073,-2.438287,-2.013034,-4.970247,-5.365956,-4.59428,-4.771583,-3.164053,-3.287287,3.602438,-4.042548,900.537231,914.965027,934.235291,920.212402,27.189934,27.52894,534.267395,498.022278,22.635359,157.306976,153.412506,78.929573,79.601173,82.25074,-24.112465,69.023384,77.674644,58.387852,60.459404,62.922737,46.921612,46.649258,50.49123,38.688927,43.799202,32.312229,28.20249,29.221203,112.216705,203.606476,178.620117,170.781174,146.251984,128.492569,118.021194,163.474121,102.618324,126.313538,117.12899,104.32679,116.69397,105.092514,101.487076,110.016647,61.57045,71.103882,65.785271,55.769005,75.527496,68.628922,56.26643,70.720505,54.693195,67.86499,59.829849,46.355347,68.452721,61.520649,51.06419,65.103752,906.895996,935.441772,954.098511,937.125549,933.390457,917.4874878,498.022278,155.359741,80.26049533,73.349014,60.58999767,48.0207,38.266786
68,6.578882,-2.113794787,-2.354548,-1.930936,-5.009654,-5.392228,-4.600848,-4.765015,-3.183756,-3.29057,3.628709,-4.045832,903.431152,916.929077,937.130005,922.679932,27.213182,27.61891,543.197083,506.214447,22.792761,163.730423,160.646698,79.977615,81.194557,83.829544,-24.099951,69.184563,78.032448,58.532272,60.602577,63.004795,47.280525,46.956673,50.818115,38.955566,43.713264,32.561199,28.431971,29.410954,116.517403,210.603577,186.215668,180.250366,154.30365,135.898102,123.365265,170.504929,105.571243,131.320694,121.77198,107.56176,122.099777,109.319504,105.82872,113.378548,61.752811,70.841583,65.720528,55.748989,75.235954,68.511154,56.363335,70.472969,54.931046,67.750122,59.927494,46.594734,68.281448,61.64537,51.231075,65.137131,909.024231,937.424316,955.433289,940.294373,935.5440523,920.0425415,506.214447,162.1885605,81.66723867,73.6085055,60.71321467,48.351771,38.41000967
69,6.067704,-1.949553295,-2.274093,-1.80779,-5.008012,-5.392228,-4.607416,-4.75188,-3.200176,-3.29057,3.645129,-4.042548,905.609131,918.297913,939.199158,925.975342,27.266813,27.836554,551.212708,515.723206,22.909468,176.772522,165.993942,81.494064,84.65844,85.95797,-24.087439,69.335442,78.381088,58.722275,60.738335,63.008385,47.54665,47.271706,51.087872,39.315918,43.854523,32.822021,28.58968,29.697582,120.495598,218.708588,192.859375,190.417892,163.96257,145.798279,129.540848,179.04274,108.753609,137.234573,126.778427,111.871071,127.768967,115.646187,110.196869,118.090561,61.874153,70.615761,65.608963,55.768555,74.967003,68.386902,56.448769,70.140144,55.152439,67.623833,60.040844,46.938126,68.133896,61.814491,51.335934,65.214432,911.529602,939.131714,956.520813,941.976685,937.2897035,922.270386,515.723206,171.383232,84.03682467,73.858265,60.82299833,48.63540933,38.664154
70,5.521873,-1.774177795,-2.17886,-1.684643,-5.039209,-5.388944,-4.607416,-4.745312,-3.226447,-3.277435,3.6714,-4.045832,907.023254,920.930115,942.470215,927.733459,27.846907,27.913157,565.444641,524.345459,22.688522,194.763916,175.131165,84.056633,90.494736,88.986366,-24.090384,69.445129,78.88414,58.854099,60.936459,63.182583,47.847534,47.55999,51.371559,39.475681,43.84795,33.152817,28.802069,29.910896,126.880615,226.531555,200.912094,199.65921,175.09787,153.962173,137.222397,188.024841,112.826324,143.572144,133.164001,116.273369,136.0224,122.870956,116.151825,123.039055,62.000427,70.338676,65.519798,55.779125,74.621086,68.255699,56.521389,69.889229,55.371105,67.435509,60.133762,46.997837,67.944473,61.932919,51.472576,65.279404,913.863525,940.367737,958.387634,943.656433,939.0688323,924.5392608,524.345459,184.9475405,87.84591167,74.1646345,60.991047,48.926361,38.82548267
71,4.952647,-1.591285481,-2.086911,-1.551645,-5.029357,-5.365956,-4.617268,-4.742028,-3.35452,-3.333262,3.681252,-4.045832,909.972961,923.2948,945.528076,930.249573,27.854498,27.986992,576.338257,534.174988,22.665409,211.068161,193.786636,86.943924,98.171471,91.929787,-24.15246,69.526611,79.409599,58.979851,61.039219,63.328972,48.109932,47.841656,51.620255,39.685253,43.961308,33.440723,28.960182,30.04405,134.035751,236.298706,209.531097,209.597565,186.298401,166.257141,144.786575,198.154602,117.451347,150.650436,139.834793,121.614944,145.014587,131.75412,122.62693,129.729965,62.14912,69.849167,65.265739,55.828827,74.28479,68.036278,56.601646,69.493477,55.565678,67.182678,60.228699,47.138508,67.690559,62.018143,51.471222,65.330711,915.716797,942.334473,962.72937,946.856812,941.909363,927.2613525,534.174988,202.4273985,92.348394,74.468105,61.116014,49.19061433,39.02909467
72,4.486715,-1.44158153,-2.022876,-1.492535,-5.042493,-5.382376,-4.62712,-4.738744,-3.361088,-3.359535,3.687819,-4.045832,912.566467,925.96875,947.241394,933.914429,27.845295,28.109121,586.099854,544.943542,22.711174,224.581558,207.587357,90.480377,106.271263,99.911613,-24.192457,69.624207,79.949409,59.130299,61.067486,63.348476,48.339066,48.128239,51.829685,39.878407,44.084858,33.691261,29.079441,30.232048,140.589813,245.820602,217.292542,218.80014,196.30571,181.299866,152.642288,207.649902,121.996506,158.806305,146.008835,127.096428,153.601501,140.193497,128.485703,137.806915,62.308571,69.549889,65.218239,55.892921,73.967064,67.747658,56.737198,69.080917,55.73077,66.925362,60.398815,47.198437,67.506714,62.037434,51.339767,65.343483,917.922913,944.89386,964.591187,949.328247,944.1840518,929.92276,544.943542,216.0844575,98.887751,74.786808,61.182087,49.43233,39.21817533
73,3.769388,-1.211104364,-1.916149,-1.374315,-5.058913,-5.372524,-4.633688,-4.73546,-3.485877,-3.497462,3.700955,-4.045832,915.180176,928.617554,950.632568,935.326294,27.87221,28.270329,597.361145,554.329163,22.86117,235.258347,219.922455,94.723724,114.525505,106.583519,-24.282032,70.187599,80.637428,59.271976,61.172035,63.49374,48.580364,48.350365,52.061626,40.038094,43.960629,33.886845,29.254055,30.335327,148.002151,253.743652,225.59465,226.153076,207.406036,192.693481,164.618195,214.996353,128.401031,167.236176,153.664047,132.093414,163.019424,147.88266,135.343109,144.852112,62.46756,69.287086,65.226303,56.001991,73.659843,67.560905,56.92017,68.815857,55.940823,66.801514,60.544006,47.343388,67.32869,62.07399,51.190033,65.346619,920.147644,947.582703,966.456543,950.036194,946.055771,932.439148,554.329163,227.590401,105.2775827,75.4125135,61.31258367,49.66411833,39.29518933
73,2.972824,-0.955168351,-1.868533,-1.246242,-5.09832,-5.393869,-4.636972,-4.742028,-3.567975,-3.632106,3.74693,-4.078671,916.91925,930.374817,952.052002,938.781555,27.895443,28.40645,608.203857,565.682556,23.030323,245.991516,229.489777,102.440186,121.004715,114.206413,-24.561899,71.740128,81.305809,59.421951,61.369904,63.604923,48.803551,48.574944,52.261082,40.207993,44.055843,34.153511,29.489048,30.58637,155.982254,263.576447,233.333618,234.74884,216.884872,204.433746,174.851929,223.583405,135.072327,177.277069,160.639969,137.940536,171.472214,156.722107,141.572311,153.162384,62.539093,68.806007,65.358498,56.105881,73.456451,67.479172,57.154594,68.683769,56.106556,66.649887,60.69368,47.464806,67.147072,62.258335,51.040283,65.288368,922.483093,949.368774,969.593201,953.620544,948.766403,934.531906,565.682556,237.7406465,112.550438,76.5229685,61.46559267,49.879859,39.472449
74,2.122847,-0.682070741,-1.835694,-1.160861,-5.088469,-5.362672,-4.676379,-4.73546,-3.742023,-3.812726,3.819175,-4.111511,919.59729,933.407471,954.558411,941.708557,27.908094,28.528759,619.485718,577.328735,23.247042,256.384308,239.210602,111.068314,126.445404,121.734833,-25.247442,74.008682,82.083054,59.558674,61.802155,63.68248,49.029182,48.79858,52.461414,40.27758,44.015038,34.392223,29.630295,30.851578,167.882996,273.263519,242.326965,243.337677,227.450119,215.415863,185.66008,233.776321,143.118759,188.507233,169.030106,144.361069,180.590561,165.638458,149.215515,161.813812,62.716682,68.754738,65.645035,56.322189,73.299591,67.636147,57.484043,68.783173,56.323765,66.54641,60.837288,47.744682,66.916855,62.795162,51.582378,65.327126,924.156372,952.074158,970.714905,956.411255,950.8391725,937.3179323,577.328735,247.797455,119.749517,78.045868,61.681103,50.096392,39.56161367
75,1.264923,-0.40641976,-1.8242,-1.12638,-5.226394,-5.53672,-4.80117,-4.82741,-3.965329,-3.986778,3.973519,-4.246153,921.737305,936.067627,957.506897,943.448181,27.962151,28.681168,630.748108,587.724792,23.380104,265.42215,248.804825,118.671997,128.776321,127.312729,-26.409721,76.134979,82.932716,59.796181,62.35297,63.988659,49.250492,49.020828,52.678848,40.41811,44.058334,34.677052,29.874161,31.073143,179.251511,281.994019,252.394516,251.743805,237.938766,224.881134,196.155243,243.063461,151.67926,197.826035,177.410095,150.48941,189.257858,173.709488,157.540771,169.321182,63.698174,69.596893,66.669373,56.703255,73.28035,67.972687,57.948689,69.073303,56.622551,66.501389,61.111012,48.14225,66.803307,63.316643,52.008434,65.547806,926.752869,953.516235,972.945129,957.818665,952.7582245,939.6900025,587.724792,257.1134875,124.920349,79.5338475,62.04593667,50.31672267,39.717832
76,11.945372,-3.838048024,-3.219851,-2.32172,-5.344615,-5.589263,-4.948949,-4.916077,-4.070415,-4.082014,3.92426,-4.249437,924.525635,938.441711,959.599121,946.286438,29.547388,29.307123,640.800537,599.090454,26.41923,274.274628,256.741913,126.649734,131.123383,132.844925,-27.949404,78.230934,83.721603,60.26775,62.887985,64.377281,49.455513,49.292717,52.874622,40.489506,43.869034,34.845261,30.000662,31.097223,188.425674,291.189758,258.516388,260.720581,247.097427,235.168488,205.991394,253.395874,159.4561,208.409302,184.836945,157.798935,197.23848,181.827911,164.801117,177.87973,64.424339,70.566078,67.492607,57.328316,73.442802,68.564888,58.509815,69.635849,56.991199,66.474518,61.549812,48.520721,66.824806,63.798813,52.544334,66.044449,928.814697,955.335815,976.82489,960.409973,955.3463438,942.2132263,599.090454,265.5082705,130.206014,80.9762685,62.51100533,50.54095067,39.73460033
77,11.014391,-3.538923828,-3.21821,-2.333214,-5.364319,-5.576128,-4.962084,-4.893089,-4.155797,-4.082014,3.907841,-4.283918,926.515076,940.027527,961.446899,947.919312,29.083118,29.336758,650.912109,608.663208,25.223049,283.642456,266.715088,131.949661,133.09816,137.958023,-30.090237,79.839745,84.589676,60.820007,63.474686,64.932114,49.722355,49.569523,53.11993,40.584316,43.889439,35.05777,30.134037,31.209822,197.8237,299.302826,264.674469,269.052216,257.317047,243.831177,216.63208,262.292694,167.794617,217.572891,193.570908,164.544052,206.954758,188.946762,173.785172,185.261322,65.374405,71.488586,68.4478,58.09314,73.771721,69.327606,59.340004,70.334427,57.697731,66.792107,62.429665,49.054478,67.058617,64.217262,53.044697,66.460854,931.309204,956.689636,979.293945,961.773132,957.2664793,943.9772035,608.663208,275.178772,134.3352813,82.2147105,63.07560233,50.803936,39.84384167
