Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load-in-kN,Stud3-Axial,Stud4-Axial,Stud3-Top,Stud4-Top,Stud3-Mid,Stud4-Mid,Stud3-Bottom,Stud4-Bottom,Stud2-Mid,Stud5-Mid,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Mid-Left,Pb2-Mid-Mid,Pb2-Mid-Right,Pb3-Fire-Mid-Left,Pb3-Fire-Mid-Mid,Pb3-Fire-Mid-Right,Pb3-Amb-Mid-Left,Pb3-Amb-Mid-Mid,Pb3-Amb-Mid-Right,Pb4-Mid-Left,Pb4-Mid-Mid,Pb4-Mid-Right,Pb4-Pb5-Mid-Left,Pb4-Pb5-Mid-Mid,Pb4-Pb5-Mid-Right,Pb5-Top-Left,Pb5-Top-Right,Pb5-Mid-Mid,Pb5-Bottom-Left,Pb5-Bottom-Right,Stud2-Mid-Fire-HF,Stud3-Top-Fire-HF,Stud3-Mid-Fire-HF,Stud3-Bottom-Fire-HF,Stud4-Top-Fire-HF,Stud4-Mid-Fire-HF,Stud4-Bottom-Fire-HF,Stud5-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud3-Top-Fire-CF,Stud3-Mid-Fire-CF,Stud3-Bottom-Fire-CF,Stud4-Top-Fire-CF,Stud4-Mid-Fire-CF,Stud4-Bottom-Fire-CF,Stud5-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud3-Top-Amb-HF,Stud3-Mid-Amb-HF,Stud3-Bottom-Amb-HF,Stud4-Top-Amb-HF,Stud4-Mid-Amb-HF,Stud4-Bottom-Amb-HF,Stud5-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Amb-CF,Stud3-Mid-Amb-CF,Stud3-Bottom-Amb-CF,Stud4-Top-Amb-CF,Stud4-Mid-Amb-CF,Stud4-Bottom-Amb-CF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Right,Furnace-Bottom-Left,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3-Fire,Average-Pb3-Amb,Average-Pb4,Average-Pb4-Pb5,Average-Pb5
25,4.273724,-1.373147521,-0.927699,-0.650214,-4.352867,-4.906205,-4.292155,-4.597534,-2.697736,-3.008147,3.549896,-3.970301,680.264648,704.349976,720.076172,681.359436,22.002991,21.378139,102.422829,90.089592,20.979824,72.28212,73.810883,54.284481,54.405575,56.246418,3.743651,40.820278,47.573555,25.413742,26.571711,26.404028,20.268026,19.48395,20.905516,20.730026,24.465473,20.05468,20.558678,20.702705,69.598915,75.088501,71.335518,68.347496,79.136353,75.2892,72.481956,75.661972,58.823334,65.157974,59.734001,54.919796,66.556046,58.833889,57.661331,60.234085,33.654427,43.444534,33.882954,29.447016,40.79232,34.452576,30.355753,38.991539,25.687159,31.131165,26.961107,24.153433,30.994019,26.555359,24.910994,28.912842,719.493774,773.13147,763.187073,739.136292,748.7371523,696.512558,90.089592,73.0465015,54.97882467,44.1969165,26.129827,20.219164,21.75005967
26,3.911529,-1.256774268,-0.939193,-0.669917,-4.415261,-4.991588,-4.377538,-4.669781,-2.715798,-3.063975,3.59587,-4.00314,687.867187,711.904053,726.852417,688.12561,22.026581,21.415857,108.46949,91.911835,20.996954,72.396248,73.940659,54.843288,54.998772,56.847794,2.472392,41.976227,48.457687,26.182175,27.36463,27.210649,20.547331,19.795185,21.208969,20.832359,24.555931,20.126957,20.613327,20.752947,70.104553,76.045029,72.119438,69.079124,79.429741,75.757065,72.951866,76.569275,58.923714,65.824699,60.161369,56.094189,67.143715,59.287693,58.479267,60.952839,34.861485,45.077801,34.991737,30.303886,42.53244,35.850998,31.11603,40.50201,26.461384,32.409122,27.866459,24.694139,32.197227,27.54781,25.505043,30.023849,724.989929,777.913513,770.721924,744.888733,754.6285248,703.6873168,91.911835,73.1684535,55.56328467,45.216957,26.91915133,20.51716167,21.83841567
27,3.529249,-1.133947704,-0.978599,-0.681411,-4.487508,-5.083538,-4.43665,-4.71904,-2.796254,-3.149359,3.641845,-4.055684,694.560364,719.180847,732.969177,696.055359,22.049015,21.425575,119.005341,96.096558,20.984917,72.586678,74.109146,55.578499,55.563206,57.588757,1.258196,43.055504,49.258171,26.912756,28.187773,28.054382,20.888153,20.131823,21.553299,20.953434,25.492363,20.151976,20.664732,20.797863,69.987717,77.23674,72.836853,69.70076,79.680847,76.1437,73.370972,77.383308,59.188229,66.52446,61.037422,57.083797,67.594719,60.339565,59.147137,61.915646,36.049385,46.276596,36.090244,31.050438,44.252594,37.176929,31.840466,41.843605,27.281544,33.504105,28.704384,25.246801,33.461544,28.524162,26.107061,31.15662,730.237122,782.203369,775.648743,750.475098,759.641083,710.6914368,96.096558,73.347912,56.24348733,46.1568375,27.71830367,20.85775833,22.19925767
28,3.160433,-1.015447123,-0.983525,-0.70604,-4.477656,-5.086822,-4.439934,-4.745312,-2.850439,-3.159211,3.668116,-4.072104,704.448303,726.321716,741.811218,703.17981,22.081854,21.46769,129.348083,99.858696,20.99626,72.608162,74.183434,56.105206,56.259907,58.236458,0.035321,44.000301,50.115757,27.626734,29.071169,28.971672,21.284647,20.483418,22.000446,21.061766,26.892956,20.223783,20.711502,20.891857,70.113731,78.973434,74.292847,70.539886,80.214409,76.558762,73.852722,78.27211,60.429333,67.025917,63.520641,57.98531,68.138824,60.539967,59.749939,62.560619,37.274071,47.361927,37.272701,31.764835,46.1003,38.401043,32.606773,43.137177,28.197432,34.663567,29.738228,25.770369,34.869942,29.483536,26.79878,32.241444,737.848145,787.739319,781.901978,754.16687,765.414078,718.9402618,99.858696,73.395798,56.86719033,47.058029,28.556525,21.25617033,22.72616833
29,2.785877,-0.89510228,-0.999124,-0.725743,-4.528557,-5.126229,-4.466206,-4.765015,-2.843871,-3.175631,3.681252,-4.081955,711.73999,734.44342,750.330383,709.977478,22.104055,21.512346,147.61116,105.945953,21.002277,72.993042,74.592445,56.560505,56.629971,58.999165,-0.856047,44.889561,50.805485,28.399323,29.893217,29.795174,21.632656,20.858751,22.385229,21.219847,27.772829,20.319214,20.796474,20.942554,70.99221,80.915428,75.43956,71.87574,80.979218,76.976959,74.448578,79.323662,60.963608,67.836548,64.828819,58.810757,68.509369,61.457615,60.250019,63.434559,38.270515,48.763115,38.226318,32.421719,47.574684,39.586048,33.229263,44.382462,28.928928,35.83844,30.518454,26.303358,36.062626,30.411518,27.417332,33.294033,744.262878,793.62207,788.28241,760.38092,771.6370695,726.6228178,105.945953,73.7927435,57.396547,47.847523,29.36257133,21.62554533,23.10396333
29,2.418165,-0.776956415,-1.009796,-0.747089,-4.510496,-5.129513,-4.489193,-4.781435,-2.838945,-3.162495,3.700955,-4.085239,720.022339,743.000427,757.246826,719.874573,22.1103,21.587309,163.373276,118.607834,21.032833,73.590477,74.978416,57.111217,56.921295,59.620857,-1.614632,45.787704,51.328041,29.199606,30.621017,30.793999,22.015711,21.308252,22.803854,21.36865,27.020506,20.397264,20.867086,20.992786,71.644569,83.086769,76.900879,74.034637,82.087532,77.874245,75.180237,80.68824,61.07579,68.933838,65.970757,59.588757,68.854584,63.207916,60.741699,64.648659,39.209167,49.578781,39.215313,33.097424,48.91061,40.827553,33.861683,45.643944,29.7915,37.023678,31.387293,26.892265,37.242374,31.438419,27.943979,34.413483,749.916809,798.186279,791.353882,766.768799,776.5564423,735.0360413,118.607834,74.2844465,57.88445633,48.5578725,30.204874,22.04260567,22.92880667
30,2.052438,-0.659448329,-1.027858,-0.76515,-4.582742,-5.162352,-4.512181,-4.794571,-2.852081,-3.155927,3.714091,-4.085239,728.055054,750.906311,764.288086,726.752502,22.127874,21.728432,179.015015,132.330276,21.00737,74.292847,75.774963,57.559544,57.782661,60.346298,-2.291124,46.524368,51.699837,29.979542,31.386147,31.727249,22.408812,21.744162,23.250507,21.531319,28.43289,20.458868,20.946259,21.073339,72.117645,84.425507,77.982101,75.91391,83.061241,78.897568,76.399895,82.152008,61.801483,69.879158,67.044281,60.217701,69.325813,63.753986,61.159698,65.761971,40.015575,50.844959,40.129528,33.69492,50.152992,41.89402,34.441376,46.742912,30.515242,38.048145,32.172943,27.420322,38.45594,32.332848,28.479101,35.413914,755.681396,803.959045,798.715027,772.712341,782.7669523,742.5004883,132.330276,75.033905,58.56283433,49.1121025,31.03097933,22.467827,23.474359
31,10.112987,-3.249302723,-1.518799,-1.128022,-4.635285,-5.172204,-4.56144,-4.794571,-2.855364,-3.162495,3.6714,-4.039264,736.576477,757.833496,771.415344,736.544434,22.183836,21.894979,190.86087,144.559738,21.149258,75.635117,77.035805,58.543728,58.846462,61.295425,-2.96324,47.251804,52.150654,30.694206,32.179131,32.592117,22.862093,22.157936,23.758869,21.733751,29.00798,20.568636,21.052738,21.176569,72.713104,85.50631,78.742714,77.552917,83.935921,79.976944,77.603043,83.732353,62.911751,70.47364,68.163902,60.775581,70.112617,64.730675,61.671837,66.824577,40.85574,51.493095,41.142776,34.273788,51.374943,42.920959,35.057541,47.843918,31.251326,39.096714,33.085522,27.898205,39.594009,33.230408,29.065886,36.448563,761.376282,809.804199,806.641602,781.433838,789.8139803,750.5924378,144.559738,76.335461,59.56187167,49.701229,31.821818,22.92629933,23.77012233
32,9.613506,-3.088819478,-1.549996,-1.146083,-4.650063,-5.183698,-4.564724,-4.801139,-2.863574,-3.154285,3.694387,-4.01956,743.107422,763.506775,778.509277,743.439209,22.179905,22.074223,198.220505,151.704956,21.178419,76.69503,78.24839,59.366947,59.683266,62.242863,-3.709804,47.973202,52.674793,31.417328,32.899635,33.459713,23.285854,22.612476,24.249224,21.969687,28.880438,20.669363,21.124954,21.244612,73.291313,86.547943,80.750465,78.874519,84.81546,80.999146,78.355797,85.407738,64.620872,71.594666,69.243881,61.543083,71.01593,65.882721,62.240395,67.912682,41.535839,52.334324,42.126999,34.862858,52.461864,43.924355,35.581097,48.949009,31.897758,40.205715,33.958893,28.444845,40.744129,34.108692,29.605263,37.415661,768.429016,812.43866,808.451477,786.241699,793.890213,757.1406708,151.704956,77.47171,60.43102533,50.3239975,32.59222533,23.382518,23.83982933
33,9.261244,-2.975637697,-1.572983,-1.162503,-4.622149,-5.16892,-4.554873,-4.797855,-2.842229,-3.165779,3.691103,-4.00314,749.562317,769.960083,785.254333,751.398437,22.207191,22.161867,206.119522,158.201431,21.184206,77.576859,78.978806,60.621201,60.79398,63.050308,-4.36275,48.761536,53.309349,32.166302,33.642986,34.414398,23.704142,23.051811,24.740513,22.206961,29.136194,20.79578,21.236973,21.339956,73.835266,87.141373,82.20977,79.852951,85.616531,81.945374,79.030502,86.857201,65.191132,72.63121,70.270187,62.382122,72.01001,66.470711,62.82431,68.973907,42.21986,52.732918,42.727169,35.389248,53.605934,44.871891,36.09367,50.09996,32.574944,41.350456,34.783554,28.937202,41.844513,34.95335,30.168697,38.370064,773.227905,818.258728,817.853943,791.971191,800.3279418,764.0437925,158.201431,78.2778325,61.48849633,51.0354425,33.40789533,23.83215533,24.04631167
34,8.910526,-2.862952004,-1.600896,-1.18549,-4.635285,-5.182056,-4.56144,-4.81099,-2.875068,-3.155927,3.681252,-4.009708,755.566223,777.512756,790.932617,758.781982,22.229389,22.266155,213.299759,167.1978,21.196703,78.17186,79.532913,61.491489,61.62204,64.12381,-5.107287,49.671337,53.96888,33.015018,34.403881,35.511669,24.12781,23.57366,25.229044,22.488802,29.137573,20.946953,21.318203,21.44964,73.266251,87.437897,83.211044,80.852531,86.383469,82.928246,79.638771,87.862442,65.928864,73.61129,71.21981,63.378067,72.799706,67.527763,63.436352,70.398659,42.909386,53.725048,43.544094,36.034775,54.7085,45.958385,36.57885,51.388248,33.187836,42.42939,35.544098,29.48101,42.937294,35.955563,30.665756,39.47591,778.348938,823.101074,822.552429,797.709106,805.4278868,770.6983945,167.1978,78.8523865,62.41244633,51.8201085,34.31018933,24.31017133,24.19110933
34,8.567754,-2.75281936,-1.625525,-1.198626,-4.691112,-5.172204,-4.57786,-4.82741,-2.845513,-3.155927,3.700955,-4.009708,762.085815,783.138489,797.413452,766.234192,22.243032,22.354248,226.531555,176.098419,21.184669,78.630821,80.06781,62.283005,62.383022,64.879234,-5.85707,50.45874,54.655842,33.829659,35.199421,36.434872,24.579697,24.048861,25.764606,22.731976,29.206959,21.06246,21.427427,21.576666,74.154793,87.561623,83.911285,81.736061,87.036705,83.63472,80.273048,88.480965,66.718872,74.392639,72.174484,64.269707,73.789398,68.594666,64.18589,71.701416,43.655895,54.475124,44.543812,36.5825,55.882576,46.917088,37.107605,52.529015,33.772243,43.564053,36.311642,29.948318,44.118862,36.882263,31.201796,40.432892,783.579651,827.816833,828.210144,803.951538,810.8895415,777.217987,176.098419,79.3493155,63.18175367,52.557291,35.15465067,24.79772133,24.33379833
35,8.234915,-2.64587819,-1.650154,-1.208477,-4.68126,-5.155784,-4.581144,-4.82741,-2.871784,-3.175631,3.710807,-4.006424,768.328857,789.210449,804.492798,774.108459,22.265692,22.463604,240.797913,184.522095,21.172634,79.217361,80.62825,62.827446,62.949192,65.704399,-6.690541,51.287678,55.438141,34.629509,36.145714,37.378723,25.10059,24.556393,26.375694,22.989655,31.105021,21.165459,21.550522,21.688179,75.92868,87.671234,84.401535,82.484474,87.649261,84.216316,81.095169,88.839493,67.470215,75.552559,73.117226,65.107109,74.884438,69.763214,64.946457,73.05323,44.541092,55.831078,45.528244,37.13018,57.222916,47.898617,37.694908,53.664703,34.509274,44.793957,37.316479,30.45994,45.536171,37.807732,31.840925,41.419525,789.507568,831.983093,833.988403,809.499756,816.244705,784.0351408,184.522095,79.9228055,63.82701233,53.3629095,36.05131533,25.34422567,25.08671167
36,7.903841,-2.539504113,-1.6715,-1.224897,-4.68126,-5.182056,-4.587712,-4.833978,-2.907907,-3.159211,3.717375,-4.009708,774.241516,794.654724,810.260803,780.591614,22.289278,22.563471,250.119629,192.498001,21.186983,79.626907,81.038765,63.342422,63.50069,66.306976,-7.455079,52.074699,56.153328,35.42625,36.951603,38.38578,25.590803,25.043392,26.933708,23.250971,31.660778,21.341576,21.668745,21.813559,77.164917,87.740051,84.711525,83.131104,88.10791,84.752518,81.643158,89.007446,69.235603,76.506401,73.888519,65.916542,75.437103,70.35479,65.609634,74.396217,45.331013,56.35524,46.46735,37.736847,58.450069,48.880119,38.246365,54.769932,35.117401,45.872822,38.163666,30.946999,46.673687,38.751553,32.389423,42.42939,794.089478,835.70343,838.128662,814.241699,820.5408173,789.9371643,192.498001,80.332836,64.38336267,54.1140135,36.921211,25.85596767,25.417775
37,7.567911,-2.431569804,-1.696129,-1.243779,-4.692754,-5.175488,-4.581144,-4.833978,-2.904623,-3.162495,3.714091,-4.009708,779.95697,800.418701,817.157227,786.581482,22.301994,22.652695,258.422607,201.082932,21.201332,80.544991,81.511978,64.154289,64.083015,66.83197,-8.258953,52.914948,56.819248,36.386265,37.818668,39.518917,26.103144,25.618235,27.514904,23.634399,31.87278,21.575279,21.790659,21.951647,78.024391,87.794968,85.108002,83.815659,88.563026,85.274445,82.314323,89.094002,70.702599,77.408142,74.634285,66.814499,76.133186,71.63472,66.309212,75.731552,46.131531,57.138412,47.324165,38.417217,59.644207,50.024132,38.816902,55.914288,35.787525,47.021358,39.065983,31.514072,47.811592,39.80629,32.961449,43.563824,799.976074,839.585571,841.724854,821.346375,825.6582185,796.028595,201.082932,81.0284845,65.02309133,54.867098,37.90795,26.41209433,25.69415267
38,7.240589,-2.326401246,-1.71419,-1.228181,-4.691112,-5.16892,-4.581144,-4.833978,-2.858648,-3.162495,3.714091,-3.999857,784.913757,806.332581,820.849976,792.743042,22.316792,22.74954,266.949036,208.38327,21.269373,82.32238,82.724716,64.561714,64.435547,67.486565,-9.012424,53.64106,57.416405,37.218887,38.652493,40.528839,26.616392,26.15176,28.087502,23.959978,32.321621,21.687485,21.889196,22.043695,78.782097,88.052765,85.524231,84.580719,88.922012,85.700317,82.970116,89.1772,72.109367,78.205421,75.378479,67.557327,77.451775,72.610619,67.006882,76.840691,46.901031,57.734131,48.218628,39.032745,60.727787,50.966759,39.387608,56.894321,36.43898,48.12236,39.858387,32.004314,48.932068,40.694347,33.569775,44.535427,803.427124,844.159302,848.556702,825.938782,830.5204775,801.209839,208.38327,82.523548,65.49460867,55.5287325,38.800073,26.95188467,25.98969467
39,6.888326,-2.213219144,-1.724042,-1.241316,-4.687828,-5.155784,-4.574576,-4.84383,-2.898055,-3.149359,3.684536,-3.999857,790.192627,810.478088,825.483643,798.796082,22.3487,22.851463,269.21759,215.356461,21.358702,84.197723,84.594162,65.108902,65.212418,67.842598,-9.695835,54.366863,58.06596,38.089615,39.484783,41.56673,27.167376,26.702063,28.717716,24.294693,32.617767,21.883877,22.012705,22.213898,79.3955,88.159248,86.019585,85.212166,89.26152,86.116829,83.680847,89.178101,73.06778,79.030502,76.113945,68.301819,78.699966,73.515968,67.684067,77.896843,47.644539,59.216969,49.047703,39.61631,61.822792,51.853127,39.999653,57.865788,37.030518,49.063061,40.621372,32.501656,50.057533,41.602848,34.116009,45.539791,807.61908,847.824524,852.349548,830.935242,834.6820985,806.23761,215.356461,84.3959425,66.05463933,56.2164115,39.71370933,27.52905167,26.26544567
40,6.548865,-2.104150325,-1.735535,-1.25281,-4.669766,-5.180414,-4.574576,-4.837262,-2.879994,-3.169063,3.681252,-3.994931,795.547791,814.34021,830.244568,803.827332,22.397715,22.967934,272.38739,222.289261,21.315426,86.056778,86.845543,65.733971,65.871742,68.448021,-10.551927,55.091244,58.844666,38.879066,40.447216,42.411457,27.795605,27.255304,29.418304,24.623075,32.928482,22.082779,22.165567,22.357946,80.08213,88.324028,86.5522,85.755653,89.578636,86.510971,84.480377,89.21846,74.490196,79.889877,77.088394,69.049126,79.795654,74.354599,68.543175,79.005432,48.434868,59.060242,49.892773,40.211857,62.889107,52.686958,40.657066,58.82423,37.788357,50.016907,41.534473,32.982967,51.235359,42.494537,34.780128,46.485001,811.905029,851.651672,858.081665,834.932556,839.1427305,810.9899753,222.289261,86.4511605,66.684578,56.967955,40.57924633,28.15640433,26.54477867
40,6.206314,-1.994088688,-1.753597,-1.254452,-4.68126,-5.136081,-4.56144,-4.830694,-2.894771,-3.188766,3.691103,-3.993289,800.085144,817.755859,833.453918,808.056519,22.398176,23.064751,274.78775,227.859375,21.257109,87.651062,88.739487,66.523117,66.708565,68.948387,-11.362744,55.781151,59.649818,39.80743,41.277298,43.283493,28.368742,27.809408,30.054611,24.986422,33.494495,22.322803,22.283728,22.47863,81.093605,88.540611,86.879829,86.266953,89.865952,86.920616,85.064766,89.236176,75.878555,80.842232,78.051918,69.92997,80.699432,75.252281,69.428116,80.125549,49.146843,60.178425,50.648254,40.80846,63.761829,53.557518,41.199814,59.716713,38.462772,51.058327,42.267078,33.50914,52.27528,43.383747,35.381252,47.431793,816.579651,853.710632,859.956665,839.637634,842.4711455,814.83786,227.859375,88.1952745,67.39335633,57.7154845,41.45607367,28.74425367,26.93457333
41,5.841911,-1.877006004,-1.770016,-1.267588,-4.694396,-5.155784,-4.56144,-4.833978,-2.934178,-3.149359,3.694387,-3.996573,804.390442,822.662964,838.374878,812.071167,22.404188,23.188824,282.154907,235.991898,21.279787,89.499016,90.515373,67.433495,67.211121,69.495491,-12.225602,56.598049,60.552536,40.776638,42.146297,44.220634,28.952139,28.452202,30.705217,25.40844,33.046837,22.54151,22.443491,22.663559,81.734268,88.713028,87.131508,86.704361,90.201973,87.277641,85.545059,89.263763,77.04744,81.832993,78.959335,70.932007,81.545998,76.237457,70.376053,81.228806,49.858467,60.422825,51.502789,41.484043,64.607651,54.545567,41.770248,60.717464,39.098309,52.136906,43.122204,34.044201,53.263405,44.308578,35.936386,48.42651,820.191345,858.533203,863.734131,843.184143,846.4107055,819.3748628,235.991898,90.0071945,68.04670233,58.5752925,42.38118967,29.36985267,26.998929
42,5.468901,-1.757157891,-1.78151,-1.297143,-4.694396,-5.175488,-4.56144,-4.837262,-2.88492,-3.169063,3.691103,-3.996573,808.386169,826.527161,841.502747,815.26355,22.426844,23.323277,289.383331,244.591064,21.266365,91.200165,91.930687,67.941566,67.613304,70.06382,-13.103072,57.326294,61.435184,41.641239,43.003773,45.339844,29.520744,29.054167,31.352444,25.79434,34.041225,22.722269,22.576878,22.826965,82.417305,88.894203,87.320221,86.951324,90.521881,87.515671,85.991806,89.306595,78.173874,82.766357,79.933296,71.922287,82.367607,77.073845,71.366402,82.10611,50.560719,61.101364,52.310886,42.088852,65.392776,55.41317,42.370373,61.624733,39.781265,53.058662,43.938412,34.577393,54.285381,45.164776,36.556946,49.333363,823.836914,860.92627,865.635193,846.561401,849.2399445,822.9199068,244.591064,91.565426,68.53956333,59.380739,43.32828533,29.975785,27.519278
43,5.097216,-1.637735501,-1.78151,-1.31192,-4.694396,-5.142649,-4.564724,-4.833978,-2.970302,-3.228174,3.704239,-3.983437,813.425659,829.678772,846.65509,818.91748,22.445108,23.404358,298.234283,254.570496,21.325609,92.805763,93.552879,68.584595,68.493469,70.90313,-14.153098,58.042145,62.390869,42.41827,44.005741,46.210064,30.190044,29.639023,32.101921,26.161898,34.659451,22.969782,22.746305,23.016459,83.44796,89.197159,87.538757,87.173195,90.862244,87.778824,86.398705,89.382843,79.314491,83.632027,80.902443,72.91114,83.242393,77.860596,72.442123,83.137825,51.326462,61.808662,52.966759,42.664078,66.236641,56.282616,43.081367,62.474735,40.52634,53.923176,44.895676,35.046116,55.31419,46.0453,37.244427,50.215954,827.402649,864.250366,871.06134,849.738831,853.1132965,827.1692503,254.570496,93.179321,69.32706467,60.216507,44.21135833,30.64366267,27.930377
