,Time in Minutes,Pressure,Load in kN,O-Stud3-Top,Stud3-Top,O-Stud3-Mid,Stud3-Mid,O-Stud3-Bottom,Stud3-Bottom,O-Stud4-Top,Stud4-Top,O-Stud4-Mid,Stud4-Mid,O-Stud4-Bottom,Stud4-Bottom,O-Stud2-Axial,Stud2-Axial,O-Stud3-Axial,Stud3-Axial,O-Stud4-Axial,Stud4-Axial,O-Stud5-Axial,Stud5-Axial,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Top-Left,Pb2-Top-Right,Pb2-Mid-Mid,Pb2-Bottom-Left,Pb2-Bottom-Right,Pb3-Top-Left,Pb3-Top-Right,Pb3-Mid-Mid,Pb3-Bottom-Left,Pb3-Bottom-Right,Pb3-Pb4-Mid-Left,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Right,Pb4-Top-Left,Pb4-Top-Right,Pb4-Mid-Mid,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Top of Pb Joint (between Studs 3 & 4),Pb4-Top of Stud 4,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-CF,Stud4-Top-Amb-HF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
42696.49459,84,-89.154259,28.64526342,-9.080019,-11.01425,-9.001194,-10.899299,-4.99482,-6.33794,-8.167078,-10.029059,-8.492309,-10.245949,-4.856896,-5.97671,5.587626,-2.196971,5.878208,-1.935877,5.603268,-1.699464,5.745276,-1.351356,953.134338,957.644836,983.53009,999.769714,979.476868,645.049194,652.862244,666.307556,305.942017,234.114059,278.746979,-3352.376709,205.138092,188.070984,191.332733,166.792206,-109.264694,118.815338,70.691185,71.118652,70.311371,40.420841,42.585781,43.145798,37.853992,33.948601,44.872795,41.024155,282.185425,187.408417,166.566406,133.809464,310.90976,228.916077,199.046875,156.061768,212.590942,194.833099,174.191498,149.513107,233.464813,25.770369,-87.576828,106.05619,22.526484,225.469315,161.617798,204.392807,266.795135,178.409729,157.999359,139.543579,232.161469,121.803894,21.112455,100.694801,47.309017,150.230316,125.576912,114.370712,973.340698,958.150269,998.897766,997.900391,982.072281,974.7111692,654.7396647,272.9343517,166.2528153,70.70706933,40.55028043
42696.4946,84,-89.214516,28.66462399,-9.076735,-11.010966,-9.007761,-10.905866,-5.004672,-6.347792,-8.16872,-10.030701,-8.495593,-10.249233,-4.853612,-5.973426,5.595836,-2.188761,5.878208,-1.935877,5.60491,-1.697822,5.743634,-1.352998,953.134338,957.644836,983.53009,999.769714,979.476868,645.049194,652.862244,666.307556,305.942017,234.114059,278.746979,-3352.376709,205.138092,188.070984,191.332733,166.792206,-109.264694,118.815338,70.691185,71.118652,70.311371,40.420841,42.585781,43.145798,37.853992,33.948601,44.872795,41.024155,282.185425,187.408417,166.566406,133.809464,310.90976,228.916077,199.046875,156.061768,212.590942,194.833099,174.191498,149.513107,233.464813,25.770369,-87.576828,106.05619,22.526484,225.469315,161.617798,204.392807,266.795135,178.409729,157.999359,139.543579,232.161469,121.803894,21.112455,100.694801,47.309017,150.230316,125.576912,114.370712,973.340698,958.150269,998.897766,997.900391,982.072281,974.7111692,654.7396647,272.9343517,166.2528153,70.70706933,40.55028043
42696.4953,85,-92.35685,29.67425591,-9.33288,-11.267111,-9.26719,-11.165295,-5.18857,-6.53169,-8.337841,-10.199822,-8.679494,-10.433134,-4.981684,-6.101498,5.525231,-2.259366,5.824023,-1.990062,5.55565,-1.747082,5.699301,-1.397331,954.89563,960.304749,984.880859,1002.102539,987.119873,645.203064,652.789062,666.600342,305.544952,233.768707,276.482697,-5125.258789,210.184708,192.314163,193.442291,169.21019,-113.925987,120.410652,71.982712,72.17247,71.204147,41.65918,43.400986,43.708958,38.614914,34.000748,45.598888,41.470184,288.240936,191.112305,170.581955,136.490723,317.866302,232.717621,203.554825,159.63063,244.263489,199.127213,178.658554,152.717545,240.264481,25.87731,-91.72274,108.987099,22.580345,228.341797,165.273468,207.799133,271.357819,180.636475,160.449127,141.46701,236.757019,123.596161,21.150415,102.955254,47.190071,150.184982,128.845657,117.109215,974.152344,959.796692,1002.200745,999.730774,983.9701388,977.86073,654.864156,271.9321187,168.844324,71.786443,41.207694
42696.49531,85,-92.410263,29.6914175,-9.339448,-11.273679,-9.273757,-11.171862,-5.185286,-6.528406,-8.347692,-10.209673,-8.676209,-10.429849,-4.984968,-6.104782,5.528515,-2.256082,5.824023,-1.990062,5.557292,-1.74544,5.700943,-1.395689,954.823914,960.552246,985.143738,1002.102539,987.119873,645.203064,652.789062,666.600342,305.544952,233.768707,276.473419,-5374.12793,209.930756,192.62381,193.442291,169.21019,-114.5205,120.410652,71.982712,72.261086,71.300156,41.770927,43.400986,43.753853,38.614914,34.160374,45.598888,41.504036,288.240936,191.273544,170.865662,136.490723,317.866302,233.350677,203.880539,159.63063,238.352814,199.127213,178.658554,153.019958,240.264481,25.881227,-92.145775,108.987099,22.580345,228.604706,165.581726,207.799133,271.357819,180.97084,160.449127,141.483826,236.757019,123.435989,21.15921,102.955254,47.292507,150.184982,128.887772,117.109215,974.152344,959.696289,1002.200745,1000.171021,984.0550998,977.948462,654.864156,271.929026,168.9217358,71.84798467,41.25771114
42696.49601,86,-95.067467,30.54517715,-9.480656,-11.414887,-9.493779,-11.391884,-5.329778,-6.672898,-8.439642,-10.301623,-8.804284,-10.557924,-5.083485,-6.203299,5.47433,-2.310267,5.774764,-2.039321,5.512959,-1.789773,5.658251,-1.438381,955.971924,962.013611,985.704529,1005.038635,997.248718,645.853394,652.59552,666.980225,301.78476,234.828812,274.208679,-7867.708496,210.900223,195.682404,195.444351,171.639801,-119.797935,124.324181,73.133789,73.184357,72.07177,42.717865,43.649773,44.380196,39.515732,35.178173,46.174305,42.404648,294.032349,194.539581,174.085083,139.540588,325.423492,236.220856,207.232361,162.691376,264.161011,202.596405,182.265076,155.457916,246.646378,26.040468,-96.25,111.733963,22.612244,230.728668,168.875168,210.507401,275.370972,183.436325,162.573135,143.315002,240.583405,127.002235,21.171707,105.223923,47.646122,152.562637,130.157288,119.331696,976.908691,961.347839,1003.334839,1002.230164,985.9553833,981.1954834,655.1430463,270.2740837,171.7726843,72.79663867,42.002956
42696.49602,86,-95.098145,30.55503399,-9.487224,-11.421455,-9.490495,-11.3886,-5.329778,-6.672898,-8.452778,-10.314759,-8.810851,-10.564491,-5.076918,-6.196732,5.469404,-2.315193,5.774764,-2.039321,5.509675,-1.793057,5.658251,-1.438381,955.888611,961.989746,985.911316,1005.038635,997.248718,645.853394,652.59552,666.980225,301.78476,234.828812,274.282349,-7866.354004,211.398224,195.745056,195.444351,171.639801,-119.934715,124.324181,73.133789,73.211655,72.085869,42.733749,43.649773,44.403992,39.515732,35.186398,46.174305,42.420311,294.032349,194.560074,174.11792,139.540588,325.423492,236.396591,207.291412,162.691376,289.602142,202.596405,182.265076,155.491531,246.646378,26.041389,-96.337242,111.733963,22.612244,230.945175,168.920532,210.507401,275.370972,183.492493,162.573135,143.361115,240.583405,126.720596,21.174486,105.223923,47.683197,152.562637,130.338928,119.331696,976.908691,961.328918,1003.334839,1002.144836,985.929321,981.2154052,655.1430463,270.2986403,171.7883473,72.81043767,42.01203714
42696.49672,87,-97.155655,31.21611195,-9.667838,-11.602069,-9.639913,-11.538018,-5.434863,-6.777983,-8.55622,-10.418201,-8.896235,-10.649875,-5.149163,-6.268977,5.439848,-2.344749,5.730431,-2.083654,5.483403,-1.819329,5.628695,-1.467937,957.981873,964.797546,988.520691,1006.327942,999.676819,646.509216,652.429749,667.648071,300.501007,236.733978,272.802246,-9549.384766,211.378479,198.345322,197.834183,174.042709,-124.826752,125.850136,74.112503,73.99794,72.828346,43.686962,43.796936,44.941891,40.157276,35.819946,46.656494,42.920731,299.329315,197.168137,176.519318,142.293182,332.483093,238.717773,209.72699,165.704712,268.502686,205.243683,185.243851,157.728424,252.716156,26.170654,-99.655807,114.448563,22.61132,233.067261,172.044373,213.099411,278.674561,185.406509,164.435272,144.810577,243.883286,127.998161,21.189991,107.156433,48.214787,155.757401,131.755493,121.249649,978.691589,962.988098,1005.147949,1004.565247,987.8482208,983.4609742,655.529012,270.0124103,174.0180875,73.646263,42.56860514
42696.49673,87,-97.040886,31.17923667,-9.651419,-11.58565,-9.63827,-11.536375,-5.434863,-6.777983,-8.534875,-10.396856,-8.896235,-10.649875,-5.145879,-6.265693,5.436564,-2.348033,5.728789,-2.085296,5.478477,-1.824255,5.627054,-1.469578,957.981873,964.797546,988.520691,1006.327942,999.676819,646.509216,652.429749,667.648071,300.501007,236.733978,272.802246,-9549.384766,211.378479,198.345322,197.834183,174.042709,-124.826752,125.850136,74.112503,73.99794,72.828346,43.686962,43.796936,44.941891,40.157276,35.819946,46.656494,42.920731,299.329315,197.168137,176.519318,142.293182,332.483093,238.717773,209.72699,165.704712,268.502686,205.243683,185.243851,157.728424,252.716156,26.170654,-99.655807,114.448563,22.61132,233.067261,172.044373,213.099411,278.674561,185.406509,164.435272,144.810577,243.883286,127.998161,21.189991,107.156433,48.214787,155.757401,131.755493,121.249649,978.691589,962.988098,1005.147949,1004.565247,987.8482208,983.4609742,655.529012,270.0124103,174.0180875,73.646263,42.56860514
42696.49743,88,-84.06102,27.00880573,-9.667838,-11.602069,-9.894415,-11.79252,-5.838782,-7.181902,-8.597269,-10.45925,-9.066999,-10.820639,-5.500541,-6.620355,4.940687,-2.84391,5.290385,-2.5237,5.064695,-2.238037,5.251039,-1.845593,960.255127,966.518127,989.862549,1009.447388,1000.863647,647.012939,652.574585,668.45166,299.347748,237.234802,273.327454,-10420.22754,212.007401,200.58551,199.953247,176.065811,-129.722504,128.424606,74.932098,74.728485,73.479271,43.847496,44.082363,45.411854,40.948246,36.232445,47.143486,43.490345,303.847168,199.647797,178.525986,144.998657,337.403198,240.56041,211.980927,168.638794,227.417526,207.976273,187.901321,160.015945,259.393738,26.318563,-103.474571,116.960785,22.616405,234.691223,174.891296,214.993103,280.929687,187.708359,166.413406,146.45752,249.233475,129.062408,21.215914,108.85836,48.913097,158.248993,135.033981,123.271957,979.53717,965.172607,1007.013611,1006.950439,989.6684568,985.3893676,656.0130613,269.9700013,176.2572935,74.37995133,43.02231929
42696.49744,88,-84.072052,27.01235031,-9.674406,-11.608637,-9.887847,-11.785952,-5.838782,-7.181902,-8.574282,-10.436263,-9.060431,-10.814071,-5.503825,-6.623639,4.937404,-2.847193,5.290385,-2.5237,5.063053,-2.239679,5.254323,-1.842309,960.255127,966.518127,989.862549,1009.447388,1000.863647,647.012939,652.574585,668.45166,299.347748,237.234802,273.327454,-10420.22754,212.007401,200.58551,199.953247,176.065811,-129.722504,128.424606,74.932098,74.728485,73.479271,43.847496,44.082363,45.411854,40.948246,36.232445,47.143486,43.490345,303.847168,199.647797,178.525986,144.998657,337.403198,240.56041,211.980927,168.638794,227.417526,207.976273,187.901321,160.015945,259.393738,26.318563,-103.474571,116.960785,22.616405,234.691223,174.891296,214.993103,280.929687,187.708359,166.413406,146.45752,249.233475,129.062408,21.215914,108.85836,48.913097,158.248993,135.033981,123.271957,979.53717,965.172607,1007.013611,1006.950439,989.6684568,985.3893676,656.0130613,269.9700013,176.2572935,74.37995133,43.02231929
42696.49815,89,-86.264648,27.7168314,-9.75322,-11.687451,-9.979795,-11.8779,-5.907744,-7.250864,-8.656379,-10.51836,-9.116259,-10.869899,-5.51696,-6.636774,4.904564,-2.880033,5.262472,-2.551613,5.030213,-2.272519,5.200138,-1.896494,961.748352,968.097351,992.069092,1010.617615,1003.302795,647.23761,652.446289,669.1922,299.302582,237.808029,272.529388,-10290.71875,215.774063,202.820953,202.615952,177.792374,-133.083649,129.007019,75.660851,75.367966,74.068871,44.545853,44.444557,45.760086,41.639194,36.645473,47.255199,43.998035,308.77655,201.350372,180.08168,147.365311,341.90451,242.388779,213.667923,171.380737,246.509903,209.88916,189.805725,161.845169,265.640076,26.469446,-106.493774,118.970978,22.634203,236.3936,177.557312,216.848236,282.771484,188.869858,167.56131,147.724838,250.560181,130.908218,21.242296,110.680779,49.01857,160.013397,135.84549,124.737617,981.626526,967.019531,1008.482544,1008.492371,991.405243,987.167041,656.292033,269.8799997,178.0590745,75.03256267,43.469771
42696.49816,89,-86.297752,27.72746772,-9.740084,-11.674315,-9.98308,-11.881185,-5.911028,-7.254148,-8.662947,-10.524928,-9.119542,-10.873182,-5.513676,-6.63349,4.902922,-2.881675,5.260829,-2.553256,5.031855,-2.270877,5.198496,-1.898136,961.748352,968.097351,992.069092,1011.18042,1003.588074,647.265137,652.442322,669.269592,299.220825,238.117371,272.529388,-10290.71875,215.774063,202.820953,202.843292,177.968491,-133.083649,129.400513,75.732674,75.367966,74.068871,44.545853,44.593212,45.760086,41.727776,36.645473,47.351299,43.998035,309.203064,201.350372,180.08168,147.581345,342.267609,242.388779,213.667923,171.547623,246.509903,209.849426,190.028046,161.845169,266.287354,26.469446,-106.493774,119.229042,22.633972,236.3936,177.557312,217.026794,282.914734,188.869858,167.798798,147.724838,250.556976,130.908218,21.242296,110.827538,49.01857,163.308212,135.84549,124.918915,981.670227,967.019531,1008.80603,1008.492371,991.4970398,987.3366578,656.3256837,269.9558613,178.2583123,75.05650367,43.51739057
42696.49886,90,-88.427444,28.41173776,-9.825465,-11.759696,-10.04219,-11.940295,-5.97999,-7.32311,-8.712206,-10.574187,-9.145814,-10.899454,-5.523528,-6.643342,4.86762,-2.916977,5.218139,-2.595946,4.982595,-2.320137,5.162372,-1.93426,963.119141,969.905212,994.585327,1012.9505,1005.335266,647.414734,652.398682,670.036072,298.657166,240.4758,272.298706,-10162.04199,217.462982,205.341827,205.106216,179.904129,-137.343124,132.768311,76.407501,75.958435,74.627579,45.085503,44.687244,46.019951,42.504978,37.174648,47.636627,44.50053,312.16272,203.23024,182.123383,149.850067,347.716766,244.65303,215.697968,174.137482,228.035904,211.722443,191.767761,163.698349,272.299835,26.682487,-109.729294,121.814835,22.692682,238.18895,180.069092,218.876633,284.204285,190.26387,169.488007,149.545258,251.249466,133.243607,21.26544,112.3339,49.16423,168.059082,138.83313,126.737053,983.830017,968.878479,1010.265686,1010.144714,993.279724,989.1790892,656.616496,270.477224,180.7801208,75.664505,43.94421157
42696.49887,90,-88.453926,28.42024642,-9.81233,-11.746561,-10.045474,-11.943579,-5.976706,-7.319826,-8.728625,-10.590606,-9.139246,-10.892886,-5.520244,-6.640058,4.875009,-2.909588,5.218139,-2.595946,4.982595,-2.320137,5.16073,-1.935902,963.119141,969.905212,994.585327,1013.28595,1005.354126,647.394226,652.374207,670.031921,298.596039,240.444992,272.298706,-10162.04199,217.462982,205.341827,205.136002,180.001526,-137.343124,132.841934,76.420708,75.958435,74.627579,45.085503,44.677727,46.019951,42.486137,37.174648,47.6147,44.50053,312.220032,203.23024,182.123383,149.8806,347.809906,244.65303,215.697968,174.205704,228.035904,211.669968,191.786179,163.698349,272.353363,26.682487,-109.729294,121.831245,22.697767,238.18895,180.069092,218.907684,284.19278,190.26387,169.521973,149.545258,251.222458,133.243607,21.26544,112.340927,49.16423,168.006744,138.83313,126.751915,983.760559,968.878479,1010.288208,1010.144714,993.26799,989.2499512,656.600118,270.446579,180.8303223,75.66890733,43.937028
42696.49957,91,-90.401749,29.04608195,-9.868156,-11.802387,-10.121003,-12.019108,-6.045668,-7.388788,-8.74176,-10.603741,-9.186863,-10.940503,-5.526812,-6.646626,4.829033,-2.955564,5.182015,-2.63207,4.966176,-2.336556,5.145952,-1.95068,964.418762,970.894104,993.987915,1013.233887,1006.104248,647.454834,652.56311,670.822388,299.124237,241.671616,272.633514,-9594.070312,215.625595,208.269623,207.423233,182.09938,-141.265976,134.989883,77.004257,76.509087,75.145782,45.330784,44.713074,46.412144,43.174152,37.816845,47.889576,44.986515,313.881348,205.025742,183.578476,152.022537,351.93985,246.057587,217.44165,176.550995,210.997314,213.771683,193.156662,165.359482,278.028717,26.794174,-112.958107,123.913345,22.695919,239.565552,182.616028,220.76178,284.792175,191.963257,171.026245,151.108337,252.127533,133.861099,21.283258,113.632835,50.268757,170.174225,140.108078,128.018753,985.190857,970.2052,1011.88623,1011.343628,994.6564788,989.7277832,656.9467773,271.1431223,183.1955298,76.21970867,44.33187
42696.49958,91,-90.42205,29.05260467,-9.868156,-11.802387,-10.11772,-12.015825,-6.045668,-7.388788,-8.748328,-10.610309,-9.191789,-10.945429,-5.526812,-6.646626,4.832317,-2.95228,5.180374,-2.633711,4.966176,-2.336556,5.14431,-1.952322,964.418762,970.894104,993.987915,1013.233887,1006.104248,647.454834,652.56311,670.822388,299.124237,241.671616,272.633514,-9594.070312,215.625595,208.269623,207.423233,182.09938,-141.265976,134.989883,77.004257,76.509087,75.145782,45.330784,44.713074,46.412144,43.174152,37.816845,47.889576,44.986515,313.881348,205.025742,183.578476,152.022537,351.93985,246.057587,217.44165,176.550995,210.997314,213.771683,193.156662,165.359482,278.028717,26.794174,-112.958107,123.913345,22.695919,239.565552,182.616028,220.76178,284.792175,191.963257,171.026245,151.108337,252.127533,133.861099,21.283258,113.632835,50.268757,170.174225,140.108078,128.018753,985.190857,970.2052,1011.88623,1011.343628,994.6564788,989.7277832,656.9467773,271.1431223,183.1955298,76.21970867,44.33187
42696.50028,92,-88.386169,28.3984761,-9.910847,-11.845078,-10.221163,-12.119268,-6.144185,-7.487305,-8.7746,-10.636581,-9.241048,-10.994688,-5.585922,-6.705736,4.700959,-3.083638,5.053943,-2.760142,4.85452,-2.448212,5.021983,-2.074649,966.525208,972.748352,997.981812,1014.599609,1007.38269,647.478821,652.892456,671.630676,299.128265,243.168182,273.669373,-9322.870117,216.960007,210.767349,209.839203,184.158295,-144.051804,135.09346,77.564552,77.01992,75.642952,45.419781,44.938492,46.756939,43.75975,38.257301,48.124622,44.944836,314.378662,206.496231,185.04248,153.897995,357.697113,247.74762,219.124847,178.740326,210.367081,214.855499,194.900192,167.30896,283.08075,26.94453,-115.830925,125.645668,22.691759,241.038605,184.992844,222.558044,284.242462,193.375427,172.664551,152.76709,253.321777,134.481995,21.283258,114.771782,49.921211,172.354462,142.392532,129.353806,985.603882,971.560608,1013.78418,1013.27179,996.055115,991.8475342,657.3339843,271.9886067,184.9645768,76.74247467,44.60024586
42696.50029,92,-88.421486,28.40982345,-9.927266,-11.861497,-10.222804,-12.120909,-6.140901,-7.484021,-8.771316,-10.633297,-9.244332,-10.997972,-5.585922,-6.705736,4.702601,-3.081996,5.050659,-2.763426,4.853699,-2.449033,5.024446,-2.072186,966.525208,972.748352,997.981812,1014.599609,1007.38269,647.478821,652.892456,671.630676,299.128265,243.168182,273.669373,-9322.870117,216.960007,210.767349,209.839203,184.158295,-144.051804,135.09346,77.564552,77.01992,75.642952,45.419781,44.938492,46.756939,43.75975,38.257301,48.124622,44.944836,314.378662,206.496231,185.04248,153.897995,357.697113,247.74762,219.124847,178.740326,210.367081,214.855499,194.900192,167.30896,283.08075,26.94453,-115.830925,125.645668,22.691759,241.038605,184.992844,222.558044,284.242462,193.375427,172.664551,152.76709,253.321777,134.481995,21.283258,114.771782,49.921211,172.354462,142.392532,129.353806,985.603882,971.560608,1013.78418,1013.27179,996.055115,991.8475342,657.3339843,271.9886067,184.9645768,76.74247467,44.60024586
42696.50099,93,-90.201782,28.98183256,-9.994587,-11.928818,-10.268779,-12.166884,-6.154037,-7.497157,-8.777884,-10.639865,-9.247616,-11.001256,-5.57607,-6.695884,4.684539,-3.100058,5.021103,-2.792982,4.823323,-2.479409,4.996532,-2.1001,967.637024,974.475403,997.855286,1017.699463,1009.388,647.550415,653.136292,672.516907,300.095673,244.849274,273.960236,-9168.761719,219.164948,213.030914,212.335052,185.846741,-147.137283,135.144669,78.080109,77.488029,76.091347,45.576244,44.785801,46.887459,44.270954,38.91481,48.447746,45.404835,314.043762,207.811462,186.354797,155.678345,361.170685,249.457733,220.653366,180.941025,261.654999,216.395264,195.777435,168.767212,287.155579,27.075987,-117.32798,127.270195,22.691065,242.770126,187.281647,224.702087,283.445312,194.309189,173.793091,153.834763,253.726517,134.280899,21.323296,115.950775,50.420837,173.706467,143.826553,130.48735,987.249817,972.989746,1014.637268,1014.038879,997.2289275,993.4110352,657.734538,272.9683943,186.589344,77.21982833,44.89826414
42696.501,93,-90.209061,28.9841713,-9.988019,-11.92225,-10.272063,-12.170168,-6.160604,-7.503724,-8.792661,-10.654642,-9.2509,-11.00454,-5.569503,-6.689317,4.679613,-3.104984,5.017819,-2.796266,4.826607,-2.476125,4.996532,-2.1001,967.711365,974.815125,997.804932,1017.699463,1009.388,647.550415,653.136292,672.516907,300.095673,244.849274,273.77002,-9124.412109,218.916504,213.101959,212.335052,185.846741,-147.281601,135.144669,78.080109,77.525169,76.137436,45.71843,44.785801,46.872078,44.270954,38.894321,48.447746,45.287304,314.043762,207.548996,186.451752,155.678345,361.170685,249.731461,220.823395,180.941025,273.584564,216.395264,195.777435,168.92984,287.155579,27.083815,-117.586548,127.270195,22.691065,243.290604,187.473679,224.702087,283.445312,194.214371,173.793091,153.949661,253.726517,134.218002,21.328617,115.950775,50.46822,173.706467,143.672943,130.48735,987.249817,972.972656,1014.637268,1014.34082,997.3001403,993.483777,657.734538,272.904989,186.6071053,77.24757133,44.896662
42696.5017,94,-91.727371,29.4720043,-10.060265,-11.994496,-10.304902,-12.203007,-6.203295,-7.546415,-8.820574,-10.682555,-9.2509,-11.00454,-5.562935,-6.682749,4.666478,-3.118119,4.998116,-2.815969,4.806903,-2.495829,4.975186,-2.121446,969.219849,975.291565,998.528564,1019.214111,1011.238892,647.74054,653.465698,673.367493,300.297119,246.368393,275.10318,-9169.746094,218.657593,215.240219,214.513687,187.706024,-148.972031,137.587524,78.519829,77.954353,76.574425,46.734089,45.329426,47.160896,44.492371,38.780701,48.11694,45.196484,313.652893,208.929916,187.840729,157.385834,365.220032,250.839035,222.40918,182.942749,253.629562,217.443726,197.268753,170.452789,289.930481,27.095785,-119.768593,128.803543,22.681126,244.509583,189.618362,226.243942,282.641144,195.609024,175.082718,155.353378,253.904846,136.76033,21.323063,116.789192,51.07592,174.057846,144.936813,131.583344,989.096069,974.316711,1016.449402,1016.164062,999.006561,994.6985962,658.1912437,273.9228973,188.7618635,77.682869,45.11584386
42696.50172,94,-91.73951,29.47590456,-10.052054,-11.986285,-10.31147,-12.209575,-6.203295,-7.546415,-8.823858,-10.685839,-9.254184,-11.007824,-5.556367,-6.676181,4.674687,-3.10991,5.0014,-2.812685,4.805261,-2.497471,4.973544,-2.123088,969.104919,975.448608,998.397705,1019.214111,1011.238892,647.74054,653.465698,673.367493,300.297119,246.368393,275.046051,-9130.456055,218.941986,215.271545,214.513687,187.706024,-148.966171,137.587524,78.519829,77.955025,76.574425,46.749699,45.329426,47.180573,44.492371,38.777054,48.11694,45.218456,313.652893,208.883667,187.851685,157.385834,365.220032,250.894897,222.411728,182.942749,248.932663,217.443726,197.268753,170.467682,289.930481,27.086346,-119.742584,128.803543,22.681126,244.437042,189.657516,226.243942,282.641144,195.576187,175.082718,155.386292,253.904846,136.800781,21.322138,116.789192,51.09306,174.057846,144.938889,131.583344,989.096069,974.3255,1016.449402,1016.334229,999.0513,994.680847,658.1912437,273.9038543,188.769695,77.683093,45.12350271
42696.50242,96,-93.080574,29.90678843,-10.111165,-12.045396,-10.357445,-12.25555,-6.236134,-7.579254,-8.843561,-10.705542,-9.2509,-11.00454,-5.549799,-6.669613,4.645132,-3.139465,4.981696,-2.832389,4.792125,-2.510607,4.942347,-2.154285,971.239624,976.949524,999.983276,1019.914795,1012.524292,647.957092,653.829773,674.167969,300.958618,247.715302,275.093414,-9276.433594,220.818069,217.374176,216.702347,189.482513,-153.225311,137.10376,78.954636,78.375938,76.966888,46.879314,45.310856,47.282108,44.6954,39.10696,48.157162,45.323536,312.865692,210.109894,188.894547,159.059708,368.042053,252.491745,224.264145,184.995407,249.060745,218.705582,198.329712,171.7939,293.520844,27.092102,-121.356216,129.876755,22.670494,245.495499,191.680389,228.269943,282.292297,196.165955,176.004318,156.409073,254.289581,135.398697,21.315195,117.590492,52.097687,175.53595,146.807892,132.868774,990.605164,976.292297,1017.471863,1017.660095,1000.507355,996.1223022,658.6516113,274.5891113,190.165699,78.099154,45.25076229
42696.50243,96,-93.101768,29.91359806,-10.117733,-12.051964,-10.360728,-12.258833,-6.236134,-7.579254,-8.840278,-10.702259,-9.254184,-11.007824,-5.553083,-6.672897,4.640206,-3.144391,4.981696,-2.832389,4.788841,-2.513891,4.942347,-2.154285,971.239624,976.949524,999.983276,1019.914795,1012.524292,647.957092,653.829773,674.167969,300.958618,247.715302,275.093414,-9276.433594,220.818069,217.374176,216.702347,189.482513,-153.225311,137.10376,78.954636,78.375938,76.966888,46.879314,45.310856,47.282108,44.6954,39.10696,48.157162,45.323536,312.865692,210.109894,188.894547,159.059708,368.042053,252.491745,224.264145,184.995407,249.060745,218.705582,198.329712,171.7939,293.520844,27.092102,-121.356216,129.876755,22.670494,245.495499,191.680389,228.269943,282.292297,196.165955,176.004318,156.409073,254.289581,135.398697,21.315195,117.590492,52.097687,175.53595,146.807892,132.868774,990.605164,976.292297,1017.471863,1017.660095,1000.507355,996.1223022,658.6516113,274.5891113,190.165699,78.099154,45.25076229
42696.50313,97,-94.33049,30.30838644,-10.180127,-12.114358,-10.383716,-12.281821,-6.278825,-7.621945,-8.89282,-10.754801,-9.247616,-11.001256,-5.553083,-6.672897,4.619681,-3.164916,4.957067,-2.857018,4.772421,-2.530311,4.922643,-2.173989,972.43158,978.105286,1002.314514,1021.294373,1004.943176,648.214844,654.260864,674.960815,300.309692,249.368179,275.888397,-9399.251953,221.229645,219.342697,218.711609,191.308273,-155.678406,138.16687,79.320976,78.77449,77.346611,47.118382,45.434952,47.322132,45.218002,39.373043,48.431252,45.365887,311.993286,210.543182,189.966049,160.48233,372.289001,254.46376,226.031464,187.00827,249.268524,220.110352,199.304153,173.221237,296.455231,27.079439,-122.885757,131.050278,22.667027,247.224228,193.707657,229.74147,281.599426,197.238007,177.115646,158.094009,254.331879,135.754745,21.271225,118.282303,52.611931,176.768555,147.78215,133.778702,992.061462,977.730835,1019.080383,1018.981628,1001.963577,995.8177858,659.1455077,275.188756,191.8823623,78.48069233,45.46623571
