TimeStamp,Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,O-Stud2-Axial,Stud2-Axial,O-Stud3-Axial,Stud3-Axial,O-Stud4-Axial,Stud4-Axial,O-Stud5-Axial,Stud5-Axial,O-Stud3-Top,Stud3-Top,O-Stud3-Mid,Stud3-Mid,O-Stud3-Bottom,Stud3-Bottom,O-Stud4-Top,Stud4-Top,O-Stud4-Mid,Stud4-Mid,O-Stud4-Bottom,Stud4-Bottom,Pb1-Top-Right,Pb1-Top-Left,Pb1-Mid-Mid,Pb1-Bottom-Right,Pb1-Bottom-Left,Pb1-Pb2-Mid-Right,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Left,Pb2-Mid-Right,Pb2-Mid-Mid,Pb2-Mid-Left,Pb3-Mid-Right,Pb3-Mid-Mid,Pb3-Mid-Left,Pb3-Pb4-Mid-Right,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Left,Pb4-Top-Right,Pb4-Top-Left,Pb4-Mid-Mid,Pb4-Bottom-Right,Pb4-Bottom-Left,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Left-Side-Top,Left-Side-Bottom,Right-Side-Top,Right-Side-Bottom,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
37:30.4,47,-62.907597,20.21221092,7.735207,0.254503,6.313287,-0.413772,6.016112,-0.476168,6.753336,-0.830829,-0.58126,-2.249511,-0.243016,-1.957262,0.791443,0.075532,0.92279,-2.866887,-0.321829,-2.351325,0.837418,0.036124,866.067017,865.886292,892.294373,885.151184,906.970337,331.640656,365.969269,344.084656,21.387396,103.779778,103.022697,67.231049,67.903503,68.082848,55.014744,54.978745,54.834965,42.552414,40.39196,36.013775,33.421959,31.407698,20.803188,87.066292,74.705666,68.578773,21.344585,90.053703,22.194012,74.521072,96.302948,88.65361,75.776978,72.476807,92.964958,82.585449,70.008087,20.987926,97.39167,89.241112,77.780708,74.074242,93.179405,86.949532,76.177261,69.517883,90.671303,81.199707,68.226593,58.351688,93.436768,87.902565,73.848694,70.125595,875.649353,892.709473,935.790283,920.622925,54.608131,37.15686,50.789692,35.381023,906.1930085,883.2738406,337.862656,103.4012375,67.73913333,54.942818,36.7575612
38:31.3,48,-59.332436,19.06351169,7.543098,0.062394,6.107222,-0.619837,5.828929,-0.663351,6.500475,-1.08369,-0.75531,-2.423561,-0.472895,-2.187141,0.771739,0.055828,1.139531,-3.083628,-0.66172,-2.691216,0.853838,0.052544,868.653625,868.521057,894.237122,888.764343,909.141785,340.6922,374.861237,353.848877,21.392487,104.256149,103.552574,67.429687,68.223007,68.387794,55.542736,55.492802,55.383026,42.863777,40.893013,36.454952,33.658543,31.756126,20.799715,87.786224,75.408684,68.898468,21.378834,90.866951,22.208347,74.948883,97.68277,89.464928,76.759689,72.601227,93.784668,83.164917,70.538101,20.995564,101.759796,89.947823,78.169174,74.386597,94.898094,87.63694,76.667732,69.686661,90.704735,81.85112,68.933838,58.651531,94.409622,88.454514,75.073059,70.445885,878.037842,895.340454,938.652039,923.550659,54.653366,37.045345,50.815407,35.50185,908.8952485,885.8635864,347.2705385,103.9043615,68.013496,55.47285467,37.1252822
39:32.3,49,-60.944107,19.58134158,7.54474,0.064036,6.132672,-0.594387,5.851917,-0.640363,6.502117,-1.082048,-0.752026,-2.420277,-0.456475,-2.170721,0.775023,0.059112,1.142815,-3.086912,-0.587831,-2.617327,0.850554,0.04926,872.286682,872.022522,898.985107,893.406006,913.4021,350.030762,383.188843,363.505524,21.382998,104.723839,104.102463,67.533363,68.583923,68.530632,56.015034,55.942398,55.858513,43.149426,41.341599,36.86356,34.030251,32.059074,20.830971,88.44487,76.407951,68.995399,21.38809,90.940323,22.224533,75.173973,99.264923,90.166756,77.521591,72.626282,94.762375,83.680626,71.049721,20.973804,105.136314,90.667267,78.326263,74.519058,96.865349,88.306091,76.799072,69.784698,92.123276,82.372757,69.512733,58.821087,95.483543,88.925377,75.691277,70.759453,881.466309,900.08783,942.582397,926.605225,54.848465,37.092552,50.519432,34.972084,912.6854403,890.0204834,356.768143,104.413151,68.21597267,55.93864833,37.488782
40:33.2,50,-61.080948,19.62530859,7.543098,0.062394,6.129388,-0.597671,5.853559,-0.638721,6.500475,-1.08369,-0.752026,-2.420277,-0.436771,-2.151017,0.781591,0.06568,1.142815,-3.086912,-0.591115,-2.620611,0.850554,0.04926,875.503601,875.572083,901.882324,895.741943,917.307678,359.0271,391.069489,372.632996,21.389246,105.116669,104.56311,67.643311,68.871597,68.694962,56.402679,56.360188,56.238098,43.550217,41.788872,37.317848,34.237434,32.347279,20.836988,89.220261,77.299622,69.140015,21.389246,92.532524,22.221991,75.478493,101.137321,90.95536,78.108978,72.632996,95.965935,84.193916,71.551476,20.973574,107.678871,91.46273,78.425392,74.722,100.66169,88.944656,76.942947,69.874458,96.301155,83.048485,70.076355,59.130299,96.939117,89.364906,76.277954,70.85994,884.379578,903.636841,944.945435,929.352966,54.899769,37.106236,50.383156,35.081989,915.578705,893.2015258,365.830048,104.8398895,68.40329,56.333655,37.84833
41:34.1,52,-61.232582,19.6740286,7.541456,0.060752,6.126104,-0.600955,5.848633,-0.643647,6.503759,-1.080406,-0.752026,-2.420277,-0.417067,-2.131313,0.794726,0.078815,1.159235,-3.103332,-0.574695,-2.604191,0.84727,0.045976,878.153076,878.545898,903.819275,898.736389,919.161133,368.347931,399.244263,382.104645,21.395725,105.600601,105.036064,67.794228,69.048004,68.859062,56.729332,56.754284,56.588608,43.974232,42.245968,37.761692,34.616936,32.653721,20.86153,90.161148,77.969795,69.316864,21.435062,93.473152,22.269392,76.011017,103.01886,91.769302,78.684082,72.723625,97.58918,84.783203,72.046707,20.980288,110.11808,92.377617,79.25988,74.909721,103.68795,89.737656,77.28933,70.141266,98.344978,83.741539,70.611511,59.680347,98.956276,90.033066,76.964432,70.9188,887.299561,906.029053,948.470093,931.57074,55.238827,37.451225,50.413616,35.094097,918.3423618,895.6831542,375.226288,105.3183325,68.567098,56.69074133,38.2505098
42:35.2,53,-61.384434,19.72281864,7.541456,0.060752,6.129388,-0.597671,5.850275,-0.642005,6.498012,-1.086153,-0.752026,-2.420277,-0.413783,-2.128029,0.804578,0.088667,1.152667,-3.096764,-0.581263,-2.610759,0.850554,0.04926,882.547668,882.004028,907.957031,904.081787,923.65625,376.230011,408.573181,390.237183,21.427658,106.336784,105.620476,67.955444,69.256424,68.991814,57.053905,57.077282,56.909607,44.423706,42.646149,38.124931,34.930725,33.007919,20.887226,91.076302,78.625,69.610329,21.43807,94.321548,22.291821,76.481346,104.934471,92.534767,79.313591,72.973122,99.658272,85.339409,72.594734,20.987694,112.800255,93.284058,80.104286,75.04554,106.65583,90.514931,77.830162,70.311592,100.48304,84.483513,71.218697,60.178204,101.247513,90.654251,77.616241,71.0401,891.099731,908.733887,953.34613,935.202087,55.717724,37.211819,50.248222,35.057312,922.0954588,900.0493528,383.233597,105.97863,68.73456067,57.013598,38.626686
43:36.6,54,-61.513111,19.76416256,7.541456,0.060752,6.13103,-0.596029,5.851917,-0.640363,6.498833,-1.085332,-0.791433,-2.459684,-0.426919,-2.141165,0.807862,0.091951,1.159235,-3.103332,-0.574695,-2.604191,0.84727,0.045976,885.684937,884.947815,911.114197,906.805725,927.869873,384.143738,417.553101,398.501282,21.454268,106.896965,106.267197,68.068741,69.417816,69.153671,57.35146,57.365845,57.180439,44.640568,42.936386,38.297852,35.084503,33.270233,20.932137,92.173111,79.164101,69.983467,21.46769,95.177429,22.366039,76.698608,106.324356,93.289673,79.816025,73.277885,101.405037,85.986649,73.16153,20.995564,115.430893,94.236633,80.839775,75.103714,109.828987,91.407074,78.340805,70.620239,102.968109,85.236809,71.724907,60.714996,103.002167,91.458687,78.160667,71.150879,894.11792,912.436462,956.227356,937.701599,55.665321,36.947727,50.12862,34.78104,925.1208343,903.2845094,391.32251,106.582081,68.880076,57.299248,38.8459084
44:37.5,55,-61.664303,19.81274055,7.541456,0.060752,6.137598,-0.589461,5.850275,-0.642005,6.503759,-1.080406,-0.857113,-2.525364,-0.463043,-2.177289,0.794726,0.078815,1.198642,-3.142739,-0.587831,-2.617327,0.84727,0.045976,888.171448,889.003418,912.867859,910.539001,930.19165,391.491577,426.215607,406.963074,21.448021,107.839188,106.844528,68.215622,69.611893,69.34037,57.622009,57.63055,57.425842,44.936905,43.37286,38.65477,35.311813,33.442783,20.989082,93.203209,79.679283,70.411194,21.472317,95.984818,22.384768,76.923927,107.288666,94.097801,80.366158,73.620239,102.84745,86.697189,73.682442,20.99811,118.136955,95.231819,81.650764,75.111992,113.168976,92.407249,78.866463,70.878067,105.088226,86.085457,72.239609,61.235527,104.187996,92.225868,78.643799,71.218246,897.379333,912.012085,957.592651,940.412903,55.792843,36.854435,49.887131,34.549503,926.849243,906.1546752,399.2273255,107.341858,69.05596167,57.559467,39.1438262
45:38.5,56,-61.812622,19.86039545,7.543098,0.062394,6.13103,-0.596029,5.853559,-0.638721,6.498833,-1.085332,-0.886668,-2.554919,-0.476179,-2.190425,0.791443,0.075532,1.211778,-3.155875,-0.594399,-2.623895,0.843986,0.042692,891.584839,891.05957,916.651917,913.784607,932.283447,398.479675,435.352478,415.228241,21.447327,108.819672,107.74128,68.316597,69.746872,69.482735,57.850063,57.870956,57.640884,45.108379,43.622787,38.947369,35.529484,33.672729,21.012232,94.284706,80.271034,70.914772,21.484348,96.762802,22.400719,77.071159,108.04451,94.900345,80.925949,73.925446,104.03363,87.374466,74.202003,21.012232,121.544754,96.236847,82.21492,75.133476,116.665337,93.467308,79.418106,71.10881,107.13089,87.010262,72.810898,62.196438,104.990005,92.993256,79.201027,71.465759,899.225891,918.799683,959.491394,942.198242,55.92868,36.620831,49.952587,34.75499,929.9288025,909.072876,406.853958,108.280476,69.182068,57.787301,39.3761496
46:39.4,57,-61.964474,19.9091855,7.543098,0.062394,6.129388,-0.597671,5.846991,-0.645289,6.497191,-1.086974,-0.991755,-2.660006,-0.554995,-2.269241,0.786517,0.070606,1.264321,-3.208418,-0.663362,-2.692858,0.850554,0.04926,894.958801,894.282715,920.507141,917.495178,935.397644,407.373688,444.05542,424.765076,21.464218,110.261848,108.69841,68.442421,69.850952,69.629128,58.072472,58.097858,57.826698,45.257862,43.975136,39.26334,35.876797,33.90926,21.045563,95.225296,80.829475,71.493958,21.511189,97.583336,22.419214,77.216606,108.747276,95.778,81.541527,74.393082,105.017097,88.08773,74.704773,20.999268,125.427979,97.325539,82.748444,75.043747,120.095245,94.602844,79.997757,71.47583,109.295288,87.941574,73.388428,62.975426,105.696365,93.680229,79.615273,71.758705,902.53479,920.616394,962.24176,945.714783,55.961964,36.931305,49.880585,34.786297,932.7769318,912.5282958,416.069382,109.480129,69.30750033,57.99900933,39.656479
47:40.4,58,-62.143475,19.96669852,7.543098,0.062394,6.13103,-0.596029,5.848633,-0.643647,6.497191,-1.086974,-1.07057,-2.738821,-0.623959,-2.338205,0.781591,0.06568,1.336568,-3.280665,-0.735609,-2.765105,0.850554,0.04926,898.478882,898.140625,922.959839,921.390076,938.056152,415.873871,452.578827,433.380432,21.487356,111.785858,109.766731,68.52034,70.00473,69.805519,58.265884,58.264313,58.001259,45.600925,44.252823,39.4907,36.120834,34.190327,21.078894,96.278671,81.403404,71.945335,21.532938,98.326744,22.4569,77.349739,109.57457,96.509369,82.117531,75.000565,106.148361,88.877838,75.262352,21.019869,129.787674,98.489235,83.389961,74.987587,123.3899,95.754173,80.560654,72.098625,111.633125,88.781418,73.854065,63.583855,106.369095,94.42939,80.178375,72.143379,905.901123,923.239807,965.740784,949.288635,55.689384,36.072899,49.797974,34.305569,936.0425873,915.8051148,424.6271515,110.7762945,69.44352967,58.177152,39.9311218
48:41.5,59,-62.367283,20.03860803,7.541456,0.060752,6.129388,-0.597671,5.840423,-0.651857,6.497191,-1.086974,-1.129681,-2.797932,-0.719194,-2.43344,0.778307,0.062396,1.392395,-3.336492,-0.788153,-2.817649,0.84727,0.045976,901.553345,901.514709,926.202087,924.500061,942.049622,424.147369,460.839111,442.215302,21.504248,113.741722,111.143745,68.550789,70.059341,70.008537,58.408291,58.419521,58.134476,45.703941,44.482403,39.604935,36.272156,34.40937,21.108753,97.419334,82.006935,72.390877,21.555149,99.06073,22.451582,77.516891,110.488739,97.295845,82.720238,75.456345,107.316696,89.703117,75.823067,21.021954,134.447784,99.658272,84.108818,74.832306,126.951935,96.882668,81.215599,72.937546,114.208679,89.724869,74.379211,64.10498,107.174965,95.016975,80.632729,72.517082,908.463562,926.464905,970.730103,950.999146,55.762032,35.881134,49.776302,34.809151,939.164429,919.1639648,433.1813355,112.4427335,69.53955567,58.32076267,40.094561
49:42.5,60,-62.635895,20.12491306,7.541456,0.060752,6.127746,-0.599313,5.842065,-0.650215,6.498833,-1.085332,-1.19536,-2.863611,-0.81443,-2.528676,0.775023,0.059112,1.464642,-3.408739,-0.873536,-2.903032,0.84727,0.045976,905.031677,904.303589,928.906372,926.964417,944.265198,432.52536,469.332825,450.636566,21.496149,116.075943,112.766243,68.59758,70.155815,70.145515,58.513184,58.55159,58.248363,45.888439,44.651897,39.695492,36.409084,34.620136,21.153654,98.664337,82.599106,72.880486,21.597258,99.922653,22.488108,77.71537,111.677544,98.219177,83.496994,76.312187,108.58802,90.591209,76.44532,21.028666,139.559464,101.054169,84.739304,74.727814,130.368011,98.08889,81.95298,73.552887,117.349495,90.691498,74.916214,64.605408,108.038857,95.737312,81.169487,73.088585,911.48877,929.059204,972.92334,952.927673,55.242878,35.821774,49.588036,34.496243,941.5997468,921.8942506,441.580963,114.421093,69.63297,58.43771233,40.2530096
50:43.5,61,-62.952179,20.22653511,7.541456,0.060752,6.127746,-0.599313,5.840423,-0.651857,6.497191,-1.086974,-1.277459,-2.94571,-0.958926,-2.673172,0.778307,0.062396,1.566445,-3.510542,-1.037734,-3.06723,0.837418,0.036124,907.799194,908.553345,932.700378,929.562561,947.093018,440.815582,478.792145,459.091675,21.522757,119.132774,114.850327,68.679741,70.272423,70.313835,58.612679,58.618294,58.364044,46.075176,44.972698,39.88546,36.732166,34.728706,21.193232,100.042244,83.403839,73.340538,21.621319,100.926865,22.481636,78.014771,113.327965,99.203682,84.46492,76.90625,110.194374,91.459808,77.126877,21.018944,145.96843,102.63028,85.756775,74.971924,134.131012,99.495255,82.948616,74.217216,121.873871,91.798035,75.609161,65.138702,109.246414,96.438309,81.886047,73.788956,914.645447,931.780457,975.048828,955.961304,55.116215,35.5457,49.440609,34.351528,944.359009,925.1416992,449.9536285,116.9915505,69.755333,58.53167233,40.4788412
51:44.5,62,-63.241982,20.31964882,7.541456,0.060752,6.126104,-0.600955,5.843707,-0.648573,6.495549,-1.088616,-1.389113,-3.057364,-1.109989,-2.824235,0.775023,0.059112,1.691235,-3.635332,-1.192081,-3.221577,0.834134,0.03284,911.76001,911.239075,936.282959,934.479675,949.650879,449.434875,487.40799,467.424713,21.544275,123.629013,117.364273,68.75071,70.463791,70.517731,58.698021,58.672195,58.423565,46.16729,45.009396,40.061749,37.050591,34.923412,21.230263,101.611488,84.140396,73.888748,21.672911,102.272209,22.558384,78.458061,115.225388,100.385506,85.504517,77.908928,111.978943,92.451027,77.891029,21.050655,152.590424,104.531738,86.829636,75.623711,138.227371,101.128082,84.238266,75.034355,127.001091,92.934196,76.311516,65.714485,110.613968,97.330933,82.648811,74.430008,918.255371,933.463074,976.939819,959.300232,54.701973,35.334198,49.335846,34.171577,946.989624,928.6825196,458.429794,120.496643,69.910744,58.597927,40.6424876
52:45.6,63,-63.497349,20.40169823,7.543098,0.062394,6.124463,-0.602596,5.846991,-0.645289,6.502117,-1.082048,-1.563163,-3.231414,-1.375993,-3.090239,0.788159,0.072248,1.963803,-3.9079,-1.582873,-3.612369,0.837418,0.036124,914.472168,913.729492,939.084229,936.043884,952.130737,458.188477,496.262421,475.515839,21.606976,129.56076,120.836365,68.880554,70.743561,70.834869,58.736874,58.695103,58.475224,46.481834,45.29636,40.109741,36.982395,35.073307,21.274696,103.705322,85.286766,74.528229,21.728432,104.029121,22.588667,79.636978,117.525696,101.805107,86.730354,79.134338,114.238861,93.621605,78.82618,21.047184,159.555191,106.845657,88.391289,76.813843,142.983643,103.061035,85.688896,76.047043,133.673141,94.390526,77.148361,66.335869,112.45903,98.420593,83.564178,75.049347,920.764465,936.165344,982.223145,961.769592,54.37429,35.161953,48.846241,33.453308,950.2306365,931.092102,466.852158,125.1985625,70.15299467,58.63573367,40.7887274
53:46.8,64,-61.992508,19.91819282,7.502049,0.021345,6.111327,-0.615732,5.851096,-0.641184,6.508685,-1.07548,-1.770052,-3.438303,-1.651848,-3.366094,0.752035,0.036124,2.183828,-4.127925,-1.799615,-3.829111,0.817714,0.01642,917.508484,916.972534,941.570068,937.682312,954.377869,467.211639,505.478394,483.860718,21.670364,138.189865,125.715576,69.135536,71.363937,71.294113,58.793015,58.715088,58.506443,46.455811,45.258995,40.239147,37.195858,35.258816,21.346205,106.1147,86.690247,75.499977,21.77331,106.572227,22.629118,81.213356,120.396072,103.71006,88.329185,80.656006,117.213097,95.199455,80.012978,21.083525,166.680588,109.835548,90.108658,77.863503,149.177597,105.634705,87.608025,77.299843,141.755264,96.234604,78.182152,67.149986,114.543663,99.858017,84.708168,75.880127,923.110596,939.671143,983.567688,963.714478,53.873421,34.180267,48.992596,33.420357,952.5159763,933.6222534,475.5361785,131.9527205,70.597862,58.67151533,40.8817254
54:47.8,65,-62.494637,20.07952687,7.502049,0.021345,6.111327,-0.615732,5.853559,-0.638721,6.502117,-1.082048,-1.996644,-3.664895,-1.960543,-3.674789,0.627243,-0.088668,2.400569,-4.344666,-2.062332,-4.091828,0.738899,-0.062395,920.266907,919.212585,943.057129,940.243835,956.801331,477.303375,516.199585,493.213257,21.684015,149.135742,132.609146,69.748436,72.391098,72.099297,58.874535,58.723846,58.529579,46.492695,45.385815,40.367859,37.242146,35.352699,21.372585,109.589958,88.548233,76.744476,21.808933,110.254379,22.662634,83.540215,124.216438,106.622162,90.750053,83.17231,121.264687,97.599304,81.791801,21.085375,174.35498,114.092949,92.78241,79.304192,156.43782,109.139832,90.164291,79.218933,150.876251,98.724205,79.592224,68.258385,117.440659,101.982964,86.467049,77.214813,925.660278,941.144836,985.314331,965.926575,53.410015,34.207935,49.049286,33.440723,954.511505,935.9163574,485.258316,140.872444,71.41294367,58.70932,40.9682428
55:49.1,66,-63.262287,20.32617281,7.503691,0.022987,6.109685,-0.617374,5.88804,-0.60424,6.503759,-1.080406,-2.331607,-3.999858,-2.374325,-4.088571,0.374375,-0.341536,2.715829,-4.659926,-2.522087,-4.551583,0.512303,-0.288991,922.331909,921.438477,945.031616,941.290161,959.072266,486.861481,527.827942,502.191223,21.721029,156.205505,141.493973,70.761688,74.293518,73.385071,58.975136,58.797058,58.583256,46.318687,45.413895,40.32943,37.209538,35.518978,21.43784,113.679794,91.81913,78.398315,21.874393,114.430634,22.731514,85.711967,129.476746,110.148415,93.967514,85.990013,126.522652,100.311172,84.203323,21.093939,182.636292,118.958687,96.370628,80.870888,164.313965,113.457939,93.600044,81.552269,162.572205,101.761826,81.508842,69.629128,120.977608,104.718422,88.957214,78.88414,927.253357,943.039734,985.361206,967.283264,52.884537,33.589909,49.781269,33.078426,955.7343903,937.8328858,494.526352,148.849739,72.81342567,58.78515,40.9581056
56:50.2,67,-64.23101,20.63742351,7.48563,0.004926,6.103117,-0.623942,5.907743,-0.584537,6.497191,-1.086974,-2.742101,-4.410352,-2.916183,-4.630429,0.072248,-0.643663,3.093484,-5.037581,-2.981842,-5.011338,0.272571,-0.528723,924.710388,924.426819,947.389526,944.045166,962.207275,496.880676,538.503052,511.914154,21.734678,165.193268,151.337891,72.330681,77.138062,75.367966,59.152302,58.895195,58.667252,46.441784,45.449898,40.321014,37.735023,35.685459,21.504248,118.50705,94.690468,80.621315,21.964136,119.591637,22.822344,88.460342,137.695145,114.557732,98.066612,89.540512,133.634827,103.893501,87.351379,21.115002,192.156891,124.689674,100.46209,82.695381,172.509964,118.742752,97.635078,84.395264,177.99202,105.680779,84.042747,71.433762,125.480286,107.971924,92.1446,81.090019,930.142639,944.931091,990.420471,969.053772,52.245533,32.950459,49.9659,33.391521,958.6369933,940.5558348,504.397415,158.2655795,74.94556967,58.90491633,41.1266356
57:51.4,68,-61.220882,19.67026939,7.319793,-0.160911,5.927428,-0.799631,5.79609,-0.69619,6.418377,-1.165788,-3.224842,-4.893093,-3.655079,-5.369325,-0.469611,-1.185522,3.569658,-5.513755,-3.687893,-5.717389,-0.13136,-0.932654,927.039612,926.866028,950.512146,945.960083,963.36084,507.577698,549.724792,522.145752,21.744162,182.817596,158.747833,74.599159,81.256783,78.217957,59.365826,59.066303,58.756859,46.395172,45.486809,40.313511,37.552898,35.810356,21.568569,123.736031,98.165398,83.112518,22.042309,125.464981,22.929342,91.518608,148.559402,120.112328,102.958412,93.758163,141.264038,108.500702,91.586166,21.1194,202.401855,130.661224,104.820457,84.909538,183.253387,124.884209,102.567139,87.68087,189.147873,110.308266,87.347572,73.63456,132.109924,111.738274,95.798454,83.60202,932.200867,946.257263,989.660583,970.806885,51.178307,32.165154,49.441738,33.065834,959.7313995,942.7477418,514.861725,170.7827145,78.024633,59.062996,41.1117492
58:52.5,69,-63.224545,20.31404631,7.301732,-0.178972,5.891305,-0.835754,5.769819,-0.722461,6.421661,-1.162504,-3.884915,-5.553166,-4.577878,-6.292124,-1.123125,-1.839036,4.170623,-6.11472,-4.485895,-6.515391,-0.604254,-1.405548,929.80542,929.194214,951.11731,948.387634,968.060181,519.11615,563.349304,532.67749,21.813789,198.028625,166.429214,78.351097,88.111275,82.450668,59.650715,59.252441,58.916077,46.341316,45.571945,40.342392,37.704483,35.867893,21.641909,129.715775,104.06929,86.479828,22.143831,132.707535,23.132681,95.483315,158.556168,127.232239,109.584747,99.308151,151.094223,113.959305,97.184052,21.121946,212.562851,137.694229,111.665527,87.670334,195.959351,132.198883,109.448502,91.915421,199.957428,115.928062,92.223618,76.65744,141.631989,116.462181,100.948723,86.751198,934.64563,949.624695,992.925354,972.622681,49.816483,31.592241,48.403461,32.573566,962.45459,945.3129518,525.89682,182.2289195,82.97101333,59.27307767,41.1656058
59:53.6,70,-65.330399,20.9906572,7.278744,-0.20196,5.830553,-0.896506,5.713992,-0.778288,6.421661,-1.162504,-4.522001,-6.190252,-5.500675,-7.214921,-1.81933,-2.535241,4.81428,-6.758377,-5.32002,-7.349516,-1.2512,-2.052494,931.846863,931.30542,953.575012,950.28418,970.108032,530.714539,573.155579,544.475769,21.871849,210.830307,183.74791,84.432892,96.307899,89.043999,59.948593,59.489529,59.057098,46.294701,45.619038,40.297821,37.550621,35.960583,21.711081,136.854111,110.978615,90.613197,22.211584,141.0392,23.287703,100.826599,167.571777,135.350235,117.054657,105.67762,162.818451,119.882126,102.555191,21.15111,221.850494,145.910248,119.402481,91.346481,208.201279,140.529709,116.921692,97.076759,209.810638,122.34008,97.50032,80.331238,149.289963,122.273048,106.653122,90.68364,936.251526,951.082642,995.243958,974.290588,48.424477,30.82015,45.768913,31.077272,964.2171785,947.4239014,537.595154,197.2891085,89.92826333,59.49840667,41.1445528
00:54.8,71,-60.937927,19.57935595,6.993045,-0.487659,5.516941,-1.210118,5.416798,-1.075482,6.172084,-1.412081,-5.237901,-6.906152,-6.525275,-8.239521,-2.768402,-3.484313,5.47764,-7.421737,-6.35775,-8.387246,-2.108321,-2.909615,934.837646,934.407837,955.758301,952.509033,972.268433,542.605652,586.874146,556.443848,21.913715,221.475815,201.587311,91.982758,104.765373,97.18158,60.333733,59.942757,59.307674,46.174759,45.487713,40.15955,37.640205,36.103943,21.793665,144.366852,118.395355,95.455673,22.284883,149.87204,23.53994,106.501495,184.633484,143.794266,124.808861,111.994812,173.97052,126.029037,108.16098,21.144629,231.81517,154.691284,127.736717,96.016068,220.501877,149.025681,124.807487,102.356087,219.478027,128.821854,103.137047,84.288658,157.572311,128.518188,112.999802,95.159004,938.892029,951.384888,996.771118,976.325256,45.557678,29.367079,43.483997,31.558315,965.8433228,949.95625,549.52475,211.531563,97.97657033,59.861388,41.113234
01:56.3,72,-64.78302,20.81478433,6.935576,-0.545128,5.444695,-1.282364,5.356046,-1.136234,6.137603,-1.446562,-6.124565,-7.792816,-7.687801,-9.402047,-3.605818,-4.321729,6.459546,-8.403643,-7.566244,-9.59574,-2.896477,-3.697771,937.244629,937.017456,957.72113,955.625183,975.801025,556.428345,600.442383,569.505676,21.957661,231.713867,216.381577,99.885719,113.225227,105.622055,61.014091,60.824272,59.961384,46.034435,45.516472,40.326698,37.803856,36.246822,21.834377,152.251251,126.205902,100.857468,22.368582,159.26416,23.780344,112.588257,199.145828,152.758987,132.877258,118.117622,184.24173,132.383942,113.630112,21.170782,242.209335,163.83313,136.423843,101.074005,232.607361,157.728424,132.907303,108.145828,229.074295,135.355286,108.795464,88.53904,170.738358,135.478394,119.744385,100.237068,941.170227,953.789673,1000.369324,978.574524,43.100422,29.120111,41.33387,33.502274,968.475937,952.6818846,562.9670105,224.047722,106.2443337,60.59991567,41.1856566
02:57.4,73,-68.178734,21.90582723,6.891244,-0.58946,5.359313,-1.367746,5.288726,-1.203554,6.086702,-1.497463,-6.948834,-8.617085,-8.837191,-10.551437,-4.403825,-5.119736,7.35607,-9.300167,-8.658156,-10.687652,-3.623879,-4.425173,940.474243,939.590332,960.878418,958.574707,977.916504,570.490784,613.877075,584.041382,21.968761,243.048294,228.695023,108.21006,121.361076,114.73455,62.380554,62.576988,61.420601,46.083099,45.681751,40.450172,38.062958,36.542343,21.875088,161.040955,134.261154,106.967926,22.461292,170.06485,24.121578,119.47213,211.775406,162.715073,140.889694,125.07283,193.639862,139.397644,119.1082,21.19763,252.803986,174.240631,145.16507,107.127052,243.851151,167.133606,140.99704,114.673721,239.561874,142.447159,114.578613,93.445076,182.480392,143.681015,126.812943,106.154686,943.056702,957.727966,1000.132812,982.078857,41.147095,29.460339,40.656609,33.514858,970.7490843,955.4868408,577.266083,235.8716585,114.768562,62.12604767,41.3640646
