TimeStamp,Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,O-Stud2-Axial,Stud2-Axial,O-Stud3-Axial,Stud3-Axial,O-Stud4-Axial,Stud4-Axial,O-Stud5-Axial,Stud5-Axial,O-Stud3-Top,Stud3-Top,O-Stud3-Mid,Stud3-Mid,O-Stud3-Bottom,Stud3-Bottom,O-Stud4-Top,Stud4-Top,O-Stud4-Mid,Stud4-Mid,O-Stud4-Bottom,Stud4-Bottom,Pb1-Top-Right,Pb1-Top-Left,Pb1-Mid-Mid,Pb1-Bottom-Right,Pb1-Bottom-Left,Pb1-Pb2-Mid-Right,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Left,Pb2-Mid-Right,Pb2-Mid-Mid,Pb2-Mid-Left,Pb3-Mid-Right,Pb3-Mid-Mid,Pb3-Mid-Left,Pb3-Pb4-Mid-Right,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Left,Pb4-Top-Right,Pb4-Top-Left,Pb4-Mid-Mid,Pb4-Bottom-Right,Pb4-Bottom-Left,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Left-Side-Top,Left-Side-Bottom,Right-Side-Top,Right-Side-Bottom,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
30:33.7,101,-62.071301,19.94350901,2.922658,-4.558046,1.423565,-5.303494,11.618491,5.126211,2.283946,-5.300219,-13.654622,-15.322873,-16.029057,-17.743303,-10.469316,-11.185227,14.544703,-16.4888,-17.020702,-19.050198,-10.620378,-11.421672,992.407349,991.748291,1017.432495,1007.799011,1030.393188,699.89624,672.009521,690.361023,22.204185,331.261261,330.569763,219.711838,232.935806,229.30571,95.27317,93.131577,93.299324,56.891624,57.065594,53.254845,50.971722,49.630028,22.787214,284.423767,254.600891,207.425552,23.508297,307.975128,28.300911,234.748611,359.017761,282.412262,260.169769,225.599045,286.697235,209.37355,187.309143,21.248777,455.084473,320.948486,280.52771,225.56366,425.245239,288.562866,258.873657,219.154053,285.459839,210.700912,186.956772,160.714508,334.449677,270.805847,245.71347,203.835175,992.756348,1005.297668,1046.426758,1029.384033,55.010696,51.881531,70.703499,45.909718,1018.466202,1007.956067,695.1286315,330.915512,227.3177847,93.901357,53.5627626
31:35.2,102,-61.419086,19.73395233,2.85698,-4.623724,1.356246,-5.370813,11.628343,5.136063,2.190355,-5.39381,-13.654622,-15.322873,-16.027414,-17.74166,-10.469316,-11.185227,14.557839,-16.501936,-17.007566,-19.037062,-10.617094,-11.418388,994.026306,992.879822,1019.381287,1008.742859,1032.969116,705.250366,673.347168,691.040588,22.199791,332.729126,331.816071,222.563599,235.889389,231.877686,95.620201,93.443504,93.682022,57.05368,57.202465,53.225113,51.353748,49.817387,22.766644,285.309326,256.089447,209.133041,23.495825,309.449677,28.021494,237.299271,356.98584,283.377106,262.002686,228.042374,286.63205,210.213745,188.318466,21.249702,448.79599,322.981995,283.031738,228.255859,418.979706,289.847107,260.405975,221.123795,286.684601,211.569168,187.861237,161.748779,332.451904,271.622406,247.106384,205.459747,994.898743,1005.833618,1049.533203,1030.326294,55.6507,52.087093,72.586678,46.274109,1020.147965,1009.599878,698.145477,332.2725985,230.1102247,94.24857567,53.7304786
32:36.8,103,-62.36927,20.03924645,2.830709,-4.649995,1.339826,-5.387233,11.6267,5.13442,2.190355,-5.39381,-13.654622,-15.322873,-16.032339,-17.746585,-10.466033,-11.181944,14.57426,-16.518357,-17.014133,-19.043629,-10.623662,-11.424956,995.734253,994.87561,1020.423584,1010.200012,1034.963135,712.538757,674.435913,692.224609,22.202566,334.21756,332.249115,225.580307,238.641388,234.507996,95.953125,93.758392,94.012215,57.164032,57.225388,53.291332,51.469646,49.875393,22.753239,286.271057,257.508118,211.018219,23.492823,311.334473,28.290333,239.462494,355.356812,284.360748,263.593292,229.76088,286.995667,210.847961,189.211716,21.222857,445.471436,324.624084,285.472046,230.884933,413.091095,290.721252,262.088348,223.01059,287.633026,212.57608,188.815094,162.80336,331.233185,272.49176,248.576828,207.089142,996.599487,1008.185913,1051.268555,1031.783325,56.222584,52.318096,74.661362,46.44495,1021.95932,1011.239319,702.381683,333.2333375,232.909897,94.57457733,53.8051582
33:38.4,104,-63.209095,20.30908222,2.812648,-4.668056,1.331617,-5.395442,11.634911,5.142631,2.173936,-5.410229,-13.654622,-15.322873,-16.032339,-17.746585,-10.466033,-11.181944,14.584111,-16.528208,-17.010849,-19.040345,-10.610526,-11.41182,997.891541,996.666565,1021.929382,1011.540161,1036.798218,722.014038,675.654846,692.743896,22.175512,335.514038,333.742981,228.636353,241.447983,237.200043,96.235497,94.056465,94.329414,56.999516,57.236401,53.523064,51.860115,50.097702,22.726429,287.247375,259.092896,212.96962,23.451941,312.858978,28.137178,241.992187,354.162048,285.52124,265.364349,231.91391,287.3685,211.574966,190.230072,21.210127,443.019348,326.110321,287.107086,233.252213,407.082916,291.532318,263.801147,225.009506,289.394806,213.705521,189.74794,163.829651,329.907166,273.246277,249.884445,208.739578,997.899902,1009.221802,1052.726562,1033.451904,56.975464,52.502876,77.316628,47.05257,1023.325043,1012.965173,707.378967,334.6285095,235.7614597,94.873792,53.9433596
34:39.9,105,-61.086468,19.62708217,2.707563,-4.773141,1.219964,-5.507095,11.682528,5.190248,2.05079,-5.533375,-13.66119,-15.329441,-16.078316,-17.792562,-10.479169,-11.19508,14.6071,-16.551197,-17.037121,-19.066617,-10.610526,-11.41182,998.944824,997.649719,1024.829468,1013.210632,1037.930542,731.969421,676.921814,693.657837,22.205111,337.376495,334.727264,231.588348,244.27565,239.826843,96.553215,94.310318,94.640366,56.944221,57.150326,53.587917,52.127438,49.999981,22.667257,288.18457,260.623932,214.729034,23.413136,314.497009,28.303209,244.066971,353.423981,286.906555,267.131134,233.786682,287.433655,212.37291,190.997421,21.240213,441.603699,327.714783,289.543121,235.651184,403.491333,292.543762,265.379822,227.176697,290.793335,214.58284,190.73201,164.954071,329.354431,274.194855,251.268463,210.380554,999.923096,1010.196899,1054.70813,1035.350586,58.345848,52.930038,79.962837,47.279167,1025.044678,1014.513037,712.813629,336.0518795,238.5636137,95.16796633,53.9619766
35:41.3,106,-60.63113,19.48078207,2.63696,-4.843744,1.141151,-5.585908,11.731787,5.239507,1.953915,-5.63025,-13.694029,-15.36228,-16.071747,-17.785993,-10.475884,-11.191795,14.620235,-16.564332,-17.04369,-19.073186,-10.607242,-11.408536,1001.068176,999.652222,1025.352295,1015.347595,1039.657715,742.072083,678.191528,694.638123,22.206036,339.331848,335.972626,234.880432,247.263672,242.710861,96.841515,94.650253,94.948654,56.899494,57.184036,53.757019,52.316971,50.115307,22.664022,289.178467,262.285858,216.828751,23.421682,316.493469,28.394493,245.527847,353.039703,288.486206,269.104706,236.55159,287.688721,213.198074,191.934372,21.223551,441.221802,329.673737,291.641083,238.376755,401.877838,293.544708,267.209351,229.543579,292.187592,215.499146,191.602097,166.053238,327.587646,275.309814,252.836929,212.188538,1000.970703,1012.230896,1054.437378,1036.751099,59.315533,53.120155,81.712776,47.753273,1026.097519,1016.215601,718.355103,337.652237,241.6183217,95.48014067,54.0545654
36:42.8,107,-61.71286,19.82834192,2.602479,-4.878225,1.124731,-5.602328,11.733429,5.241149,1.955557,-5.628608,-13.779411,-15.447662,-16.104588,-17.818834,-10.482452,-11.198363,14.702335,-16.646432,-17.040405,-19.069901,-10.600674,-11.401968,1002.908081,1000.955627,1027.469238,1016.82666,1041.450073,753.313782,679.588867,695.543701,22.207886,341.460144,337.538361,238.072266,250.352509,245.568924,97.175507,94.926857,95.243279,56.89365,57.233028,53.686317,52.604496,50.240551,22.678814,290.474121,263.981873,219.00943,23.409901,318.578156,28.574968,247.316406,353.007721,290.173126,271.143341,239.236145,287.831238,213.924179,192.871246,21.223551,441.624756,331.509583,294.041565,240.90918,403.601318,294.975891,269.272095,231.955215,293.759857,216.606567,192.565094,167.163605,326.813568,276.398437,254.414612,213.916748,1002.755554,1013.671997,1056.408081,1039.078735,60.791962,53.314754,82.728073,48.113323,1027.978592,1017.921936,724.4287415,339.4992525,244.6645663,95.781881,54.1316084
37:44.4,108,-62.587997,20.10952344,2.579492,-4.901212,1.10667,-5.620389,11.731787,5.239507,1.929286,-5.654879,-13.831954,-15.500205,-16.194895,-17.909141,-10.48902,-11.204931,14.787719,-16.731816,-17.089664,-19.11916,-10.608884,-11.410178,1004.747498,1003.775085,1028.817139,1019.025818,1043.008423,765.849731,681.132568,696.675903,22.215979,343.950958,339.037354,241.636215,253.654709,248.605011,97.487495,95.215408,95.56086,56.772041,57.04694,53.592873,52.62838,50.143063,22.692682,291.640625,265.892548,221.205322,23.432537,320.714813,28.589911,249.588303,353.045258,291.855682,273.270081,241.563599,288.289185,214.945068,193.923859,21.211054,442.891754,333.823883,296.962616,243.741623,412.158386,296.684998,271.605377,234.593964,295.309937,217.522568,193.568344,168.247269,326.629944,277.696472,256.001282,215.692627,1005.033813,1015.814453,1058.507812,1040.701538,62.902336,53.700954,83.744896,48.517334,1030.014404,1019.874793,731.262817,341.494156,247.9653117,96.087921,54.0366594
38:45.9,109,-59.828167,19.22279006,2.44321,-5.037494,0.955611,-5.771448,11.756416,5.264136,1.774943,-5.809222,-13.933755,-15.602006,-16.249081,-17.963327,-10.551415,-11.267326,14.830411,-16.774508,-17.119219,-19.148715,-10.607242,-11.408536,1006.209045,1003.780334,1030.853271,1018.993896,1044.050415,781.770996,683.481201,697.940552,22.222221,346.636505,340.532166,245.308716,257.217285,251.551804,97.832832,95.461067,95.85556,56.751812,57.146954,53.699604,53.060917,50.448139,22.661711,292.954559,267.770538,223.228378,23.431614,323.309082,28.423233,252.585999,353.702301,293.489563,275.512787,243.978577,288.815125,215.914185,194.922089,21.208275,444.966492,336.709778,299.782135,246.483078,426.386017,299.279449,274.244934,237.135803,297.146515,218.612396,194.712433,169.389816,326.862854,278.874817,257.848877,217.585632,1005.862793,1017.383301,1059.466431,1041.7948,65.991142,53.928806,84.82576,48.830204,1031.126831,1020.777392,739.855774,343.5843355,251.3592683,96.383153,54.2214852
39:47.4,110,-61.076092,19.62374836,2.416939,-5.063765,0.922772,-5.804287,11.754774,5.262494,1.742104,-5.842061,-13.969878,-15.638129,-16.249081,-17.963327,-10.5547,-11.270611,14.919079,-16.863176,-17.155342,-19.184838,-10.617094,-11.418388,1007.018188,1005.854431,1032.303955,1020.278992,1046.238159,798.802917,687.662659,699.272217,22.229853,349.371826,342.820465,249.211029,261.392487,254.624664,98.211304,95.775757,96.197281,56.848919,56.979961,53.756119,53.415195,50.700588,22.672112,294.227417,269.830292,225.57869,23.45656,325.738129,28.531519,254.867599,354.408112,295.758362,278.305725,246.712418,289.398193,216.648087,196.015717,21.195084,447.848114,340.549774,303.470276,250.271912,459.231415,302.633575,277.240784,239.91539,298.661652,219.967163,195.945145,170.542618,327.073914,280.434784,260.146515,219.572342,1007.424377,1017.937622,1062.311646,1042.614746,69.157478,54.074913,85.867004,49.037766,1032.572098,1022.338745,749.037567,346.0961455,255.07606,96.728114,54.3401564
40:49.0,111,-62.150097,19.96882617,2.389026,-5.091678,0.904711,-5.822348,11.813886,5.321606,1.735536,-5.848629,-14.081532,-15.749783,-16.34103,-18.055276,-10.571119,-11.28703,15.027451,-16.971548,-17.247292,-19.276788,-10.607242,-11.408536,1008.065735,1007.439209,1033.796753,1021.383057,1047.031982,822.455566,695.126526,700.720032,22.264769,352.441711,344.837738,253.44664,265.434204,257.82608,98.602219,96.082169,96.50869,56.979961,57.122681,53.864643,53.45821,50.853981,22.654545,295.691589,272.0242,228.054611,23.451941,328.610504,28.595427,256.831421,355.381226,297.830902,280.860504,249.376877,290.243652,217.542511,196.994644,21.207813,451.104492,344.926025,307.368286,253.729477,497.432709,307.176239,280.443359,242.995468,300.519653,221.018875,197.055649,171.712204,327.563324,282.197174,262.231171,221.643478,1009.092224,1019.923401,1062.997681,1044.249268,72.19194,54.322521,86.765312,49.322975,1034.065644,1023.543347,761.587799,348.6397245,258.902308,97.06435933,54.4558952
41:50.6,112,-62.258911,20.0037881,2.331558,-5.149146,0.837391,-5.889668,11.853292,5.361012,1.68792,-5.896245,-14.199753,-15.868004,-16.432981,-18.147227,-10.594107,-11.310018,15.171947,-17.116044,-17.30312,-19.332616,-10.607242,-11.408536,1009.781311,1008.958618,1037.219971,1022.722168,1047.922729,880.222534,708.681091,702.213257,22.257368,356.757599,347.111847,258.210388,270.149994,261.214508,99.012779,96.406609,96.864227,57.279549,57.123131,53.99387,53.667854,50.909241,22.691296,297.554901,274.196442,230.491135,23.468801,331.880035,28.692432,259.74884,356.725647,300.293976,283.616486,252.276245,291.096527,218.423019,198.148087,21.218691,456.021698,350.380768,312.22113,258.249176,575.553528,313.326447,284.151001,246.230087,303.220337,221.98317,198.295959,172.972107,328.36673,284.017548,264.36087,224.07373,1009.729797,1020.872437,1063.809204,1045.710815,74.856247,54.590351,87.434532,49.389359,1035.030563,1025.320959,791.2178955,351.934723,263.19163,97.42787167,54.594729
42:52.2,113,-63.277515,20.33106557,2.311855,-5.168849,0.825898,-5.901161,11.856577,5.364297,1.691204,-5.892961,-14.409925,-16.078176,-16.580759,-18.295005,-10.640082,-11.355993,15.334504,-17.278601,-17.437759,-19.467255,-10.59739,-11.398684,1012.136902,1008.723938,1035.833984,1022.816895,1047.559448,924.676147,982.351013,703.699097,22.283958,361.773285,350.08963,263.708038,275.354889,265.008301,99.490974,96.77697,97.24321,57.324268,57.117287,53.99522,53.865993,51.058552,22.677427,299.833588,276.911346,233.103241,23.48012,335.207977,28.763914,261.894684,358.032715,302.781891,286.707367,255.732651,291.94397,219.495636,199.23175,21.211054,461.70874,356.700775,317.117004,262.120453,649.899475,323.064819,288.941803,250.178711,306.31662,223.427643,199.638016,174.259735,329.130096,286.303558,267.113403,226.444168,1009.097473,1023.269104,1064.201294,1044.685425,77.905121,54.908993,87.970711,49.443546,1035.313324,1025.414233,814.187622,355.9314575,268.0237427,97.83705133,54.672264
43:53.7,114,-59.676975,19.17421207,2.077057,-5.403647,0.637074,-6.089985,12.002712,5.510432,1.505664,-6.078501,-14.803995,-16.472246,-16.912437,-18.626683,-10.732034,-11.447945,15.582446,-17.526543,-17.71361,-19.743106,-10.620378,-11.421672,1012.302795,1004.385376,1035.183228,1022.591125,1045.633545,945.960327,738.47937,705.270203,22.281416,368.539429,352.210449,271.36145,281.798096,269.790344,100.051697,97.291794,97.70504,57.515728,57.089642,54.132992,54.185665,51.166805,22.734518,302.473328,279.738922,236.118134,23.526314,340.050781,28.97282,266.204803,360.175751,306.366852,290.276764,257.891785,293.328644,221.151367,200.93187,21.226097,467.458435,363.962189,323.653534,269.94519,688.631836,336.214264,295.167786,255.478607,310.656982,225.260468,201.051743,175.693619,330.452515,289.44574,270.224915,229.516098,1006.723328,1022.861816,1061.576904,1044.747192,81.277824,55.159187,88.75518,50.059113,1033.97731,1024.019214,825.615265,360.374939,274.31663,98.34951033,54.8181664
44:55.5,115,-61.469189,19.75005043,2.058995,-5.421709,0.584532,-6.142527,12.365587,5.873307,1.446554,-6.137611,-14.912364,-16.580615,-17.007671,-18.721917,-10.791144,-11.507055,15.710522,-17.654619,-17.798992,-19.828488,-10.603958,-11.405252,1012.164001,1001.591064,1035.246094,1022.485107,1043.845215,964.178833,658.381653,706.705322,22.297138,377.335754,355.766479,280.300232,289.852051,274.896271,100.69931,97.830589,98.168777,57.445843,57.315281,54.232262,54.266251,51.556225,22.796228,305.922302,283.338928,239.291351,23.553797,345.211578,29.400158,270.158417,362.418396,310.246521,294.238007,262.351685,294.707306,223.242966,202.849579,21.21059,474.980103,372.194855,334.240265,278.575928,694.598389,348.479431,303.612976,262.328918,315.708374,227.485474,202.910767,177.315048,332.152588,293.124054,274.026184,233.226837,1003.83197,1022.01709,1058.811768,1043.882324,85.435738,55.663296,89.717247,50.525299,1032.135788,1023.066296,835.4420775,366.5511165,281.6828513,98.89955867,54.9631724
45:57.1,116,-59.782478,19.20811018,1.880024,-5.60068,0.431831,-6.295228,12.720253,6.227973,1.310272,-6.273893,-15.069992,-16.738243,-17.129177,-18.843423,-10.86996,-11.585871,15.891141,-17.835238,-17.930349,-19.959845,-10.610526,-11.41182,1012.297974,1000.032959,1035.897461,1023.064514,1042.486084,975.872192,409.108978,708.201843,22.307081,387.943695,359.368652,291.885651,299.756104,280.241882,101.505783,98.428696,98.726456,57.622459,57.348988,54.209751,54.453068,51.753265,22.860014,309.351562,287.15152,242.697769,23.606224,350.654724,29.802523,274.467499,365.290771,314.327667,298.758942,267.068176,296.539093,225.33725,204.815475,21.222162,484.760345,383.396301,346.049927,288.742981,688.762512,359.916351,312.854279,269.928864,320.69696,229.856705,204.869202,179.047409,334.149597,297.399384,278.55011,237.315155,1001.514832,1021.534973,1056.880859,1044.726318,89.326332,56.217186,90.713486,51.068249,1031.164246,1022.755798,842.0370175,373.6561735,290.627879,99.553645,55.0775062
46:58.7,117,-61.475811,19.75217807,1.863604,-5.6171,0.408844,-6.318215,13.069994,6.577714,1.244594,-6.339571,-15.15209,-16.820341,-17.125895,-18.840141,-10.945491,-11.661402,15.999514,-17.943611,-17.930349,-19.959845,-10.620378,-11.421672,1012.640076,999.04126,1035.606934,1022.684631,1041.66748,981.69281,661.117615,709.401184,22.35841,398.05542,362.87204,306.542603,311.220978,285.934875,102.459808,99.01368,99.34642,58.015636,57.557072,54.365063,54.808186,52.23201,22.907158,312.796539,291.185699,246.40303,23.640404,355.977875,29.658083,279.121643,368.499756,318.917633,303.705414,272.056885,298.010223,227.049576,206.804565,21.227253,495.065613,396.649445,359.452301,300.672119,678.890137,369.888397,322.356567,278.553741,324.556458,232.090637,206.701324,180.808197,335.904694,301.922119,283.583313,242.524551,1001.019714,1022.503357,1056.618164,1044.694214,92.303986,56.932983,91.671227,51.493996,1031.208862,1022.328076,845.546997,380.46373,301.2328187,100.2733027,55.3955934
48:00.3,118,-60.693813,19.50092212,1.751952,-5.728752,0.300476,-6.426583,13.347487,6.855207,1.151003,-6.433162,-15.178362,-16.846613,-17.089771,-18.804017,-11.040726,-11.756637,15.956821,-17.900918,-17.818695,-19.848191,-10.567834,-11.369128,1013.050232,999.473816,1037.400757,1022.699036,1042.252075,986.158752,1238.663574,710.853088,22.423145,407.869507,367.015045,321.836029,323.003662,292.2164,103.635155,99.696556,100.107552,58.459053,57.597519,54.69162,55.018795,52.571148,22.959152,316.451416,295.709351,250.184677,23.725616,361.518585,29.771523,285.079529,372.143433,323.792603,309.545105,276.207977,299.464783,228.623413,208.541794,21.25271,506.813293,409.810547,375.086212,314.607269,650.781677,379.349762,332.894928,287.547546,327.937836,233.555435,208.696808,182.467575,339.220978,306.49707,289.510651,246.878448,1000.521057,1022.292786,1058.697632,1044.133789,95.269348,57.76783,92.962044,51.934952,1031.411316,1022.975183,848.50592,387.442276,312.3520303,101.146421,55.667627
49:01.9,119,-62.248756,20.0005253,1.709262,-5.771442,0.274205,-6.452854,13.396747,6.904467,1.075474,-6.508691,-15.115968,-16.784219,-16.925573,-18.639819,-11.044009,-11.75992,15.841882,-17.785979,-17.592104,-19.6216,-10.42334,-11.224634,1013.682739,999.395935,1039.25354,1022.773621,1042.331055,989.704895,1836.182495,711.85144,22.473312,416.993195,370.876221,333.913422,330.122986,298.722748,104.775986,100.396088,100.903656,58.922367,57.729637,54.826862,55.29147,52.391109,23.011837,320.01651,299.876923,254.165237,23.772263,366.966919,30.059202,290.830292,375.612305,328.401062,314.694733,281.487549,300.504395,229.874252,209.957703,21.28002,515.487549,423.478821,389.641785,326.910828,643.562805,388.44046,342.086731,296.986237,329.819336,234.668167,210.133591,183.95578,342.247131,311.614075,295.290802,252.573868,1000.565002,1023.325378,1057.865479,1044.657104,97.889313,58.178055,94.159126,52.401703,1031.603241,1023.487378,850.7781675,393.934708,320.9197187,102.0252433,55.832289
50:03.5,120,-60.9366,19.57892958,1.617313,-5.863391,0.157627,-6.569432,13.420555,6.928275,0.932625,-6.65154,-15.007598,-16.675849,-16.705549,-18.419795,-10.975046,-11.690957,15.746646,-17.690743,-17.306404,-19.3359,-10.236155,-11.037449,1014.461731,999.45636,1040.522461,1023.791687,1042.363525,992.281921,2293.71167,713.56958,22.537811,424.352753,374.289886,342.2229,334.983887,305.372284,105.956795,101.168869,101.740868,59.292408,57.731209,54.73753,55.365932,52.640095,23.057127,323.327148,303.967407,258.118408,23.845921,372.264618,30.339687,296.766602,379.408844,332.975372,319.870605,286.896423,301.816162,231.15242,211.497864,21.302004,523.477356,435.566132,403.702057,340.927856,637.873047,396.395447,350.333649,305.66803,332.130981,235.808075,211.495773,185.335434,345.802887,316.588928,301.111298,258.486481,1000.725769,1024.140381,1057.565063,1044.735596,99.98571,58.696224,95.395882,52.881607,1031.791702,1024.119153,852.9257505,399.3213195,327.526357,102.9555107,55.9534348
51:05.2,121,-62.285839,20.01244007,1.592684,-5.88802,0.141207,-6.585852,13.455036,6.962756,0.893218,-6.690947,-14.872957,-16.541208,-16.521648,-18.235894,-10.800997,-11.516908,15.73351,-17.677607,-17.217737,-19.247233,-9.95045,-10.751744,1014.814087,1000.086975,1044.070923,1023.120789,1043.55188,994.804993,2293.691162,714.861206,22.581501,429.883606,377.77005,349.07132,338.608154,311.398743,107.245041,101.963799,102.641327,59.609409,57.797939,54.900219,55.674992,53.037941,23.081156,327.186768,308.062531,262.436432,23.880554,377.370514,30.514782,302.969727,383.104584,337.576874,324.858856,292.566498,303.156616,232.509109,212.972412,21.315889,530.909058,444.481049,415.720337,353.944153,633.974426,402.471558,357.6203,313.897003,334.193726,237.123138,212.929459,186.630737,349.517609,321.236389,306.557159,264.502411,1001.204895,1023.430481,1056.553589,1044.457031,102.1446,59.122215,96.739639,53.273312,1031.411499,1025.128931,854.8330995,403.826828,333.0260723,103.9500557,56.2041
52:06.8,122,-60.058594,19.29682625,1.438341,-6.042363,-0.019703,-6.746762,13.426302,6.934022,0.70111,-6.883055,-14.81713,-16.485381,-16.449402,-18.163648,-10.682774,-11.398685,15.828746,-17.772843,-17.099516,-19.129012,-9.589213,-10.390507,1015.409241,1000.605835,1045.399292,1023.397034,1042.789307,997.381653,2293.697998,717.089966,22.652233,435.277039,381.510712,356.084442,342.211761,317.215607,108.644569,102.90744,103.645531,60.201321,57.894772,54.994946,55.962189,53.233448,23.129908,331.214905,312.212189,266.919952,23.949589,382.890961,30.575588,309.386505,387.035828,342.360382,329.538605,298.161713,304.504852,234.212723,214.521103,21.331394,538.100769,451.934998,426.269409,364.241608,631.877686,409.101929,365.057922,322.967712,336.63739,238.755753,214.47702,187.924622,353.174316,326.222778,311.773682,270.507568,1001.248352,1023.249634,1056.140991,1045.17688,103.988503,59.307449,98.137947,53.66943,1031.453964,1025.520142,857.2358095,408.3938755,338.5039367,105.0658467,56.4573352
53:08.5,123,-60.199631,19.34214144,1.404681,-6.076023,-0.037765,-6.764824,13.567512,7.075232,0.661704,-6.922461,-15.401669,-17.06992,-16.669426,-18.383672,-10.659786,-11.375697,17.874678,-19.818775,-18.022299,-20.051795,-9.352768,-10.154062,1015.126892,1000.790771,1028.89563,1023.066406,1042.635498,1000.273071,2293.719971,718.860107,22.694994,439.668243,384.736542,361.762634,345.999237,321.50351,110.174904,103.859428,104.763794,60.77401,58.151321,55.095291,56.091942,53.449429,23.181662,334.990356,316.358429,271.452881,23.999918,387.648682,30.68457,314.771454,391.174866,346.859711,334.039551,303.819153,305.519592,235.595428,215.995834,21.348518,544.999878,457.469452,435.293701,372.811523,629.862793,415.073151,372.160065,329.391876,338.73703,240.12558,216.016251,188.659653,360.748688,330.982849,316.659149,275.745239,1001.772217,1023.72937,1057.435547,1044.519287,105.921783,59.892925,99.566177,54.000622,1031.864105,1022.103039,859.566589,412.2023925,343.0884603,106.266042,56.7123986
54:10.1,124,-59.318092,19.05890296,1.338183,-6.142521,-0.054184,-6.781243,13.889338,7.397058,0.609161,-6.975004,-15.51989,-17.188141,-16.725252,-18.439498,-10.564551,-11.280462,18.475651,-20.419748,-18.229187,-20.258683,-9.080199,-9.881493,1016.091125,1001.070374,1021.199219,1022.995239,1042.637939,1002.360413,2293.697998,721.11322,22.758785,443.626038,387.45575,367.080872,349.648071,325.440674,111.769997,104.972847,105.920204,61.258858,58.185242,55.20126,56.360638,53.673485,23.175423,338.985046,320.375519,275.857117,24.024158,392.549652,30.693747,320.235657,395.482819,351.298889,338.620392,309.625732,306.782196,237.098038,217.611374,21.373974,553.197144,464.295898,445.170959,384.748688,623.882935,422.36087,380.724487,336.718689,340.609863,241.809967,217.717331,190.03923,364.847046,335.677734,321.514435,281.236664,1001.565002,1025.251953,1057.916992,1044.975342,107.793739,60.359318,101.050789,54.400623,1032.427322,1020.798779,861.7368165,415.540894,347.3898723,107.5543493,56.9358966
55:11.8,125,-58.101063,18.66787154,1.270863,-6.209841,-0.078813,-6.805872,14.262067,7.769787,0.550051,-7.034114,-15.437792,-17.106043,-16.429697,-18.143943,-10.147489,-10.8634,17.894381,-19.838478,-17.4706,-19.500096,-8.42669,-9.227984,1016.470276,1001.602539,1022.67865,1023.309998,1043.285278,1004.443481,2293.702881,722.829285,22.77404,447.648956,390.506683,374.044952,353.242523,328.693451,113.55661,106.150848,107.190788,61.983604,58.268581,55.469856,56.594452,53.963028,23.189054,342.808014,324.326538,280.004883,24.04355,397.085052,30.991037,326.448334,399.813995,356.145721,342.915253,314.632568,308.347961,238.618835,219.298431,21.401279,560.307434,471.784119,456.92868,398.957703,623.506409,429.125366,390.018677,343.711395,342.492554,243.745071,219.516495,191.756577,368.600586,340.517944,326.778076,287.120178,1001.923279,1024.477783,1059.320923,1045.293091,109.56868,60.594048,102.476944,54.577072,1032.753769,1021.469348,863.636383,419.0778195,351.993642,108.966082,57.2559042
