TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud5_Axial-O,Stud5_Axial,Stud3_Top-O,Stud3_Top,Stud4_Top-O,Stud4_Top,Stud3_Mid-O,Stud3_Mid,Stud4_Mid-O,Stud4_Mid,Stud3_Bottom-O,Stud3_Bottom,Stud4_Bottom-O,Stud4_Bottom,Stud1_Axial-O,Stud1_Axial,Stud6_Axial-O,Stud6_Axial,Stud1_Mid-O,Stud1_Mid,Stud2_Mid-O,Stud2_Mid,Stud5_Mid-O,Stud5_Mid,Stud6_Mid-O,Stud6_Mid
0.015625,-108.31263,41.22684802,8.208231,8.135985,7.615448,7.594103,7.136783,7.375687,7.799319,7.782899,1.628844,1.582869,1.18552,1.375991,2.687927,2.730619,-2.150976,1.456424,4.377582,4.331606,-4.231327,4.469411,1.058007,1.008302,0.685212,0.671011,0.124827,0.152566,0.034673,0.006934,-0.027733,0.0416,0.298107,0.270376
0.015636574,-109.529442,41.61780971,8.24107,8.168824,7.643362,7.622017,7.179474,7.418378,7.830517,7.814097,1.678104,1.632129,1.228212,1.418683,2.73226,2.774952,-2.195309,1.500757,4.403854,4.357878,-4.293721,4.531805,1.136114,1.086409,0.702964,0.688763,0.117892,0.145631,0.041607,0,-0.055467,0.069334,0.311973,0.284242
0.015648148,-109.662529,41.66057057,8.287045,8.214799,7.689337,7.667992,7.223807,7.462711,7.881418,7.864998,1.697807,1.651832,1.28404,1.474511,2.804508,2.8472,-2.31353,1.618978,4.492523,4.446547,-4.385671,4.623755,1.082859,1.033154,0.706514,0.692313,0.090153,0.117892,0.020804,0.020803,-0.0208,0.034667,0.291175,0.263444
0.015659722,-110.934074,42.06911798,8.326453,8.254207,7.728745,7.7074,7.253363,7.492267,7.924109,7.907689,1.720795,1.67482,1.336584,1.527055,2.866903,2.909595,-2.438319,1.743767,4.554919,4.508943,-4.471053,4.709137,1.107711,1.058006,0.752668,0.738467,0.131761,0.1595,-0.006935,0.048542,0,0.013867,0.332771,0.30504
0.015671296,-111.177086,42.14719773,8.349442,8.277196,7.753374,7.732029,7.282918,7.521822,7.95038,7.93396,1.793042,1.747067,1.375992,1.566463,2.903027,2.945719,-2.533553,1.839001,4.599253,4.553277,-4.540015,4.778099,1.187594,1.137889,0.745567,0.731366,0.117892,0.145631,0.017336,0.024271,-0.003467,0.017334,0.325838,0.298107
0.01568287,-111.842766,42.36108072,8.382281,8.310035,7.796065,7.77472,7.309189,7.548093,7.989788,7.973368,1.829166,1.783191,1.415399,1.60587,2.975274,3.017966,-2.586096,1.891544,4.623883,4.577907,-4.615545,4.853629,0.99055,0.940845,0.742017,0.727816,0.145631,0.17337,0.027738,0.013869,0,0.013867,0.311973,0.284242
0.015694444,-112.304939,42.5095769,8.421689,8.349443,7.825621,7.804276,7.363375,7.602279,8.024269,8.007849,1.878425,1.83245,1.438387,1.628858,3.063941,3.106633,-2.627145,1.932593,4.666575,4.620599,-4.677939,4.916023,1.072208,1.022503,0.756218,0.742017,0.124827,0.152566,0.027738,0.013869,-0.006933,0.0208,0.332771,0.30504
0.015706019,-112.364975,42.52886647,8.451244,8.378998,7.848609,7.827264,7.369942,7.608846,8.042331,8.025911,1.911265,1.86529,1.507351,1.697822,3.086929,3.129621,-2.661627,1.967075,4.68628,4.640304,-4.707494,4.945578,1.276352,1.226647,0.797047,0.782846,0.145631,0.17337,0.006935,0.034672,0,0.013867,0.3813,0.353569
0.015717593,-113.598335,42.92514504,8.498862,8.426616,7.886374,7.865029,7.415917,7.654821,8.078454,8.062034,1.970376,1.924401,1.553327,1.743798,3.165745,3.208437,-2.750293,2.055741,4.755244,4.709268,-4.786308,5.024392,1.031379,0.981674,0.814798,0.800597,0.152566,0.180305,0.017336,0.024271,-0.003467,0.017334,0.3813,0.353569
0.015729167,-113.479813,42.88706392,8.53006,8.457814,7.920856,7.899511,7.440547,7.679451,8.111294,8.094874,2.0065,1.960525,1.599303,1.789774,3.21172,3.254412,-2.776564,2.082012,4.797936,4.75196,-4.825715,5.063799,1.207121,1.157416,0.809473,0.795272,0.138696,0.166435,0.013869,0.027738,-0.013867,0.027734,0.409031,0.3813
0.015740741,-114.365547,43.17165025,8.559615,8.487369,7.945486,7.924141,7.461893,7.700797,8.140849,8.124429,2.065611,2.019636,1.674835,1.865306,3.254412,3.297104,-2.850452,2.1559,4.820924,4.774948,-4.873332,5.111416,1.14854,1.098835,0.811248,0.797047,0.124827,0.152566,0.003467,0.03814,-0.013867,0.027734,0.360502,0.332771
0.015752315,-115.305138,43.47354084,8.607233,8.534987,7.996387,7.975042,7.514436,7.75334,8.190108,8.173688,2.111587,2.065612,1.750367,1.940838,3.336511,3.379203,-2.963748,2.269196,4.880036,4.83406,-4.966923,5.205007,1.075758,1.026053,0.843201,0.829,0.138696,0.166435,0.013869,0.027738,-0.017333,0.0312,0.388233,0.360502
0.015763889,-116.412247,43.82925496,8.630221,8.557975,8.022658,8.001313,7.547275,7.786179,8.227874,8.211454,2.121439,2.075464,1.786491,1.976962,3.375919,3.418611,-3.032711,2.338159,4.909593,4.863617,-5.045737,5.283821,1.294104,1.244399,0.89113,0.876929,0.183773,0.211512,-0.027738,0.069345,-0.006933,0.0208,0.422896,0.395165
0.015775463,-115.879662,43.6581354,8.651567,8.579321,8.04072,8.019375,7.589966,7.82887,8.421626,8.405206,2.190402,2.144427,1.944122,2.134593,3.503994,3.546686,-3.288857,2.594305,5.017965,4.971989,-5.29203,5.530114,1.207121,1.157416,0.875153,0.860952,0.149099,0.176838,0.031206,0.010401,0,0.013867,0.429829,0.402098
0.015787037,-115.934837,43.67586313,8.664702,8.592456,8.055498,8.034153,7.637583,7.876487,8.459392,8.442972,2.19697,2.150995,1.990098,2.180569,3.536833,3.579525,-3.361103,2.666551,5.050806,5.00483,-5.360993,5.599077,1.235523,1.185818,0.876928,0.862727,0.138696,0.166435,0.027738,0.013869,-0.006933,0.0208,0.395165,0.367434
0.015798611,-115.971474,43.6876346,8.686049,8.613803,8.083411,8.062066,7.670423,7.909327,8.498799,8.482379,2.239661,2.193686,2.029506,2.219977,3.579525,3.622217,-3.485893,2.791341,5.093498,5.047522,-5.462794,5.700878,1.265701,1.215996,0.880479,0.866278,0.17337,0.201109,0.010402,0.031205,0.0208,0.006933,0.41943,0.391699
0.015810185,-117.042389,44.03171959,8.720531,8.648285,8.117893,8.096548,7.686842,7.925746,8.544774,8.528354,2.293847,2.247872,2.075482,2.265953,3.678044,3.720736,-3.518732,2.82418,5.172314,5.126338,-5.548176,5.78626,1.269251,1.219546,0.855627,0.841426,0.124827,0.152566,0.048542,0.006935,0,0.013867,0.436762,0.409031
0.015821759,-117.99279,44.33708343,8.743518,8.671272,8.140881,8.119536,7.716398,7.955302,8.569404,8.552984,2.311909,2.265934,2.128026,2.318497,3.710884,3.753576,-3.599188,2.904636,5.224858,5.178882,-5.636841,5.874925,1.375761,1.326056,0.905331,0.89113,0.166436,0.194175,0.003467,0.03814,0.0104,0.003467,0.422896,0.395165
0.015833333,-118.493156,44.49785102,8.776358,8.704112,8.158942,8.137597,7.732818,7.971722,8.608811,8.592391,2.380872,2.334897,2.18057,2.371041,3.819255,3.861947,-3.67636,2.981808,5.26755,5.221574,-5.735358,5.973442,1.42369,1.373985,0.926633,0.912432,0.117892,0.145631,0.013869,0.027738,0.013867,0,0.48529,0.457559
0.015844907,-118.231384,44.41374368,8.781283,8.709037,8.162227,8.140882,7.741027,7.979931,8.64165,8.62523,2.407144,2.361169,2.239682,2.430153,3.921058,3.96375,-3.833989,3.139437,5.372639,5.326663,-5.847012,6.085096,1.599431,1.549726,0.926633,0.912432,0.114424,0.142163,0.020804,0.020803,-0.013867,0.027734,0.464492,0.436761
0.015856481,-116.143417,43.74287988,8.789494,8.717248,8.178646,8.157301,7.737743,7.976647,8.66628,8.64986,2.499095,2.45312,2.318497,2.508968,4.045849,4.088541,-4.008037,3.313485,5.43832,5.392344,-5.984936,6.22302,1.356234,1.306529,0.940834,0.926633,0.10749,0.135229,0.010402,0.031205,-0.013867,0.027734,0.436762,0.409031
0.015868056,-116.244064,43.77521776,8.787851,8.715605,8.180288,8.158943,7.757447,7.996351,8.695836,8.679416,2.515514,2.469539,2.351337,2.541808,4.065553,4.108245,-4.049086,3.354534,5.448172,5.402196,-6.03091,6.268994,1.601206,1.551501,0.921307,0.907106,0.100555,0.128294,0.072813,0.031206,0.0208,0.006933,0.488757,0.461026
0.01587963,-118.141998,44.38502396,8.802629,8.730383,8.193424,8.172079,7.761552,8.000456,8.735243,8.718823,2.515514,2.469539,2.354621,2.545092,4.068837,4.111529,-4.050728,3.356176,5.451456,5.40548,-6.067033,6.305117,1.668662,1.618957,1.004739,0.990538,0.076283,0.104022,0.034673,0.006934,0.055467,0.0416,0.513021,0.48529
0.015891204,-118.777657,44.58926119,8.823976,8.75173,8.211486,8.190141,7.779614,8.018518,8.759872,8.743452,2.515514,2.469539,2.344769,2.53524,4.068837,4.111529,-4.055654,3.361102,5.461308,5.415332,-6.076885,6.314969,1.556827,1.507122,1.036692,1.022491,0.041609,0.069348,0.020804,0.020803,0.0624,0.048533,0.530353,0.502622
0.015902778,-118.777657,44.58926119,8.85189,8.779644,8.245968,8.224623,7.806706,8.04561,8.797638,8.781218,2.515514,2.469539,2.357905,2.548376,4.072121,4.114813,-4.073715,3.379163,5.507284,5.461308,-6.12286,6.360944,1.750319,1.700614,1.01184,0.997639,0.055479,0.083218,0.027738,0.013869,0.058933,0.045066,0.513021,0.48529
0.015914352,-120.456207,45.12857931,8.886371,8.814125,8.267313,8.245968,7.841187,8.080091,8.830478,8.814058,2.52865,2.482675,2.348053,2.538524,4.134517,4.177209,-4.175517,3.480965,5.56968,5.523704,-6.195106,6.43319,1.567478,1.517773,1.024266,1.010065,0.041609,0.069348,0.034673,0.006934,0.048533,0.034666,0.478358,0.450627
0.015925926,-120.576714,45.16729821,8.930705,8.858459,8.296869,8.275524,7.846114,8.085018,8.85675,8.84033,2.630453,2.584478,2.436721,2.627192,4.167356,4.210048,-4.198504,3.503952,5.632077,5.586101,-6.2575,6.495584,1.65091,1.601205,1.02249,1.008289,0.041609,0.069348,0.013869,0.027738,0.069333,0.055466,0.513021,0.48529
0.0159375,-121.592674,45.49372616,8.96026,8.888014,8.318214,8.296869,7.881416,8.12032,8.871527,8.855107,2.650157,2.604182,2.472845,2.663316,4.233036,4.275728,-4.234628,3.540076,5.668201,5.622225,-6.283772,6.521856,1.673987,1.624282,1.029591,1.01539,0.07975,0.107489,0.006935,0.034672,0.076267,0.0624,0.537286,0.509555
0.015949074,-121.672127,45.51925441,8.994742,8.922496,8.342844,8.321499,7.908508,8.147412,8.886305,8.869885,2.650157,2.604182,2.466277,2.656748,4.26916,4.311852,-4.267467,3.572915,5.710893,5.664917,-6.33303,6.571114,1.563928,1.514223,1.045567,1.031366,0.027739,0.055478,0.055477,0.01387,0.0936,0.079733,0.533819,0.506088
0.015960648,-121.733711,45.53904134,9.021014,8.948768,8.3724,8.351055,7.920002,8.158906,8.91586,8.89944,2.650157,2.604182,2.469561,2.660032,4.305284,4.347976,-4.241195,3.546643,5.740449,5.694473,-6.359301,6.597385,1.737893,1.688188,1.111248,1.097047,0.041609,0.069348,0.013869,0.027738,0.138666,0.124799,0.603146,0.575415
0.015972222,-122.773941,45.87326724,9.062064,8.989818,8.395388,8.374043,7.9512,8.190104,8.937206,8.920786,2.673145,2.62717,2.508969,2.69944,4.377531,4.420223,-4.352849,3.658297,5.799562,5.753586,-6.418412,6.656496,1.689964,1.640259,1.111248,1.097047,-0.006935,0.020804,0,0.041607,0.117866,0.103999,0.596213,0.568482
0.015984954,-121.070015,45.32579582,9.112966,9.04072,8.393745,8.3724,7.837904,8.076808,8.933922,8.917502,2.801219,2.755244,2.663317,2.853788,4.466198,4.50889,-4.346281,3.651729,5.835686,5.78971,-6.395424,6.633508,1.714816,1.665111,1.114798,1.100597,-0.003467,0.024272,0.024271,0.017336,0.142133,0.128266,0.644742,0.617011
0.015996528,-100.107735,38.59061526,7.837142,7.764896,7.231225,7.20988,6.998857,7.237761,7.704085,7.687665,2.830775,2.7848,2.630477,2.820948,3.848811,3.891503,-3.748607,3.054055,5.093498,5.047522,-5.636841,5.874925,1.610082,1.560377,1.118348,1.104147,0.010402,0.038141,-0.020804,0.062411,0.1248,0.110933,0.578882,0.551151
