Time in Minutes,Load in bar,Load in kN,Stud1-Axial-O,Stud1-Axial,Stud2-Axial-O,Stud2-Axial,Stud3-Axial-O,Stud3-Axial,Stud4-Axial-O,Stud4-Axial,Stud1-Bottom-O,Stud1-Bottom,Stud2-Bottom-O,Stud2-Bottom,Stud3-Bottom-O,Stud3-Bottom,Stud4-Bottom-O,Stud4-Bottom,Stud1-Mid-O,Stud1-Mid,Stud2-Mid-O,Stud2-Mid,Stud3-Mid-O,Stud3-Mid,Stud4-Mid-O,Stud4-Mid,Stud1-Top-O,Stud1-Top,Stud2-Top-O,Stud2-Top,Stud3-Top-O,Stud3-Top,Stud4-Top-O,Stud4-Top,Pb1-Mid-Left,Pb1-Pb2-Mid-Left,Pb1-Mid-Mid,Pb1-Pb2-Mid-Mid,Pb2-Mid-Mid,Pb3-Mid-Mid,Pb2-Mid-L,Pb3-Pb4-Mid-Mid,Pb1-Mid-Right,Pb1-Pb2-Mid-Right,Pb2-Mid-Right,Pb3-Mid-Right,Pb3-Pb4-Mid-Right,Pb3-Mid-Left,Pb3-Pb4-Mid-Left,Pb4-Top-Left,Pb4-Top-Right,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Mid-Mid,Stud4-Mid-HF,Stud1-Mid-HF,Stud3-Mid-CF,Stud2-Mid-HF,Stud2-Mid-CF,Stud3-Mid-HF,Stud1-Mid-CF,Stud4-Mid-CF,Stud1-Mid-HF,Stud2-Mid-HF,Stud3-Mid-HF,Stud4-Mid-HF,Stud1-Mid-CF,Stud2-Mid-CF,Stud3-Mid-CF,Stud4-Mid-CF,Stud2-T-HF,Stud3-T-HF,Stud2-Mid-HF,Stud3-Mid-HF,Stud2-L-HF,Stud3-L-HF,Stud2-T-CF,Stud3-T-CF,Stud2-Mid-CF,Stud3-Mid-CF,Stud2-L-CF,Stud3-L-CF,Stud2-Mid-HF,Stud3-Mid-HF,Stud2-Mid-CF,Stud3-Mid-CF,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
42,-4.015037594,14.86461039,0.446933114,-4.5946779,-0.474120551,-4.418092985,-0.73219482,-4.749633681,-1.71453963,-4.361889015,-3.425627883,-4.716145566,6.271312381,-6.999297118,6.366111952,-6.510337872,-4.553004158,-4.441642412,-6.075867701,-7.741077991,-9.735104441,-10.63899818,-9.753486481,-9.905122992,-7.08455301,-7.039914859,0.004915758,-0.002537165,12.3018018,-12.53303303,-11.92766215,-11.66296221,-8.272128137,-8.322342379,974.8596035,448.160736,909.6055589,375.4406244,114.073847,76.8973847,113.0622831,53.71681095,867.4117228,363.8802872,103.8641008,73.19070946,47.16901696,78.51824755,54.91494912,25.88067405,25.75918502,26.97423049,23.20871369,27.50895965,96.57137435,100.9561063,78.76387061,100.7343504,84.1208562,101.2025086,76.23443044,66.74046614,120.0216406,110.1761479,104.6282243,99.28076254,89.99891892,88.17839256,89.482235,76.77460984,88.07999929,103.5190341,110.1761479,104.6282243,100.3647702,98.46785043,74.1723814,81.98243318,88.17839256,89.482235,83.01468675,85.22721287,110.1761479,104.6282243,88.17839256,89.482235,917.2922951,395.8272159,110.3334103,76.2021139,51.93359235,34.04826532
43,-4.045112782,15.05551948,0.523990548,-4.671735334,-0.391339231,-4.500874305,-0.639201321,-4.84262718,-1.632076057,-4.444352588,-3.451460789,-4.741978472,6.366101014,-7.094085751,6.430660615,-6.574886535,-4.611008316,-4.49964657,-6.155083708,-7.820293998,-9.841776516,-10.74567025,-9.841309209,-9.99294572,-7.128745185,-7.084107034,-0.000782953,0.003161546,12.46356356,-12.69479479,-12.08729036,-11.82259042,-8.363334013,-8.413548255,982.1310532,458.7707558,917.5386235,386.6869067,113.77777,77.36395211,113.4076848,54.76822252,873.2993752,372.3861565,104.2338299,73.85331974,47.82827193,78.59193343,55.96661816,26.63398301,26.48817093,27.97082481,23.79154408,28.40842706,96.49749485,101.2025086,80.50807631,100.4633233,84.31752822,101.5228422,78.56737137,67.79455376,124.6879991,116.9609995,107.3401424,99.94593227,90.34339582,88.15379411,89.9497093,77.75687904,88.39978253,106.6004506,116.9609995,107.3401424,101.6460506,98.27079305,74.68782568,82.05616005,88.15379411,89.9497093,84.63713284,85.98947724,116.9609995,107.3401424,88.15379411,89.9497093,924.3230173,405.9479396,110.4730949,76.60306843,52.85437087,34.90528852
44,-4.022556391,15.10616883,0.622624062,-4.770368848,-0.297685661,-4.594527875,-0.53291714,-4.948911361,-1.526361476,-4.550067169,-3.519015889,-4.809533572,6.49733909,-7.225323827,6.524962179,-6.669188099,-4.674002079,-4.562640333,-6.276153532,-7.941363822,-9.990833502,-10.89472724,-9.956779833,-10.10841634,-7.173140077,-7.128501926,0.005530228,-0.003151635,12.65585586,-12.88708709,-12.27722772,-12.01252778,-8.45862069,-8.508834932,987.5232811,469.1555001,916.8099487,397.8596726,113.6544068,77.75687904,113.8517885,55.7954009,876.4080675,381.3291768,104.431025,74.39328051,48.46319793,78.6656202,56.87172222,27.41173121,27.14436436,28.9433347,24.39874386,29.2351305,96.8668993,101.1285871,81.88413202,100.3647702,84.88299311,101.5721253,80.38522885,69.04501502,129.0593807,118.5652751,112.3715127,100.3401321,91.057008,88.10459747,90.68788937,78.39543973,88.8425837,110.0281624,118.5652751,112.3715127,102.6071367,98.39395335,75.10512343,82.20361635,88.10459747,90.68788937,84.66171845,86.9977664,118.5652751,112.3715127,88.10459747,90.68788937,926.9137658,416.1147832,110.6457401,76.93859325,53.71010702,35.79655884
45,-3.827067669,14.8237013,0.705846091,-4.853590877,-0.210913392,-4.681300144,-0.421452894,-5.060375607,-1.437904309,-4.638524336,-3.558892875,-4.849410558,6.53419018,-7.262174917,6.519616742,-6.663842662,-4.66547817,-4.554116424,-6.397427521,-8.062637811,-10.13542892,-11.03932265,-10.04765196,-10.19928847,-7.221994729,-7.177356578,0.005609514,-0.003230921,12.82832833,-13.05955956,-12.4307941,-12.16609416,-8.539012446,-8.589226688,987.7534493,479.0359704,921.1839451,407.894112,114.0245003,77.70776178,114.8387488,56.40691839,877.9757373,390.7785963,104.9240314,74.49146058,49.41574794,79.08319532,57.31210283,28.18962037,27.82496729,30.03767072,25.00603011,30.18360314,97.18706382,101.0546663,83.33422743,100.5126003,85.35015284,101.5474837,82.00700871,70.32028719,132.8883089,119.6266778,117.7754518,101.5721253,91.27848826,88.62117959,91.00779108,79.32884103,89.45763195,113.3336692,119.6266778,117.7754518,103.420446,98.51711552,75.17876729,82.52311668,88.62117959,91.00779108,84.90757964,87.53886145,119.6266778,117.7754518,88.62117959,91.00779108,928.9710439,425.9028929,111.2624268,77.09413923,54.37825638,36.50282007
46,-4.127819549,14.86461039,0.791122984,-4.93886777,-0.120839333,-4.771374203,-0.303590961,-5.17823754,-1.327053839,-4.749374806,-3.665402358,-4.955920041,6.703484286,-7.431469023,6.620373172,-6.764599092,-4.711216216,-4.59985447,-6.578930176,-8.244140466,-10.30152099,-11.20541472,-10.18263875,-10.33427526,-7.260308129,-7.215669978,0.004033697,-0.001655104,13.01731732,-13.24854855,-12.63689634,-12.3721964,-8.636339523,-8.686553765,986.1936903,488.4854941,920.5552095,418.0042856,114.1231939,78.12527124,115.5790251,57.48337247,877.3784595,401.3252966,104.8747295,75.03148049,49.90430976,79.00950353,58.21745172,29.06491388,28.55430437,31.05930107,25.73488763,31.05930107,97.1378069,101.3503533,84.19460751,100.660433,85.62062876,101.8678302,83.70294781,71.30146425,137.1379889,120.3425566,122.218834,105.8854702,91.81991302,88.12919575,91.62302661,79.94299809,90.39260816,116.93632,120.3425566,122.218834,104.2831283,98.71417888,75.74340087,82.69516192,88.12919575,91.62302661,85.20262515,87.83402226,120.3425566,122.218834,88.12919575,91.62302661,928.0424531,435.9383587,111.5256495,77.38875175,55.20171132,37.3603101
47,-3.804511278,13.35616883,0.927771499,-5.075516285,0.030199547,-4.922413083,-0.125477247,-5.356351254,-1.153839,-4.922589645,-3.829113275,-5.119630958,6.852896877,-7.580881614,6.728492184,-6.872718104,-4.714126819,-4.602765073,-6.852919559,-8.518129849,-10.55319408,-11.45708781,-10.36519618,-10.51683269,-7.297202514,-7.252564363,-0.004995045,0.007373638,13.25735736,-13.48858859,-12.83693675,-12.57223681,-8.673678841,-8.723893083,1000.382804,497.5533208,930.9543566,427.2461806,114.888099,77.97791167,117.1090777,57.97274668,880.2412024,410.9504518,105.3677599,75.00693305,50.83271602,79.35340614,58.65795087,29.89174322,29.28376505,32.05683918,26.4638694,31.93517593,97.40872375,101.5228422,85.10427519,101.2764306,85.94029626,102.0649724,85.00592668,72.33188394,141.3389238,121.3794149,125.478218,114.0245003,92.13986477,88.25218843,92.01680475,80.63092617,91.130834,120.5153608,121.3794149,125.478218,104.8747295,100.3401321,76.23443044,83.11300528,88.25218843,92.01680475,85.96488671,88.35058415,121.3794149,125.478218,88.25218843,92.01680475,937.1927876,445.2499844,112.4549789,77.44608362,55.82113786,38.11557258
48,-4.007518797,15.07305195,0.923661769,-5.071406555,0.046009052,-4.938222588,-0.089196161,-5.39263234,-1.151958252,-4.924470393,-3.919938493,-5.210456176,6.900793252,-7.628777989,6.761169945,-6.905395865,-4.716517672,-4.605155926,-7.016251531,-8.681461821,-10.60551612,-11.50940985,-10.44529376,-10.59693027,-7.3205149,-7.275876749,-0.00493558,0.007314173,13.40540541,-13.63663664,-13.02081229,-12.75611235,-8.777127117,-8.827341359,998.6126746,506.3584718,929.9460141,436.8511806,115.6530553,78.10071106,118.9108384,58.73137114,885.0251738,420.0146516,105.6882438,75.22786371,51.51692073,79.37797134,59.24534299,30.71873083,29.98902767,32.95725299,27.19297528,32.68954295,98.0244781,101.9171153,85.91570591,102.0649724,86.65345561,102.1635452,86.13702232,73.4115711,145.3920659,122.7373238,128.3924862,116.4920973,92.16447703,88.32598509,92.09064051,81.44179565,93.83830283,123.7002831,122.7373238,128.3924862,106.2799354,104.5296241,76.97105083,82.81805421,88.32598509,92.09064051,85.86652548,88.89178557,122.7373238,128.3924862,88.32598509,92.09064051,937.8612875,454.4081013,113.4173792,77.56884871,56.49787829,38.89046872
49,-4.097744361,14.74383117,0.99969177,-5.147436556,0.134375643,-5.026589179,0.011092766,-5.492921267,-1.054758706,-5.021669939,-4.094925679,-5.385443362,7.056130134,-7.784114871,6.923852748,-7.068078668,-4.773794179,-4.662432433,-7.242874643,-8.908084933,-10.79695802,-11.70085175,-10.59125839,-10.7428949,-7.36551794,-7.320879789,-0.005213082,0.007591675,13.61221221,-13.84344344,-13.22287331,-12.95817337,-8.866292593,-8.916506835,1003.334871,515.0663051,934.6873996,446.4419395,116.4920973,78.39543973,121.5769207,59.53906466,885.7233005,428.6158667,106.0333927,75.59609994,51.98125826,79.30427601,59.93072,31.5458764,30.76738208,33.93088244,27.99513488,33.61442907,98.14763463,105.7622032,87.0223607,102.5332032,86.75182834,102.5578476,87.39128582,74.19692533,149.8657131,124.6139181,130.961399,117.3558787,92.18908936,88.69498018,92.21370178,82.12988777,97.33483642,127.3798435,124.6139181,130.961399,107.1921995,109.5102305,77.29028116,83.26048587,88.69498018,92.21370178,86.53049171,89.21160617,124.6139181,130.961399,88.69498018,92.21370178,941.2485239,463.3747038,114.7008036,77.76527189,57.15034764,39.64114988
50,-3.789473684,15.09902597,1.059282852,-5.207027638,0.205472125,-5.097685661,0.105190383,-5.587018884,-0.968895319,-5.107533326,-4.240184521,-5.530702204,7.154433176,-7.882417913,7.019364599,-7.163590519,-4.773378378,-4.662016632,-7.478276848,-9.143487138,-11.00198743,-11.90588116,-10.77096971,-10.92260622,-7.415994324,-7.371356173,0.005659068,-0.003280475,13.82052052,-14.05175175,-13.43301677,-13.16831683,-8.95158131,-9.001795552,1004.567727,523.912032,937.3379253,455.2670807,118.0963115,78.22351294,127.30575,59.83280334,891.4873637,436.3559495,106.9949458,75.47335197,52.88562335,79.57449653,60.10207871,32.44618447,31.59453693,34.8560311,28.79744421,34.36908641,98.56638091,110.422795,87.85861957,103.3711524,87.26830856,102.8782314,88.32598509,75.10512343,154.7350287,126.2437806,133.8024181,117.7014084,92.28753954,89.01479176,92.48444385,82.54769429,99.99520623,130.5908608,126.2437806,133.8024181,108.6717307,114.8387488,77.92879261,83.13758514,89.01479176,92.48444385,86.25997903,89.72827025,126.2437806,133.8024181,89.01479176,92.48444385,944.4643385,471.8450208,117.4656691,77.75712048,57.60683513,40.28460427
51,-4.037593985,14.79383117,1.120928799,-5.268673585,0.287348282,-5.179561818,0.202259829,-5.68408833,-0.889046192,-5.187382453,-4.476371092,-5.766888775,7.389095291,-8.117080028,7.237014624,-7.381240544,-4.856850312,-4.745488566,-7.738995508,-9.404205798,-11.24980734,-12.15370107,-10.98646066,-11.13809717,-7.468903304,-7.424265153,0.002507433,-0.00012884,14.08318318,-14.31441441,-13.68155183,-13.41685189,-9.065843705,-9.116057947,1008.191595,532.7329597,940.2176034,464.6460167,119.9228988,78.29719525,135.8037056,60.34688686,894.3099543,443.8276216,107.833302,75.64519984,53.4723292,79.50079885,60.56722424,33.20064,32.32451032,35.73266756,29.59990301,35.39173262,98.8373459,115.1842051,88.76878155,104.7021752,87.76023087,103.5190341,89.26081063,75.91525659,159.6537483,128.5900819,137.1132794,117.7260895,92.45983052,88.89178557,92.85365362,82.91636973,101.1039468,134.1236007,128.5900819,137.1132794,109.7568615,119.7501024,78.05159101,83.43255081,88.89178557,92.85365362,86.62886265,89.65445877,128.5900819,137.1132794,88.89178557,92.85365362,947.573051,480.4021994,121.1866355,77.81439798,58.12881343,41.0208807
52,-3.751879699,15.26980519,1.179492448,-5.327237234,0.361067682,-5.253281218,0.276927046,-5.758755547,-0.819685853,-5.256742792,-4.70302409,-5.993541773,7.577266794,-8.305251531,7.470095814,-7.614321734,-4.908825364,-4.797463618,-8.028093099,-9.693303389,-11.50168323,-12.40557696,-11.27717016,-11.42880667,-7.546746402,-7.502108251,-0.002319128,0.004697721,14.30500501,-14.53623624,-13.93412811,-13.66942817,-9.168475821,-9.218690063,1015.321163,541.3430808,944.8192399,473.8505376,122.2929028,78.54280941,155.2293781,60.9344743,896.2594206,451.055863,108.6963914,75.96435914,53.86350592,79.156888,61.13035176,34.10128988,33.12762247,36.48768878,30.49980696,36.02491851,99.28076254,120.0216406,89.482235,110.1761479,88.17839256,104.6282243,89.99891892,76.77460984,164.4733215,132.8388987,139.5349221,119.5526236,92.36137803,88.91638663,92.97672765,83.35880814,102.1142587,134.3459606,132.8388987,139.5349221,111.2614392,126.2190844,78.22351294,83.80127679,88.91638663,92.97672765,86.70264179,89.72827025,132.8388987,139.5349221,88.91638663,92.97672765,952.1332746,488.7498271,128.7395574,77.88801885,58.64277732,41.7719213
53,-3.654135338,14.88733766,1.237028665,-5.384773451,0.429386957,-5.321600493,0.35962233,-5.841450831,-0.744435259,-5.331993386,-4.935315223,-6.225832906,7.808916558,-8.536901295,7.65910237,-7.80332829,-4.980135135,-4.868773389,-8.320865659,-9.986075949,-11.80101399,-12.70490772,-11.51482009,-11.6664566,-7.614656396,-7.570018245,-0.004806739,0.007185332,14.56376376,-14.79499499,-14.18872499,-13.92402505,-9.302326056,-9.352540298,1018.749309,551.0539567,947.6536285,482.2023001,125.8239514,78.42000109,170.5526322,61.17932229,902.4137935,458.1829989,110.1021549,75.96435914,54.54814088,78.96037616,61.27726476,34.8560311,34.00391339,37.43773739,31.27825321,36.95050751,99.94593227,124.6879991,89.9497093,116.9609995,88.15379411,107.3401424,90.34339582,77.75687904,170.4537907,138.8430034,142.9205906,120.7869147,92.26292687,88.91638663,93.05057304,84.0225224,102.8535861,137.1379889,138.8430034,142.9205906,113.5310451,130.7390752,78.44456256,83.80127679,88.91638663,93.05057304,86.65345561,90.14654983,138.8430034,142.9205906,88.91638663,93.05057304,956.2722436,497.1464186,135.4929128,77.7815788,59.00157598,42.37183423
54,-3.751879699,14.88149351,1.295592315,-5.443337101,0.499763423,-5.391976959,0.444505211,-5.926333712,-0.672470807,-5.403957838,-5.225730395,-6.516248078,8.110252033,-8.83823677,7.921230459,-8.065456379,-5.07524948,-4.963887734,-8.63915884,-10.30436913,-12.12630298,-13.03019671,-11.74413499,-11.8957715,-7.671011555,-7.626373404,0.001833499,0.000545094,14.84194194,-15.07317317,-14.46352799,-14.19882805,-9.403733932,-9.453948174,1021.845145,560.0885747,949.2995024,490.5010747,130.5908608,78.42000109,180.9780936,61.49764213,904.1917695,465.4917193,111.7054547,76.06256546,55.08613571,78.42000109,61.49764213,35.73266756,34.92907746,38.3392537,32.10550544,37.87629005,100.3401321,129.0593807,90.68788937,118.5652751,88.10459747,112.3715127,91.057008,78.39543973,179.4714208,150.0387321,147.1221707,122.3175925,92.16447703,88.76878155,93.49366082,84.44045123,103.3465057,141.1659331,150.0387321,147.1221707,116.4180618,135.3095447,78.46912412,83.87502449,88.76878155,93.49366082,86.77642174,90.44182085,150.0387321,147.1221707,88.76878155,93.49366082,958.4454722,505.3604562,141.0914697,77.63418922,59.36047332,42.94256088
55,-3.812030075,14.86590909,1.34799137,-5.495736156,0.564523761,-5.456737297,0.535620679,-6.01744918,-0.569360339,-5.507068306,-5.528139416,-6.818657099,8.356762727,-9.084747464,8.113464448,-8.257690368,-5.081278586,-4.96991684,-9.050959575,-10.71616987,-12.51020077,-13.4140945,-12.04236633,-12.19400284,-7.751692682,-7.707054531,0.006204163,-0.00382557,15.10740741,-15.33863864,-14.71004243,-14.44534249,-9.481065089,-9.531279331,1014.986254,568.4709324,948.995598,498.6307842,147.1963192,78.24807361,225.9665928,61.64456561,906.2962843,472.6769935,113.9751538,76.03801373,55.7220239,77.83055569,61.44866856,36.41461656,35.73266756,39.02160363,32.98159108,38.36362154,101.5721253,132.8883089,91.00779108,119.6266778,88.62117959,117.7754518,91.27848826,79.32884103,190.237354,163.608301,151.9913916,125.0337149,91.99219299,88.10459747,94.2814372,84.85840667,104.135234,144.6753244,163.608301,151.9913916,120.2438124,139.5843454,78.51824755,83.85044183,88.10459747,94.2814372,87.0223607,90.46642732,163.608301,151.9913916,88.10459747,94.2814372,956.7593786,513.25957,162.3793553,77.37221434,59.60508602,43.43037547
56,-3.714285714,14.82694805,1.389088667,-5.536833453,0.616159226,-5.508372762,0.612248478,-6.094076979,-0.48906686,-5.587361785,-5.876576115,-7.167093798,8.689225826,-9.417210563,8.328895613,-8.473121533,-5.132837838,-5.021476092,-9.487464271,-11.15267456,-12.95777733,-13.86167106,-12.36519618,-12.51683269,-7.805007095,-7.760368944,0.005322101,-0.002943508,15.40820821,-15.63943944,-14.9808042,-14.71610426,-9.591042644,-9.641256886,1023.032583,577.6070956,954.1143929,507.0608357,165.1406117,78.39543973,263.502815,62.03638202,910.7594181,480.7247922,116.5414546,76.33264124,55.94215819,76.79916461,61.66905326,37.34028713,36.53640426,39.80155977,33.76048163,39.36281771,105.8854702,137.1379889,91.62302661,120.3425566,88.12919575,122.218834,91.81991302,79.94299809,208.1930607,179.6937246,157.7258281,126.8364993,91.81991302,88.22758972,95.14316152,85.07968793,105.2938037,148.679305,179.6937246,157.7258281,125.3547436,144.1068819,78.69018265,83.60462033,88.22758972,95.14316152,86.9977664,90.71249669,179.6937246,157.7258281,88.22758972,95.14316152,962.6354648,521.7975745,181.7282937,77.17574852,59.88253116,44.00614199
57,-3.706766917,14.98214286,1.439432857,-5.587177643,0.665459782,-5.557673318,0.69946342,-6.181291921,-0.407223313,-5.669205332,-6.265197335,-7.555715018,9.125112963,-9.8530977,8.638628341,-8.782854261,-5.217245322,-5.105883576,-9.950102082,-11.61531237,-13.48606773,-14.38996146,-12.70449278,-12.85612929,-7.893188729,-7.848550578,0.001417245,0.000961348,15.79229229,-16.02352352,-15.34249343,-15.07779349,-9.723464599,-9.773678841,1015.089299,587.3823376,967.398115,515.8152332,175.963626,78.02703113,300.7314607,62.1098509,917.4381089,489.4464489,120.391929,76.25898299,56.43138066,75.20331545,61.35072283,38.09558262,37.5351898,40.53289194,34.5395109,39.87468762,114.0245003,141.3389238,92.01680475,121.3794149,88.25218843,125.478218,92.13986477,80.63092617,217.8231811,196.8261355,163.7071613,129.6027946,91.40153579,88.44898127,95.7094903,85.5714505,107.1182288,152.213848,196.8261355,163.7071613,136.1496242,148.7781718,78.44456256,83.6783658,88.44898127,95.7094903,87.0223607,90.98318275,196.8261355,163.7071613,88.44898127,95.7094903,966.6418412,530.8813399,199.0290052,76.49644319,59.9639848,44.42578531
58,-3.714285714,14.94772727,1.485667317,-5.633412103,0.705482411,-5.597695947,0.776390465,-6.258218966,-0.347153043,-5.729275602,-6.60399795,-7.894515633,9.612812531,-10.34079727,8.973071104,-9.117297024,-5.281902287,-5.170540541,-10.43111474,-12.09632503,-14.15570878,-15.05960251,-13.11900793,-13.27064444,-8.00123657,-7.956598419,-0.000574827,0.00295342,16.18218218,-16.41341341,-15.66983229,-15.40513235,-9.850989594,-9.901203836,1023.600627,597.8230366,968.33957,524.1226228,206.2953627,77.2411677,340.7428831,62.18332082,918.7198547,498.1154845,126.959985,76.25898299,56.7494012,73.33794961,60.98344296,38.80226548,38.41235763,41.21557596,35.39173262,40.63041189,116.4920973,145.3920659,92.09064051,122.7373238,88.32598509,128.3924862,92.16447703,81.44179565,226.7042289,211.3960783,170.3055278,133.4318287,90.93396634,89.43302898,96.15273306,86.11243125,108.3511465,154.5372889,211.3960783,170.3055278,146.3312592,154.2159616,78.46912412,83.48171307,89.43302898,96.15273306,86.75182834,91.54919559,211.3960783,170.3055278,89.43302898,96.15273306,970.2200173,540.0203813,224.6660769,75.6127001,59.97205499,44.8113071
59,-3.676691729,14.76720779,1.538066372,-5.685811158,0.761026538,-5.653240074,0.86708286,-6.348911361,-0.269443009,-5.806985636,-6.96524859,-8.255766273,10.16959534,-10.89758008,9.318809884,-9.463035804,-5.348326403,-5.236964657,-10.93336056,-12.59857085,-14.89186778,-15.79576151,-13.59959341,-13.75122992,-8.12509629,-8.080458139,0.004985134,-0.002606541,16.6047047,-16.83593593,-16.03152152,-15.76682158,-9.969944909,-10.02015915,1023.962156,608.7213027,973.305018,533.2710873,239.8700639,76.75005517,379.5419309,62.1098509,920.9072895,506.3818843,137.6568953,75.89070547,57.06744212,72.06199402,60.44481341,39.85031154,39.11909071,41.72765678,36.04927363,41.45941673,117.3558787,149.8657131,92.21370178,124.6139181,88.69498018,130.961399,92.18908936,82.12988777,236.1391065,224.023795,178.5327759,137.9287073,91.20466075,91.0323995,96.89152688,86.21079608,109.7815249,158.4673401,224.023795,178.5327759,156.8360081,159.8267649,78.34631729,83.13758514,91.0323995,96.89152688,86.9977664,91.74607999,224.023795,178.5327759,91.0323995,96.89152688,972.7248211,549.4580914,252.3562967,74.90091822,59.87403548,45.07972496
60,-3.992481203,14.98798701,1.590465427,-5.738210213,0.790598642,-5.682812178,0.942668455,-6.424496956,-0.21453963,-5.861889015,-7.360943106,-8.651460789,10.81112562,-11.53911036,9.715078164,-9.859304084,-5.386164241,-5.274802495,-11.51033075,-13.17554104,-15.71016021,-16.61405394,-14.10030494,-14.25194145,-8.241252787,-8.196614636,0.005302279,-0.002923686,17.05535536,-17.28658659,-16.38916953,-16.12446959,-10.08890022,-10.13911446,1023.187496,621.045579,973.1776203,543.6594934,270.609639,75.47335197,413.3658687,61.74251692,925.5626271,515.604599,147.8636591,75.00693305,57.45890502,71.39959138,59.58801992,40.31347978,40.19158877,42.16662935,36.95050751,41.80081592,117.7014084,154.7350287,92.48444385,126.2437806,89.01479176,133.8024181,92.28753954,82.54769429,244.2854574,235.5989217,187.6453404,146.5042702,91.15544283,94.10910407,96.96541008,86.70264179,111.4341097,164.2508892,235.5989217,187.6453404,173.270632,166.7470066,77.85511477,83.70294781,94.10910407,96.96541008,87.36669019,92.06602851,235.5989217,187.6453404,94.10910407,96.96541008,973.9759143,560.1032238,277.2797222,73.9599588,59.59648062,45.25055348
61,-3.789473684,14.84448052,1.660330833,-5.808075619,0.837060276,-5.729273812,1.029831803,-6.511660304,-0.137749302,-5.938679343,-7.837621732,-9.128139415,11.55437293,-12.28235767,10.21886031,-10.36308623,-5.459137214,-5.347775468,-12.16222948,-13.82743977,-16.58178868,-17.48568241,-14.69270177,-14.84433828,-8.386803162,-8.342165011,-0.003191278,0.005569871,17.58638639,-17.81761762,-16.85188927,-16.58718933,-10.25927362,-10.30948786,1030.42417,633.8616599,974.1714321,554.9623647,300.3191209,73.70606644,444.722724,61.66905326,924.4297591,525.8073223,158.8628112,74.81055723,57.36103641,70.56556536,59.122964,41.02051283,41.09366051,42.80077588,37.68137241,42.50808186,117.7260895,159.6537483,92.85365362,128.5900819,88.89178557,137.1132794,92.45983052,82.91636973,252.1760739,249.4572083,197.2208538,157.701111,91.81991302,98.09837179,97.1378069,86.77642174,114.1231939,170.6761836,249.4572083,197.2208538,189.9164646,174.9012901,77.29028116,84.26835966,98.09837179,97.1378069,87.71103705,92.82903906,249.4572083,197.2208538,98.09837179,97.1378069,976.3417869,571.5437823,301.301552,73.02739634,59.38435122,45.51414167
62,-3.812030075,14.78733766,1.733278537,-5.881023323,0.8787698,-5.770983336,1.122340316,-6.604168817,-0.082794254,-5.993634391,-8.376832394,-9.667350077,12.30866553,-13.03665027,10.69924357,-10.84346949,-5.536787942,-5.425426196,-12.90600245,-14.57121274,-17.50837558,-18.41226931,-15.3737345,-15.52537101,-8.590127711,-8.54548956,-0.004836472,0.007215065,18.11951952,-18.35075075,-17.28834108,-17.02364114,-10.43454397,-10.48475821,1033.711367,647.3638157,974.4517836,567.0189819,331.3819052,71.96385541,471.8084797,60.95895857,928.8623245,534.5813093,179.1009086,73.7306084,57.58124348,70.19765215,58.24192289,41.87397624,41.70327066,43.6057815,38.43672587,43.23985222,119.5526236,164.4733215,92.97672765,132.8388987,88.91638663,139.5349221,92.36137803,83.35880814,258.9064191,264.8467639,207.4537434,169.0205518,92.65673944,103.8394527,100.2662182,87.12073878,117.0350384,177.890519,264.8467639,207.4537434,202.991984,182.9538626,76.82371948,84.07168911,103.8394527,100.2662182,88.30138611,93.41981103,264.8467639,207.4537434,103.8394527,100.2662182,979.0084918,582.9880356,327.4304312,71.96403865,58.92737498,45.62153423
63,-3.842105263,14.87824675,1.801089078,-5.948833864,0.941308373,-5.833521909,1.229553194,-6.711381695,-0.016441046,-6.059987599,-8.952947207,-10.24346489,13.09910634,-13.82709108,11.27786183,-11.42208775,-5.683877339,-5.572515593,-13.62629645,-15.29150674,-18.41610221,-19.31999594,-16.07916243,-16.23079894,-8.799939185,-8.755301034,-0.00543112,0.007809713,18.73533534,-18.96656657,-17.84198828,-17.57728834,-10.67510712,-10.72532136,1030.42417,661.6301985,978.2767682,580.3256061,360.8420568,71.00709313,497.6938636,60.24896219,933.148365,543.6360949,202.3509032,71.76758328,57.50784004,69.48642219,57.53230774,42.41052138,42.48369154,44.069334,39.14346281,43.75216142,120.7869147,170.4537907,93.05057304,138.8430034,88.91638663,142.9205906,92.26292687,84.0225224,266.3125023,280.3380804,218.3154731,182.780992,93.71521458,108.2525074,103.6915657,87.24371337,122.687943,185.1763199,280.3380804,218.3154731,218.1677887,191.6689198,76.50451402,80.55721596,108.2525074,103.6915657,88.71958055,94.72459753,280.3380804,218.3154731,108.2525074,103.6915657,980.6164343,595.1972998,353.6289412,70.75369953,58.42970332,45.7435694
