Time in Minutes,Load in bar,Load in kN,Stud1-Axial-O,Stud1-Axial,Stud2-Axial-O,Stud2-Axial,Stud3-Axial-O,Stud3-Axial,Stud4-Axial-O,Stud4-Axial,Stud1-Bottom-O,Stud1-Bottom,Stud2-Bottom-O,Stud2-Bottom,Stud3-Bottom-O,Stud3-Bottom,Stud4-Bottom-O,Stud4-Bottom,Stud1-Mid-O,Stud1-Mid,Stud2-Mid-O,Stud2-Mid,Stud3-Mid-O,Stud3-Mid,Stud4-Mid-O,Stud4-Mid,Stud1-Top-O,Stud1-Top,Stud2-Top-O,Stud2-Top,Stud3-Top-O,Stud3-Top,Stud4-Top-O,Stud4-Top,Pb1-Mid-Left,Pb1-Pb2-Mid-Left,Pb1-Mid-Mid,Pb1-Pb2-Mid-Mid,Pb2-Mid-Mid,Pb3-Mid-Mid,Pb2-Mid-L,Pb3-Pb4-Mid-Mid,Pb1-Mid-Right,Pb1-Pb2-Mid-Right,Pb2-Mid-Right,Pb3-Mid-Right,Pb3-Pb4-Mid-Right,Pb3-Mid-Left,Pb3-Pb4-Mid-Left,Pb4-Top-Left,Pb4-Top-Right,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Mid-Mid,Stud4-Mid-HF,Stud1-Mid-HF,Stud3-Mid-CF,Stud2-Mid-HF,Stud2-Mid-CF,Stud3-Mid-HF,Stud1-Mid-CF,Stud4-Mid-CF,Stud1-Mid-HF,Stud2-Mid-HF,Stud3-Mid-HF,Stud4-Mid-HF,Stud1-Mid-CF,Stud2-Mid-CF,Stud3-Mid-CF,Stud4-Mid-CF,Stud2-T-HF,Stud3-T-HF,Stud2-Mid-HF,Stud3-Mid-HF,Stud2-L-HF,Stud3-L-HF,Stud2-T-CF,Stud3-T-CF,Stud2-Mid-CF,Stud3-Mid-CF,Stud2-L-CF,Stud3-L-CF,Stud2-Mid-HF,Stud3-Mid-HF,Stud2-Mid-CF,Stud3-Mid-CF,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
86,-4.894736842,15.17564935,3.983355594,-8.13110038,3.943314133,-8.835527669,4.457393458,-9.939221959,1.839661052,-7.916089697,-17.27790876,-18.56842644,23.82658901,-24.55457375,22.40484115,-22.54906707,-14.20778586,-14.09642411,-24.79657003,-26.46178032,-31.17720544,-32.08109917,-29.86631429,-30.0179508,-19.70020272,-19.65556457,0.001823588,0.000555005,28.03903904,-28.27027027,-26.62962215,-26.36492221,-18.42270965,-18.47292389,1041.255048,875.7861414,992.5901775,873.7966084,643.631326,132.4683258,784.930844,60.54274184,972.9228374,780.7232678,553.3240515,129.8498062,57.72805359,142.7228787,68.309415,43.70336759,44.4841313,46.09487561,43.06909528,44.0937328,269.6089187,359.1186907,163.4847254,467.1359084,188.4353386,376.4662866,139.4607872,95.46325528,438.1716117,582.34141,471.5737328,325.2106741,167.7108106,249.9226898,216.1491637,106.1566632,372.8158121,399.1654922,582.34141,471.5737328,441.3537039,411.6609799,154.339549,186.534332,249.9226898,216.1491637,193.0756487,189.3487185,582.34141,471.5737328,249.9226898,216.1491637,1002.256021,843.4353392,660.6287405,135.0136702,62.19340348,47.21386132
87,-4.902255639,14.76461039,4.094318299,-8.242063085,4.176599465,-9.068813001,4.671303271,-10.15313177,1.958602873,-8.035031518,-17.50138391,-18.79190159,23.42303444,-24.15101918,22.53494705,-22.67917297,-14.62982328,-14.51846153,-25.00890159,-26.67411188,-30.19363212,-31.09752585,-30.00455377,-30.15619028,-20.17476181,-20.13012366,-0.003389495,0.005768088,27.77407407,-28.0053053,-26.73267327,-26.46797333,-18.78549276,-18.835707,1044.656341,881.1377742,991.6428231,881.2124973,640.3731266,135.7789974,781.8659467,61.22829329,973.8911006,786.9510169,560.8845201,132.6659639,58.38875236,146.8997258,69.06953671,43.80095577,44.31332787,46.75397835,42.87395233,44.2889279,275.9272579,366.2472663,168.6992994,480.1149699,196.011986,387.2580464,143.0194469,96.71913544,448.9140509,592.7773786,481.1000507,330.321835,172.2328835,255.3097458,221.1701628,108.770374,382.2821,406.4245501,592.7773786,481.1000507,448.7728104,419.1159878,159.431298,191.9650862,255.3097458,221.1701628,197.6895641,195.4198415,592.7773786,481.1000507,255.3097458,221.1701628,1003.396755,849.7670961,661.0411978,138.448229,62.89552745,47.71198326
88,-5.097744361,14.58993506,4.192951813,-8.340696599,4.35454639,-9.246759926,4.822061707,-10.30389021,2.032489408,-8.108918053,-17.53623783,-18.82675551,22.71643739,-23.44442213,22.55925366,-22.70347958,-14.83460499,-14.72324324,-24.98644345,-26.65165374,-28.61991482,-29.52380855,-30.07164058,-30.22327709,-20.48876951,-20.44413136,0.009772052,-0.007393459,27.23103103,-27.46226226,-26.73671449,-26.47201455,-18.96872067,-19.01893491,1022.95513,885.2994238,996.4588539,890.6135022,637.3053254,139.3619409,780.7961954,61.8404701,979.4760364,792.55422,568.1430624,135.5319159,59.09848855,150.9038312,69.65809005,43.84975064,44.2889279,47.29109418,42.77638399,44.41092905,282.0428701,373.2931608,174.2589231,492.3288982,202.8193893,397.9071628,146.1829645,97.87669274,460.0636703,603.5289174,491.0400736,335.667787,176.6059435,258.7107418,226.0649487,113.5803896,389.9462625,413.484244,603.5289174,491.0400736,455.5728328,426.8919007,164.5474653,196.9494864,258.7107418,226.0649487,201.6358042,201.4138669,603.5289174,491.0400736,258.7107418,226.0649487,999.6300067,856.1557154,662.0815278,141.9325627,63.53234957,48.16130327
89,-4.92481203,14.95422078,4.308024247,-8.455769033,4.568802715,-9.461016251,5.004086266,-10.48591477,2.118569805,-8.19499845,-17.53521271,-18.82573039,21.65197309,-22.37995783,22.50842158,-22.6526475,-15.08720374,-14.97584199,-24.83536137,-26.50057166,-26.0788481,-26.98274183,-30.01675137,-30.16838788,-20.79831745,-20.7536793,-0.003776016,0.006154609,26.41531532,-26.64654655,-26.68417862,-26.41947868,-19.16051826,-19.2107325,1035.939082,885.2994238,999.7157011,897.2094951,634.2153791,143.0935893,775.281598,62.3547547,980.4714548,798.262645,575.3342617,138.3734964,59.88176143,154.1170917,69.92786455,44.19132931,44.069334,48.14572417,42.53247231,44.92336933,288.0779005,380.3045715,179.8913257,504.0873307,209.3758454,408.0126073,148.4568553,98.86197953,471.7850053,613.422999,500.8791786,341.2957418,181.052189,263.8693801,230.9318691,116.5414546,397.6222147,420.1328863,613.422999,500.8791786,465.8205816,434.1859148,169.7124688,201.5864852,263.8693801,230.9318691,205.8270411,207.059417,613.422999,500.8791786,263.8693801,230.9318691,1005.375413,860.257188,661.610413,145.1947258,64.05479356,48.61063773
90,-4.857142857,14.80616883,4.411794924,-8.55953971,4.783881917,-9.676095453,5.153606439,-10.63543494,2.192042989,-8.268471634,-17.48498206,-18.77549974,20.37493724,-21.10292198,22.40443772,-22.54866364,-15.32420998,-15.21284823,-24.60669661,-26.2719069,-23.03686879,-23.94076252,-29.9151047,-30.06674121,-21.11577134,-21.07113319,0.001347869,0.001030724,25.48018018,-25.71141141,-26.59123055,-26.32653061,-19.33946133,-19.38967557,1020.94192,885.2744912,1001.537684,903.390333,634.5455338,147.0233062,770.2591871,62.94257094,979.1187689,804.2967546,582.2476448,141.3883499,60.49377739,155.9461835,70.34481452,44.1425308,44.45973042,48.58530895,42.80077588,45.02098348,293.7167057,387.4960015,185.7195394,515.745022,215.3612725,418.0042856,150.4589223,99.69956688,484.2423541,625.3071998,510.9234426,346.7965428,185.7442307,268.3150182,236.2618696,119.182359,404.8597278,426.8446618,625.3071998,510.9234426,482.343005,441.47153,174.5059895,206.2953627,268.3150182,236.2618696,209.8686271,213.3912194,625.3071998,510.9234426,268.3150182,236.2618696,1000.532791,864.3205263,662.3507886,148.1192799,64.59372095,49.12357468
91,-4.932330827,14.65551948,4.503236412,-8.650981198,4.995052458,-9.887265994,5.304984006,-10.78681251,2.257249147,-8.333677792,-17.46652998,-18.75704766,19.16316899,-19.89115373,22.3530005,-22.49722642,-15.60695426,-15.49559251,-24.41682319,-26.08203348,-19.93019671,-20.83409044,-29.82565562,-29.97729213,-21.42085952,-21.37622137,0.010822597,-0.008444004,24.57317317,-24.8044044,-26.53667408,-26.27197414,-19.53289125,-19.58310549,1013.106175,883.2305338,996.8177389,908.0508705,639.5470368,151.2004378,767.08385,63.50595703,980.445928,809.9969353,588.9067597,144.3787448,61.20380773,157.2067671,70.66367963,44.41092905,44.55733472,49.24476323,42.8251679,45.38705498,299.0333552,394.5104826,191.4467906,527.3515933,221.2685818,427.5059726,152.2385654,100.6357941,496.5694865,633.6965974,521.3614759,352.4823671,190.731015,273.7813656,241.710192,122.169455,411.9214835,433.1242144,633.6965974,521.3614759,502.8697035,448.7257296,179.1750116,210.607749,273.7813656,241.710192,214.4994309,220.0382552,633.6965974,521.3614759,273.7813656,241.710192,996.7899473,867.0927798,665.1792155,150.9286499,65.12448147,49.62188726
92,-4.827067669,14.06850649,4.587485873,-8.735230659,5.179479531,-10.07169307,5.478856671,-10.96068517,2.361310323,-8.437738968,-17.50138391,-18.79190159,18.2173913,-18.94537604,22.35602622,-22.50025214,-15.93439709,-15.82303534,-24.33311556,-25.99832585,-17.41650781,-18.32040154,-29.80532629,-29.9569628,-21.82122441,-21.77658626,-0.002874133,0.005252726,23.88478478,-24.11601601,-26.5609214,-26.29622146,-19.82732095,-19.87753519,995.2030238,881.1626818,998.1510383,912.1896504,644.4343299,155.3529653,764.7341857,64.06940371,981.5692634,815.0676554,595.4759096,147.3693326,61.9139362,157.8246966,70.61462228,44.89896611,44.53293345,50.07531832,42.63003541,46.16810462,304.1257974,401.3015674,196.8014651,538.6055813,227.0730188,436.5681961,154.4137015,101.5721253,509.0975634,642.0492369,532.3820064,358.0173071,195.5925534,280.2162871,247.692944,126.6636208,418.2881452,439.6332067,642.0492369,532.3820064,526.2518884,456.0667145,183.052645,215.1150411,280.2162871,247.692944,219.9644294,225.8682357,642.0492369,532.3820064,280.2162871,247.692944,991.6411085,869.4733292,668.2148084,153.5156649,65.53265406,50.11045681
93,-4.744360902,14.8724026,4.618308846,-8.766053632,5.320294178,-10.21250771,5.589268393,-11.07109689,2.413599256,-8.490027901,-17.51060994,-18.80112762,17.41600562,-18.14399036,22.2878467,-22.43207262,-16.12878378,-16.01742203,-24.29432421,-25.9595345,-15.15145001,-16.05534374,-29.70164668,-29.85328319,-22.07279546,-22.02815731,0.008592666,-0.006214073,23.18258258,-23.41381381,-26.52657102,-26.26187108,-19.96321159,-20.01342583,990.7724884,878.7473494,999.0743674,916.3326114,646.3241611,159.3077142,762.216408,64.73091803,985.529067,819.0403982,602.1432216,150.5083566,62.55068606,158.6403589,70.56556536,45.14300408,44.75254955,50.4906505,42.8251679,46.63191522,309.3336336,408.2258923,201.9810306,550.0944766,232.8727727,445.4999559,156.9348773,102.5332032,521.4550767,649.3491041,543.1915252,363.6889625,200.2794474,287.1779913,253.4738192,131.4060541,424.9784251,445.4528534,649.3491041,543.1915252,551.5922129,463.7297458,187.2009472,218.9800193,287.1779913,253.4738192,226.4091835,230.8335808,649.3491041,543.1915252,287.1779913,253.4738192,991.7919743,871.373453,670.2279302,156.1521432,65.94905648,50.63819347
94,-5.112781955,14.29383117,4.63680263,-8.784547416,5.469440444,-10.36165398,5.723000722,-11.20482922,2.494099411,-8.570528056,-17.65720144,-18.94771912,16.82578572,-17.55377046,22.27423096,-22.41845688,-16.39489605,-16.2835343,-24.359657,-26.02486729,-13.14982762,-14.05372135,-29.51461679,-29.6662533,-22.37687006,-22.33223191,0.010277502,-0.007898909,22.64484484,-22.87607607,-26.55081835,-26.28611841,-20.16153846,-20.2117527,983.9191089,877.9259609,999.6643904,918.9963624,651.3114012,162.471394,760.4500149,65.39251498,983.1271536,824.1959554,609.1443477,153.672177,63.18751395,159.9256313,70.49198078,45.33824377,45.14300408,50.90601897,43.14227604,47.07135748,314.5596801,416.0405302,206.886894,561.6102594,238.5939274,454.3497519,160.1975134,103.3957992,533.4816588,656.2554943,554.2134105,369.3774502,205.3340465,294.0081853,258.9308783,135.284837,431.3071093,451.4323808,656.2554943,554.2134105,580.2787306,472.5596313,190.8050625,223.0645044,294.0081853,258.9308783,233.6096794,235.9181272,656.2554943,554.2134105,294.0081853,258.9308783,988.903551,873.7060929,673.6352546,158.6897341,66.35733657,51.1708311
95,-4.819548872,14.93019481,4.600842495,-8.748587281,5.599866283,-10.49207982,5.850851305,-11.33267981,2.551451896,-8.627880541,-17.87657611,-19.16709379,16.09033035,-16.81831509,22.1433182,-22.28754412,-16.60799376,-16.49663201,-24.54953042,-26.21474071,-10.9910363,-11.89493003,-29.03687741,-29.18851392,-22.56742347,-22.52278532,-0.00210109,0.004479683,21.95915916,-22.19039039,-26.43766417,-26.17296423,-20.22479086,-20.2750051,986.9607058,877.1296192,1007.471681,923.3475344,657.817661,164.4733215,756.9194309,66.17673625,985.7335543,828.7922925,616.4570267,156.9348773,63.72642897,161.7299202,70.51650886,45.82637916,45.31383836,51.66354877,43.33743049,47.85269057,319.8279689,425.8761817,211.5192483,572.4995624,244.4816238,462.789879,163.608301,104.5542741,545.1804146,661.9618453,565.6608089,375.2259225,211.125098,300.682952,263.0629037,139.1642494,437.2048938,457.5011469,661.9618453,565.6608089,610.0140063,482.1788491,194.0874085,227.2451142,300.682952,263.0629037,242.1272125,240.6797867,661.9618453,565.6608089,300.682952,263.0629037,993.3886471,876.4231487,677.0647062,161.0460396,66.80655803,51.64494467
96,-5.045112782,15.01396104,4.573101819,-8.720846605,5.750658301,-10.64287184,6.026374987,-11.50820349,2.63246874,-8.708897385,-18.09697591,-19.38749359,15.42366703,-16.15165177,21.64094806,-21.78517398,-16.77847193,-16.66711018,-24.80269498,-26.46790527,-8.794727236,-9.69862097,-28.1383208,-28.28995731,-22.76203122,-22.71739307,0.010069376,-0.007690783,21.22682683,-21.45805806,-26.2255001,-25.96080016,-20.32864721,-20.37886145,982.3864391,877.4282293,1006.546282,926.7461808,664.8053431,165.5113239,753.3193136,66.86302392,984.9923397,832.6305979,624.4122898,160.1975134,64.36339984,164.0531707,70.41839717,46.2657451,45.67993312,52.07901926,43.55698923,48.48761988,325.2106741,438.1716117,216.1491637,582.34141,249.9226898,471.5737328,167.7108106,106.1566632,556.3667065,667.1523329,577.2790356,381.1862219,217.6508717,307.1301129,266.8986836,142.9700187,443.4035852,463.1658381,667.1523329,577.2790356,640.3967307,492.7506695,197.6155585,230.6861459,307.1301129,266.8986836,251.4413711,245.609458,667.1523329,577.2790356,307.1301129,266.8986836,991.3083535,878.9350027,680.8456488,163.2540027,67.21494031,52.08485043
97,-4.969924812,14.84188312,4.549470872,-8.697215658,5.948148529,-10.84036207,6.32221649,-11.80404499,2.736633254,-8.813061899,-18.32967709,-19.62019477,14.34581785,-15.07380259,20.55864851,-20.70287443,-16.91048857,-16.79912682,-25.00685994,-26.67207023,-6.038693977,-6.942587711,-26.16840821,-26.32004472,-22.9039327,-22.85929455,0.01012884,-0.007750247,20.36803804,-20.59926927,-25.68801778,-25.42331784,-20.39128749,-20.44150173,980.165145,878.9216043,1006.417772,928.9127223,665.4690363,166.4257329,750.7841367,67.52488394,985.8102398,836.3492907,632.2583656,163.5588708,64.85342976,167.0188514,70.41839717,46.70515271,46.11928515,52.56785409,43.99613838,49.17148597,330.321835,448.9140509,221.1701628,592.7773786,255.3097458,481.1000507,172.2328835,108.770374,566.9018941,672.3240371,588.3204195,386.8058997,224.6878468,314.0034908,272.6592874,147.1963192,449.5260614,468.5919381,672.3240371,588.3204195,670.6628551,504.625872,201.2412457,234.1500262,314.0034908,272.6592874,261.840739,251.0005045,672.3240371,588.3204195,314.0034908,272.6592874,990.797719,881.3945391,682.8371796,165.6678184,67.59890362,52.64217434
98,-5.120300752,14.95162338,4.549470872,-8.697215658,6.204474388,-11.09668792,6.796058198,-12.2778867,2.882649581,-8.959078226,-18.53470015,-19.82521783,12.82940054,-13.55738528,18.61152799,-18.75575391,-16.92816008,-16.81679833,-25.12527562,-26.79048591,-2.609977692,-3.513871426,-22.71852002,-22.87015653,-22.86014596,-22.81550781,-0.000713578,0.003092171,19.32024024,-19.55147147,-24.7241867,-24.45948676,-20.40740665,-20.45762089,975.1909884,879.8427887,1007.188896,928.8875233,661.1090788,167.9332231,748.2745793,68.33393342,987.2675549,839.430221,639.6886447,167.1918425,65.14746947,170.1572642,70.76179563,47.19343215,46.55867888,52.93451278,44.33772797,49.78216457,335.667787,460.0636703,226.0649487,603.5289174,258.7107418,491.0400736,176.6059435,113.5803896,576.7166645,677.9522076,598.5742341,391.3017055,230.5387078,322.0252836,278.8763628,152.3621523,455.5257948,473.9444151,677.9522076,598.5742341,698.2606307,517.0556066,204.717768,238.1275832,322.0252836,278.8763628,273.8057559,256.8514618,677.9522076,598.5742341,322.0252836,278.8763628,989.8824797,882.7201777,683.0241009,168.4274433,68.08106617,53.0920999
99,-5.060150376,14.88344156,4.578238981,-8.725983767,6.536093396,-11.42830693,7.384129605,-12.86595811,3.036932934,-9.113361579,-18.55520246,-19.84572014,10.36459484,-11.09257958,15.28119012,-15.42541604,-16.72545738,-16.61409563,-24.9844018,-26.64961209,2.338105861,1.434212127,-17.23996747,-17.39160398,-22.61688628,-22.57224813,0.008176412,-0.005797819,17.47547548,-17.70670671,-23.08547181,-22.82077187,-20.22234238,-20.27255662,970.2995359,878.7722425,1003.976933,930.4753628,660.5406397,169.539491,745.7182646,68.60364319,990.3118032,841.8226122,647.3165548,170.2066855,65.80911821,174.1600958,70.88444304,47.55967533,47.04694293,53.32564607,44.85016007,50.27076423,341.2957418,471.7850053,230.9318691,613.422999,263.8693801,500.8791786,181.052189,116.5414546,584.943675,683.6102847,608.5332893,395.9834509,234.6412127,330.7073444,285.5723296,156.3663789,461.5913972,479.3643729,683.6102847,608.5332893,720.812232,530.4868496,208.2177036,241.9555016,330.7073444,285.5723296,287.8346984,263.1117845,683.6102847,608.5332893,330.7073444,285.5723296,988.1960906,883.6900725,684.525153,171.3020908,68.43240148,53.56631372
100,-5.293233083,14.77305195,4.727216686,-8.874961472,7.194497017,-12.08671055,8.371437416,-13.85326592,3.243195205,-9.31962385,-17.9227063,-19.21322398,4.041570439,-4.769555176,7.557135653,-7.701361573,-15.9406341,-15.82927235,-23.74920376,-25.41441405,13.76540256,12.86150883,-4.954543606,-5.106180117,-21.65884857,-21.61421042,-0.00012884,0.002507433,12.73203203,-12.96326326,-18.88260255,-18.61790261,-19.63817588,-19.68839012,957.8181977,874.4431013,1001.152685,931.5594821,679.3542585,171.763412,744.1032605,69.02049343,996.4332205,844.1176536,655.0486551,172.8011796,66.12771906,179.5455223,71.25240133,48.02362461,47.51084124,53.88795551,45.28943307,50.90601897,346.7965428,484.2423541,236.2618696,625.3071998,268.3150182,510.9234426,185.7442307,119.182359,592.3316009,688.8460673,620.3630048,403.4130367,237.4893732,340.9832649,293.1093984,161.0131536,467.8639525,484.8519566,688.8460673,620.3630048,738.9248387,545.0400202,211.8641154,245.2907435,340.9832649,293.1093984,307.3238718,269.9750583,688.8460673,620.3630048,340.9832649,293.1093984,985.134701,883.3734123,692.8353914,174.7033713,68.80020461,53.9966903
101,-5.172932331,14.98993506,5.176204665,-9.323949451,7.623523966,-12.5157375,10.53715819,-16.01898669,3.570259378,-9.646688023,-13.1528447,-14.44336238,-29.65056733,28.92258259,-31.06505295,30.92082703,-12.86371102,-12.75234927,-21.08383013,-22.74904042,30.91567633,30.0117826,-34.00333401,-34.15497052,-23.19381715,-23.149179,-0.00419227,0.006570863,-14.87187187,14.64064064,8.233986664,8.498686603,-17.1290961,-17.17931034,945.8059881,871.2364978,1001.999736,929.3915322,754.4787517,173.5918311,752.4257944,69.31475966,1001.460681,845.7471688,669.2631164,172.3317185,66.32379053,188.2872173,70.51650886,48.51204196,47.99920508,54.40142529,45.75315556,51.44360839,352.4823671,496.5694865,241.710192,633.6965974,273.7813656,521.3614759,190.731015,122.169455,599.020285,700.8856703,642.3797899,411.8267564,245.53591,357.1551671,303.4471305,166.6481535,474.3668528,491.0400736,700.8856703,642.3797899,759.3615087,566.1759665,216.9123614,250.9515173,357.1551671,303.4471305,335.8362483,272.7812644,700.8856703,642.3797899,357.1551671,303.4471305,983.0888018,882.1250663,725.3892208,178.0702556,68.71835301,54.31939296
,,10,,-4.147744786,,-4.892213536,,-5.481828501,,-6.076428645,,-1.290517683,,-0.727984737,,-0.14422592,,0.111361746,,-1.66521029,,-0.903893734,,-0.151636511,,0.044638151,,0.002378593,,-0.231231231,,0.264699939,,-0.050214242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
