TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),,Load in kN,Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom
43172.5306,-128.249908,148.249908,47.63269544,8.672919,8.710684,8.679462,8.709017,8.355956,8.35103,8.899493,8.892104,-0.269281,0.259429,-0.170768,0.175694,-0.643666,0.63053,0.220022,0.22659,-0.54843,0.53201,-0.607538,0.612464
43172.53061,-128.764618,148.764618,47.79807176,8.677846,8.715611,8.70245,8.732005,8.372375,8.367449,8.909346,8.901957,-0.262713,0.252861,-0.170768,0.175694,-0.643666,0.63053,0.223306,0.229874,-0.54843,0.53201,-0.610821,0.615747
43172.53062,-129.190598,149.190598,47.93493914,8.684414,8.722179,8.700808,8.730363,8.392079,8.387153,8.919197,8.911808,-0.279132,0.26928,-0.170768,0.175694,-0.643666,0.63053,0.22659,0.233158,-0.54843,0.53201,-0.610821,0.615747
43172.53063,-129.663818,149.663818,48.08698472,8.712327,8.750092,8.714765,8.74432,8.408499,8.403573,8.940543,8.933154,-0.274206,0.264354,-0.170768,0.175694,-0.64695,0.633814,0.239725,0.246293,-0.551714,0.535294,-0.615747,0.620673
43172.53065,-129.487015,149.487015,48.03017792,8.713969,8.751734,8.723796,8.753351,8.410141,8.405215,8.945469,8.93808,-0.265997,0.256145,-0.174052,0.178978,-0.643666,0.63053,0.243009,0.249577,-0.54843,0.53201,-0.623957,0.628883
43172.53066,-130.465683,150.465683,48.34462395,8.733673,8.771438,8.750068,8.779623,8.431486,8.42656,8.973383,8.965994,-0.269281,0.259429,-0.170768,0.175694,-0.643666,0.63053,0.243009,0.249577,-0.54843,0.53201,-0.623957,0.628883
43172.53067,-130.694565,150.694565,48.41816373,8.745167,8.782932,8.750068,8.779623,8.446264,8.441338,8.99637,8.988981,-0.262713,0.252861,-0.170768,0.175694,-0.64695,0.633814,0.246293,0.252861,-0.551714,0.535294,-0.623957,0.628883
43172.53068,-131.475235,151.475235,48.66899301,8.764871,8.802636,8.781265,8.81082,8.474178,8.469252,9.016074,9.008685,-0.265997,0.256145,-0.170768,0.175694,-0.643666,0.63053,0.249577,0.256145,-0.54843,0.53201,-0.630525,0.635451
43172.53069,-132.173584,152.173584,48.89337254,8.792785,8.83055,8.809179,8.838734,8.503734,8.498808,9.039062,9.031673,-0.275848,0.265996,-0.170768,0.175694,-0.643666,0.63053,0.259429,0.265997,-0.54843,0.53201,-0.630525,0.635451
43172.5307,-131.97316,151.97316,48.82897631,8.791142,8.828907,8.810821,8.840376,8.511943,8.507017,9.047272,9.039883,-0.279132,0.26928,-0.170768,0.175694,-0.643666,0.63053,0.259429,0.265997,-0.54843,0.53201,-0.630525,0.635451
43172.53072,-132.164963,152.164963,48.89060261,8.796069,8.833834,8.805895,8.83545,8.520153,8.515227,9.058766,9.051377,-0.272564,0.262712,-0.170768,0.175694,-0.643666,0.63053,0.262713,0.269281,-0.54843,0.53201,-0.630525,0.635451
43172.53073,-132.620972,152.620972,49.0371183,8.819057,8.856822,8.821494,8.851049,8.533289,8.528363,9.075186,9.067797,-0.269281,0.259429,-0.170768,0.175694,-0.643666,0.63053,0.275848,0.282416,-0.54843,0.53201,-0.633809,0.638735
43172.53074,-133.689896,153.689896,49.38056358,8.837118,8.874883,8.830524,8.860079,8.556276,8.55135,9.101458,9.094069,-0.265997,0.256145,-0.170768,0.175694,-0.643666,0.63053,0.272564,0.279132,-0.545146,0.528726,-0.633809,0.638735
43172.53075,-133.721024,153.721024,49.39056501,8.846971,8.884736,8.853513,8.883068,8.574338,8.569412,9.119519,9.11213,-0.272564,0.262712,-0.170768,0.175694,-0.643666,0.63053,0.2857,0.292268,-0.54843,0.53201,-0.640377,0.645303
43172.53076,-133.921432,153.921432,49.4549561,8.861749,8.899514,8.873217,8.902772,8.595684,8.590758,9.131013,9.123624,-0.272564,0.262712,-0.170768,0.175694,-0.640382,0.627246,0.288984,0.295552,-0.545146,0.528726,-0.650229,0.655155
43172.53077,-134.69812,154.69812,49.70450596,8.884736,8.922501,8.886353,8.915908,8.612103,8.607177,9.150717,9.143328,-0.262713,0.252861,-0.170768,0.175694,-0.643666,0.63053,0.298836,0.305404,-0.54843,0.53201,-0.653513,0.658439
43172.53079,-135.941635,155.941635,50.10404733,8.901156,8.938921,8.90113,8.930685,8.644943,8.640017,9.186841,9.179452,-0.256145,0.246293,-0.167484,0.17241,-0.643666,0.63053,0.302119,0.308687,-0.545146,0.528726,-0.653513,0.658439
43172.5308,-135.675018,155.675018,50.01838328,8.915934,8.953699,8.927402,8.956957,8.659721,8.654795,9.198335,9.190946,-0.262713,0.252861,-0.167484,0.17241,-0.64695,0.633814,0.311971,0.318539,-0.54843,0.53201,-0.663365,0.668291
43172.53081,-136.327011,156.327011,50.22786863,8.935637,8.973402,8.938895,8.96845,8.677783,8.672857,9.219681,9.212292,-0.262713,0.252861,-0.170768,0.175694,-0.643666,0.63053,0.325107,0.331675,-0.54843,0.53201,-0.666649,0.671575
43172.53082,-137.064651,157.064651,50.46487237,8.958626,8.996391,8.948748,8.978303,8.699128,8.694202,9.242668,9.235279,-0.272564,0.262712,-0.167484,0.17241,-0.643666,0.63053,0.328391,0.334959,-0.545146,0.528726,-0.673217,0.678143
43172.53083,-137.381805,157.381805,50.56677395,8.979972,9.017737,8.978303,9.007858,8.735251,8.730325,9.339545,9.332156,-0.269281,0.259429,-0.170768,0.175694,-0.643666,0.63053,0.338242,0.34481,-0.54843,0.53201,-0.676501,0.681427
43172.53084,-137.766968,157.766968,50.69052682,8.996391,9.034156,8.978303,9.007858,8.751672,8.746746,9.377311,9.369922,-0.269281,0.259429,-0.167484,0.17241,-0.640382,0.627246,0.338242,0.34481,-0.54843,0.53201,-0.676501,0.681427
43172.53086,-138.272842,158.272842,50.85306413,9.009527,9.047292,9.006217,9.035772,8.769733,8.764807,9.406867,9.399478,-0.275848,0.265996,-0.167484,0.17241,-0.643666,0.63053,0.338242,0.34481,-0.54843,0.53201,-0.676501,0.681427
43172.53087,-139.032333,159.032333,51.09708859,9.025948,9.063713,9.019353,9.048908,8.799289,8.794363,9.436422,9.429033,-0.279132,0.26928,-0.167484,0.17241,-0.64695,0.633814,0.328391,0.334959,-0.54843,0.53201,-0.676501,0.681427
43172.53088,-139.634003,159.634003,51.29040516,9.057145,9.09491,9.040699,9.070254,8.825561,8.820635,9.464336,9.456947,-0.275848,0.265996,-0.167484,0.17241,-0.643666,0.63053,0.34481,0.351378,-0.545146,0.528726,-0.683069,0.687995
43172.53089,-139.832642,159.832642,51.35422787,9.071923,9.109688,9.055476,9.085031,8.84198,8.837054,9.479115,9.471726,-0.292268,0.282416,-0.167484,0.17241,-0.643666,0.63053,0.338242,0.34481,-0.54843,0.53201,-0.689637,0.694563
43172.5309,-140.095291,160.095291,51.438617,9.088343,9.126108,9.070254,9.099809,8.861684,8.856758,9.505386,9.497997,-0.282416,0.272564,-0.167484,0.17241,-0.643666,0.63053,0.341526,0.348094,-0.54843,0.53201,-0.696205,0.701131
43172.53091,-140.972641,160.972641,51.72050955,9.096553,9.134318,9.089958,9.119513,8.892881,8.887955,9.534942,9.527553,-0.295552,0.2857,-0.167484,0.17241,-0.64695,0.633814,0.341526,0.348094,-0.54843,0.53201,-0.699489,0.704415
43172.53093,-141.486252,161.486252,51.88553277,9.126108,9.163873,9.09981,9.129365,8.912585,8.907659,9.553003,9.545614,-0.295552,0.2857,-0.167484,0.17241,-0.643666,0.63053,0.341526,0.348094,-0.545146,0.528726,-0.696205,0.701131
43172.53094,-142.049515,162.049515,52.06650917,9.155664,9.193429,9.145785,9.17534,8.947066,8.94214,9.587485,9.580096,-0.298836,0.288984,-0.167484,0.17241,-0.643666,0.63053,0.34481,0.351378,-0.54843,0.53201,-0.696205,0.701131
43172.53095,-142.886688,162.886688,52.33549285,9.183578,9.221343,9.155638,9.185193,8.970055,8.965129,9.610474,9.603085,-0.311971,0.302119,-0.167484,0.17241,-0.643666,0.63053,0.338242,0.34481,-0.545146,0.528726,-0.699489,0.704415
43172.53096,-143.334961,163.334961,52.47952297,9.203282,9.241047,9.178625,9.20818,8.996325,8.991399,9.626893,9.619504,-0.331675,0.321823,-0.1642,0.169126,-0.643666,0.63053,0.334959,0.341527,-0.545146,0.528726,-0.696205,0.701131
43172.53097,-143.797592,163.797592,52.62816631,9.221344,9.259109,9.191761,9.221316,9.017672,9.012746,9.653165,9.645776,-0.331675,0.321823,-0.167484,0.17241,-0.643666,0.63053,0.34481,0.351378,-0.545146,0.528726,-0.699489,0.704415
43172.53098,-144.077011,164.077011,52.71794363,9.232838,9.270603,9.188478,9.218033,9.034091,9.029165,9.667943,9.660554,-0.341527,0.331675,-0.167484,0.17241,-0.64695,0.633814,0.341526,0.348094,-0.54843,0.53201,-0.699489,0.704415
43172.531,-144.89476,164.89476,52.98068639,9.24269,9.280455,9.208181,9.237736,9.055437,9.050511,9.683541,9.676152,-0.336601,0.326749,-0.167484,0.17241,-0.643666,0.63053,0.351378,0.357946,-0.545146,0.528726,-0.696205,0.701131
43172.53101,-145.112167,165.112167,53.05053926,9.255826,9.293591,9.226243,9.255798,9.080067,9.075141,9.702425,9.695036,-0.34481,0.334958,-0.167484,0.17241,-0.643666,0.63053,0.331675,0.338243,-0.54843,0.53201,-0.696205,0.701131
43172.53102,-145.531967,165.531967,53.185421,9.276351,9.314116,9.231169,9.260724,9.101413,9.096487,9.720487,9.713098,-0.357946,0.348094,-0.1642,0.169126,-0.643666,0.63053,0.348094,0.354662,-0.545146,0.528726,-0.696205,0.701131
43172.53103,-145.608337,165.608337,53.20995868,9.293591,9.331356,9.250873,9.280428,9.121116,9.11619,9.741832,9.734443,-0.364514,0.354662,-0.1642,0.169126,-0.643666,0.63053,0.341526,0.348094,-0.54843,0.53201,-0.699489,0.704415
43172.53104,-146.501129,166.501129,53.49681275,9.306727,9.344492,9.267292,9.296847,9.139178,9.134252,9.759894,9.752505,-0.367798,0.357946,-0.1642,0.169126,-0.643666,0.63053,0.341526,0.348094,-0.54843,0.53201,-0.692921,0.697847
43172.53105,-147.558594,167.558594,53.83657625,9.337925,9.37569,9.293564,9.323119,9.173659,9.168733,9.78945,9.782061,-0.371082,0.36123,-0.160916,0.165842,-0.64695,0.633814,0.34481,0.351378,-0.54843,0.53201,-0.699489,0.704415
43172.53106,-147.799393,167.799393,53.91394497,9.357629,9.395394,9.311626,9.341181,9.196647,9.191721,9.807511,9.800122,-0.394069,0.384217,-0.154348,0.159274,-0.643666,0.63053,0.341526,0.348094,-0.54843,0.53201,-0.696205,0.701131
43172.53108,-147.679764,167.679764,53.87550817,9.375691,9.413456,9.316552,9.346107,9.217993,9.213067,9.840351,9.832962,-0.37765,0.367798,-0.151064,0.15599,-0.643666,0.63053,0.338242,0.34481,-0.551714,0.535294,-0.696205,0.701131
43172.53109,-148.850433,168.850433,54.25164412,9.392111,9.429876,9.341182,9.370737,9.234412,9.229486,9.869907,9.862518,-0.384217,0.374365,-0.14778,0.152706,-0.643666,0.63053,0.338242,0.34481,-0.54843,0.53201,-0.699489,0.704415
43172.5311,-149.050629,169.050629,54.3159671,9.400321,9.438086,9.352675,9.38223,9.259042,9.254116,9.894537,9.887148,-0.387501,0.377649,-0.144496,0.149422,-0.64695,0.633814,0.334959,0.341527,-0.54843,0.53201,-0.696205,0.701131
43172.53111,-149.410172,169.410172,54.43148826,9.413457,9.451222,9.369096,9.398651,9.28203,9.277104,9.915883,9.908494,-0.400637,0.390785,-0.141212,0.146138,-0.64695,0.633814,0.348094,0.354662,-0.545146,0.528726,-0.696205,0.701131
43172.53112,-149.980057,169.980057,54.61459231,9.421667,9.459432,9.383873,9.413428,9.291882,9.286956,9.922451,9.915062,-0.407205,0.397353,-0.141212,0.146138,-0.64695,0.633814,0.341526,0.348094,-0.54843,0.53201,-0.696205,0.701131
43172.53113,-150.297897,170.297897,54.71671431,9.438087,9.475852,9.392083,9.421638,9.314869,9.309943,9.940513,9.933124,-0.413773,0.403921,-0.137928,0.142854,-0.643666,0.63053,0.349736,0.356304,-0.545146,0.528726,-0.696205,0.701131
43172.53115,-150.748367,170.748367,54.86145032,9.470926,9.508691,9.407682,9.437237,9.344425,9.339499,9.968427,9.961038,-0.413773,0.403921,-0.134644,0.13957,-0.64695,0.633814,0.34481,0.351378,-0.545146,0.528726,-0.699489,0.704415
43172.53116,-151.67627,171.67627,55.15958555,9.49063,9.528395,9.429849,9.459404,9.364128,9.359202,10.022613,10.015224,-0.426908,0.417056,-0.128076,0.133002,-0.643666,0.63053,0.351378,0.357946,-0.545146,0.528726,-0.697847,0.702773
43172.53117,-152.179276,172.179276,55.32120138,9.511976,9.549741,9.454479,9.484034,9.388759,9.383833,10.07023,10.062841,-0.426908,0.417056,-0.121508,0.126434,-0.643666,0.63053,0.34481,0.351378,-0.54843,0.53201,-0.696205,0.701131
43172.53118,-153.306259,173.306259,55.68330102,9.526754,9.564519,9.464331,9.493886,9.416672,9.411746,10.093218,10.085829,-0.430192,0.42034,-0.118224,0.12315,-0.64695,0.633814,0.338242,0.34481,-0.54843,0.53201,-0.699489,0.704415
43172.53119,-153.2173,173.2173,55.65471849,9.533322,9.571087,9.474182,9.503737,9.428165,9.423239,10.106354,10.098965,-0.440044,0.430192,-0.118224,0.12315,-0.64695,0.633814,0.338242,0.34481,-0.545146,0.528726,-0.696205,0.701131
43172.5312,-153.177582,173.177582,55.6419571,9.553847,9.591612,9.490602,9.520157,9.442944,9.438018,10.124415,10.117026,-0.430192,0.42034,-0.118224,0.12315,-0.643666,0.63053,0.338242,0.34481,-0.545146,0.528726,-0.699489,0.704415
43172.53122,-153.795807,173.795807,55.84059279,9.57273,9.610495,9.510306,9.539861,9.459363,9.454437,10.147403,10.140014,-0.443328,0.433476,-0.118224,0.12315,-0.643666,0.63053,0.348094,0.354662,-0.545146,0.528726,-0.696205,0.701131
43172.53123,-154.982147,174.982147,56.22176383,9.591613,9.629378,9.515232,9.544787,9.482351,9.477425,10.172033,10.164644,-0.433476,0.423624,-0.111656,0.116582,-0.64695,0.633814,0.341526,0.348094,-0.545146,0.528726,-0.699489,0.704415
43172.53124,-155.296677,175.296677,56.32282232,9.60557,9.643335,9.533294,9.562849,9.498771,9.493845,10.188453,10.181064,-0.449896,0.440044,-0.101804,0.10673,-0.64695,0.633814,0.338242,0.34481,-0.545146,0.528726,-0.696205,0.701131
43172.53125,-155.705429,175.705429,56.45415434,9.620348,9.658113,9.549714,9.579269,9.516832,9.511906,10.209799,10.20241,-0.443328,0.433476,-0.09852,0.103446,-0.64695,0.633814,0.341526,0.348094,-0.545146,0.528726,-0.696205,0.701131
43172.53126,-155.617584,175.617584,56.42592974,9.627737,9.665502,9.561208,9.590763,9.5234,9.518474,10.218009,10.21062,-0.449896,0.440044,-0.09852,0.103446,-0.643666,0.63053,0.34481,0.351378,-0.54843,0.53201,-0.692921,0.697847
43172.53127,-156.217941,176.217941,56.61882444,9.649903,9.687668,9.572701,9.602256,9.544746,9.53982,10.234428,10.227039,-0.463031,0.453179,-0.09852,0.103446,-0.643666,0.63053,0.338242,0.34481,-0.545146,0.528726,-0.696205,0.701131
43172.53129,-156.574829,176.574829,56.73349256,9.653188,9.690953,9.589122,9.618677,9.55624,9.551314,10.247564,10.240175,-0.463031,0.453179,-0.09852,0.103446,-0.643666,0.63053,0.34481,0.351378,-0.54843,0.53201,-0.696205,0.701131
43172.5313,-157.26767,177.26767,56.95610237,9.669607,9.707372,9.597331,9.626886,9.569376,9.56445,10.2607,10.253311,-0.466315,0.456463,-0.09852,0.103446,-0.643666,0.63053,0.341526,0.348094,-0.545146,0.528726,-0.699489,0.704415
43172.53131,-157.346893,177.346893,56.98155672,9.690953,9.728718,9.613751,9.643306,9.58087,9.575944,10.280404,10.273015,-0.466315,0.456463,-0.09852,0.103446,-0.643666,0.63053,0.34481,0.351378,-0.545146,0.528726,-0.696205,0.701131
43172.53132,-157.79451,177.79451,57.12537606,9.702447,9.740212,9.638381,9.667936,9.592363,9.587437,10.290257,10.282868,-0.466315,0.456463,-0.095236,0.100162,-0.64695,0.633814,0.34481,0.351378,-0.545146,0.528726,-0.696205,0.701131
43172.53133,-158.172592,178.172592,57.24685381,9.711478,9.749243,9.651517,9.681072,9.607141,9.602215,10.30175,10.294361,-0.476167,0.466315,-0.0821,0.087026,-0.643666,0.63053,0.338242,0.34481,-0.545146,0.528726,-0.699489,0.704415
43172.53134,-158.509857,178.509857,57.35521705,9.725435,9.7632,9.661369,9.690924,9.621919,9.616993,10.321454,10.314065,-0.482735,0.472883,-0.072248,0.077174,-0.643666,0.63053,0.34481,0.351378,-0.54843,0.53201,-0.699489,0.704415
43172.53136,-159.069153,179.069153,57.53491886,9.747602,9.785367,9.682714,9.712269,9.636697,9.631771,10.336232,10.328843,-0.482735,0.472883,-0.068964,0.07389,-0.643666,0.63053,0.338242,0.34481,-0.545146,0.528726,-0.696205,0.701131
43172.53137,-159.703934,179.703934,57.73887399,9.768127,9.805892,9.710629,9.740184,9.666252,9.661326,10.357578,10.350189,-0.489302,0.47945,-0.062396,0.067322,-0.64695,0.633814,0.325107,0.331675,-0.545146,0.528726,-0.699489,0.704415
43172.53138,-160.148895,180.148895,57.88183996,9.776337,9.814102,9.727049,9.756604,9.679388,9.674462,10.369072,10.361683,-0.502438,0.492586,-0.062396,0.067322,-0.643666,0.63053,0.318539,0.325107,-0.545146,0.528726,-0.696205,0.701131
43172.53139,-160.148895,180.148895,57.88183996,9.791115,9.82888,9.731975,9.76153,9.687598,9.682672,10.380566,10.373177,-0.518858,0.509006,-0.062396,0.067322,-0.64695,0.633814,0.308687,0.315255,-0.545146,0.528726,-0.699489,0.704415
43172.5314,-160.532501,180.532501,58.00509257,9.807535,9.8453,9.746752,9.776307,9.707302,9.702376,10.388776,10.381387,-0.531993,0.522141,-0.062396,0.067322,-0.643666,0.63053,0.292268,0.298836,-0.541862,0.525442,-0.696205,0.701131
43172.53141,-160.885193,180.885193,58.11841251,9.822312,9.860077,9.76974,9.799295,9.736857,9.731931,10.406837,10.399448,-0.551697,0.541845,-0.078816,0.083742,-0.643666,0.63053,0.265997,0.272565,-0.541862,0.525442,-0.689637,0.694563
43172.53143,-161.230621,181.230621,58.22939853,9.838733,9.876498,9.789444,9.818999,9.751636,9.74671,10.418331,10.410942,-0.551697,0.541845,-0.078816,0.083742,-0.643666,0.63053,0.259429,0.265997,-0.538578,0.522158,-0.686353,0.691279
43172.53144,-161.227524,181.227524,58.22840346,9.850226,9.887991,9.799295,9.82885,9.761487,9.756561,10.428184,10.420795,-0.558265,0.548413,-0.085384,0.09031,-0.643666,0.63053,0.246293,0.252861,-0.538578,0.522158,-0.686353,0.691279
43172.53145,-161.89917,181.89917,58.44420332,9.860079,9.897844,9.807506,9.837061,9.771338,9.766412,10.441319,10.43393,-0.553339,0.543487,-0.078816,0.083742,-0.643666,0.63053,0.243009,0.249577,-0.538578,0.522158,-0.687995,0.692921
43172.53146,-162.64563,182.64563,58.68404092,9.87814,9.915905,9.825567,9.855122,9.795969,9.791043,10.457739,10.45035,-0.561548,0.551696,-0.0821,0.087026,-0.640382,0.627246,0.239725,0.246293,-0.535294,0.518874,-0.679785,0.684711
43172.53147,-162.48848,182.48848,58.63354862,9.889634,9.927399,9.830494,9.860049,9.802537,9.797611,10.465949,10.45856,-0.558265,0.548413,-0.078816,0.083742,-0.64695,0.633814,0.220022,0.22659,-0.535294,0.518874,-0.679785,0.684711
43172.53148,-163.136719,183.136719,58.84182781,9.904412,9.942177,9.854302,9.883857,9.815672,9.810746,10.487295,10.479906,-0.574684,0.564832,-0.0821,0.087026,-0.643666,0.63053,0.216738,0.223306,-0.535294,0.518874,-0.679785,0.684711
43172.5315,-163.882965,183.882965,59.08159665,9.924116,9.961881,9.868259,9.897814,9.832092,9.827166,10.551332,10.543943,-0.586178,0.576326,-0.078816,0.083742,-0.643666,0.63053,0.203602,0.21017,-0.535294,0.518874,-0.676501,0.681427
43172.53151,-164.468964,184.468964,59.26987813,9.942178,9.979943,9.883038,9.912593,9.856722,9.851796,10.562826,10.555437,-0.600955,0.591103,-0.0821,0.087026,-0.643666,0.63053,0.193751,0.200319,-0.535294,0.518874,-0.676501,0.681427
43172.53152,-164.731171,184.731171,59.35412524,9.963524,10.001289,9.904383,9.933938,9.8715,9.866574,10.577604,10.570215,-0.627227,0.617375,-0.078816,0.083742,-0.640382,0.627246,0.167479,0.174047,-0.53201,0.51559,-0.676501,0.681427
43172.53153,-165.067322,185.067322,59.46213056,9.978302,10.016067,9.907667,9.937222,9.882994,9.878068,10.59074,10.583351,-0.637078,0.627226,-0.078816,0.083742,-0.643666,0.63053,0.152702,0.15927,-0.535294,0.518874,-0.673217,0.678143
43172.53154,-165.41098,185.41098,59.57254787,9.994722,10.032487,9.937222,9.966777,9.892845,9.887919,10.603876,10.596487,-0.643646,0.633794,-0.078816,0.083742,-0.643666,0.63053,0.141208,0.147776,-0.53201,0.51559,-0.669933,0.674859
43172.53155,-165.849548,185.849548,59.71345977,10.002932,10.040697,9.938865,9.96842,9.905981,9.901055,10.617012,10.609623,-0.66335,0.653498,-0.078816,0.083742,-0.643666,0.63053,0.118221,0.124789,-0.53201,0.51559,-0.663365,0.668291
43172.53156,-166.245728,186.245728,59.84075241,10.014426,10.052191,9.950358,9.979913,9.924043,9.919117,10.630148,10.622759,-0.669917,0.660065,-0.078816,0.083742,-0.643666,0.63053,0.121505,0.128073,-0.53201,0.51559,-0.656797,0.661723
43172.53158,-166.86087,186.86087,60.03839753,10.040698,10.078463,9.963494,9.993049,9.938821,9.933895,10.646568,10.639179,-0.679769,0.669917,-0.078816,0.083742,-0.643666,0.63053,0.088665,0.095233,-0.53201,0.51559,-0.653513,0.658439
43172.53159,-167.429871,187.429871,60.22121755,10.060402,10.098167,9.983198,10.012753,9.956882,9.951956,10.667913,10.660524,-0.702757,0.692905,-0.072248,0.077174,-0.643666,0.63053,0.07553,0.082098,-0.528726,0.512306,-0.653513,0.658439
43172.5316,-167.450394,187.450394,60.22781159,10.071896,10.109661,9.997976,10.027531,9.974944,9.970018,10.682692,10.675303,-0.735596,0.725744,-0.072248,0.077174,-0.643666,0.63053,0.045975,0.052543,-0.525442,0.509022,-0.650229,0.655155
43172.53161,-168.201492,188.201492,60.46913938,10.089957,10.127722,9.999619,10.029174,9.993006,9.98808,10.700753,10.693364,-0.72246,0.712608,-0.062396,0.067322,-0.64695,0.633814,0.032839,0.039407,-0.512306,0.495886,-0.637093,0.642019
43172.53162,-168.391083,188.391083,60.53005497,10.098167,10.135932,10.020143,10.049698,10.01271,10.007784,10.722099,10.71471,-0.745447,0.735595,-0.062396,0.067322,-0.643666,0.63053,0.009852,0.01642,-0.479466,0.463046,-0.623957,0.628883
43172.53163,-168.636749,188.636749,60.60898745,10.116229,10.153994,10.02589,10.055445,10.022562,10.017636,10.735235,10.727846,-0.761867,0.752015,-0.059112,0.064038,-0.643666,0.63053,-0.019703,0.013135,-0.44991,0.43349,-0.600969,0.605895
43172.53165,-169.05632,189.05632,60.74379562,10.137575,10.17534,10.045594,10.075149,10.035697,10.030771,10.807483,10.800094,-0.78157,0.771718,-0.026272,0.031198,-0.643666,0.63053,-0.039407,0.032839,-0.403933,0.387513,-0.591118,0.596044
43172.53166,-169.461121,189.461121,60.87385818,10.155637,10.193402,10.071866,10.101421,10.050475,10.045549,10.832113,10.824724,-0.801274,0.791422,-0.019704,0.02463,-0.643666,0.63053,-0.065678,0.05911,-0.357957,0.341537,-0.577982,0.582908
43172.53167,-170.513931,190.513931,61.21212603,10.175341,10.213106,10.07515,10.104705,10.070179,10.065253,10.851817,10.844428,-0.820977,0.811125,0,0.004926,-0.643666,0.63053,-0.085382,0.078814,-0.325117,0.308697,-0.538574,0.5435
43172.53168,-170.481705,190.481705,61.20177182,10.195045,10.23281,10.093211,10.122766,10.086598,10.081672,10.866594,10.859205,-0.840681,0.830829,0.026272,0.021346,-0.643666,0.63053,-0.111653,0.105085,-0.288993,0.272573,-0.512302,0.517228
43172.53169,-170.820511,190.820511,61.31063018,10.216391,10.254156,10.111273,10.140828,10.109587,10.104661,10.891225,10.883836,-0.860384,0.850532,0.068964,0.064038,-0.643666,0.63053,-0.13464,0.128072,-0.223313,0.206893,-0.492598,0.497524
43172.5317,-171.845291,191.845291,61.639892,10.227885,10.26565,10.140829,10.170384,10.129291,10.124365,10.910929,10.90354,-0.899791,0.889939,0.11494,0.110014,-0.643666,0.63053,-0.180615,0.174047,-0.210177,0.193757,-0.46961,0.474536
43172.53172,-172.072189,192.072189,61.71279433,10.241021,10.278786,10.147397,10.176952,10.150636,10.14571,10.930633,10.923244,-0.921136,0.911284,0.137928,0.133002,-0.64695,0.633814,-0.21017,0.203602,-0.144497,0.128077,-0.463042,0.467968
43172.53173,-171.775986,191.775986,61.6176243,10.255798,10.293563,10.167101,10.196656,10.162129,10.157203,10.974966,10.967577,-0.942482,0.93263,0.141212,0.136286,-0.643666,0.63053,-0.233157,0.226589,-0.111656,0.095236,-0.459758,0.464684
43172.53174,-172.736771,192.736771,61.92632452,10.351034,10.388799,10.16628,10.195835,10.17855,10.173624,10.98646,10.979071,-0.955617,0.945765,0.174052,0.169126,-0.643666,0.63053,-0.259429,0.252861,-0.095236,0.078816,-0.456474,0.4614
43172.53175,-172.921951,192.921951,61.98582286,10.378948,10.416713,10.180237,10.209792,10.191686,10.18676,11.00288,10.995491,-0.965469,0.955617,0.193756,0.18883,-0.643666,0.63053,-0.2857,0.279132,-0.078816,0.062396,-0.443338,0.448264
43172.53176,-173.275314,193.275314,62.09935839,10.393726,10.431491,10.196656,10.226211,10.21139,10.206464,11.022584,11.015195,-1.001592,0.99174,0.226596,0.22167,-0.643666,0.63053,-0.311971,0.305403,-0.045976,0.029556,-0.42035,0.425276
43172.53177,-174.506912,194.506912,62.49507083,10.41343,10.451195,10.214719,10.244274,10.240945,10.236019,11.052139,11.04475,-1.018012,1.00816,0.269289,0.264363,-0.64695,0.633814,-0.34481,0.338242,0.019704,0.036124,-0.390794,0.39572
43172.53179,-174.5495,194.5495,62.50875435,10.43806,10.475825,10.234423,10.263978,10.259007,10.254081,11.071843,11.064454,-1.057419,1.047567,0.292277,0.287351,-0.64695,0.633814,-0.384217,0.377649,0.045976,0.062396,-0.390794,0.39572
43172.5318,-175.196869,195.196869,62.71675401,10.451196,10.488961,10.252484,10.282039,10.267217,10.262291,11.086621,11.079232,-1.077122,1.06727,0.308697,0.303771,-0.643666,0.63053,-0.403921,0.397353,0.062396,0.078816,-0.38751,0.392436
43172.53181,-175.429276,195.429276,62.79142638,10.461048,10.498813,10.245916,10.275471,10.277068,10.272142,11.101399,11.09401,-1.080406,1.070554,0.321833,0.316907,-0.643666,0.63053,-0.431834,0.425266,0.072248,0.088668,-0.380942,0.385868
43172.53182,-176.000717,196.000717,62.97503037,10.484035,10.5218,10.262336,10.291891,10.31155,10.306624,11.127671,11.120282,-1.106677,1.096825,0.348105,0.343179,-0.64695,0.633814,-0.466315,0.459747,0.0821,0.09852,-0.380942,0.385868
43172.53183,-175.95105,195.95105,62.95907237,10.498814,10.536579,10.296818,10.326373,10.329612,10.324686,11.144092,11.136703,-1.119813,1.109961,0.361241,0.356315,-0.64695,0.633814,-0.47945,0.472882,0.124792,0.141212,-0.377658,0.382584
