Extension,Load,Tensile strain,Tensile stress,Strain 1,Tensile extension,Offset strain,Tensile stress offset
1.03069,"5,678.59",0.00309,634.12488,0.00302,0.15428,,
1.03069,"5,678.75",0.00309,634.14313,0.00302,0.15428,,
1.03069,"5,678.57",0.00309,634.12317,0.00302,0.15428,,
1.03069,"5,678.12",0.00309,634.07208,0.00302,0.15428,,
1.03069,"5,677.77",0.00309,634.03326,0.00302,0.15428,,
1.03069,"5,678.07",0.00309,634.06702,0.00302,0.15428,,
1.03069,"5,677.47",0.00309,633.99982,0.00302,0.15428,,
1.03069,"5,677.74",0.00309,634.02966,0.00302,0.15428,,
1.03069,"5,677.22",0.00309,633.97235,0.00302,0.15428,,
1.03069,"5,677.06",0.00309,633.95459,0.00302,0.15428,,
1.03069,"5,677.05",0.00309,633.95294,0.00302,0.15428,,
1.03069,"5,676.79",0.00309,633.92383,0.00302,0.15428,,
1.03069,"5,676.53",0.00309,633.89526,0.00302,0.15428,,
1.03069,"5,676.49",0.00309,633.89044,0.00302,0.15428,,
1.03069,"5,676.41",0.00309,633.88123,0.00302,0.15428,,
1.03069,"5,676.25",0.00309,633.86377,0.00302,0.15428,,
1.03069,"5,675.73",0.00309,633.80518,0.00302,0.15428,,
1.03069,"5,675.61",0.00309,633.79285,0.00302,0.15428,,
1.03069,"5,675.27",0.00309,633.75458,0.00302,0.15428,,
1.03069,"5,675.50",0.00309,633.77966,0.00302,0.15428,,
1.03069,"5,675.38",0.00309,633.76703,0.00302,0.15428,,
1.03069,"5,675.31",0.00309,633.7583,0.00302,0.15428,,
1.03069,"5,675.04",0.00309,633.729,0.00302,0.15428,,
1.03069,"5,675.10",0.00309,633.73566,0.00302,0.15428,,
1.03069,"5,674.72",0.00309,633.69269,0.00302,0.15428,,
1.03069,"5,674.94",0.00309,633.71765,0.00302,0.15428,,
1.03069,"5,674.61",0.00309,633.68048,0.00302,0.15428,,
1.03069,"5,674.52",0.00309,633.67078,0.00302,0.15428,,
1.03069,"5,674.34",0.00309,633.65039,0.00302,0.15428,,
1.03069,"5,673.98",0.00309,633.61011,0.00302,0.15428,,
1.03069,"5,674.01",0.00309,633.61371,0.00302,0.15428,,
1.03069,"5,673.94",0.00309,633.60583,0.00302,0.15428,,
1.03069,"5,673.91",0.00309,633.60266,0.00302,0.15428,,
1.03069,"5,673.52",0.00309,633.5592,0.00302,0.15428,,
1.03069,"5,673.81",0.00309,633.59113,0.00302,0.15428,,
1.03069,"5,673.38",0.00309,633.54376,0.00302,0.15428,,
1.03069,"5,673.53",0.00309,633.55981,0.00302,0.15428,,
1.03069,"5,673.24",0.00309,633.52734,0.00302,0.15428,,
1.03069,"5,673.32",0.00309,633.53613,0.00302,0.15428,,
1.03069,"5,673.15",0.00309,633.51727,0.00302,0.15428,,
1.03069,"5,672.66",0.00309,633.46265,0.00302,0.15428,,
1.03069,"5,672.85",0.00309,633.48456,0.00302,0.15428,,
1.03069,"5,672.39",0.00309,633.43243,0.00302,0.15428,,
1.03069,"5,672.25",0.00309,633.41693,0.00302,0.15428,,
1.03069,"5,672.51",0.00309,633.44568,0.00301,0.15428,,
1.03069,"5,672.08",0.00309,633.39825,0.00301,0.15428,,
1.03069,"5,672.11",0.00309,633.40173,0.00301,0.15428,,
1.03069,"5,671.87",0.00309,633.37469,0.00301,0.15428,,
1.03069,"5,671.66",0.00309,633.35101,0.00301,0.15428,,
1.03069,"5,671.97",0.00309,633.38629,0.00302,0.15428,,
1.03069,"5,672.06",0.00309,633.39587,0.00301,0.15428,,
1.03069,"5,671.73",0.00309,633.35852,0.00301,0.15428,,
1.03069,"5,671.76",0.00309,633.36249,0.00301,0.15428,,
1.03069,"5,671.47",0.00309,633.32977,0.00302,0.15428,,
1.03069,"5,671.43",0.00309,633.32593,0.00301,0.15428,,
1.03069,"5,671.46",0.00309,633.32861,0.00301,0.15428,,
1.03069,"5,671.00",0.00309,633.27704,0.00301,0.15428,,
1.03069,"5,671.02",0.00309,633.27924,0.00301,0.15428,,
1.03069,"5,671.28",0.00309,633.30927,0.00301,0.15428,,
1.03069,"5,670.90",0.00309,633.2663,0.00301,0.15428,,
1.03069,"5,670.72",0.00309,633.24585,0.00301,0.15428,,
1.03069,"5,670.48",0.00309,633.21912,0.00302,0.15428,,
1.03069,"5,670.02",0.00309,633.16809,0.00303,0.15428,,
1.03069,"5,670.60",0.00309,633.23254,0.00303,0.15428,,
1.03069,"5,670.00",0.00309,633.16638,0.00305,0.15428,,
1.03069,"5,670.57",0.00309,633.22919,0.00305,0.15428,,
1.03069,"5,670.24",0.00309,633.19226,0.00304,0.15428,,
1.03069,"5,669.90",0.00309,633.15436,0.00301,0.15428,,
1.03069,"5,669.75",0.00309,633.13831,0.00291,0.15428,,
1.03069,"5,669.18",0.00309,633.07428,0.00282,0.15428,,
1.03069,"5,669.03",0.00309,633.05725,0.00015,0.15428,,
1.03069,"5,669.55",0.00309,633.11566,-0.00108,0.15428,,
1.03069,"5,668.75",0.00309,633.026,-0.0013,0.15428,,
1.03069,"5,668.80",0.00309,633.03162,-0.00159,0.15428,,
1.03069,"5,669.46",0.00309,633.10565,-0.00156,0.15428,,
1.03069,"5,669.02",0.00309,633.05652,-0.00244,0.15428,,
1.03069,"5,669.02",0.00309,633.05627,-0.00269,0.15428,,
1.03069,"5,669.03",0.00309,633.05786,-0.00269,0.15428,,
1.03069,"5,668.57",0.00309,633.00604,-0.00269,0.15428,,
1.03069,"5,668.62",0.00309,633.01166,-0.00269,0.15428,,
1.03069,"5,668.47",0.00309,632.99463,-0.00269,0.15428,,
1.03069,"5,668.65",0.00309,633.01477,-0.00269,0.15428,,
1.03069,"5,668.31",0.00309,632.97748,-0.00269,0.15428,,
1.03069,"5,668.51",0.00309,632.99945,-0.00269,0.15428,,
1.03069,"5,668.04",0.00309,632.9472,-0.00269,0.15428,,
1.03069,"5,667.93",0.00309,632.93475,-0.00269,0.15428,,
1.03069,"5,668.06",0.00309,632.94891,-0.00269,0.15428,,
1.03069,"5,668.07",0.00309,632.95044,-0.00269,0.15428,,
1.03069,"5,667.88",0.00309,632.92889,-0.00269,0.15428,,
1.03069,"5,667.86",0.00309,632.92725,-0.00269,0.15428,,
1.03069,"5,667.52",0.00309,632.8891,-0.00269,0.15428,,
1.03069,"5,667.28",0.00309,632.86243,-0.00268,0.15428,,
1.03069,"5,667.44",0.00309,632.88031,-0.00266,0.15428,,
1.03069,"5,667.35",0.00309,632.86957,-0.00269,0.15428,,
1.03069,"5,667.14",0.00309,632.84631,-0.00269,0.15428,,
1.03069,"5,667.06",0.00309,632.83807,-0.00269,0.15428,,
1.03069,"5,666.90",0.00309,632.81934,-0.00269,0.15428,,
1.03069,"5,666.91",0.00309,632.82129,-0.0027,0.15428,,
1.03069,"5,667.10",0.00309,632.8421,-0.00273,0.15428,,
1.03069,"5,666.79",0.00309,632.80786,-0.00248,0.15428,,
1.03069,"5,666.69",0.00309,632.79657,-0.00245,0.15428,,
1.03069,"5,666.73",0.00309,632.80054,-0.00259,0.15428,,
1.03069,"5,665.88",0.00309,632.7063,-0.00204,0.15428,,
1.03069,"5,666.72",0.00309,632.79919,0.00216,0.15428,,
1.03069,"5,666.72",0.00309,632.79907,0.01132,0.15428,,
1.03069,"5,666.94",0.00309,632.82385,0.01118,0.15428,,
1.03069,"5,667.08",0.00309,632.84009,0.0113,0.15428,,
1.03069,"5,667.09",0.00309,632.84106,0.01139,0.15428,,
1.03069,"5,667.09",0.00309,632.84106,0.01168,0.15428,,
1.03069,"5,667.75",0.00309,632.91504,0.01731,0.15428,,
1.03069,"5,666.82",0.00309,632.81116,0.01837,0.15428,,
1.03069,"5,665.41",0.00309,632.65326,0.01822,0.15428,,
1.03069,"5,665.09",0.00309,632.61786,0.01813,0.15428,,
1.03069,"5,665.23",0.00309,632.63318,0.01662,0.15428,,
1.03069,"5,664.72",0.00309,632.57635,0.01655,0.15428,,
1.03069,"5,664.82",0.00309,632.58722,0.01655,0.15428,,
1.03069,"5,664.37",0.00309,632.53748,0.01619,0.15428,,
1.03069,"5,664.28",0.00309,632.52655,0.01377,0.15428,,
1.03069,"5,664.38",0.00309,632.5387,0.01385,0.15428,,
1.03069,"5,664.33",0.00309,632.53284,0.01385,0.15428,,
1.03069,"5,664.28",0.00309,632.52698,0.01385,0.15428,,
1.03069,"5,664.16",0.00309,632.51392,0.01385,0.15428,,
1.03069,"5,663.68",0.00309,632.46027,0.01385,0.15428,,
1.03069,"5,664.21",0.00309,632.51898,0.01385,0.15428,,
1.03069,"5,663.85",0.00309,632.47876,0.01385,0.15428,,
1.03069,"5,664.14",0.00309,632.51184,0.01386,0.15428,,
1.03069,"5,664.33",0.00309,632.5329,0.01386,0.15428,,
1.03069,"5,663.61",0.00309,632.45264,0.01386,0.15428,,
1.03069,"5,663.81",0.00309,632.47443,0.01386,0.15428,,
1.03069,"5,663.76",0.00309,632.46893,0.01386,0.15428,,
1.03069,"5,663.60",0.00309,632.45142,0.01386,0.15428,,
1.03069,"5,663.86",0.00309,632.47998,0.01385,0.15428,,
1.03069,"5,663.49",0.00309,632.43909,0.01386,0.15428,,
1.03069,"5,663.39",0.00309,632.42743,0.01386,0.15428,,
1.03069,"5,663.50",0.00309,632.44019,0.01488,0.15428,,
1.03069,"5,662.78",0.00309,632.35962,0.01897,0.15428,,
1.03069,"5,663.89",0.00309,632.48303,0.01768,0.15428,,
1.03069,"5,663.99",0.00309,632.49493,0.01555,0.15428,,
1.03069,"5,664.64",0.00309,632.56683,0.01088,0.15428,,
1.03069,"5,663.69",0.00309,632.46075,0.01118,0.15428,,
1.03069,"5,661.72",0.00309,632.24109,0.01133,0.15428,,
1.03069,"5,660.75",0.00309,632.13269,0.01328,0.15428,,
1.03069,"5,661.73",0.00309,632.24274,0.01318,0.15428,,
1.03069,"5,661.81",0.00309,632.25159,0.01312,0.15428,,
1.03069,"5,661.47",0.00309,632.21283,0.01313,0.15428,,
1.03069,"5,661.85",0.00309,632.25592,0.01308,0.15428,,
1.03069,"5,661.57",0.00309,632.22424,0.01306,0.15428,,
1.03069,"5,661.92",0.00309,632.263,0.01282,0.15428,,
1.03069,"5,662.38",0.00309,632.31445,0.01031,0.15428,,
1.03069,"5,663.54",0.00309,632.44464,0.00369,0.15428,,
1.03069,"5,662.32",0.00309,632.30865,0.00355,0.15428,,
1.03069,"5,663.61",0.00309,632.45239,0.00108,0.15428,,
1.03069,"5,662.83",0.00309,632.36536,-0.00331,0.15428,,
1.03069,"5,663.25",0.00309,632.41254,-0.01075,0.15428,,
1.03069,"5,663.77",0.00309,632.47058,-0.01382,0.15428,,
1.03069,"5,662.43",0.00309,632.32037,-0.00132,0.15428,,
1.03069,"5,661.80",0.00309,632.25037,0.00054,0.15428,,
1.03069,"5,661.99",0.00309,632.27124,0.00116,0.15428,,
1.03069,"5,661.69",0.00309,632.23792,0.0028,0.15428,,
1.03069,"5,662.02",0.00309,632.27472,0.00117,0.15428,,
1.03069,"5,659.49",0.00309,631.9917,-0.00157,0.15428,,
1.03069,"5,657.31",0.00309,631.74921,-0.00215,0.15428,,
1.03069,"5,656.46",0.00309,631.65424,0.00274,0.15428,,
1.03069,"5,657.01",0.00309,631.71564,0.00483,0.15428,,
1.03069,"5,656.66",0.00309,631.67584,0.0066,0.15428,,
1.03069,"5,656.64",0.00309,631.67444,0.00649,0.15428,,
1.03069,"5,656.62",0.00309,631.67126,0.002,0.15428,,
1.03069,"5,656.26",0.00309,631.6319,-0.00067,0.15428,,
1.03069,"5,656.12",0.00309,631.61597,-0.00255,0.15428,,
1.03069,"5,656.21",0.00309,631.62537,-0.01099,0.15428,,
1.03069,"5,655.33",0.00309,631.52728,-0.00996,0.15428,,
1.03069,"5,655.17",0.00309,631.50983,-0.00974,0.15428,,
1.03069,"5,654.96",0.00309,631.48633,-0.00806,0.15428,,
1.03069,"5,654.45",0.00309,631.42981,-0.01078,0.15428,,
1.03069,"5,654.77",0.00309,631.46539,0.01213,0.15428,,
1.03069,"5,654.17",0.00309,631.39795,0.01262,0.15428,,
1.03069,"5,654.17",0.00309,631.39764,0.00953,0.15428,,
1.03069,"5,654.91",0.00309,631.48035,0.01356,0.15428,,
1.03069,"5,654.54",0.00309,631.43909,0.01147,0.15428,,
1.03069,"5,654.28",0.00309,631.41003,0.00319,0.15428,,
1.03069,"5,654.39",0.00309,631.42236,0.01289,0.15428,,
1.03069,"5,654.42",0.00309,631.42609,0.01539,0.15428,,
1.03069,"5,654.39",0.00309,631.42255,0.01425,0.15428,,
1.03069,"5,654.15",0.00309,631.39612,0.00763,0.15428,,
1.03069,"5,654.54",0.00309,631.43958,0.00908,0.15428,,
1.03069,"5,654.37",0.00309,631.42084,0.00806,0.15428,,
1.03069,"5,654.25",0.00309,631.4071,0.01631,0.15428,,
1.03069,"5,654.19",0.00309,631.39996,0.00677,0.15428,,
1.03069,"5,654.21",0.00309,631.40222,0.00331,0.15428,,
1.03069,"5,654.23",0.00309,631.40521,-0.00164,0.15428,,
1.03069,"5,654.19",0.00309,631.40021,0.00613,0.15428,,
1.03069,"5,654.16",0.00309,631.39716,-0.0008,0.15428,,
1.03069,"5,654.11",0.00309,631.39136,-0.00333,0.15428,,
1.03069,"5,654.33",0.00309,631.41632,-0.00564,0.15428,,
1.03069,"5,654.65",0.00309,631.45123,0.00053,0.15428,,
1.03069,"5,654.17",0.00309,631.39764,-0.01497,0.15428,,
1.03069,"5,654.02",0.00309,631.38116,0.0159,0.15428,,
1.03069,"5,654.07",0.00309,631.3866,-0.00328,0.15428,,
1.03069,"5,653.48",0.00309,631.32135,0.00225,0.15428,,
1.03069,"5,654.04",0.00309,631.38373,0.00194,0.15428,,
1.03069,"5,653.91",0.00309,631.36908,0.00191,0.15428,,
1.03069,"5,653.83",0.00309,631.36066,0.00183,0.15428,,
1.03069,"5,654.12",0.00309,631.39294,0.0019,0.15428,,
1.03069,"5,653.74",0.00309,631.35052,0.00182,0.15428,,
1.03069,"5,653.82",0.00309,631.35895,0.00187,0.15428,,
1.03069,"5,653.75",0.00309,631.35065,0.00182,0.15428,,
1.03069,"5,653.60",0.00309,631.33466,0.00185,0.15428,,
1.03069,"5,653.56",0.00309,631.33008,0.00183,0.15428,,
1.03069,"5,653.30",0.00309,631.30121,0.00182,0.15428,,
1.03069,"5,653.90",0.00309,631.36749,0.00183,0.15428,,
1.03069,"5,653.55",0.00309,631.32861,0.00181,0.15428,,
1.03069,"5,653.52",0.00309,631.32501,0.00182,0.15428,,
1.03069,"5,654.00",0.00309,631.37866,0.00182,0.15428,,
1.03069,"5,653.69",0.00309,631.34412,0.00182,0.15428,,
1.03069,"5,653.71",0.00309,631.34723,0.00182,0.15428,,
1.03069,"5,653.39",0.00309,631.31152,0.00181,0.15428,,
1.03069,"5,653.88",0.00309,631.36591,0.00181,0.15428,,
1.03069,"5,653.51",0.00309,631.32391,0.00181,0.15428,,
1.03069,"5,653.90",0.00309,631.3678,0.00181,0.15428,,
1.03069,"5,653.85",0.00309,631.36285,0.00181,0.15428,,
1.03069,"5,654.06",0.00309,631.38586,0.00181,0.15428,,
1.03069,"5,653.81",0.00309,631.35846,0.00181,0.15428,,
1.03069,"5,653.79",0.00309,631.35583,0.00181,0.15428,,
1.03069,"5,654.02",0.00309,631.38104,0.00181,0.15428,,
1.03069,"5,654.32",0.00309,631.41443,0.00181,0.15428,,
1.03069,"5,654.28",0.00309,631.41071,0.00181,0.15428,,
1.03069,"5,654.35",0.00309,631.41876,0.00181,0.15428,,
1.03069,"5,654.31",0.00309,631.41388,0.00181,0.15428,,
1.03069,"5,653.93",0.00309,631.37152,0.00181,0.15428,,
1.03069,"5,654.02",0.00309,631.38147,0.00181,0.15428,,
1.03069,"5,653.90",0.00309,631.36798,0.00181,0.15428,,
1.03069,"5,653.81",0.00309,631.35846,0.00181,0.15428,,
1.03069,"5,654.19",0.00309,631.40051,0.00181,0.15428,,
1.03069,"5,654.04",0.00309,631.38409,0.00181,0.15428,,
1.03069,"5,653.25",0.00309,631.29535,0.00182,0.15428,,
1.03069,"5,653.06",0.00309,631.27417,0.00182,0.15428,,
1.03069,"5,652.92",0.00309,631.25836,0.00182,0.15428,,
1.03069,"5,652.58",0.00309,631.22095,0.00181,0.15428,,
1.03069,"5,652.85",0.00309,631.25043,0.0018,0.15428,,
1.03069,"5,653.32",0.00309,631.30328,0.0018,0.15428,,
1.03069,"5,652.78",0.00309,631.24316,0.0018,0.15428,,
1.03069,"5,652.84",0.00309,631.24933,0.0018,0.15428,,
1.03069,"5,653.20",0.00309,631.28979,0.00181,0.15428,,
1.03069,"5,652.75",0.00309,631.23944,0.00181,0.15428,,
1.03069,"5,653.15",0.00309,631.2843,0.00181,0.15428,,
1.03069,"5,653.24",0.00309,631.29462,0.00181,0.15428,,
1.03069,"5,652.59",0.00309,631.22205,0.00181,0.15428,,
1.03069,"5,652.77",0.00309,631.24127,0.00181,0.15428,,
1.03069,"5,652.83",0.00309,631.24854,0.00181,0.15428,,
1.03069,"5,652.78",0.00309,631.24274,0.00181,0.15428,,
1.03069,"5,652.81",0.00309,631.24622,0.00181,0.15428,,
1.03069,"5,652.54",0.00309,631.21558,0.00181,0.15428,,
1.03125,"5,654.28",0.00309,631.41028,0.00181,0.15463,,
1.03387,"5,674.20",0.00313,633.63507,0.00181,0.15627,,
1.03681,"5,711.17",0.00316,637.76282,0.00181,0.15811,,
1.03794,"5,725.53",0.00318,639.36694,0.00181,0.15881,,
1.04012,"5,744.08",0.0032,641.43848,0.00181,0.16018,,
1.04169,"5,762.08",0.00322,643.44885,0.00181,0.16115,,
1.04312,"5,776.69",0.00324,645.07928,0.00181,0.16205,,
1.04469,"5,789.35",0.00326,646.4939,0.00181,0.16303,,
1.04687,"5,807.57",0.00329,648.52802,0.00181,0.1644,,
1.04862,"5,819.31",0.00331,649.83923,0.00181,0.16549,,
1.04962,"5,821.61",0.00332,650.0965,0.00181,0.16611,,
1.05162,"5,823.76",0.00335,650.336,0.00182,0.16736,,
1.05331,"5,821.45",0.00337,650.07806,0.00182,0.16842,,
1.05494,"5,808.88",0.00339,648.67487,0.00182,0.16943,,
1.05637,"5,793.48",0.00341,646.95459,0.00182,0.17033,,
1.05856,"5,789.18",0.00343,646.47461,0.00182,0.1717,,
1.06025,"5,782.85",0.00346,645.76752,0.00182,0.17275,,
1.06131,"5,774.56",0.00347,644.84149,0.00182,0.17342,,
1.06319,"5,772.33",0.00349,644.59259,0.00182,0.17459,,
1.06512,"5,777.41",0.00352,645.15991,0.00182,0.1758,,
1.06662,"5,774.04",0.00353,644.78387,0.00182,0.17674,,
1.068,"5,770.70",0.00355,644.41071,0.00182,0.1776,,
1.07006,"5,774.47",0.00358,644.83234,0.00182,0.17889,,
1.07187,"5,775.79",0.0036,644.97992,0.00182,0.18002,,
1.07312,"5,772.44",0.00362,644.60577,0.00182,0.1808,,
1.07481,"5,770.36",0.00364,644.37274,0.00182,0.18186,,
1.07681,"5,776.16",0.00366,645.021,0.00182,0.18311,,
1.07831,"5,773.89",0.00368,644.76721,0.00182,0.18404,,
1.07962,"5,770.56",0.0037,644.39514,0.00182,0.18486,,
1.08169,"5,772.76",0.00372,644.64099,0.00182,0.18615,,
1.08362,"5,777.00",0.00375,645.11414,0.00182,0.18736,,
1.08487,"5,773.24",0.00376,644.69495,0.00182,0.18815,,
1.08637,"5,768.67",0.00378,644.18481,0.00182,0.18908,,
1.08844,"5,775.55",0.00381,644.95221,0.00183,0.19037,,
1.09,"5,773.28",0.00383,644.6991,0.00183,0.19135,,
1.09137,"5,771.04",0.00384,644.4494,0.00183,0.19221,,
1.09325,"5,772.14",0.00387,644.5722,0.00183,0.19338,,
1.09525,"5,775.96",0.00389,644.99866,0.00183,0.19463,,
1.09662,"5,773.16",0.00391,644.68597,0.00183,0.19549,,
1.09787,"5,768.12",0.00393,644.12299,0.00183,0.19627,,
1.10019,"5,775.30",0.00395,644.92419,0.00183,0.19772,,
1.10175,"5,773.45",0.00397,644.71851,0.00183,0.19869,,
1.10306,"5,770.25",0.00399,644.36078,0.00183,0.19951,,
1.10481,"5,769.89",0.00401,644.32062,0.00183,0.20061,,
1.10681,"5,774.30",0.00404,644.81268,0.00183,0.20186,,
1.10837,"5,773.68",0.00406,644.7439,0.00183,0.20283,,
1.10962,"5,766.94",0.00407,643.99115,0.00183,0.20361,,
1.11187,"5,772.31",0.0041,644.59131,0.00183,0.20502,,
1.11337,"5,771.20",0.00412,644.46692,0.00184,0.20596,,
1.11475,"5,768.28",0.00414,644.14111,0.00183,0.20682,,
1.11637,"5,765.77",0.00416,643.86072,0.00183,0.20783,,
1.11856,"5,772.57",0.00418,644.61987,0.00183,0.2092,,
1.12019,"5,771.12",0.0042,644.45764,0.00183,0.21022,,
1.12125,"5,763.78",0.00422,643.63788,0.00183,0.21088,,
1.12337,"5,767.08",0.00424,644.00653,0.00183,0.21221,,
1.12506,"5,768.87",0.00427,644.20691,0.00183,0.21326,,
1.12656,"5,766.51",0.00428,643.94275,0.00183,0.2142,,
1.12806,"5,764.08",0.0043,643.67151,0.00183,0.21514,,
1.13019,"5,768.90",0.00433,644.20972,0.00184,0.21647,,
1.13187,"5,769.29",0.00435,644.25317,0.00183,0.21752,,
1.13294,"5,762.99",0.00436,643.54999,0.00184,0.21818,,
1.135,"5,763.85",0.00439,643.64587,0.00183,0.21947,,
1.13675,"5,768.07",0.00441,644.11707,0.00184,0.22057,,
1.13831,"5,765.95",0.00443,643.88062,0.00184,0.22154,,
1.13969,"5,762.11",0.00445,643.45221,0.00184,0.2224,,
1.14175,"5,766.39",0.00447,643.92944,0.00184,0.22369,,
1.14356,"5,767.80",0.0045,644.08728,0.00184,0.22482,,
1.14469,"5,762.65",0.00451,643.51257,0.00184,0.22553,,
1.14656,"5,762.04",0.00453,643.44366,0.00184,0.2267,,
1.14837,"5,766.27",0.00456,643.91638,0.00184,0.22783,,
1.15,"5,764.88",0.00458,643.76099,0.00184,0.22885,,
1.15131,"5,760.81",0.00459,643.30701,0.00184,0.22967,,
1.1535,"5,764.46",0.00462,643.71399,0.00184,0.23104,,
1.15531,"5,766.56",0.00464,643.94818,0.00184,0.23217,,
1.15644,"5,762.00",0.00466,643.43951,0.00184,0.23287,,
1.15806,"5,758.98",0.00468,643.10229,0.00184,0.23389,,
1.16006,"5,764.73",0.0047,643.74457,0.00184,0.23514,,
1.16169,"5,763.41",0.00472,643.59698,0.00184,0.23615,,
1.163,"5,759.62",0.00474,643.17401,0.00184,0.23697,,
1.16506,"5,761.90",0.00477,643.42841,0.00184,0.23826,,
1.16694,"5,764.70",0.00479,643.74066,0.00184,0.23943,,
1.16819,"5,760.89",0.0048,643.31512,0.00185,0.24022,,
1.16962,"5,756.87",0.00482,642.86633,0.00185,0.24111,,
1.17175,"5,763.09",0.00485,643.56122,0.00185,0.24244,,
1.17344,"5,761.69",0.00487,643.40503,0.00185,0.2435,,
1.17475,"5,758.94",0.00489,643.09814,0.00185,0.24432,,
1.17656,"5,758.39",0.00491,643.03601,0.00185,0.24545,,
1.1785,"5,762.96",0.00493,643.54681,0.00185,0.24666,,
1.18,"5,761.24",0.00495,643.35425,0.00185,0.2476,,
1.18125,"5,756.14",0.00497,642.78497,0.00185,0.24838,,
1.18337,"5,761.42",0.00499,643.37451,0.00185,0.24971,,
1.18506,"5,760.67",0.00502,643.29126,0.00185,0.25076,,
1.18644,"5,759.39",0.00503,643.14819,0.00185,0.25162,,
1.18812,"5,758.09",0.00505,643.0033,0.00185,0.25268,,
1.19025,"5,764.07",0.00508,643.67072,0.00185,0.254,,
1.19175,"5,761.63",0.0051,643.39752,0.00185,0.25494,,
1.19294,"5,755.94",0.00511,642.76312,0.00185,0.25568,,
1.19506,"5,760.71",0.00514,643.29578,0.00185,0.25701,,
1.19669,"5,761.02",0.00516,643.33038,0.00185,0.25803,,
1.19819,"5,759.53",0.00518,643.16364,0.00185,0.25897,,
1.19981,"5,757.93",0.0052,642.9845,0.00185,0.25998,,
1.20194,"5,763.20",0.00523,643.57391,0.00185,0.26131,,
1.2035,"5,761.27",0.00525,643.35797,0.00185,0.26229,,
1.20456,"5,756.11",0.00526,642.78217,0.00185,0.26295,,
1.20669,"5,758.48",0.00529,643.04675,0.00185,0.26428,,
1.20844,"5,761.01",0.00531,643.3288,0.00185,0.26537,,
1.20987,"5,759.39",0.00533,643.14819,0.00185,0.26627,,
1.21137,"5,756.11",0.00534,642.78149,0.00185,0.26721,,
1.21356,"5,761.23",0.00537,643.35358,0.00185,0.26857,,
1.21519,"5,760.07",0.00539,643.22406,0.00185,0.26959,,
1.21631,"5,755.36",0.00541,642.69806,0.00185,0.27029,,
1.21825,"5,755.32",0.00543,642.69293,0.00185,0.2715,,
1.22006,"5,759.22",0.00545,643.12866,0.00185,0.27264,,
1.22162,"5,757.38",0.00547,642.92371,0.00186,0.27361,,
1.22294,"5,753.98",0.00549,642.54437,0.00186,0.27443,,
1.22525,"5,759.15",0.00552,643.12152,0.00186,0.27588,,
1.22694,"5,759.96",0.00554,643.21143,0.00186,0.27693,,
1.22806,"5,755.61",0.00555,642.72601,0.00186,0.27764,,
1.22981,"5,753.63",0.00557,642.50458,0.00186,0.27873,,
1.23169,"5,758.62",0.0056,643.06238,0.00186,0.2799,,
1.23331,"5,758.18",0.00562,643.01331,0.00186,0.28092,,
1.23462,"5,755.16",0.00563,642.67584,0.00186,0.28174,,
1.23681,"5,759.26",0.00566,643.1333,0.00186,0.28311,,
1.23856,"5,760.87",0.00568,643.31366,0.00186,0.2842,,
1.23981,"5,757.05",0.0057,642.88715,0.00186,0.28498,,
1.24131,"5,753.93",0.00572,642.53784,0.00186,0.28592,,
1.24344,"5,760.38",0.00574,643.25879,0.00186,0.28725,,
1.245,"5,758.92",0.00576,643.09558,0.00186,0.28822,,
1.24637,"5,756.03",0.00578,642.77228,0.00186,0.28908,,
1.24831,"5,758.37",0.00581,643.03418,0.00186,0.29029,,
1.25019,"5,761.98",0.00583,643.43677,0.00186,0.29147,,
1.25162,"5,759.86",0.00585,643.20007,0.00186,0.29236,,
1.25287,"5,754.58",0.00586,642.61053,0.00186,0.29315,,
1.25512,"5,761.63",0.00589,643.39783,0.00186,0.29455,,
1.25669,"5,760.01",0.00591,643.2168,0.00186,0.29553,,
1.258,"5,757.00",0.00593,642.88147,0.00187,0.29635,,
1.25994,"5,758.12",0.00595,643.00641,0.00186,0.29756,,
1.26187,"5,762.75",0.00598,643.52332,0.00186,0.29877,,
1.26337,"5,761.18",0.00599,643.34772,0.00186,0.29971,,
1.26462,"5,754.78",0.00601,642.63269,0.00187,0.30049,,
1.26675,"5,760.75",0.00604,643.30035,0.00186,0.30182,,
1.26837,"5,759.77",0.00606,643.19037,0.00186,0.30283,,
1.26975,"5,758.38",0.00607,643.03522,0.00186,0.30369,,
1.27156,"5,758.36",0.0061,643.03253,0.00187,0.30482,,
1.27362,"5,763.28",0.00612,643.58203,0.00187,0.30611,,
1.27506,"5,761.35",0.00614,643.36633,0.00187,0.30701,,
1.27619,"5,755.63",0.00615,642.72821,0.00187,0.30772,,
1.2785,"5,760.57",0.00618,643.28009,0.00187,0.30916,,
1.28006,"5,760.57",0.0062,643.27966,0.00187,0.31014,,
1.28144,"5,759.56",0.00622,643.16681,0.00187,0.311,,
1.28312,"5,758.24",0.00624,643.01971,0.00187,0.31205,,
1.28525,"5,763.33",0.00627,643.58844,0.00187,0.31338,,
1.28681,"5,762.30",0.00629,643.47321,0.00187,0.31436,,
1.28787,"5,757.13",0.0063,642.89563,0.00187,0.31502,,
1.29012,"5,760.82",0.00633,643.30737,0.00187,0.31643,,
1.29169,"5,761.32",0.00635,643.36371,0.00187,0.3174,,
1.29312,"5,760.50",0.00637,643.27222,0.00187,0.3183,,
