TimeStamp,Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,Stud2-Axial,Stud3-Axial,Stud4-Axial,Stud5-Axial,Stud3-Top,Stud3-Mid,Stud3-Bottom,Stud4-Top,Stud4-Mid,Stud4-Bottom,Pb1-Top-Right,Pb1-Top-Left,Pb1-Mid-Mid,Pb1-Bottom-Right,Pb1-Bottom-Left,Pb1-Pb2-Mid-Right,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Left,Pb2-Mid-Right,Pb2-Mid-Mid,Pb2-Mid-Left,Pb3-Mid-Right,Pb3-Mid-Mid,Pb3-Mid-Left,Pb3-Pb4-Mid-Right,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Left,Pb4-Top-Right,Pb4-Top-Left,Pb4-Mid-Mid,Pb4-Bottom-Right,Pb4-Bottom-Left,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Left-Side-Top,Left-Side-Bottom,Right-Side-Top,Right-Side-Bottom,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
48:00.3,118,-60.693813,19.50092212,1.751952,0.300476,13.347487,1.151003,-15.178362,-17.089771,-11.040726,15.956821,-17.818695,-10.567834,1013.050232,999.473816,1037.400757,1022.699036,1042.252075,986.158752,1238.663574,710.853088,22.423145,407.869507,367.015045,321.836029,323.003662,292.2164,103.635155,99.696556,100.107552,58.459053,57.597519,54.69162,55.018795,52.571148,22.959152,316.451416,295.709351,250.184677,23.725616,361.518585,29.771523,285.079529,372.143433,323.792603,309.545105,276.207977,299.464783,228.623413,208.541794,21.25271,506.813293,409.810547,375.086212,314.607269,650.781677,379.349762,332.894928,287.547546,327.937836,233.555435,208.696808,182.467575,339.220978,306.49707,289.510651,246.878448,1000.521057,1022.292786,1058.697632,1044.133789,95.269348,57.76783,92.962044,51.934952,1031.411316,1022.975183,848.50592,387.442276,312.3520303,101.146421,55.667627
49:01.9,119,-62.248756,20.0005253,1.709262,0.274205,13.396747,1.075474,-15.115968,-16.925573,-11.044009,15.841882,-17.592104,-10.42334,1013.682739,999.395935,1039.25354,1022.773621,1042.331055,989.704895,1836.182495,711.85144,22.473312,416.993195,370.876221,333.913422,330.122986,298.722748,104.775986,100.396088,100.903656,58.922367,57.729637,54.826862,55.29147,52.391109,23.011837,320.01651,299.876923,254.165237,23.772263,366.966919,30.059202,290.830292,375.612305,328.401062,314.694733,281.487549,300.504395,229.874252,209.957703,21.28002,515.487549,423.478821,389.641785,326.910828,643.562805,388.44046,342.086731,296.986237,329.819336,234.668167,210.133591,183.95578,342.247131,311.614075,295.290802,252.573868,1000.565002,1023.325378,1057.865479,1044.657104,97.889313,58.178055,94.159126,52.401703,1031.603241,1023.487378,850.7781675,393.934708,320.9197187,102.0252433,55.832289
50:03.5,120,-60.9366,19.57892958,1.617313,0.157627,13.420555,0.932625,-15.007598,-16.705549,-10.975046,15.746646,-17.306404,-10.236155,1014.461731,999.45636,1040.522461,1023.791687,1042.363525,992.281921,2293.71167,713.56958,22.537811,424.352753,374.289886,342.2229,334.983887,305.372284,105.956795,101.168869,101.740868,59.292408,57.731209,54.73753,55.365932,52.640095,23.057127,323.327148,303.967407,258.118408,23.845921,372.264618,30.339687,296.766602,379.408844,332.975372,319.870605,286.896423,301.816162,231.15242,211.497864,21.302004,523.477356,435.566132,403.702057,340.927856,637.873047,396.395447,350.333649,305.66803,332.130981,235.808075,211.495773,185.335434,345.802887,316.588928,301.111298,258.486481,1000.725769,1024.140381,1057.565063,1044.735596,99.98571,58.696224,95.395882,52.881607,1031.791702,1024.119153,852.9257505,399.3213195,327.526357,102.9555107,55.9534348
51:05.2,121,-62.285839,20.01244007,1.592684,0.141207,13.455036,0.893218,-14.872957,-16.521648,-10.800997,15.73351,-17.217737,-9.95045,1014.814087,1000.086975,1044.070923,1023.120789,1043.55188,994.804993,2293.691162,714.861206,22.581501,429.883606,377.77005,349.07132,338.608154,311.398743,107.245041,101.963799,102.641327,59.609409,57.797939,54.900219,55.674992,53.037941,23.081156,327.186768,308.062531,262.436432,23.880554,377.370514,30.514782,302.969727,383.104584,337.576874,324.858856,292.566498,303.156616,232.509109,212.972412,21.315889,530.909058,444.481049,415.720337,353.944153,633.974426,402.471558,357.6203,313.897003,334.193726,237.123138,212.929459,186.630737,349.517609,321.236389,306.557159,264.502411,1001.204895,1023.430481,1056.553589,1044.457031,102.1446,59.122215,96.739639,53.273312,1031.411499,1025.128931,854.8330995,403.826828,333.0260723,103.9500557,56.2041
52:06.8,122,-60.058594,19.29682625,1.438341,-0.019703,13.426302,0.70111,-14.81713,-16.449402,-10.682774,15.828746,-17.099516,-9.589213,1015.409241,1000.605835,1045.399292,1023.397034,1042.789307,997.381653,2293.697998,717.089966,22.652233,435.277039,381.510712,356.084442,342.211761,317.215607,108.644569,102.90744,103.645531,60.201321,57.894772,54.994946,55.962189,53.233448,23.129908,331.214905,312.212189,266.919952,23.949589,382.890961,30.575588,309.386505,387.035828,342.360382,329.538605,298.161713,304.504852,234.212723,214.521103,21.331394,538.100769,451.934998,426.269409,364.241608,631.877686,409.101929,365.057922,322.967712,336.63739,238.755753,214.47702,187.924622,353.174316,326.222778,311.773682,270.507568,1001.248352,1023.249634,1056.140991,1045.17688,103.988503,59.307449,98.137947,53.66943,1031.453964,1025.520142,857.2358095,408.3938755,338.5039367,105.0658467,56.4573352
53:08.5,123,-60.199631,19.34214144,1.404681,-0.037765,13.567512,0.661704,-15.401669,-16.669426,-10.659786,17.874678,-18.022299,-9.352768,1015.126892,1000.790771,1028.89563,1023.066406,1042.635498,1000.273071,2293.719971,718.860107,22.694994,439.668243,384.736542,361.762634,345.999237,321.50351,110.174904,103.859428,104.763794,60.77401,58.151321,55.095291,56.091942,53.449429,23.181662,334.990356,316.358429,271.452881,23.999918,387.648682,30.68457,314.771454,391.174866,346.859711,334.039551,303.819153,305.519592,235.595428,215.995834,21.348518,544.999878,457.469452,435.293701,372.811523,629.862793,415.073151,372.160065,329.391876,338.73703,240.12558,216.016251,188.659653,360.748688,330.982849,316.659149,275.745239,1001.772217,1023.72937,1057.435547,1044.519287,105.921783,59.892925,99.566177,54.000622,1031.864105,1022.103039,859.566589,412.2023925,343.0884603,106.266042,56.7123986
54:10.1,124,-59.318092,19.05890296,1.338183,-0.054184,13.889338,0.609161,-15.51989,-16.725252,-10.564551,18.475651,-18.229187,-9.080199,1016.091125,1001.070374,1021.199219,1022.995239,1042.637939,1002.360413,2293.697998,721.11322,22.758785,443.626038,387.45575,367.080872,349.648071,325.440674,111.769997,104.972847,105.920204,61.258858,58.185242,55.20126,56.360638,53.673485,23.175423,338.985046,320.375519,275.857117,24.024158,392.549652,30.693747,320.235657,395.482819,351.298889,338.620392,309.625732,306.782196,237.098038,217.611374,21.373974,553.197144,464.295898,445.170959,384.748688,623.882935,422.36087,380.724487,336.718689,340.609863,241.809967,217.717331,190.03923,364.847046,335.677734,321.514435,281.236664,1001.565002,1025.251953,1057.916992,1044.975342,107.793739,60.359318,101.050789,54.400623,1032.427322,1020.798779,861.7368165,415.540894,347.3898723,107.5543493,56.9358966
55:11.8,125,-58.101063,18.66787154,1.270863,-0.078813,14.262067,0.550051,-15.437792,-16.429697,-10.147489,17.894381,-17.4706,-8.42669,1016.470276,1001.602539,1022.67865,1023.309998,1043.285278,1004.443481,2293.702881,722.829285,22.77404,447.648956,390.506683,374.044952,353.242523,328.693451,113.55661,106.150848,107.190788,61.983604,58.268581,55.469856,56.594452,53.963028,23.189054,342.808014,324.326538,280.004883,24.04355,397.085052,30.991037,326.448334,399.813995,356.145721,342.915253,314.632568,308.347961,238.618835,219.298431,21.401279,560.307434,471.784119,456.92868,398.957703,623.506409,429.125366,390.018677,343.711395,342.492554,243.745071,219.516495,191.756577,368.600586,340.517944,326.778076,287.120178,1001.923279,1024.477783,1059.320923,1045.293091,109.56868,60.594048,102.476944,54.577072,1032.753769,1021.469348,863.636383,419.0778195,351.993642,108.966082,57.2559042
56:13.5,126,-56.541924,18.16692018,1.200259,-0.111652,14.608524,0.480269,-14.564268,-15.332859,-9.283806,16.354185,-15.828635,-7.280585,1016.852112,1002.04895,1024.99646,1023.297974,1043.280273,1006.558899,1072.300659,725.534058,22.822575,451.41098,393.312561,381.911316,357.741272,331.854401,115.993027,107.449173,108.661537,62.668476,58.116726,55.341187,56.696285,53.957623,23.19483,346.540894,328.603119,284.27475,24.093414,401.72702,31.399216,331.91925,404.913116,360.420502,347.503326,319.791504,310.246521,240.330017,221.263458,21.400122,567.110901,480.260193,468.647675,411.128021,620.31366,434.908508,400.371735,349.462952,344.749451,245.518219,221.631897,193.526398,373.413544,346.117767,332.75119,293.339233,1002.177063,1024.645264,1058.052612,1044.541748,111.667572,60.88979,103.630638,54.399948,1032.354172,1022.095154,866.0464785,422.3617705,357.1689963,110.7012457,57.3560594
57:15.3,127,-56.663319,18.20592439,1.162495,-0.088665,15.097834,0.454819,-13.500278,-13.927328,-8.17711,14.3608,-13.592278,-5.704279,1017.563843,1002.666382,1024.744873,1022.672363,1043.460205,1008.912598,1019.416138,728.297913,22.870182,455.156982,395.945221,390.478607,361.967163,334.939117,118.581444,108.989357,110.147057,63.153214,58.196472,55.386852,56.807556,54.345707,23.226019,350.338074,332.509613,288.631836,24.136351,406.505951,31.605309,338.595459,409.922638,365.120239,351.733704,325.519897,312.026398,242.166367,223.226761,21.422106,569.164307,487.176422,476.710083,418.508514,617.165649,439.420929,409.681305,354.949554,345.432861,247.275589,223.535492,195.176468,378.116882,352.123596,338.816956,299.873108,1002.416382,1025.079956,1058.628906,1044.034668,113.432762,61.309109,105.181923,54.761833,1032.539978,1022.221533,868.6052555,425.5511015,362.461629,112.5726193,57.5779602
58:17.0,128,-57.244904,18.39278766,1.162495,-0.003284,15.710292,0.453177,-12.593914,-12.659721,-7.152511,13.014364,-11.907619,-4.420244,1017.663696,1002.39032,1026.234131,1022.052185,1043.55542,1010.491333,1016.33136,732.173706,22.899069,458.960724,398.450562,400.167297,366.307587,338.212982,122.555099,112.057365,111.708588,63.62846,58.356407,55.444214,56.839703,54.527336,23.206383,354.55426,336.522705,293.184143,24.174208,410.299347,31.659174,344.531708,414.821686,369.942261,355.924805,328.708832,317.963318,244.216888,225.444092,21.427889,572.701843,494.519165,482.982208,426.27774,615.44928,443.654755,419.085236,360.205048,346.054169,249.406433,225.804626,196.942932,382.892944,358.736572,345.167999,306.861328,1002.794312,1024.892578,1057.858521,1044.007812,115.171127,61.824139,106.476646,54.381042,1032.388306,1022.37915,871.3325195,428.705643,368.2292887,115.4403507,57.759224
59:18.8,129,-57.464958,18.46349101,1.146075,0.060752,16.13064,0.458102,-11.7795,-11.549744,-6.384062,11.989761,-10.561203,-3.559841,1017.640625,1002.014771,1030.967407,1021.544556,1042.420532,1011.892212,1021.212708,736.621704,22.964235,462.141266,400.322998,410.715668,371.147186,341.543365,127.033325,115.339607,113.484253,63.908867,58.256676,55.050293,56.993446,54.509781,23.213081,358.839996,340.685974,297.828217,24.20583,416.711456,31.630522,350.044098,419.995789,374.867645,360.370148,334.617889,320.518921,246.504181,227.86261,21.431129,575.401367,498.870697,491.693115,435.271759,623.213745,450.908661,429.437988,367.802429,346.391022,251.663483,228.19162,198.617752,387.623932,366.047516,352.155579,314.509766,1002.758179,1026.289551,1057.675781,1043.186157,116.893509,62.495144,107.98436,54.217403,1032.477417,1022.917578,874.256958,431.232132,374.4687397,118.6190617,57.7438126
00:20.5,130,-56.944511,18.29627138,1.126372,0.136281,16.513222,0.509003,-10.866568,-10.400357,-5.558143,10.906047,-9.270613,-2.696154,1018.102783,1002.512207,1031.228271,1021.784668,1042.869385,1011.759155,1021.879333,742.432007,22.985725,465.833832,402.997345,424.611969,376.014374,345.53894,132.356873,119.087265,115.554436,64.480141,58.441757,55.500675,57.193024,54.971771,23.256746,364.080841,344.954712,303.155731,24.257996,422.375366,32.410267,356.199677,425.2771,380.385529,364.743256,340.570892,322.607788,249.415131,230.33139,21.453342,580.902588,506.047516,500.503693,446.307678,628.778809,461.062042,441.40332,377.670227,346.525543,254.536209,230.760056,200.542206,392.466187,375.114777,359.770111,323.44101,1002.805542,1025.433105,1058.45105,1043.580933,118.672218,63.133709,110.216568,54.983021,1032.567658,1023.299463,877.095581,434.4155885,382.0550943,122.332858,58.1174736
01:22.3,131,-53.982723,17.3446489,1.128014,0.420337,17.495127,2.47277,-9.273861,-8.702548,-4.315157,8.607263,-6.758392,-1.270904,1018.499451,1002.778992,1022.692566,1020.532654,1042.293579,1011.43396,1019.616943,748.951782,23.045111,469.496826,406.452179,444.102112,381.699646,349.485168,138.875244,123.261459,118.019371,64.772797,58.319794,55.35041,57.310562,54.823261,23.256977,369.313568,349.573853,308.172302,24.297924,427.940033,31.980482,362.717194,431.337708,385.605865,370.165192,348.355835,325.026703,252.643646,233.536758,21.478333,587.27417,516.233093,508.952087,451.778137,625.542419,473.953278,456.120483,389.095184,346.290955,257.617218,233.820114,202.615479,399.448059,388.969238,371.097778,326.778534,1002.285339,1025.654419,1058.911499,1043.089233,120.289948,64.004349,112.61274,54.731003,1032.485123,1021.359448,880.192871,437.9745025,391.7623087,126.7186913,58.1153648
02:24.1,132,-28.030493,9.006197401,2.121389,7.126053,25.933359,13.787498,34.363907,25.87496,25.438164,-53.855972,32.88953,26.423388,1015.733337,997.999023,1031.189453,1014.0578,1038.262329,997.471436,1454.934814,826.080505,23.469263,476.060974,410.80658,444.982269,388.232971,354.512482,141.537979,125.677422,119.371292,64.849213,58.178726,55.525417,57.271683,54.658989,23.262522,376.411987,355.883728,311.377899,24.355854,433.973694,34.169292,378.340637,444.358521,393.176331,376.408447,352.255341,326.904816,258.534851,239.397858,21.499157,592.899841,513.960022,518.166504,449.688141,716.65448,484.777405,463.240387,401.591644,342.482971,263.634033,238.520813,205.261826,411.824921,396.227936,377.658691,335.536285,1001.319092,1020.734009,1055.336304,1039.026733,123.636543,64.451683,119.404297,56.44405,1029.104035,1019.448388,911.7759705,443.433777,395.9092407,128.862231,58.0968056
03:25.9,133,-29.143343,9.363756106,2.123031,7.122769,26.099203,14.046928,36.633209,25.87496,25.474289,-55.297592,32.879677,26.420103,899.749939,890.124817,880.891418,875.643799,887.974426,877.410156,919.610657,796.584473,23.366243,465.766602,401.796692,419.648682,382.071259,343.989441,146.329819,128.516129,120.365555,65.063194,58.260719,55.618088,57.150997,54.494926,23.017845,357.050659,343.712738,306.995819,24.372009,433.147858,33.249405,384.849304,443.555695,379.645172,366.204071,326.157166,320.926819,243.598557,218.834686,21.433443,521.342896,481.11792,468.795685,434.549591,610.583862,432.598633,434.6922,383.882141,291.744232,239.326553,224.737717,198.667587,381.091949,371.721436,360.182404,329.283722,898.300659,911.523315,879.282166,874.382507,124.606796,64.537956,123.663467,55.518219,890.8721618,886.8768798,836.9973145,433.781647,381.9031273,131.7371677,58.1175848
04:27.7,134,-28.207727,9.063142685,2.121389,7.126053,26.191154,14.163508,37.260471,25.87496,25.490709,-55.537315,32.879677,26.420103,860.084595,853.301514,825.665833,828.480286,837.436401,836.100769,834.947449,779.84906,23.238264,454.36911,391.841858,393.321167,369.893738,332.892487,150.859589,133.189468,122.464798,65.484856,58.27779,55.656548,56.578266,54.703323,22.744919,337.905731,325.332428,299.578888,24.295385,428.202209,32.721729,386.412262,437.15567,363.773651,348.857086,310.074982,309.251892,226.803177,199.909012,21.378139,479.850464,458.048737,444.481689,424.233246,540.005188,392.07486,394.884216,367.70047,248.336899,217.174744,204.111557,189.794769,355.462708,347.929932,336.441193,318.745331,860.259277,872.14917,816.62915,822.178101,124.762054,64.535942,126.065826,55.036797,842.8039245,840.9937258,807.9749145,423.105484,365.3691307,135.5046183,58.1401566
05:29.5,135,-27.226204,8.747779345,2.121389,7.124412,26.263403,14.234114,37.641426,25.871675,25.490709,-55.547165,32.879677,26.421745,832.370911,827.233459,780.211426,794.668335,801.947998,803.127197,788.832642,760.693481,23.174269,440.033966,383.917755,373.092163,357.563232,322.631012,153.78566,136.930191,124.726433,65.889664,58.370556,56.049438,56.612659,54.365963,22.59144,321.097015,310.143738,291.289093,24.251993,421.353729,32.173405,383.935883,428.371918,348.360748,332.826508,297.697174,299.727112,212.987961,185.797577,21.369577,456.97403,440.895172,428.448334,413.752136,491.631317,360.628418,363.710236,351.456635,221.997986,199.259216,188.144394,181.592087,336.719788,328.667145,317.901855,307.202911,833.836121,843.213562,789.062439,788.560486,124.327148,64.119324,126.714882,54.440239,813.668152,807.2864258,781.910339,411.9758605,351.095469,138.4807613,58.257656
06:31.3,136,-26.217972,8.423834404,2.123031,7.126053,26.335653,14.303076,37.982971,25.87496,25.490709,-55.553734,32.879677,26.426672,809.89801,804.561035,743.128052,766.699768,776.200073,778.760925,749.415833,739.35144,23.123901,425.476318,377.129242,356.254059,345.41684,312.804169,156.807205,139.84285,126.956284,66.575752,58.358654,56.382446,56.426739,54.153702,22.462679,305.938416,296.992065,282.298187,24.196367,413.27179,32.040058,379.171204,418.253693,334.00946,318.157776,285.845734,292.053162,202.53125,175.831268,21.336485,440.057861,427.332916,415.841553,403.449677,454.573029,335.730072,339.413086,336.010254,202.280151,184.378998,175.64447,174.158905,322.294495,311.879333,301.714722,295.667511,811.250061,819.15802,769.032471,763.111572,123.661186,63.345562,126.130722,53.880627,790.638031,780.0973876,759.0561825,401.30278,338.158356,141.202113,58.3794586
07:33.0,137,-25.235344,8.108116027,2.137809,7.129337,26.402975,14.372039,38.127468,25.87496,25.477571,-55.563583,32.874752,26.429956,789.900208,785.282593,714.447998,742.455139,752.718689,757.380493,719.867249,718.373169,23.103338,411.104889,369.690063,343.035614,333.752808,303.918732,161.49472,142.089432,128.940186,67.197906,59.026333,56.975689,56.343998,54.050148,22.376675,292.778534,285.031464,273.482086,24.13612,405.321655,31.909904,373.17923,406.947876,320.961426,304.55307,274.957245,284.377258,193.555756,167.01593,21.339493,424.560791,415.960754,404.904053,393.608856,422.890656,316.027466,319.534576,320.9487,186.548233,172.439438,165.383423,167.648544,308.925507,298.238556,287.786804,285.374542,791.384094,798.593933,746.291077,741.78479,122.795921,62.203617,124.49881,52.53735,769.5134735,756.9609254,737.876831,390.397476,326.9023847,144.1747793,58.7188148
08:34.8,139,-24.308558,7.810339685,2.187067,7.137547,26.46373,14.411446,38.147175,25.87496,25.438164,-55.550449,32.873112,26.420103,771.482178,765.75531,686.124634,718.213135,731.588318,735.029907,697.022095,694.711426,23.004906,397.32135,362.706543,330.07663,322.468231,294.940582,164.512909,144.057007,130.555389,68.469292,59.779568,58.096958,56.216961,54.046322,22.298527,280.305664,274.233368,264.155548,24.072638,397.093872,31.442545,365.941559,395.094788,307.533691,292.147278,264.240021,277.599365,185.781021,160.070038,21.317509,411.433563,404.839935,395.41684,383.077393,395.848999,298.00528,302.97464,305.281464,174.124207,161.357239,156.624939,161.101105,296.849091,285.028992,275.570557,274.794983,773.061707,778.416809,724.740112,719.4375,121.868629,60.819786,122.236107,51.510681,748.914032,734.632715,714.8706665,380.0139465,315.828481,146.3751017,59.3218202
09:36.9,140,-23.348444,7.501855057,2.254387,7.160534,26.512989,14.452496,38.150459,25.87496,25.405323,-55.550449,32.869827,26.426672,754.385254,748.172607,659.546387,696.871216,712.886047,715.228943,678.703003,670.851562,22.985264,384.323517,355.772034,319.663269,312.412292,286.969269,165.531738,145.872147,131.761002,69.444008,61.023739,59.848255,56.25811,54.054203,22.222916,269.938843,264.746613,255.639908,24.033163,389.565338,31.231148,358.699066,384.273529,295.759064,280.260895,254.471985,270.990601,179.295776,153.848892,21.299459,400.157837,395.561188,386.388184,373.410675,373.279541,283.4758,289.050446,291.370392,163.67627,152.828217,149.346619,155.596298,286.171356,274.603485,265.317719,265.482635,756.057983,760.853149,705.866699,697.031189,120.854362,59.415665,119.436623,50.28252,729.952255,714.3723022,693.0402525,370.0477755,306.3482767,147.721629,60.125663
10:38.7,141,-22.453661,7.214361279,2.320065,7.186806,26.555683,14.463989,38.153744,25.87496,25.359344,-55.557018,32.853405,26.420103,738.024231,731.833801,633.270752,678.121338,696.177063,697.1745,665.044067,647.733276,22.908775,373.617737,348.4552,310.110596,302.789978,279.683075,165.619156,148.394119,132.591019,70.445885,62.611523,61.279049,56.045391,53.939163,22.111456,260.474365,255.688339,248.191833,23.950974,382.731049,30.88759,351.736145,373.018646,285.712158,269.848022,245.306427,264.382019,173.522293,148.324783,21.284185,390.204254,387.383484,378.275116,364.413055,355.117432,271.532318,276.587982,279.352386,154.617142,146.194717,143.05397,150.816788,276.552673,264.747528,255.398193,257.014771,739.886108,744.731873,686.897461,677.906982,119.610527,58.007324,116.459908,48.972721,712.355606,695.485437,672.453888,361.0364685,297.527883,148.868098,60.8642022
11:40.6,142,-21.597061,6.939135699,2.390668,7.221287,26.606585,14.493545,38.153744,25.871675,25.313368,-55.553734,32.859974,26.423388,722.272217,716.524658,611.814575,660.412048,678.135071,679.426758,653.272156,626.515259,22.904385,363.58847,340.933655,300.994751,293.907684,272.897278,165.201874,151.247406,133.203003,71.434433,64.038864,63.013763,56.024254,53.76265,22.068672,252.071243,247.578445,240.743652,23.905952,376.105133,30.634325,345.028778,362.158844,276.058502,259.751129,236.276367,258.370117,168.362885,143.358353,21.292978,380.90921,379.979065,370.624725,355.762268,336.6138,260.367218,265.401215,268.423157,145.880692,139.082108,136.811813,146.161469,268.790771,255.898499,246.750946,249.391083,724.317993,729.469849,668.327881,661.676575,118.105347,56.629971,113.486519,47.724113,695.9480745,677.8317138,652.9710085,352.2610625,289.266571,149.8840943,61.6547928
12:42.4,143,-20.774454,6.67483207,2.45963,7.252484,26.636141,14.508323,38.153744,25.87496,25.293663,-55.550449,32.856689,26.420103,706.186584,701.995972,588.226196,643.509094,659.932007,661.480957,640.770142,607.862427,22.856777,353.919525,333.576996,293.261139,285.093323,266.019684,164.251678,153.500061,133.638947,71.745499,65.523163,64.440254,55.954765,53.795071,21.987034,243.651382,239.376465,233.841797,23.865086,369.704041,30.462692,338.499298,350.565857,267.067474,249.737411,228.598236,252.898911,163.283127,138.457184,21.274233,371.881165,372.705658,362.993591,347.506226,313.533417,249.877808,254.552673,258.264008,136.721939,133.601318,131.248047,141.754349,259.175232,247.850082,238.372375,242.295944,708.638367,714.778687,650.021545,645.401917,116.486496,55.289669,110.285393,46.6945,679.710129,659.9699706,634.671692,343.7482605,281.4580487,150.463562,62.2917504
13:44.3,144,-20.045429,6.440596338,2.528591,7.293532,26.673908,14.513248,38.157028,25.87496,25.254253,-55.560303,32.856689,26.420103,691.61261,687.897583,568.272095,626.746094,645.65979,645.756042,634.70697,585.596375,22.843605,344.877563,326.357971,285.414246,277.293304,259.74588,163.060303,154.689209,133.870499,72.307632,67.177307,65.663177,56.174915,54.087971,21.951416,235.991669,231.827164,227.406204,23.837378,363.215607,30.185682,332.378143,340.000275,258.114532,241.038147,221.463318,246.978195,158.77684,133.214706,21.263819,363.984589,365.882111,355.889923,339.91745,294.644775,239.174026,244.298157,248.678345,128.447021,128.837418,126.771568,137.538086,249.905289,238.800385,230.12384,235.489685,694.424438,700.980469,632.529358,631.679199,115.317581,54.009853,107.154854,45.802872,664.903366,644.0376344,615.6762085,335.617767,274.1511433,150.5400037,63.0822004
14:46.2,145,-19.335827,6.212601215,2.610689,7.309952,26.698538,14.524742,38.157028,25.87496,25.188572,-55.553734,32.85833,26.423388,678.160278,674.292969,544.800659,610.930237,632.290405,631.484924,639.492615,562.166199,22.844067,335.51001,318.903534,278.221985,269.374084,253.395645,161.813812,155.122086,133.967361,72.448387,69.163521,66.7939,56.082947,54.283581,21.924585,228.725281,224.848984,221.205551,23.786348,356.842194,30.110394,326.254456,329.775391,249.484543,232.552017,213.816238,241.523148,154.432236,129.339157,21.252943,356.48941,358.814911,349.089111,332.809814,279.045166,230.19841,235.481842,240.090393,120.963936,123.78669,122.107986,133.440002,242.123627,230.244354,222.933502,229.028107,681.205444,687.710999,619.604248,617.595825,113.913475,52.842407,104.2873,44.877781,651.529129,628.0949096,596.8255615,327.206772,266.997238,150.3010863,63.7544672
15:48.0,146,-21.043726,6.761349164,2.682934,7.362494,26.734663,14.532952,38.157028,25.87496,25.14588,-55.553734,32.856689,26.426672,665.329468,661.48938,525.702026,595.403076,617.947693,617.716064,666.564331,541.142029,22.754164,326.595825,311.849579,270.873932,262.364441,247.136642,160.45517,155.068085,133.949219,72.637924,70.814728,67.865883,56.352543,54.473549,21.920654,221.513565,218.079468,214.861313,23.782192,350.208527,29.648897,320.072357,319.955505,241.194916,224.075348,206.722946,235.890076,150.033478,125.478455,21.242296,348.199799,351.975861,341.825287,326.029755,266.354218,220.9897,226.490402,231.579575,114.004456,119.255219,118.012779,129.509247,233.006149,221.626572,215.438126,222.479324,668.68689,674.898621,605.811768,603.168518,112.339111,51.761379,101.603371,43.987381,638.1414493,613.1743286,579.4290465,319.222702,260.125005,149.824158,64.4289254
16:49.9,147,-20.580002,6.612354643,2.753538,7.411753,26.752724,14.544446,38.157028,25.87496,25.119606,-55.560303,32.859974,26.426672,652.852112,648.426514,512.36969,579.358765,603.308289,602.968323,717.008484,521.060974,22.842218,318.017181,304.642548,263.152466,255.034882,240.586624,159.00795,154.488541,133.78215,72.573921,71.91378,68.523918,56.292511,54.098099,21.913946,214.097092,211.3685,208.48996,23.780113,343.168182,29.788975,313.694519,310.216736,231.595047,216.198349,199.017776,230.557159,145.8703,121.430351,21.280714,340.434692,344.559082,335.279938,319.057953,254.829437,212.253326,217.659607,222.811279,108.734833,114.732513,114.503258,125.563889,224.756912,213.048325,208.152939,215.804214,656.619446,661.872864,587.397583,587.211426,110.584076,50.667427,98.935349,42.755081,623.2753298,599.263074,562.0146485,311.3298645,252.9246573,149.0928803,64.6804458
17:51.7,148,-20.148502,6.473713693,2.832351,7.457728,26.785564,14.560865,38.157028,25.87496,25.086765,-55.547165,32.856689,26.423388,640.452393,635.625,502.649933,565.324036,590.948181,587.94989,788.802734,510.135376,22.805702,309.784302,296.772888,255.312958,248.630219,234.17952,157.516647,153.631851,133.536148,73.14341,72.598091,68.275406,55.962864,53.988914,21.873005,207.164017,204.684052,202.004837,23.728619,336.41806,29.292421,307.756866,301.08725,223.675507,208.613846,191.45787,224.881821,141.706421,118.257965,21.264051,334.056244,337.583099,328.469086,312.780884,247.021301,204.086197,209.757416,215.292892,101.741768,109.71241,111.066505,121.990807,216.932419,204.059448,201.122513,209.303604,644.634338,649.705322,577.488708,570.344604,108.878952,49.784882,96.117462,41.101646,610.543243,586.9999086,549.042633,303.278595,246.040899,148.2282153,64.793737
