TimeStamp,Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,Stud2-Axial,Stud3-Axial,Stud4-Axial,Stud5-Axial,Stud3-Top,Stud3-Mid,Stud3-Bottom,Stud4-Top,Stud4-Mid,Stud4-Bottom,Pb1-Top-Right,Pb1-Top-Left,Pb1-Mid-Mid,Pb1-Bottom-Right,Pb1-Bottom-Left,Pb1-Pb2-Mid-Right,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Left,Pb2-Mid-Right,Pb2-Mid-Mid,Pb2-Mid-Left,Pb3-Mid-Right,Pb3-Mid-Mid,Pb3-Mid-Left,Pb3-Pb4-Mid-Right,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Left,Pb4-Top-Right,Pb4-Top-Left,Pb4-Mid-Mid,Pb4-Bottom-Right,Pb4-Bottom-Left,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Left-Side-Top,Left-Side-Bottom,Right-Side-Top,Right-Side-Bottom,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
47:40.4,58,-62.143475,19.96669852,7.543098,6.13103,5.848633,6.497191,-1.07057,-0.623959,0.781591,1.336568,-0.735609,0.850554,898.478882,898.140625,922.959839,921.390076,938.056152,415.873871,452.578827,433.380432,21.487356,111.785858,109.766731,68.52034,70.00473,69.805519,58.265884,58.264313,58.001259,45.600925,44.252823,39.4907,36.120834,34.190327,21.078894,96.278671,81.403404,71.945335,21.532938,98.326744,22.4569,77.349739,109.57457,96.509369,82.117531,75.000565,106.148361,88.877838,75.262352,21.019869,129.787674,98.489235,83.389961,74.987587,123.3899,95.754173,80.560654,72.098625,111.633125,88.781418,73.854065,63.583855,106.369095,94.42939,80.178375,72.143379,905.901123,923.239807,965.740784,949.288635,55.689384,36.072899,49.797974,34.305569,936.0425873,915.8051148,424.6271515,110.7762945,69.44352967,58.177152,39.9311218
48:41.5,59,-62.367283,20.03860803,7.541456,6.129388,5.840423,6.497191,-1.129681,-0.719194,0.778307,1.392395,-0.788153,0.84727,901.553345,901.514709,926.202087,924.500061,942.049622,424.147369,460.839111,442.215302,21.504248,113.741722,111.143745,68.550789,70.059341,70.008537,58.408291,58.419521,58.134476,45.703941,44.482403,39.604935,36.272156,34.40937,21.108753,97.419334,82.006935,72.390877,21.555149,99.06073,22.451582,77.516891,110.488739,97.295845,82.720238,75.456345,107.316696,89.703117,75.823067,21.021954,134.447784,99.658272,84.108818,74.832306,126.951935,96.882668,81.215599,72.937546,114.208679,89.724869,74.379211,64.10498,107.174965,95.016975,80.632729,72.517082,908.463562,926.464905,970.730103,950.999146,55.762032,35.881134,49.776302,34.809151,939.164429,919.1639648,433.1813355,112.4427335,69.53955567,58.32076267,40.094561
49:42.5,60,-62.635895,20.12491306,7.541456,6.127746,5.842065,6.498833,-1.19536,-0.81443,0.775023,1.464642,-0.873536,0.84727,905.031677,904.303589,928.906372,926.964417,944.265198,432.52536,469.332825,450.636566,21.496149,116.075943,112.766243,68.59758,70.155815,70.145515,58.513184,58.55159,58.248363,45.888439,44.651897,39.695492,36.409084,34.620136,21.153654,98.664337,82.599106,72.880486,21.597258,99.922653,22.488108,77.71537,111.677544,98.219177,83.496994,76.312187,108.58802,90.591209,76.44532,21.028666,139.559464,101.054169,84.739304,74.727814,130.368011,98.08889,81.95298,73.552887,117.349495,90.691498,74.916214,64.605408,108.038857,95.737312,81.169487,73.088585,911.48877,929.059204,972.92334,952.927673,55.242878,35.821774,49.588036,34.496243,941.5997468,921.8942506,441.580963,114.421093,69.63297,58.43771233,40.2530096
50:43.5,61,-62.952179,20.22653511,7.541456,6.127746,5.840423,6.497191,-1.277459,-0.958926,0.778307,1.566445,-1.037734,0.837418,907.799194,908.553345,932.700378,929.562561,947.093018,440.815582,478.792145,459.091675,21.522757,119.132774,114.850327,68.679741,70.272423,70.313835,58.612679,58.618294,58.364044,46.075176,44.972698,39.88546,36.732166,34.728706,21.193232,100.042244,83.403839,73.340538,21.621319,100.926865,22.481636,78.014771,113.327965,99.203682,84.46492,76.90625,110.194374,91.459808,77.126877,21.018944,145.96843,102.63028,85.756775,74.971924,134.131012,99.495255,82.948616,74.217216,121.873871,91.798035,75.609161,65.138702,109.246414,96.438309,81.886047,73.788956,914.645447,931.780457,975.048828,955.961304,55.116215,35.5457,49.440609,34.351528,944.359009,925.1416992,449.9536285,116.9915505,69.755333,58.53167233,40.4788412
51:44.5,62,-63.241982,20.31964882,7.541456,6.126104,5.843707,6.495549,-1.389113,-1.109989,0.775023,1.691235,-1.192081,0.834134,911.76001,911.239075,936.282959,934.479675,949.650879,449.434875,487.40799,467.424713,21.544275,123.629013,117.364273,68.75071,70.463791,70.517731,58.698021,58.672195,58.423565,46.16729,45.009396,40.061749,37.050591,34.923412,21.230263,101.611488,84.140396,73.888748,21.672911,102.272209,22.558384,78.458061,115.225388,100.385506,85.504517,77.908928,111.978943,92.451027,77.891029,21.050655,152.590424,104.531738,86.829636,75.623711,138.227371,101.128082,84.238266,75.034355,127.001091,92.934196,76.311516,65.714485,110.613968,97.330933,82.648811,74.430008,918.255371,933.463074,976.939819,959.300232,54.701973,35.334198,49.335846,34.171577,946.989624,928.6825196,458.429794,120.496643,69.910744,58.597927,40.6424876
52:45.6,63,-63.497349,20.40169823,7.543098,6.124463,5.846991,6.502117,-1.563163,-1.375993,0.788159,1.963803,-1.582873,0.837418,914.472168,913.729492,939.084229,936.043884,952.130737,458.188477,496.262421,475.515839,21.606976,129.56076,120.836365,68.880554,70.743561,70.834869,58.736874,58.695103,58.475224,46.481834,45.29636,40.109741,36.982395,35.073307,21.274696,103.705322,85.286766,74.528229,21.728432,104.029121,22.588667,79.636978,117.525696,101.805107,86.730354,79.134338,114.238861,93.621605,78.82618,21.047184,159.555191,106.845657,88.391289,76.813843,142.983643,103.061035,85.688896,76.047043,133.673141,94.390526,77.148361,66.335869,112.45903,98.420593,83.564178,75.049347,920.764465,936.165344,982.223145,961.769592,54.37429,35.161953,48.846241,33.453308,950.2306365,931.092102,466.852158,125.1985625,70.15299467,58.63573367,40.7887274
53:46.8,64,-61.992508,19.91819282,7.502049,6.111327,5.851096,6.508685,-1.770052,-1.651848,0.752035,2.183828,-1.799615,0.817714,917.508484,916.972534,941.570068,937.682312,954.377869,467.211639,505.478394,483.860718,21.670364,138.189865,125.715576,69.135536,71.363937,71.294113,58.793015,58.715088,58.506443,46.455811,45.258995,40.239147,37.195858,35.258816,21.346205,106.1147,86.690247,75.499977,21.77331,106.572227,22.629118,81.213356,120.396072,103.71006,88.329185,80.656006,117.213097,95.199455,80.012978,21.083525,166.680588,109.835548,90.108658,77.863503,149.177597,105.634705,87.608025,77.299843,141.755264,96.234604,78.182152,67.149986,114.543663,99.858017,84.708168,75.880127,923.110596,939.671143,983.567688,963.714478,53.873421,34.180267,48.992596,33.420357,952.5159763,933.6222534,475.5361785,131.9527205,70.597862,58.67151533,40.8817254
54:47.8,65,-62.494637,20.07952687,7.502049,6.111327,5.853559,6.502117,-1.996644,-1.960543,0.627243,2.400569,-2.062332,0.738899,920.266907,919.212585,943.057129,940.243835,956.801331,477.303375,516.199585,493.213257,21.684015,149.135742,132.609146,69.748436,72.391098,72.099297,58.874535,58.723846,58.529579,46.492695,45.385815,40.367859,37.242146,35.352699,21.372585,109.589958,88.548233,76.744476,21.808933,110.254379,22.662634,83.540215,124.216438,106.622162,90.750053,83.17231,121.264687,97.599304,81.791801,21.085375,174.35498,114.092949,92.78241,79.304192,156.43782,109.139832,90.164291,79.218933,150.876251,98.724205,79.592224,68.258385,117.440659,101.982964,86.467049,77.214813,925.660278,941.144836,985.314331,965.926575,53.410015,34.207935,49.049286,33.440723,954.511505,935.9163574,485.258316,140.872444,71.41294367,58.70932,40.9682428
55:49.1,66,-63.262287,20.32617281,7.503691,6.109685,5.88804,6.503759,-2.331607,-2.374325,0.374375,2.715829,-2.522087,0.512303,922.331909,921.438477,945.031616,941.290161,959.072266,486.861481,527.827942,502.191223,21.721029,156.205505,141.493973,70.761688,74.293518,73.385071,58.975136,58.797058,58.583256,46.318687,45.413895,40.32943,37.209538,35.518978,21.43784,113.679794,91.81913,78.398315,21.874393,114.430634,22.731514,85.711967,129.476746,110.148415,93.967514,85.990013,126.522652,100.311172,84.203323,21.093939,182.636292,118.958687,96.370628,80.870888,164.313965,113.457939,93.600044,81.552269,162.572205,101.761826,81.508842,69.629128,120.977608,104.718422,88.957214,78.88414,927.253357,943.039734,985.361206,967.283264,52.884537,33.589909,49.781269,33.078426,955.7343903,937.8328858,494.526352,148.849739,72.81342567,58.78515,40.9581056
56:50.2,67,-64.23101,20.63742351,7.48563,6.103117,5.907743,6.497191,-2.742101,-2.916183,0.072248,3.093484,-2.981842,0.272571,924.710388,924.426819,947.389526,944.045166,962.207275,496.880676,538.503052,511.914154,21.734678,165.193268,151.337891,72.330681,77.138062,75.367966,59.152302,58.895195,58.667252,46.441784,45.449898,40.321014,37.735023,35.685459,21.504248,118.50705,94.690468,80.621315,21.964136,119.591637,22.822344,88.460342,137.695145,114.557732,98.066612,89.540512,133.634827,103.893501,87.351379,21.115002,192.156891,124.689674,100.46209,82.695381,172.509964,118.742752,97.635078,84.395264,177.99202,105.680779,84.042747,71.433762,125.480286,107.971924,92.1446,81.090019,930.142639,944.931091,990.420471,969.053772,52.245533,32.950459,49.9659,33.391521,958.6369933,940.5558348,504.397415,158.2655795,74.94556967,58.90491633,41.1266356
57:51.4,68,-61.220882,19.67026939,7.319793,5.927428,5.79609,6.418377,-3.224842,-3.655079,-0.469611,3.569658,-3.687893,-0.13136,927.039612,926.866028,950.512146,945.960083,963.36084,507.577698,549.724792,522.145752,21.744162,182.817596,158.747833,74.599159,81.256783,78.217957,59.365826,59.066303,58.756859,46.395172,45.486809,40.313511,37.552898,35.810356,21.568569,123.736031,98.165398,83.112518,22.042309,125.464981,22.929342,91.518608,148.559402,120.112328,102.958412,93.758163,141.264038,108.500702,91.586166,21.1194,202.401855,130.661224,104.820457,84.909538,183.253387,124.884209,102.567139,87.68087,189.147873,110.308266,87.347572,73.63456,132.109924,111.738274,95.798454,83.60202,932.200867,946.257263,989.660583,970.806885,51.178307,32.165154,49.441738,33.065834,959.7313995,942.7477418,514.861725,170.7827145,78.024633,59.062996,41.1117492
58:52.5,69,-63.224545,20.31404631,7.301732,5.891305,5.769819,6.421661,-3.884915,-4.577878,-1.123125,4.170623,-4.485895,-0.604254,929.80542,929.194214,951.11731,948.387634,968.060181,519.11615,563.349304,532.67749,21.813789,198.028625,166.429214,78.351097,88.111275,82.450668,59.650715,59.252441,58.916077,46.341316,45.571945,40.342392,37.704483,35.867893,21.641909,129.715775,104.06929,86.479828,22.143831,132.707535,23.132681,95.483315,158.556168,127.232239,109.584747,99.308151,151.094223,113.959305,97.184052,21.121946,212.562851,137.694229,111.665527,87.670334,195.959351,132.198883,109.448502,91.915421,199.957428,115.928062,92.223618,76.65744,141.631989,116.462181,100.948723,86.751198,934.64563,949.624695,992.925354,972.622681,49.816483,31.592241,48.403461,32.573566,962.45459,945.3129518,525.89682,182.2289195,82.97101333,59.27307767,41.1656058
59:53.6,70,-65.330399,20.9906572,7.278744,5.830553,5.713992,6.421661,-4.522001,-5.500675,-1.81933,4.81428,-5.32002,-1.2512,931.846863,931.30542,953.575012,950.28418,970.108032,530.714539,573.155579,544.475769,21.871849,210.830307,183.74791,84.432892,96.307899,89.043999,59.948593,59.489529,59.057098,46.294701,45.619038,40.297821,37.550621,35.960583,21.711081,136.854111,110.978615,90.613197,22.211584,141.0392,23.287703,100.826599,167.571777,135.350235,117.054657,105.67762,162.818451,119.882126,102.555191,21.15111,221.850494,145.910248,119.402481,91.346481,208.201279,140.529709,116.921692,97.076759,209.810638,122.34008,97.50032,80.331238,149.289963,122.273048,106.653122,90.68364,936.251526,951.082642,995.243958,974.290588,48.424477,30.82015,45.768913,31.077272,964.2171785,947.4239014,537.595154,197.2891085,89.92826333,59.49840667,41.1445528
00:54.8,71,-60.937927,19.57935595,6.993045,5.516941,5.416798,6.172084,-5.237901,-6.525275,-2.768402,5.47764,-6.35775,-2.108321,934.837646,934.407837,955.758301,952.509033,972.268433,542.605652,586.874146,556.443848,21.913715,221.475815,201.587311,91.982758,104.765373,97.18158,60.333733,59.942757,59.307674,46.174759,45.487713,40.15955,37.640205,36.103943,21.793665,144.366852,118.395355,95.455673,22.284883,149.87204,23.53994,106.501495,184.633484,143.794266,124.808861,111.994812,173.97052,126.029037,108.16098,21.144629,231.81517,154.691284,127.736717,96.016068,220.501877,149.025681,124.807487,102.356087,219.478027,128.821854,103.137047,84.288658,157.572311,128.518188,112.999802,95.159004,938.892029,951.384888,996.771118,976.325256,45.557678,29.367079,43.483997,31.558315,965.8433228,949.95625,549.52475,211.531563,97.97657033,59.861388,41.113234
01:56.3,72,-64.78302,20.81478433,6.935576,5.444695,5.356046,6.137603,-6.124565,-7.687801,-3.605818,6.459546,-7.566244,-2.896477,937.244629,937.017456,957.72113,955.625183,975.801025,556.428345,600.442383,569.505676,21.957661,231.713867,216.381577,99.885719,113.225227,105.622055,61.014091,60.824272,59.961384,46.034435,45.516472,40.326698,37.803856,36.246822,21.834377,152.251251,126.205902,100.857468,22.368582,159.26416,23.780344,112.588257,199.145828,152.758987,132.877258,118.117622,184.24173,132.383942,113.630112,21.170782,242.209335,163.83313,136.423843,101.074005,232.607361,157.728424,132.907303,108.145828,229.074295,135.355286,108.795464,88.53904,170.738358,135.478394,119.744385,100.237068,941.170227,953.789673,1000.369324,978.574524,43.100422,29.120111,41.33387,33.502274,968.475937,952.6818846,562.9670105,224.047722,106.2443337,60.59991567,41.1856566
02:57.4,73,-68.178734,21.90582723,6.891244,5.359313,5.288726,6.086702,-6.948834,-8.837191,-4.403825,7.35607,-8.658156,-3.623879,940.474243,939.590332,960.878418,958.574707,977.916504,570.490784,613.877075,584.041382,21.968761,243.048294,228.695023,108.21006,121.361076,114.73455,62.380554,62.576988,61.420601,46.083099,45.681751,40.450172,38.062958,36.542343,21.875088,161.040955,134.261154,106.967926,22.461292,170.06485,24.121578,119.47213,211.775406,162.715073,140.889694,125.07283,193.639862,139.397644,119.1082,21.19763,252.803986,174.240631,145.16507,107.127052,243.851151,167.133606,140.99704,114.673721,239.561874,142.447159,114.578613,93.445076,182.480392,143.681015,126.812943,106.154686,943.056702,957.727966,1000.132812,982.078857,41.147095,29.460339,40.656609,33.514858,970.7490843,955.4868408,577.266083,235.8716585,114.768562,62.12604767,41.3640646
03:58.6,74,-60.587208,19.46666993,6.127738,4.697608,4.684486,5.392157,-7.615473,-9.869998,-5.421857,8.001369,-9.628563,-4.682962,942.891296,941.236328,962.568604,960.090637,979.532898,584.244568,627.000427,598.019897,21.959511,251.944489,240.729401,115.717728,128.322327,122.590897,64.502777,64.807755,63.43882,45.709148,45.515339,40.345119,38.111034,36.8022,21.924816,169.125732,142.347351,112.912041,22.523016,179.892471,24.370625,126.106499,223.146912,171.67659,148.921875,131.171265,202.760925,145.672913,124.737389,21.214293,263.64267,183.77681,154.324966,113.158089,256.546906,175.654266,149.086731,120.86689,251.83374,148.658569,120.508812,98.028809,192.895477,151.651489,134.381439,108.678276,944.856445,958.604004,1002.322205,983.592651,40.151134,29.763027,38.219028,31.66605,972.3438263,957.2639526,591.1322325,246.336945,122.2103173,64.249784,41.296568
04:59.8,75,-63.471523,20.39340034,6.126096,4.697608,4.684486,5.392157,-8.223001,-10.610531,-5.944009,8.640102,-10.403573,-5.152571,944.540588,943.667969,964.704041,961.562012,982.491089,597.530151,639.455872,611.515991,22.002991,263.372894,251.836472,122.360138,132.382111,129.588928,67.194328,67.667496,65.857849,45.923977,45.500847,40.353306,38.330654,37.144318,21.950258,177.551956,150.325165,118.832176,22.584738,189.73465,24.545317,133.245911,234.145859,180.589172,156.628189,136.795731,211.502975,151.74939,130.403976,21.216145,274.440979,193.700439,162.889786,119.509003,267.067719,184.137787,156.777298,127.006119,265.198273,155.421066,126.426888,102.716873,203.286789,160.129929,142.044952,115.094604,947.43335,960.563782,1004.134033,984.614197,38.773411,30.797211,37.315796,30.508587,974.1863405,959.3931398,604.523071,257.604683,128.1103923,66.90655767,41.4506204
06:01.0,76,-67.418365,21.66152067,6.127738,4.635213,4.648363,5.393799,-8.896209,-11.290311,-6.531841,9.25749,-11.145744,-5.700995,947.089478,946.82312,966.10199,962.999207,985.236511,612.274048,651.400513,624.607666,22.041845,274.277802,261.672302,126.318565,134.086472,134.334152,70.425522,70.764153,68.798393,46.278408,45.548397,40.950062,38.563442,37.43504,21.984489,186.277191,158.316971,124.618896,22.666332,199.504852,24.784348,140.052811,244.483871,189.37088,164.224716,142.815094,220.184494,158.001907,136.247589,21.229105,285.155151,203.750015,171.400528,126.193108,278.893585,193.011276,164.553116,133.414307,275.573059,162.707413,132.62175,107.584366,213.344559,168.679504,149.764267,122.192795,949.334351,961.667236,1005.860413,986.832764,38.790489,31.801964,38.124249,30.706823,975.923691,961.6500612,618.440857,267.975052,131.5797297,69.99602267,41.7550698
07:02.2,77,-63.723804,20.47445823,5.835471,4.300256,4.379083,5.163925,-9.421638,-12.042337,-7.168931,9.832186,-11.973297,-6.347938,949.736633,948.546448,970.200439,963.184631,986.015503,624.425232,666.171692,636.575867,22.032595,284.454224,272.155792,127.608871,136.539902,136.487045,73.822289,73.498512,72.182541,46.484322,45.88776,41.85178,39.180939,37.99118,22.055027,195.114029,166.741516,130.409927,22.76803,209.321732,25.014561,146.353134,255.542801,198.115021,172.47551,148.362,229.429031,164.197052,142.560349,21.234196,297.74234,213.589462,181.397736,132.780014,292.115295,201.892426,172.775604,139.480972,281.391724,170.260101,139.356918,112.421402,223.915009,177.21138,158.167328,128.513153,951.265381,964.265869,1006.664917,988.876465,40.597046,32.872162,39.764656,32.179131,977.768158,963.5367308,630.5005495,278.305008,133.5452727,73.16778067,42.2791962
08:03.6,78,-60.302044,19.37504674,5.28706,3.794536,3.894706,4.582675,-9.910944,-12.682709,-7.71407,10.255818,-12.639936,-6.96204,951.737854,950.183044,970.788391,959.189697,987.623779,636.67218,677.917603,648.266602,22.076073,296.658234,282.485931,128.814758,141.989182,139.265076,76.369019,75.809196,74.837898,47.078804,46.326382,42.73148,39.805607,38.547272,22.137587,204.670319,174.439514,136.132919,22.87619,219.857803,25.212671,152.28273,265.902771,207.276764,180.393677,154.037689,237.373398,170.333405,148.066849,21.239058,312.718903,224.696075,190.281815,139.110886,305.528809,211.630707,180.972015,145.694839,290.677094,178.560699,145.340485,117.356316,233.043274,186.096115,165.908844,131.831146,953.074646,964.756104,1009.314453,990.281128,42.170818,32.455162,41.407711,33.55925,979.3565828,963.904553,642.469391,289.5720825,136.689672,75.67203767,42.897909
09:04.9,79,-64.25573,20.64536605,5.285418,3.776474,3.896348,4.584317,-10.479064,-13.3395,-8.163974,10.886343,-13.364044,-7.428364,955.009888,953.086182,973.528992,956.949402,990.248962,649.88562,671.09082,659.414001,22.111687,313.229797,294.303467,132.312851,151.006058,144.260941,78.437256,77.598564,76.844719,47.945629,46.934959,43.481049,40.466541,39.376911,22.212509,215.122818,182.099152,141.998856,22.973478,230.867157,25.413282,159.529663,276.073669,217.607666,189.071899,160.822693,245.218765,176.51886,153.601974,21.266596,324.959534,236.182388,199.938583,146.211578,319.443848,222.236465,189.865616,152.072067,301.333771,185.330078,151.112961,122.066948,242.41243,194.869675,173.178391,137.605453,955.351624,967.743103,1011.404724,993.03479,44.629238,33.525158,43.21476,34.7799,981.8835603,965.7646852,654.6498105,303.766632,142.5266167,77.62684633,43.6410178
10:06.2,80,-62.909142,20.21270732,5.030916,3.482566,3.69603,4.39385,-11.175258,-14.183476,-8.814199,11.621955,-14.265484,-8.12785,956.545837,955.136597,975.924438,956.529358,992.021423,664.405884,657.6698,669.474976,22.147762,331.395905,308.945007,138.02449,163.035919,151.886658,80.179268,79.326576,78.553169,48.773056,47.630978,44.518658,41.31456,40.317604,22.305462,225.238037,191.237671,148.115616,23.078152,242.997986,25.722656,167.235474,287.2034,229.209412,199.108109,168.299606,253.627502,182.72113,159.249771,21.270994,337.835388,247.896851,211.431442,153.355301,332.947083,232.403,199.602402,158.441315,312.945587,192.138245,156.961655,126.526764,252.212189,203.995239,180.859467,142.724487,957.285156,970.43219,1013.871521,995.181458,46.503555,34.49464,44.479229,35.805336,984.1925813,967.2315306,666.94043,320.170456,150.9823557,79.35300433,44.5109712
11:07.4,81,-64.623001,20.76337022,4.883141,3.313445,3.723943,4.264136,-11.973252,-15.079995,-9.382325,12.449519,-15.161998,-8.774791,959.518311,958.21051,977.254089,962.889465,997.395752,679.443359,657.831116,679.267273,22.15863,345.191132,324.345978,147.608154,175.554581,162.996185,81.898361,81.280739,80.286476,49.64312,48.324154,45.3489,42.065239,41.2164,22.382454,237.078003,201.572647,155.683685,23.177271,257.488708,25.981014,175.986389,298.704102,242.742569,210.328979,177.027817,262.445984,189.864914,165.156311,21.272614,352.293091,261.495483,224.241714,162.259766,348.335388,243.582031,209.998138,166.232727,324.263611,199.909943,163.319839,131.443985,261.630829,214.922791,188.853546,148.654404,960.344971,972.307312,1017.192017,997.031006,48.009361,36.266682,46.614868,36.772087,986.7188265,971.0536254,679.355316,334.768555,162.0529733,81.155192,45.3195626
12:08.6,82,-60.09214,19.30760458,4.310102,2.768319,4.367589,3.681244,-12.744975,-15.996217,-10.219735,13.188416,-16.084782,-9.648325,961.558716,960.201233,980.591064,969.651978,998.880066,687.513611,659.583679,688.777161,22.230545,345.364594,336.984589,157.82074,183.434235,174.066925,83.567314,82.976379,81.95813,50.615089,49.121098,46.327965,42.774597,42.265038,22.447882,247.800797,211.990921,162.753876,23.270607,268.868683,26.629519,182.499512,308.840851,253.558228,220.526886,182.909424,270.669891,196.01152,170.479324,21.289045,364.849487,272.327301,234.710587,169.75676,361.374603,253.136993,219.469452,172.614273,337.325928,206.335098,169.452179,135.89856,272.748047,225.520645,197.190735,151.634827,962.03064,974.319763,1018.454773,998.763306,48.759277,36.476631,47.850471,38.052246,988.3921205,974.1766114,688.145386,341.1745915,171.7739667,82.833941,46.2207574
13:09.9,83,-62.337486,20.02903425,4.30846,2.768319,6.479145,3.682886,-13.086503,-16.319685,-10.367514,13.621902,-16.511692,-9.888054,963.556213,962.562683,982.293762,972.953186,1000.776428,697.493835,661.31958,703.5625,22.284191,341.614349,343.488525,166.691284,187.456665,182.235947,85.206116,84.311951,83.50573,51.679996,50.155251,47.261528,43.805779,43.245609,22.52949,256.899933,221.491333,168.866791,23.345453,275.748169,26.744896,188.173523,317.812012,261.278534,228.820679,187.762421,278.628418,201.013336,175.17868,21.295525,376.592865,279.883453,241.397186,176.710556,373.184082,261.143616,227.405045,178.568619,340.734467,211.151321,175.054077,139.895569,280.887177,235.833405,206.205338,157.643524,964.654358,976.953064,1019.392334,1002.190735,50.101765,36.08865,47.988342,38.416759,990.7976228,976.4284544,700.5281675,342.551437,178.794632,84.34126567,47.2296326
14:11.2,84,-64.248222,20.64295373,4.196807,2.651741,8.804161,3.590937,-13.431315,-16.590611,-10.551415,13.997919,-16.915615,-10.149129,965.562561,964.770081,984.548035,974.748962,1002.74054,702.115356,662.951294,717.012512,22.290434,337.869904,343.875336,172.768616,190.349625,186.611862,86.557358,85.41938,84.848831,52.659245,51.017731,48.246651,44.473789,44.12838,22.615711,263.223297,228.850937,174.140045,23.40274,281.125214,26.976301,192.060883,325.351868,266.67804,235.021469,191.197357,285.122192,204.582626,178.546967,21.300848,387.487793,284.940277,246.018585,182.724625,381.794312,266.76535,233.306396,183.260376,340.064575,214.391617,179.409012,143.182861,290.265045,244.825409,214.823257,163.933517,966.316895,978.534851,1023.586548,1003.218201,49.842667,35.725876,48.689251,35.740261,992.9141238,978.4740358,709.563934,340.87262,183.2433677,85.608523,48.1051592
15:12.5,85,-61.30056,19.69586993,3.925886,2.402165,10.482249,3.334793,-13.588943,-16.790932,-10.774725,14.216305,-17.273563,-10.462748,968.233093,966.58252,987.514771,978.902039,1005.65271,696.968506,664.174377,711.801086,22.314941,334.730164,340.719574,176.346024,193.359818,189.643066,87.73243,86.342461,85.961555,53.584541,52.305477,49.212784,45.31176,45.204639,22.685749,267.210266,234.237381,178.052124,23.440622,284.574554,27.546888,196.993011,332.418243,269.850281,239.696884,194.790466,290.998993,206.537628,180.535568,21.308485,397.503174,288.38205,249.580978,187.386749,389.885468,270.140228,237.653107,187.182602,338.694092,215.726044,182.200287,145.749786,299.650513,251.568283,222.079956,169.385391,968.33136,981.663574,1023.861877,1005.958496,50.404591,35.793919,48.570648,33.28648,994.9538268,981.3770266,704.384796,337.724869,186.449636,86.67881533,49.1238402
16:13.8,86,-63.868591,20.52097829,3.888122,2.367684,10.689137,3.282251,-13.62835,-16.754808,-10.771441,14.298405,-17.316256,-10.567834,969.490356,969.302246,990.501953,980.45752,1006.18103,693.973206,664.838135,705.562012,22.349625,332.001282,337.362244,179.517807,196.076279,192.320679,88.57962,87.155045,86.849579,54.494701,53.244484,49.567268,45.597755,45.946388,22.761791,269.912048,237.62709,181.848877,23.48243,286.964325,27.551722,200.478195,338.236572,271.861084,242.592316,198.124329,294.842285,207.402084,181.697647,21.326303,405.2388,291.117462,251.967133,191.434326,395.96994,272.592896,240.451187,190.759979,336.589294,216.812042,183.904282,147.830673,305.484863,256.404846,226.661011,174.560608,970.673706,982.790161,1026.703979,1006.796814,50.514919,36.663494,48.851437,32.151409,996.741165,983.186621,699.767609,334.681763,189.3049217,87.52808133,49.7701192
17:15.2,87,-65.516899,21.05057965,3.856925,2.333203,10.695704,3.241202,-13.657906,-16.718685,-10.738602,14.36901,-17.395069,-10.61381,971.80542,970.183899,992.756592,983.937012,1008.437805,692.349365,665.24884,701.062744,22.366039,330.694397,335.021759,182.458023,198.944199,195.314835,89.337318,87.85527,87.608467,54.860165,54.073338,49.997952,46.290627,46.595409,22.82165,272.429138,239.884796,184.984222,23.530008,288.856598,27.495113,203.888214,342.857178,273.212494,244.770554,201.30452,297.703705,207.972092,182.533066,21.345047,412.388397,293.711243,254.556793,194.906479,401.534546,274.419922,242.760712,194.002838,334.079407,217.551086,185.059967,149.613235,311.519379,259.720337,230.10144,178.575378,972.482788,984.271179,1027.120605,1009.193298,50.679836,37.318989,48.921001,32.050598,998.2669675,985.4241456,696.7060545,332.858078,192.239019,88.26701833,50.3634982
