TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),LVDT12 - 50mm_Stud1_Axial_(mm),LVDT12 - 50mm_Stud2_Axial_(mm),LVDT12 - 50mm_Stud3_Axial_(mm),LVDT12 - 50mm_Stud4_Axial_(mm),LVDT Type 100mm_Stud2_Top_(mm),LVDT Type 100mm_Stud2_Mid_(mm),LVDT Type 100mm_Stud2_Bottom_(mm),LVDT Type 100mm_Stud3_Top_(mm),LVDT Type 100mm_Stud3_Mid_(mm),LVDT Type 100mm_Stud3_Bottom_(mm)
12:44:07.848 PM 13/03/2018,-129.487015,8.713969,8.723796,8.410141,8.945469,-0.265997,-0.174052,-0.643666,0.243009,-0.548430,-0.623957
12:44:08.856 PM 13/03/2018,-130.465683,8.733673,8.750068,8.431486,8.973383,-0.269281,-0.170768,-0.643666,0.243009,-0.548430,-0.623957
12:44:09.859 PM 13/03/2018,-130.694565,8.745167,8.750068,8.446264,8.996370,-0.262713,-0.170768,-0.646950,0.246293,-0.551714,-0.623957
12:44:10.869 PM 13/03/2018,-131.475235,8.764871,8.781265,8.474178,9.016074,-0.265997,-0.170768,-0.643666,0.249577,-0.548430,-0.630525
12:44:11.871 PM 13/03/2018,-132.173584,8.792785,8.809179,8.503734,9.039062,-0.275848,-0.170768,-0.643666,0.259429,-0.548430,-0.630525
12:44:12.881 PM 13/03/2018,-131.973160,8.791142,8.810821,8.511943,9.047272,-0.279132,-0.170768,-0.643666,0.259429,-0.548430,-0.630525
12:44:13.890 PM 13/03/2018,-132.164963,8.796069,8.805895,8.520153,9.058766,-0.272564,-0.170768,-0.643666,0.262713,-0.548430,-0.630525
12:44:14.891 PM 13/03/2018,-132.620972,8.819057,8.821494,8.533289,9.075186,-0.269281,-0.170768,-0.643666,0.275848,-0.548430,-0.633809
12:44:15.895 PM 13/03/2018,-133.689896,8.837118,8.830524,8.556276,9.101458,-0.265997,-0.170768,-0.643666,0.272564,-0.545146,-0.633809
12:44:16.896 PM 13/03/2018,-133.721024,8.846971,8.853513,8.574338,9.119519,-0.272564,-0.170768,-0.643666,0.285700,-0.548430,-0.640377
12:44:17.898 PM 13/03/2018,-133.921432,8.861749,8.873217,8.595684,9.131013,-0.272564,-0.170768,-0.640382,0.288984,-0.545146,-0.650229
12:44:18.908 PM 13/03/2018,-134.698120,8.884736,8.886353,8.612103,9.150717,-0.262713,-0.170768,-0.643666,0.298836,-0.548430,-0.653513
12:44:19.919 PM 13/03/2018,-135.941635,8.901156,8.901130,8.644943,9.186841,-0.256145,-0.167484,-0.643666,0.302119,-0.545146,-0.653513
12:44:20.920 PM 13/03/2018,-135.675018,8.915934,8.927402,8.659721,9.198335,-0.262713,-0.167484,-0.646950,0.311971,-0.548430,-0.663365
12:44:21.931 PM 13/03/2018,-136.327011,8.935637,8.938895,8.677783,9.219681,-0.262713,-0.170768,-0.643666,0.325107,-0.548430,-0.666649
12:44:22.932 PM 13/03/2018,-137.064651,8.958626,8.948748,8.699128,9.242668,-0.272564,-0.167484,-0.643666,0.328391,-0.545146,-0.673217
12:44:23.934 PM 13/03/2018,-137.381805,8.979972,8.978303,8.735251,9.339545,-0.269281,-0.170768,-0.643666,0.338242,-0.548430,-0.676501
12:44:24.936 PM 13/03/2018,-137.766968,8.996391,8.978303,8.751672,9.377311,-0.269281,-0.167484,-0.640382,0.338242,-0.548430,-0.676501
12:44:25.938 PM 13/03/2018,-138.272842,9.009527,9.006217,8.769733,9.406867,-0.275848,-0.167484,-0.643666,0.338242,-0.548430,-0.676501
12:44:26.939 PM 13/03/2018,-139.032333,9.025948,9.019353,8.799289,9.436422,-0.279132,-0.167484,-0.646950,0.328391,-0.548430,-0.676501
12:44:27.941 PM 13/03/2018,-139.634003,9.057145,9.040699,8.825561,9.464336,-0.275848,-0.167484,-0.643666,0.344810,-0.545146,-0.683069
12:44:28.942 PM 13/03/2018,-139.832642,9.071923,9.055476,8.841980,9.479115,-0.292268,-0.167484,-0.643666,0.338242,-0.548430,-0.689637
12:44:29.943 PM 13/03/2018,-140.095291,9.088343,9.070254,8.861684,9.505386,-0.282416,-0.167484,-0.643666,0.341526,-0.548430,-0.696205
12:44:30.944 PM 13/03/2018,-140.972641,9.096553,9.089958,8.892881,9.534942,-0.295552,-0.167484,-0.646950,0.341526,-0.548430,-0.699489
12:44:31.945 PM 13/03/2018,-141.486252,9.126108,9.099810,8.912585,9.553003,-0.295552,-0.167484,-0.643666,0.341526,-0.545146,-0.696205
12:44:32.947 PM 13/03/2018,-142.049515,9.155664,9.145785,8.947066,9.587485,-0.298836,-0.167484,-0.643666,0.344810,-0.548430,-0.696205
12:44:33.948 PM 13/03/2018,-142.886688,9.183578,9.155638,8.970055,9.610474,-0.311971,-0.167484,-0.643666,0.338242,-0.545146,-0.699489
12:44:34.959 PM 13/03/2018,-143.334961,9.203282,9.178625,8.996325,9.626893,-0.331675,-0.164200,-0.643666,0.334959,-0.545146,-0.696205
12:44:35.971 PM 13/03/2018,-143.797592,9.221344,9.191761,9.017672,9.653165,-0.331675,-0.167484,-0.643666,0.344810,-0.545146,-0.699489
12:44:36.972 PM 13/03/2018,-144.077011,9.232838,9.188478,9.034091,9.667943,-0.341527,-0.167484,-0.646950,0.341526,-0.548430,-0.699489
12:44:37.973 PM 13/03/2018,-144.894760,9.242690,9.208181,9.055437,9.683541,-0.336601,-0.167484,-0.643666,0.351378,-0.545146,-0.696205
12:44:38.974 PM 13/03/2018,-145.112167,9.255826,9.226243,9.080067,9.702425,-0.344810,-0.167484,-0.643666,0.331675,-0.548430,-0.696205
12:44:39.976 PM 13/03/2018,-145.531967,9.276351,9.231169,9.101413,9.720487,-0.357946,-0.164200,-0.643666,0.348094,-0.545146,-0.696205
12:44:40.976 PM 13/03/2018,-145.608337,9.293591,9.250873,9.121116,9.741832,-0.364514,-0.164200,-0.643666,0.341526,-0.548430,-0.699489
12:44:41.977 PM 13/03/2018,-146.501129,9.306727,9.267292,9.139178,9.759894,-0.367798,-0.164200,-0.643666,0.341526,-0.548430,-0.692921
12:44:42.987 PM 13/03/2018,-147.558594,9.337925,9.293564,9.173659,9.789450,-0.371082,-0.160916,-0.646950,0.344810,-0.548430,-0.699489
12:44:43.989 PM 13/03/2018,-147.799393,9.357629,9.311626,9.196647,9.807511,-0.394069,-0.154348,-0.643666,0.341526,-0.548430,-0.696205
12:44:45.000 PM 13/03/2018,-147.679764,9.375691,9.316552,9.217993,9.840351,-0.377650,-0.151064,-0.643666,0.338242,-0.551714,-0.696205
12:44:46.010 PM 13/03/2018,-148.850433,9.392111,9.341182,9.234412,9.869907,-0.384217,-0.147780,-0.643666,0.338242,-0.548430,-0.699489
12:44:47.021 PM 13/03/2018,-149.050629,9.400321,9.352675,9.259042,9.894537,-0.387501,-0.144496,-0.646950,0.334959,-0.548430,-0.696205
12:44:48.022 PM 13/03/2018,-149.410172,9.413457,9.369096,9.282030,9.915883,-0.400637,-0.141212,-0.646950,0.348094,-0.545146,-0.696205
12:44:49.023 PM 13/03/2018,-149.980057,9.421667,9.383873,9.291882,9.922451,-0.407205,-0.141212,-0.646950,0.341526,-0.548430,-0.696205
12:44:50.034 PM 13/03/2018,-150.297897,9.438087,9.392083,9.314869,9.940513,-0.413773,-0.137928,-0.643666,0.349736,-0.545146,-0.696205
12:44:51.047 PM 13/03/2018,-150.748367,9.470926,9.407682,9.344425,9.968427,-0.413773,-0.134644,-0.646950,0.344810,-0.545146,-0.699489
12:44:52.049 PM 13/03/2018,-151.676270,9.490630,9.429849,9.364128,10.022613,-0.426908,-0.128076,-0.643666,0.351378,-0.545146,-0.697847
12:44:53.063 PM 13/03/2018,-152.179276,9.511976,9.454479,9.388759,10.070230,-0.426908,-0.121508,-0.643666,0.344810,-0.548430,-0.696205
12:44:54.064 PM 13/03/2018,-153.306259,9.526754,9.464331,9.416672,10.093218,-0.430192,-0.118224,-0.646950,0.338242,-0.548430,-0.699489
12:44:55.065 PM 13/03/2018,-153.217300,9.533322,9.474182,9.428165,10.106354,-0.440044,-0.118224,-0.646950,0.338242,-0.545146,-0.696205
12:44:56.067 PM 13/03/2018,-153.177582,9.553847,9.490602,9.442944,10.124415,-0.430192,-0.118224,-0.643666,0.338242,-0.545146,-0.699489
12:44:57.068 PM 13/03/2018,-153.795807,9.572730,9.510306,9.459363,10.147403,-0.443328,-0.118224,-0.643666,0.348094,-0.545146,-0.696205
12:44:58.080 PM 13/03/2018,-154.982147,9.591613,9.515232,9.482351,10.172033,-0.433476,-0.111656,-0.646950,0.341526,-0.545146,-0.699489
12:44:59.094 PM 13/03/2018,-155.296677,9.605570,9.533294,9.498771,10.188453,-0.449896,-0.101804,-0.646950,0.338242,-0.545146,-0.696205
12:45:00.105 PM 13/03/2018,-155.705429,9.620348,9.549714,9.516832,10.209799,-0.443328,-0.098520,-0.646950,0.341526,-0.545146,-0.696205
12:45:01.107 PM 13/03/2018,-155.617584,9.627737,9.561208,9.523400,10.218009,-0.449896,-0.098520,-0.643666,0.344810,-0.548430,-0.692921
12:45:02.109 PM 13/03/2018,-156.217941,9.649903,9.572701,9.544746,10.234428,-0.463031,-0.098520,-0.643666,0.338242,-0.545146,-0.696205
12:45:03.112 PM 13/03/2018,-156.574829,9.653188,9.589122,9.556240,10.247564,-0.463031,-0.098520,-0.643666,0.344810,-0.548430,-0.696205
12:45:04.113 PM 13/03/2018,-157.267670,9.669607,9.597331,9.569376,10.260700,-0.466315,-0.098520,-0.643666,0.341526,-0.545146,-0.699489
12:45:05.115 PM 13/03/2018,-157.346893,9.690953,9.613751,9.580870,10.280404,-0.466315,-0.098520,-0.643666,0.344810,-0.545146,-0.696205
12:45:06.117 PM 13/03/2018,-157.794510,9.702447,9.638381,9.592363,10.290257,-0.466315,-0.095236,-0.646950,0.344810,-0.545146,-0.696205
12:45:07.118 PM 13/03/2018,-158.172592,9.711478,9.651517,9.607141,10.301750,-0.476167,-0.082100,-0.643666,0.338242,-0.545146,-0.699489
12:45:08.131 PM 13/03/2018,-158.509857,9.725435,9.661369,9.621919,10.321454,-0.482735,-0.072248,-0.643666,0.344810,-0.548430,-0.699489
12:45:09.140 PM 13/03/2018,-159.069153,9.747602,9.682714,9.636697,10.336232,-0.482735,-0.068964,-0.643666,0.338242,-0.545146,-0.696205
12:45:10.142 PM 13/03/2018,-159.703934,9.768127,9.710629,9.666252,10.357578,-0.489302,-0.062396,-0.646950,0.325107,-0.545146,-0.699489
12:45:11.144 PM 13/03/2018,-160.148895,9.776337,9.727049,9.679388,10.369072,-0.502438,-0.062396,-0.643666,0.318539,-0.545146,-0.696205
12:45:12.144 PM 13/03/2018,-160.148895,9.791115,9.731975,9.687598,10.380566,-0.518858,-0.062396,-0.646950,0.308687,-0.545146,-0.699489
12:45:13.146 PM 13/03/2018,-160.532501,9.807535,9.746752,9.707302,10.388776,-0.531993,-0.062396,-0.643666,0.292268,-0.541862,-0.696205
12:45:14.148 PM 13/03/2018,-160.885193,9.822312,9.769740,9.736857,10.406837,-0.551697,-0.078816,-0.643666,0.265997,-0.541862,-0.689637
12:45:15.153 PM 13/03/2018,-161.230621,9.838733,9.789444,9.751636,10.418331,-0.551697,-0.078816,-0.643666,0.259429,-0.538578,-0.686353
12:45:16.155 PM 13/03/2018,-161.227524,9.850226,9.799295,9.761487,10.428184,-0.558265,-0.085384,-0.643666,0.246293,-0.538578,-0.686353
12:45:17.156 PM 13/03/2018,-161.899170,9.860079,9.807506,9.771338,10.441319,-0.553339,-0.078816,-0.643666,0.243009,-0.538578,-0.687995
12:45:18.158 PM 13/03/2018,-162.645630,9.878140,9.825567,9.795969,10.457739,-0.561548,-0.082100,-0.640382,0.239725,-0.535294,-0.679785
12:45:19.160 PM 13/03/2018,-162.488480,9.889634,9.830494,9.802537,10.465949,-0.558265,-0.078816,-0.646950,0.220022,-0.535294,-0.679785
12:45:20.168 PM 13/03/2018,-163.136719,9.904412,9.854302,9.815672,10.487295,-0.574684,-0.082100,-0.643666,0.216738,-0.535294,-0.679785
12:45:21.170 PM 13/03/2018,-163.882965,9.924116,9.868259,9.832092,10.551332,-0.586178,-0.078816,-0.643666,0.203602,-0.535294,-0.676501
12:45:22.181 PM 13/03/2018,-164.468964,9.942178,9.883038,9.856722,10.562826,-0.600955,-0.082100,-0.643666,0.193751,-0.535294,-0.676501
12:45:23.193 PM 13/03/2018,-164.731171,9.963524,9.904383,9.871500,10.577604,-0.627227,-0.078816,-0.640382,0.167479,-0.532010,-0.676501
12:45:24.204 PM 13/03/2018,-165.067322,9.978302,9.907667,9.882994,10.590740,-0.637078,-0.078816,-0.643666,0.152702,-0.535294,-0.673217
12:45:25.206 PM 13/03/2018,-165.410980,9.994722,9.937222,9.892845,10.603876,-0.643646,-0.078816,-0.643666,0.141208,-0.532010,-0.669933
12:45:26.206 PM 13/03/2018,-165.849548,10.002932,9.938865,9.905981,10.617012,-0.663350,-0.078816,-0.643666,0.118221,-0.532010,-0.663365
12:45:27.207 PM 13/03/2018,-166.245728,10.014426,9.950358,9.924043,10.630148,-0.669917,-0.078816,-0.643666,0.121505,-0.532010,-0.656797
12:45:28.214 PM 13/03/2018,-166.860870,10.040698,9.963494,9.938821,10.646568,-0.679769,-0.078816,-0.643666,0.088665,-0.532010,-0.653513
12:45:29.227 PM 13/03/2018,-167.429871,10.060402,9.983198,9.956882,10.667913,-0.702757,-0.072248,-0.643666,0.075530,-0.528726,-0.653513
12:45:30.234 PM 13/03/2018,-167.450394,10.071896,9.997976,9.974944,10.682692,-0.735596,-0.072248,-0.643666,0.045975,-0.525442,-0.650229
12:45:31.241 PM 13/03/2018,-168.201492,10.089957,9.999619,9.993006,10.700753,-0.722460,-0.062396,-0.646950,0.032839,-0.512306,-0.637093
12:45:32.249 PM 13/03/2018,-168.391083,10.098167,10.020143,10.012710,10.722099,-0.745447,-0.062396,-0.643666,0.009852,-0.479466,-0.623957
12:45:33.258 PM 13/03/2018,-168.636749,10.116229,10.025890,10.022562,10.735235,-0.761867,-0.059112,-0.643666,-0.019703,-0.449910,-0.600969
12:45:34.266 PM 13/03/2018,-169.056320,10.137575,10.045594,10.035697,10.807483,-0.781570,-0.026272,-0.643666,-0.039407,-0.403933,-0.591118
12:45:35.268 PM 13/03/2018,-169.461121,10.155637,10.071866,10.050475,10.832113,-0.801274,-0.019704,-0.643666,-0.065678,-0.357957,-0.577982
12:45:36.278 PM 13/03/2018,-170.513931,10.175341,10.075150,10.070179,10.851817,-0.820977,0.000000,-0.643666,-0.085382,-0.325117,-0.538574
12:45:37.289 PM 13/03/2018,-170.481705,10.195045,10.093211,10.086598,10.866594,-0.840681,0.026272,-0.643666,-0.111653,-0.288993,-0.512302
12:45:38.300 PM 13/03/2018,-170.820511,10.216391,10.111273,10.109587,10.891225,-0.860384,0.068964,-0.643666,-0.134640,-0.223313,-0.492598
12:45:39.301 PM 13/03/2018,-171.845291,10.227885,10.140829,10.129291,10.910929,-0.899791,0.114940,-0.643666,-0.180615,-0.210177,-0.469610
12:45:40.309 PM 13/03/2018,-172.072189,10.241021,10.147397,10.150636,10.930633,-0.921136,0.137928,-0.646950,-0.210170,-0.144497,-0.463042
12:45:41.311 PM 13/03/2018,-171.775986,10.255798,10.167101,10.162129,10.974966,-0.942482,0.141212,-0.643666,-0.233157,-0.111656,-0.459758
12:45:42.318 PM 13/03/2018,-172.736771,10.351034,10.166280,10.178550,10.986460,-0.955617,0.174052,-0.643666,-0.259429,-0.095236,-0.456474
12:45:43.326 PM 13/03/2018,-172.921951,10.378948,10.180237,10.191686,11.002880,-0.965469,0.193756,-0.643666,-0.285700,-0.078816,-0.443338
12:45:44.326 PM 13/03/2018,-173.275314,10.393726,10.196656,10.211390,11.022584,-1.001592,0.226596,-0.643666,-0.311971,-0.045976,-0.420350
12:45:45.328 PM 13/03/2018,-174.506912,10.413430,10.214719,10.240945,11.052139,-1.018012,0.269289,-0.646950,-0.344810,0.019704,-0.390794
12:45:46.330 PM 13/03/2018,-174.549500,10.438060,10.234423,10.259007,11.071843,-1.057419,0.292277,-0.646950,-0.384217,0.045976,-0.390794
12:45:47.337 PM 13/03/2018,-175.196869,10.451196,10.252484,10.267217,11.086621,-1.077122,0.308697,-0.643666,-0.403921,0.062396,-0.387510
12:45:48.339 PM 13/03/2018,-175.429276,10.461048,10.245916,10.277068,11.101399,-1.080406,0.321833,-0.643666,-0.431834,0.072248,-0.380942
12:45:49.346 PM 13/03/2018,-176.000717,10.484035,10.262336,10.311550,11.127671,-1.106677,0.348105,-0.646950,-0.466315,0.082100,-0.380942
12:45:50.347 PM 13/03/2018,-175.951050,10.498814,10.296818,10.329612,11.144092,-1.119813,0.361241,-0.646950,-0.479450,0.124792,-0.377658
12:45:51.349 PM 13/03/2018,-176.796173,10.505382,10.318164,10.344389,11.162153,-1.139516,0.374377,-0.646950,-0.495870,0.170769,-0.364523
12:45:52.357 PM 13/03/2018,-177.049332,10.516876,10.316522,10.354241,11.172005,-1.165788,0.377661,-0.643666,-0.528709,0.183905,-0.367807
12:45:53.358 PM 13/03/2018,-177.922714,10.543148,10.333762,10.373945,11.194993,-1.182207,0.397365,-0.643666,-0.545129,0.220029,-0.361239
12:45:54.365 PM 13/03/2018,-177.856277,10.561210,10.332942,10.382154,11.206487,-1.188775,0.413785,-0.643666,-0.571400,0.229881,-0.344819
12:45:55.368 PM 13/03/2018,-178.205444,10.568599,10.340330,10.392007,11.213055,-1.208478,0.423637,-0.646950,-0.600955,0.243017,-0.321831
12:45:56.376 PM 13/03/2018,-178.498993,10.575988,10.367423,10.408426,11.229475,-1.228182,0.430205,-0.646950,-0.620658,0.262721,-0.321831
12:45:57.378 PM 13/03/2018,-178.876205,10.590766,10.372350,10.416636,11.240969,-1.224898,0.456477,-0.643666,-0.643646,0.282425,-0.305411
12:45:58.380 PM 13/03/2018,-179.390244,10.605543,10.409294,10.442908,11.262315,-1.244601,0.505737,-0.646950,-0.660065,0.308697,-0.305411
12:45:59.388 PM 13/03/2018,-179.606339,10.625247,10.419967,10.469180,11.285302,-1.267589,0.535293,-0.646950,-0.686336,0.351389,-0.292275
12:46:00.395 PM 13/03/2018,-180.625153,10.641667,10.436387,10.483957,11.303365,-1.284008,0.554997,-0.646950,-0.725743,0.397366,-0.279139
12:46:01.397 PM 13/03/2018,-181.104553,10.656446,10.449523,10.500378,11.316501,-1.306996,0.564849,-0.646950,-0.752015,0.453194,-0.264361
12:46:02.399 PM 13/03/2018,-180.958664,10.669581,10.465942,10.520082,11.327994,-1.329983,0.577985,-0.646950,-0.768434,0.463046,-0.256151
12:46:03.407 PM 13/03/2018,-181.412003,10.684360,10.482363,10.533217,11.341130,-1.343119,0.597689,-0.646950,-0.797989,0.505738,-0.252867
12:46:04.415 PM 13/03/2018,-182.286713,10.697495,10.485646,10.551279,11.360834,-1.367748,0.660085,-0.643666,-0.829186,0.561566,-0.236447
12:46:05.415 PM 13/03/2018,-182.268387,10.710631,10.506992,10.569341,11.373970,-1.385809,0.702778,-0.646950,-0.853816,0.650235,-0.200323
12:46:06.417 PM 13/03/2018,-182.147430,10.715557,10.513560,10.608748,11.395316,-1.428500,0.745470,-0.646950,-0.922778,0.758607,-0.160915
12:46:07.419 PM 13/03/2018,-182.570770,10.728693,10.528338,10.638304,11.410094,-1.464623,0.765174,-0.646950,-0.965468,0.775027,-0.157631
12:46:08.420 PM 13/03/2018,-183.115494,10.740187,10.553789,10.666218,11.429798,-1.497462,0.784878,-0.646950,-0.996666,0.791447,-0.144495
12:46:09.428 PM 13/03/2018,-183.146393,10.751681,10.550505,10.667859,11.436366,-1.517166,0.801298,-0.646950,-1.021295,0.804583,-0.137927
12:46:10.436 PM 13/03/2018,-183.111969,10.756607,10.559536,10.672786,11.444575,-1.517166,0.811150,-0.646950,-1.040998,0.807867,-0.137927
12:46:11.438 PM 13/03/2018,-183.634171,10.768101,10.579240,10.692489,11.464279,-1.530301,0.830854,-0.646950,-1.070553,0.817719,-0.128075
12:46:12.447 PM 13/03/2018,-184.550369,10.797657,10.594018,10.712193,11.485625,-1.559856,0.850558,-0.646950,-1.090257,0.843992,-0.111656
12:46:13.448 PM 13/03/2018,-184.550369,10.810793,10.610437,10.730254,11.502046,-1.576276,0.857126,-0.646950,-1.113244,0.906388,-0.098520
12:46:14.450 PM 13/03/2018,-185.420425,10.823929,10.635067,10.763094,11.528317,-1.595979,0.909670,-0.643666,-1.169071,0.968784,-0.072248
12:46:15.452 PM 13/03/2018,-185.462814,10.833781,10.644919,10.789366,11.544737,-1.615683,0.975350,-0.643666,-1.205194,1.008192,-0.059112
12:46:16.454 PM 13/03/2018,-186.134674,10.858411,10.664623,10.820563,11.575935,-1.658374,1.011474,-0.630530,-1.244600,1.073873,-0.032840
12:46:17.456 PM 13/03/2018,-186.772324,10.873189,10.686790,10.846835,11.607133,-1.687929,1.057451,-0.600973,-1.300427,1.154331,0.000000
12:46:18.458 PM 13/03/2018,-186.869659,10.887967,10.704031,10.874749,11.653109,-1.737187,1.100143,-0.581269,-1.402228,1.241357,0.042692
12:46:19.459 PM 13/03/2018,-183.884247,10.897819,10.717167,10.884601,11.874778,-1.840630,1.221651,-0.476181,-1.641953,1.605883,0.269287
12:46:20.467 PM 13/03/2018,-183.899261,10.896176,10.702389,10.889526,11.910902,-1.840630,1.221651,-0.476181,-1.691211,1.622303,0.275855
12:46:21.469 PM 13/03/2018,-185.321548,10.899461,10.724556,10.920724,11.961803,-1.865260,1.228219,-0.476181,-1.750322,1.668280,0.285707
12:46:22.471 PM 13/03/2018,-185.240997,10.891251,10.727019,10.938787,11.988075,-1.883321,1.231503,-0.476181,-1.797938,1.701120,0.288991
12:46:23.472 PM 13/03/2018,-185.422867,10.904387,10.741796,10.971625,12.011064,-1.904667,1.234787,-0.476181,-1.852123,1.766800,0.341535
12:46:24.474 PM 13/03/2018,-185.929840,10.927375,10.771353,11.043873,12.053756,-1.957209,1.297183,-0.476181,-1.958850,1.921149,0.394079
12:46:25.475 PM 13/03/2018,-184.741074,10.927375,10.777921,11.140750,12.063607,-2.024529,1.339875,-0.472897,-2.091848,2.059078,0.410498
12:46:26.476 PM 13/03/2018,-184.680817,10.927375,10.761500,11.194935,12.076743,-2.068862,1.353011,-0.476181,-2.157526,2.114906,0.413783
12:46:27.477 PM 13/03/2018,-185.145203,10.925733,10.786131,11.245836,12.098089,-2.091849,1.372716,-0.476181,-2.233056,2.177303,0.413783
12:46:28.478 PM 13/03/2018,-184.852081,10.927375,10.791057,11.270467,12.103015,-2.124688,1.376000,-0.476181,-2.288882,2.187155,0.417066
12:46:29.479 PM 13/03/2018,-184.862244,10.927375,10.774636,11.285244,12.116151,-2.150959,1.389136,-0.476181,-2.315153,2.203575,0.417066
12:46:30.481 PM 13/03/2018,-185.623932,10.935584,10.804193,11.311516,12.137497,-2.167379,1.418692,-0.476181,-2.354560,2.226563,0.423634
12:46:31.488 PM 13/03/2018,-185.918152,10.952004,10.805835,11.341072,12.163769,-2.183799,1.441680,-0.472897,-2.390683,2.249551,0.426918
12:46:32.496 PM 13/03/2018,-186.542114,10.970066,10.830464,11.359134,12.181010,-2.210070,1.461384,-0.476181,-2.436658,2.288960,0.436770
12:46:33.498 PM 13/03/2018,-187.567337,10.986486,10.850989,11.393615,12.208103,-2.233057,1.527064,-0.476181,-2.485916,2.348072,0.449906
12:46:34.500 PM 13/03/2018,-187.941452,10.999622,10.864125,11.419887,12.229448,-2.262612,1.569756,-0.476181,-2.531891,2.377628,0.456474
12:46:35.502 PM 13/03/2018,-188.270538,11.014400,10.890397,11.441233,12.255721,-2.285600,1.609164,-0.476181,-2.577865,2.446592,0.453190
12:46:36.504 PM 13/03/2018,-188.350662,11.025894,10.910922,11.460937,12.272141,-2.321723,1.638721,-0.476181,-2.617272,2.499137,0.453190
12:46:37.505 PM 13/03/2018,-188.855209,11.043956,10.949509,11.480640,12.293487,-2.361130,1.707685,-0.469613,-2.671457,2.548397,0.463042
12:46:38.507 PM 13/03/2018,-184.287491,11.234427,11.436358,11.738431,12.334537,-3.239574,2.676469,0.311981,-3.512136,3.425231,1.172384
12:46:39.509 PM 13/03/2018,-180.687180,11.232786,11.474124,11.738431,12.334537,-3.251068,2.676469,0.311981,-3.533481,3.425231,1.178952
12:46:40.510 PM 13/03/2018,-181.184677,11.232786,11.503680,11.739252,12.332894,-3.257636,2.676469,0.311981,-3.530197,3.421947,1.175668
12:46:41.518 PM 13/03/2018,-183.010880,11.234427,11.526669,11.738431,12.334537,-3.251068,2.676469,0.308697,-3.520345,3.425231,1.182236
12:46:42.524 PM 13/03/2018,-184.663818,11.232786,11.559508,11.740073,12.334537,-3.247784,2.676469,0.311981,-3.526913,3.425231,1.188804
12:46:43.526 PM 13/03/2018,-185.797195,11.232786,11.610410,11.740073,12.346030,-3.251068,2.676469,0.308697,-3.530197,3.421947,1.221644
12:46:44.528 PM 13/03/2018,-185.797195,11.238533,11.637503,11.754851,12.360808,-3.260919,2.676469,0.308697,-3.533481,3.425231,1.234780
12:46:45.536 PM 13/03/2018,-187.004288,11.246743,11.651460,11.772913,12.372302,-3.254352,2.676469,0.311981,-3.523629,3.435083,1.241348
12:46:46.538 PM 13/03/2018,-187.519882,11.270552,11.697435,11.799185,12.396933,-3.254352,2.676469,0.308697,-3.538407,3.448219,1.254484
12:46:47.546 PM 13/03/2018,-188.783478,11.290256,11.736843,11.823814,12.423204,-3.254352,2.679753,0.311981,-3.553184,3.464639,1.274188
12:46:48.548 PM 13/03/2018,-188.752808,11.298466,11.750800,11.840235,12.437983,-3.257636,2.683037,0.315265,-3.563036,3.474492,1.287324
12:46:49.551 PM 13/03/2018,-189.357788,11.316527,11.769683,11.863222,12.457686,-3.274055,2.686321,0.311981,-3.595875,3.487628,1.307028
12:46:50.553 PM 13/03/2018,-190.196060,11.331306,11.796776,11.884568,12.474106,-3.313462,2.683037,0.311981,-3.661553,3.520468,1.330016
12:46:51.555 PM 13/03/2018,-190.803040,11.352652,11.832079,11.910840,12.502020,-3.372572,2.697815,0.315265,-3.737083,3.586149,1.339868
12:46:52.557 PM 13/03/2018,-191.383957,11.369072,11.851783,11.933827,12.528292,-3.402127,2.732297,0.315265,-3.783057,3.664965,1.356288
12:46:53.559 PM 13/03/2018,-191.860703,11.380566,11.863276,11.948606,12.544712,-3.438250,2.765137,0.315265,-3.832316,3.684669,1.366140
12:46:54.567 PM 13/03/2018,-192.395935,11.401091,11.900221,11.979803,12.572626,-3.477657,2.809472,0.311981,-3.897994,3.750350,1.379276
12:46:55.575 PM 13/03/2018,-192.909988,11.411763,11.946198,11.996222,12.593972,-3.530200,2.857090,0.315265,-3.971882,3.822598,1.402264
12:46:56.576 PM 13/03/2018,-192.909988,11.421616,11.943734,12.002790,12.605466,-3.563039,2.880078,0.315265,-4.003079,3.845586,1.412116
12:46:57.578 PM 13/03/2018,-193.149246,11.436394,11.947839,12.024137,12.620244,-3.579458,2.903066,0.315265,-4.035918,3.911267,1.412116
12:46:58.585 PM 13/03/2018,-193.428665,11.451171,11.976574,12.048766,12.641590,-3.605729,2.932622,0.311981,-4.065473,3.944107,1.431820
12:46:59.587 PM 13/03/2018,-194.268494,11.465949,12.011877,12.076680,12.666220,-3.635284,2.968746,0.311981,-4.124583,3.980232,1.451523
12:47:00.588 PM 13/03/2018,-194.946533,11.487295,12.040611,12.102952,12.692492,-3.687827,3.008155,0.311981,-4.177125,4.039344,1.451523
12:47:01.594 PM 13/03/2018,-196.094925,11.503716,12.076735,12.125939,12.715480,-3.717382,3.047563,0.311981,-4.226384,4.108308,1.464659
12:47:02.596 PM 13/03/2018,-195.709778,11.516851,12.084946,12.148928,12.731899,-3.740369,3.093539,0.315265,-4.272358,4.134581,1.477795
