TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Load in kN-20 added,Stud1_Axial-O,Stud1_Axial-Zero,Stud1_Axial-O,Stud2_Axial-O,Stud2_Axial-Zero,Stud2_Axial,Stud3_Axial-O,Stud3_Axial-Zero,,Stud4_Axial-O,Stud4_Axial-Zero,Stud4_Axial-O,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom
48:10.8,-48.216957,15.49210828,21.91810828,8.979972,9.017737,,9.353497,9.383052,,9.699092,9.694166,,25.785961,25.778572,,-2.820876,-2.811024,1.944134,1.939208,0.817719,0.830855,-5.162295,-5.155727,7.034381,7.050801,5.976875,5.971949
48:11.8,-48.33791,15.53097048,21.95697048,8.979972,9.017737,,9.346107,9.375662,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.94085,1.935924,0.817719,0.830855,-5.165579,-5.159011,7.036024,7.052444,5.973591,5.968665
48:12.8,-48.441204,15.56415885,21.99015885,8.981613,9.019378,,9.353497,9.383052,,9.700734,9.695808,,25.785961,25.778572,,-2.817592,-2.80774,1.94085,1.935924,0.821003,0.834139,-5.162295,-5.155727,7.034381,7.050801,5.976875,5.971949
48:13.8,-48.543396,15.59699313,22.02299313,8.97833,9.016095,,9.349392,9.378947,,9.700734,9.695808,,25.785961,25.778572,,-2.811024,-2.801172,1.94085,1.935924,0.817719,0.830855,-5.165579,-5.159011,7.034381,7.050801,5.976875,5.971949
48:14.8,-48.62793,15.62415391,22.05015391,8.981613,9.019378,,9.360886,9.390441,,9.699092,9.694166,,25.785961,25.778572,,-2.807741,-2.797889,1.94085,1.935924,0.814435,0.827571,-5.162295,-5.155727,7.037665,7.054085,5.973591,5.968665
48:15.8,-48.726593,15.65585433,22.08185433,8.97833,9.016095,,9.352675,9.38223,,9.700734,9.695808,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,0.817719,0.830855,-5.159011,-5.152443,7.050802,7.067222,5.973591,5.968665
48:16.8,-48.815098,15.68429099,22.11029099,8.976687,9.014452,,9.351854,9.381409,,9.700734,9.695808,,25.785961,25.778572,,-2.820876,-2.811024,1.944134,1.939208,0.821003,0.834139,-5.172147,-5.165579,7.050802,7.067222,5.973591,5.968665
48:17.8,-48.888157,15.70776484,22.13376484,8.983255,9.02102,,9.365811,9.395366,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.94085,1.935924,0.814435,0.827571,-5.168863,-5.162295,7.050802,7.067222,5.976875,5.971949
48:18.8,-48.977547,15.73648585,22.16248585,8.981613,9.019378,,9.354318,9.383873,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.944134,1.939208,0.814435,0.827571,-5.162295,-5.155727,7.047518,7.063938,5.976875,5.971949
48:19.8,-49.044643,15.7580438,22.1840438,8.981613,9.019378,,9.35596,9.385515,,9.700734,9.695808,,25.785961,25.778572,,-2.82416,-2.814308,1.944134,1.939208,0.817719,0.830855,-5.175431,-5.168863,7.047518,7.063938,5.980159,5.975233
48:20.8,-49.118362,15.78172971,22.20772971,8.979972,9.017737,,9.359243,9.388798,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.94085,1.935924,0.814435,0.827571,-5.165579,-5.159011,7.047518,7.063938,5.973591,5.968665
48:21.8,-49.180824,15.80179875,22.22779875,8.98654,9.024305,,9.351034,9.380589,,9.69745,9.692524,,25.785961,25.778572,,-2.817592,-2.80774,1.937566,1.93264,0.814435,0.827571,-5.159011,-5.152443,7.050802,7.067222,5.976875,5.971949
48:22.8,-49.256088,15.82598107,22.25198107,8.981613,9.019378,,9.367454,9.397009,,9.700734,9.695808,,25.785961,25.778572,,-2.811024,-2.801172,1.94085,1.935924,0.814435,0.827571,-5.175431,-5.168863,7.050802,7.067222,5.980159,5.975233
48:23.8,-49.313477,15.84442016,22.27042016,8.983255,9.02102,,9.359243,9.388798,,9.700734,9.695808,,25.785961,25.778572,,-2.82416,-2.814308,1.944134,1.939208,0.814435,0.827571,-5.165579,-5.159011,7.050802,7.067222,5.976875,5.971949
48:24.8,-49.378365,15.86526867,22.29126867,8.979972,9.017737,,9.35596,9.385515,,9.699092,9.694166,,25.785961,25.778572,,-2.820876,-2.811024,1.94085,1.935924,0.814435,0.827571,-5.165579,-5.159011,7.047518,7.063938,5.976875,5.971949
48:25.8,-49.437077,15.88413284,22.31013284,8.983255,9.02102,,9.357602,9.387157,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.94085,1.935924,0.811151,0.824287,-5.165579,-5.159011,7.050802,7.067222,5.973591,5.968665
48:26.8,-49.499981,15.9043439,22.3303439,8.979972,9.017737,,9.359243,9.388798,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.94085,1.935924,0.814435,0.827571,-5.159011,-5.152443,7.050802,7.067222,5.976875,5.971949
48:27.8,-49.54015,15.9172502,22.3432502,8.979972,9.017737,,9.349392,9.378947,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,0.814435,0.827571,-5.165579,-5.159011,7.050802,7.067222,5.976875,5.971949
48:28.9,-49.588928,15.93292257,22.35892257,8.983255,9.02102,,9.351034,9.380589,,9.699092,9.694166,,25.785961,25.778572,,-2.807741,-2.797889,1.94085,1.935924,0.814435,0.827571,-5.168863,-5.162295,7.050802,7.067222,5.980159,5.975233
48:29.9,-49.636604,15.94824087,22.37424087,8.983255,9.02102,,9.369096,9.398651,,9.700734,9.695808,,25.785961,25.778572,,-2.817592,-2.80774,1.94085,1.935924,0.811151,0.824287,-5.178715,-5.172147,7.047518,7.063938,5.976875,5.971949
48:30.9,-49.693989,15.96667867,22.39267867,8.981613,9.019378,,9.35596,9.385515,,9.700734,9.695808,,25.785961,25.778572,,-2.814308,-2.804456,1.944134,1.939208,0.811151,0.824287,-5.168863,-5.162295,7.050802,7.067222,5.980159,5.975233
48:31.9,-49.734161,15.97958593,22.40558593,8.979972,9.017737,,9.359243,9.388798,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.94085,1.935924,0.807867,0.821003,-5.165579,-5.159011,7.047518,7.063938,5.976875,5.971949
48:32.9,-49.777199,15.99341404,22.41941404,8.979972,9.017737,,9.359243,9.388798,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.94085,1.935924,0.811151,0.824287,-5.160654,-5.154086,7.050802,7.067222,5.976875,5.971949
48:33.9,-49.821564,16.00766851,22.43366851,8.979972,9.017737,,9.35596,9.385515,,9.699092,9.694166,,25.785961,25.778572,,-2.812666,-2.802814,1.944134,1.939208,0.807867,0.821003,-5.165579,-5.159011,7.050802,7.067222,5.976875,5.971949
48:34.9,-49.85136,16.01724197,22.44324197,8.976687,9.014452,,9.346107,9.375662,,9.699092,9.694166,,25.785961,25.778572,,-2.807741,-2.797889,1.944134,1.939208,0.811151,0.824287,-5.172147,-5.165579,7.050802,7.067222,5.976875,5.971949
48:35.9,-49.886894,16.02865904,22.45465904,8.984898,9.022663,,9.362528,9.392083,,9.700734,9.695808,,25.785961,25.778572,,-2.817592,-2.80774,1.94085,1.935924,0.807867,0.821003,-5.168863,-5.162295,7.047518,7.063938,5.976875,5.971949
48:36.9,-49.922432,16.0400774,22.4660774,8.984898,9.022663,,9.362528,9.392083,,9.699092,9.694166,,25.785961,25.778572,,-2.820876,-2.811024,1.944134,1.939208,0.843991,0.857127,-5.175431,-5.168863,7.050802,7.067222,6.029419,6.024493
48:37.9,-49.960392,16.05227395,22.47827395,8.979972,9.017737,,9.360886,9.390441,,9.700734,9.695808,,25.785961,25.778572,,-2.814308,-2.804456,1.94085,1.935924,0.858769,0.871905,-5.160654,-5.154086,7.050802,7.067222,6.049123,6.044197
48:38.9,-49.995045,16.06340796,22.48940796,8.980792,9.018557,,9.365811,9.395366,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.944134,1.939208,0.860411,0.873547,-5.165579,-5.159011,7.05737,7.07379,6.049123,6.044197
48:39.9,-50.012043,16.06886942,22.49486942,8.984898,9.022663,,9.357602,9.387157,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.944134,1.939208,0.860411,0.873547,-5.165579,-5.159011,7.063938,7.080358,6.045839,6.040913
48:40.9,-50.053314,16.08212979,22.50812979,8.98654,9.024305,,9.35596,9.385515,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.944134,1.939208,0.860411,0.873547,-5.168863,-5.162295,7.063938,7.080358,6.049123,6.044197
48:41.9,-50.089291,16.0936892,22.5196892,8.984898,9.022663,,9.358422,9.387977,,9.699092,9.694166,,25.785961,25.778572,,-2.82416,-2.814308,1.944134,1.939208,0.857127,0.870263,-5.172147,-5.165579,7.060654,7.077074,6.045839,6.040913
48:42.9,-50.110703,16.10056887,22.52656887,8.98654,9.024305,,9.35596,9.385515,,9.699092,9.694166,,25.785961,25.778572,,-2.807741,-2.797889,1.944134,1.939208,0.860411,0.873547,-5.175431,-5.168863,7.063938,7.080358,6.049123,6.044197
48:43.9,-50.133213,16.10780134,22.53380134,8.983255,9.02102,,9.364169,9.393724,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.944134,1.939208,0.860411,0.873547,-5.168863,-5.162295,7.063938,7.080358,6.045839,6.040913
48:44.9,-50.15374,16.11439666,22.54039666,8.984898,9.022663,,9.35596,9.385515,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.94085,1.935924,0.860411,0.873547,-5.165579,-5.159011,7.063938,7.080358,6.049123,6.044197
48:45.9,-50.185745,16.12467987,22.55067987,8.981613,9.019378,,9.35596,9.385515,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,0.860411,0.873547,-5.172147,-5.165579,7.063938,7.080358,6.045839,6.040913
48:46.9,-50.202076,16.12992702,22.55592702,8.97833,9.016095,,9.352675,9.38223,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,0.860411,0.873547,-5.175431,-5.168863,7.063938,7.080358,6.049123,6.044197
48:47.9,-50.226578,16.13779951,22.56379951,8.979972,9.017737,,9.352675,9.38223,,9.700734,9.695808,,25.785961,25.778572,,-2.82416,-2.814308,1.944134,1.939208,0.860411,0.873547,-5.168863,-5.162295,7.063938,7.080358,6.045839,6.040913
48:48.9,-50.252399,16.1460958,22.5720958,8.97833,9.016095,,9.35596,9.385515,,9.700734,9.695808,,25.785961,25.778572,,-2.817592,-2.80774,1.942492,1.937566,0.860411,0.873547,-5.175431,-5.168863,7.060654,7.077074,6.045839,6.040913
48:49.9,-50.272266,16.15247907,22.57847907,8.981613,9.019378,,9.351034,9.380589,,9.699092,9.694166,,25.785961,25.778572,,-2.820876,-2.811024,1.94085,1.935924,0.860411,0.873547,-5.172147,-5.165579,7.063938,7.080358,6.049123,6.044197
48:50.9,-50.294338,16.1595708,22.5855708,8.981613,9.019378,,9.352675,9.38223,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.94085,1.935924,0.860411,0.873547,-5.168863,-5.162295,7.063938,7.080358,6.045839,6.040913
48:51.9,-50.310009,16.16460589,22.59060589,8.97833,9.016095,,9.346107,9.375662,,9.699092,9.694166,,25.785961,25.778572,,-2.807741,-2.797889,1.94085,1.935924,0.857127,0.870263,-5.165579,-5.159011,7.063938,7.080358,6.042555,6.037629
48:52.9,-50.320602,16.16800942,22.59400942,8.983255,9.02102,,9.358422,9.387977,,9.699092,9.694166,,25.785961,25.778572,,-2.804457,-2.794605,1.944134,1.939208,0.857127,0.870263,-5.168863,-5.162295,7.060654,7.077074,6.045839,6.040913
48:53.9,-50.338921,16.17389532,22.59989532,8.97833,9.016095,,9.344466,9.374021,,9.699092,9.694166,,25.785961,25.778572,,-2.82416,-2.814308,1.944134,1.939208,0.860411,0.873547,-5.172147,-5.165579,7.063938,7.080358,6.049123,6.044197
48:54.9,-50.349518,16.17730013,22.60330013,8.979972,9.017737,,9.351034,9.380589,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.94085,1.935924,0.857127,0.870263,-5.175431,-5.168863,7.063938,7.080358,6.045839,6.040913
48:55.9,-50.380417,16.18722798,22.61322798,8.983255,9.02102,,9.358422,9.387977,,9.699092,9.694166,,25.785961,25.778572,,-2.820876,-2.811024,1.94085,1.935924,0.860411,0.873547,-5.168863,-5.162295,7.060654,7.077074,6.049123,6.044197
48:56.9,-50.404476,16.19495814,22.62095814,8.983255,9.02102,,9.352675,9.38223,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.94085,1.935924,0.860411,0.873547,-5.162295,-5.155727,7.063938,7.080358,6.049123,6.044197
48:57.9,-50.402046,16.19417738,22.62017738,8.979972,9.017737,,9.362528,9.392083,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.94085,1.935924,0.860411,0.873547,-5.165579,-5.159011,7.063938,7.080358,6.049123,6.044197
48:58.9,-50.417938,16.19928348,22.62528348,8.981613,9.019378,,9.341182,9.370737,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.944134,1.939208,0.857127,0.870263,-5.172147,-5.165579,7.060654,7.077074,6.049123,6.044197
49:00.0,-50.433388,16.20424756,22.63024756,8.981613,9.019378,,9.359243,9.388798,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,0.857127,0.870263,-5.172147,-5.165579,7.063938,7.080358,6.045839,6.040913
49:01.0,-50.441998,16.20701396,22.63301396,8.984898,9.022663,,9.367454,9.397009,,9.699092,9.694166,,25.785961,25.778572,,-2.820876,-2.811024,1.94085,1.935924,0.860411,0.873547,-5.178715,-5.172147,7.060654,7.077074,6.049123,6.044197
49:02.0,-50.463848,16.21403436,22.64003436,8.98654,9.024305,,9.365811,9.395366,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.94085,1.935924,0.857127,0.870263,-5.168863,-5.162295,7.063938,7.080358,6.049123,6.044197
49:03.0,-50.467377,16.21516823,22.64116823,8.97833,9.016095,,9.354318,9.383873,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.944134,1.939208,0.860411,0.873547,-5.172147,-5.165579,7.060654,7.077074,6.045839,6.040913
49:04.0,-50.483269,16.22027433,22.64627433,8.976687,9.014452,,9.359243,9.388798,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,0.857127,0.870263,-5.178715,-5.172147,7.060654,7.077074,6.045839,6.040913
49:05.0,-50.494968,16.22403322,22.65003322,8.984898,9.022663,,9.352675,9.38223,,9.699092,9.694166,,25.785961,25.778572,,-2.807741,-2.797889,1.94085,1.935924,1.451533,1.464669,-5.172147,-5.165579,7.063938,7.080358,6.801161,6.796235
49:06.0,-50.51152,16.22935138,22.65535138,8.979151,9.016916,,9.354318,9.383873,,9.699092,9.694166,,25.785961,25.778572,,-2.819234,-2.809382,1.94085,1.935924,1.848899,1.862035,-5.173789,-5.167221,7.060654,7.077074,7.25107,7.246144
49:07.0,-50.51152,16.22935138,22.65535138,8.983255,9.02102,,9.342824,9.372379,,9.699092,9.694166,,25.785961,25.778572,,-2.82416,-2.814308,1.94085,1.935924,1.512287,1.525423,-5.165579,-5.159011,7.063938,7.080358,6.825791,6.820865
49:08.0,-50.519909,16.23204676,22.65804676,8.983255,9.02102,,9.357602,9.387157,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.94085,1.935924,1.346445,1.359581,-5.165579,-5.159011,7.063938,7.080358,6.676369,6.671443
49:09.0,-50.534035,16.23658545,22.66258545,8.984898,9.022663,,9.360886,9.390441,,9.700734,9.695808,,25.785961,25.778572,,-2.811024,-2.801172,1.944134,1.939208,1.346445,1.359581,-5.172147,-5.165579,7.060654,7.077074,6.679653,6.674727
49:10.0,-50.533371,16.2363721,22.6623721,8.984898,9.022663,,9.342824,9.372379,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.944134,1.939208,1.339877,1.353013,-5.175431,-5.168863,7.05737,7.07379,6.679653,6.674727
49:11.0,-50.552795,16.24261303,22.66861303,8.981613,9.019378,,9.365811,9.395366,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,1.339877,1.353013,-5.175431,-5.168863,7.060654,7.077074,6.676369,6.671443
49:12.0,-50.552353,16.24247102,22.66847102,8.979972,9.017737,,9.357602,9.387157,,9.699092,9.694166,,25.785961,25.778572,,-2.82416,-2.814308,1.944134,1.939208,1.339877,1.353013,-5.172147,-5.165579,7.060654,7.077074,6.673085,6.668159
49:13.0,-50.565819,16.24679764,22.67279764,8.983255,9.02102,,9.352675,9.38223,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,1.336593,1.349729,-5.165579,-5.159011,7.060654,7.077074,6.676369,6.671443
49:14.0,-50.568687,16.24771913,22.67371913,8.97833,9.016095,,9.360065,9.38962,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.944134,1.939208,1.338235,1.351371,-5.165579,-5.159011,7.060654,7.077074,6.673085,6.668159
49:15.0,-50.567142,16.24722272,22.67322272,8.97833,9.016095,,9.351034,9.380589,,9.699092,9.694166,,25.785961,25.778572,,-2.82416,-2.814308,1.944134,1.939208,1.339877,1.353013,-5.165579,-5.159011,7.060654,7.077074,6.673085,6.668159
49:16.0,-50.582371,16.2521158,22.6781158,8.979972,9.017737,,9.354318,9.383873,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,1.336593,1.349729,-5.181999,-5.175431,7.060654,7.077074,6.673085,6.668159
49:17.0,-50.583473,16.25246987,22.67846987,8.981613,9.019378,,9.35596,9.385515,,9.700734,9.695808,,25.785961,25.778572,,-2.82416,-2.814308,1.944134,1.939208,1.339877,1.353013,-5.168863,-5.162295,7.060654,7.077074,6.673085,6.668159
49:18.0,-50.587891,16.25388938,22.67988938,8.983255,9.02102,,9.346107,9.375662,,9.700734,9.695808,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,1.336593,1.349729,-5.181999,-5.175431,7.060654,7.077074,6.673085,6.668159
49:19.0,-50.592083,16.25523627,22.68123627,8.979972,9.017737,,9.357602,9.387157,,9.700734,9.695808,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,1.336593,1.349729,-5.178715,-5.172147,7.060654,7.077074,6.673085,6.668159
49:20.0,-50.606209,16.25977495,22.68577495,8.97833,9.016095,,9.346107,9.375662,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.94085,1.935924,1.339877,1.353013,-5.162295,-5.155727,7.060654,7.077074,6.673085,6.668159
49:21.0,-50.610401,16.26112184,22.68712184,8.980792,9.018557,,9.352675,9.38223,,9.700734,9.695808,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,1.336593,1.349729,-5.172147,-5.165579,7.060654,7.077074,6.673085,6.668159
49:22.0,-50.611286,16.26140619,22.68740619,8.983255,9.02102,,9.355139,9.384694,,9.699092,9.694166,,25.785961,25.778572,,-2.81595,-2.806098,1.944134,1.939208,1.336593,1.349729,-5.175431,-5.168863,7.060654,7.077074,6.673085,6.668159
49:23.0,-50.612389,16.26176059,22.68776059,8.983255,9.02102,,9.363349,9.392904,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.944134,1.939208,1.336593,1.349729,-5.168863,-5.162295,7.060654,7.077074,6.676369,6.671443
49:24.0,-50.6157,16.26282441,22.68882441,8.97833,9.016095,,9.351034,9.380589,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,1.336593,1.349729,-5.168863,-5.162295,7.060654,7.077074,6.669801,6.664875
49:25.1,-50.628059,16.26679536,22.69279536,8.979972,9.017737,,9.360886,9.390441,,9.699092,9.694166,,25.785961,25.778572,,-2.82416,-2.814308,1.94085,1.935924,1.336593,1.349729,-5.172147,-5.165579,7.060654,7.077074,6.669801,6.664875
49:26.1,-50.625412,16.26594488,22.69194488,8.979972,9.017737,,9.359243,9.388798,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.944134,1.939208,1.336593,1.349729,-5.175431,-5.168863,7.060654,7.077074,6.673085,6.668159
49:27.1,-50.631592,16.26793051,22.69393051,8.982434,9.020199,,9.357602,9.387157,,9.699092,9.694166,,25.785961,25.778572,,-2.82416,-2.814308,1.944134,1.939208,1.336593,1.349729,-5.165579,-5.159011,7.060654,7.077074,6.673085,6.668159
49:28.1,-50.629162,16.26714975,22.69314975,8.97833,9.016095,,9.342824,9.372379,,9.699092,9.694166,,25.785961,25.778572,,-2.807741,-2.797889,1.94085,1.935924,1.336593,1.349729,-5.175431,-5.168863,7.060654,7.077074,6.671443,6.666517
49:29.1,-50.624969,16.26580254,22.69180254,8.983255,9.02102,,9.352675,9.38223,,9.699092,9.694166,,25.785961,25.778572,,-2.817592,-2.80774,1.944134,1.939208,1.336593,1.349729,-5.172147,-5.165579,7.060654,7.077074,6.673085,6.668159
49:30.1,-50.633358,16.26849793,22.69449793,8.98654,9.024305,,9.354318,9.383873,,9.699092,9.694166,,25.785961,25.778572,,-2.811024,-2.801172,1.94085,1.935924,1.336593,1.349729,-5.172147,-5.165579,7.060654,7.077074,6.676369,6.671443
49:31.1,-50.619892,16.2641713,22.6901713,8.979972,9.017737,,9.354318,9.383873,,9.699092,9.694166,,25.785961,25.778572,,-2.807741,-2.797889,1.94085,1.935924,1.336593,1.349729,-5.165579,-5.159011,7.060654,7.077074,6.673085,6.668159
49:32.1,-50.628723,16.2670087,22.6930087,8.979972,9.017737,,9.362528,9.392083,,9.699092,9.694166,,25.785961,25.778572,,-2.820876,-2.811024,1.944134,1.939208,1.336593,1.349729,-5.175431,-5.168863,7.060654,7.077074,6.673085,6.668159
49:33.1,-50.637772,16.26991614,22.69591614,8.981613,9.019378,,9.35596,9.385515,,9.699092,9.694166,,25.785961,25.778572,,-2.814308,-2.804456,1.944134,1.939208,1.336593,1.349729,-5.172147,-5.165579,7.060654,7.077074,6.673085,6.668159
49:34.1,-50.629826,16.26736309,22.69336309,8.98654,9.024305,,9.360886,9.390441,,9.699092,9.694166,,25.785961,25.778572,,-2.804457,-2.794605,1.944134,1.939208,1.334951,1.348087,-5.165579,-5.159011,7.063938,7.080358,6.676369,6.671443
