Time in Seconds,Time in Minutes,Displacement in m,Displacement in mm-O,Displacement in mm
2317.309814,38.62183,0.003602,-3.60238,3.544293
2317.309814,38.62183,0.003602,-3.60238,3.544293
2377.309814,39.62183,0.003644,-3.644155,3.586068
2377.309814,39.62183,0.003644,-3.644155,3.586068
2437.309814,40.62183,0.003711,-3.710639,3.652552
2437.309814,40.62183,0.003711,-3.710639,3.652552
2497.309814,41.62183,0.003755,-3.754637,3.69655
2497.309814,41.62183,0.003755,-3.754637,3.69655
2557.309814,42.62183,0.003785,-3.784697,3.72661
2557.309814,42.62183,0.003785,-3.784697,3.72661
2617.309814,43.62183,0.003865,-3.864867,3.80678
2617.309814,43.62183,0.003865,-3.864867,3.80678
2677.309814,44.62183,0.003924,-3.924333,3.866246
2677.309814,44.62183,0.003924,-3.924333,3.866246
2737.309814,45.62183,0.003976,-3.975758,3.917671
2737.309814,45.62183,0.003976,-3.975758,3.917671
2797.309814,46.62183,0.003983,-3.983426,3.925339
2797.309814,46.62183,0.003983,-3.983426,3.925339
2857.309814,47.62183,0.003985,-3.984924,3.926837
2857.309814,47.62183,0.003985,-3.984924,3.926837
2917.309814,48.62183,0.004061,-4.060557,4.00247
2917.309814,48.62183,0.004061,-4.060557,4.00247
2977.309814,49.62183,0.004112,-4.111715,4.053628
2977.309814,49.62183,0.004112,-4.111715,4.053628
3037.309814,50.62183,0.004158,-4.157897,4.09981
3037.309814,50.62183,0.004158,-4.157897,4.09981
3097.309814,51.62183,0.0042,-4.199775,4.141688
3097.309814,51.62183,0.0042,-4.199775,4.141688
3157.309814,52.62183,0.00425,-4.249847,4.19176
3157.309814,52.62183,0.00425,-4.249847,4.19176
3217.309814,53.62183,0.00428,-4.280392,4.222305
3217.309814,53.62183,0.00428,-4.280392,4.222305
3277.309814,54.62183,0.004298,-4.29776,4.239673
3277.309814,54.62183,0.004298,-4.29776,4.239673
3337.309814,55.62183,0.004348,-4.348187,4.2901
3337.309814,55.62183,0.004348,-4.348187,4.2901
3397.309814,56.62183,0.004381,-4.380755,4.322668
3397.309814,56.62183,0.004381,-4.380755,4.322668
3457.309814,57.62183,0.004439,-4.4387,4.380613
3457.309814,57.62183,0.004439,-4.4387,4.380613
3517.309814,58.62183,0.004495,-4.495153,4.437066
3517.309814,58.62183,0.004495,-4.495153,4.437066
3577.309814,59.62183,0.004584,-4.584451,4.526364
3577.309814,59.62183,0.004584,-4.584451,4.526364
3637.309814,60.62183,0.004685,-4.684742,4.626655
3637.309814,60.62183,0.004685,-4.684742,4.626655
3697.309814,61.62183,0.004748,-4.747773,4.689686
3697.309814,61.62183,0.004748,-4.747773,4.689686
3757.309814,62.62183,0.00485,-4.85045,4.792363
3757.309814,62.62183,0.00485,-4.85045,4.792363
3817.309814,63.62183,0.00496,-4.959906,4.901819
3817.309814,63.62183,0.00496,-4.959906,4.901819
3877.309814,64.62183,0.005094,-5.093538,5.035451
3877.309814,64.62183,0.005094,-5.093538,5.035451
3937.309814,65.62183,0.005275,-5.27536,5.217273
3937.309814,65.62183,0.005275,-5.27536,5.217273
3997.309814,66.62183,0.005557,-5.557398,5.499311
3997.309814,66.62183,0.005557,-5.557398,5.499311
4057.309814,67.62183,0.00591,-5.909803,5.851716
4057.309814,67.62183,0.00591,-5.909803,5.851716
4117.30957,68.621826,0.006453,-6.453383,6.395296
4117.30957,68.621826,0.006453,-6.453383,6.395296
4177.30957,69.621826,0.007166,-7.165933,7.107846
4177.30957,69.621826,0.007166,-7.165933,7.107846
4237.30957,70.621826,0.008052,-8.051653,7.993566
4237.30957,70.621826,0.008052,-8.051653,7.993566
4297.30957,71.621826,0.008961,-8.960941,8.902854
4297.30957,71.621826,0.008961,-8.960941,8.902854
4357.30957,72.621826,0.009937,-9.936516,9.878429
4357.30957,72.621826,0.009937,-9.936516,9.878429
4417.30957,73.621826,0.010775,-10.774885,10.716798
4417.30957,73.621826,0.010775,-10.774885,10.716798
4477.30957,74.621826,0.011444,-11.444302,11.386215
4477.30957,74.621826,0.011444,-11.444302,11.386215
4537.30957,75.621826,0.012092,-12.092479,12.034392
4537.30957,75.621826,0.012092,-12.092479,12.034392
4597.30957,76.621826,0.012664,-12.664181,12.606094
4597.30957,76.621826,0.012664,-12.664181,12.606094
4657.30957,77.621826,0.013211,-13.210775,13.152688
4657.30957,77.621826,0.013211,-13.210775,13.152688
4717.30957,78.621826,0.013712,-13.712009,13.653922
4717.30957,78.621826,0.013712,-13.712009,13.653922
4732.30957,78.871826,0.013819,-13.818984,13.760897
4732.30957,78.871826,0.013819,-13.818984,13.760897
4737.93457,78.965576,0.013859,-13.858607,13.80052
4737.93457,78.965576,0.013859,-13.858607,13.80052
4746.37207,79.106201,0.016879,-16.878523,16.820436
4746.37207,79.106201,0.016879,-16.878523,16.820436
4753.444336,79.224072,0.020289,-20.288821,20.230734
4753.444336,79.224072,0.020289,-20.288821,20.230734
4760.516602,79.341943,0.02377,-23.769904,23.711817
4760.516602,79.341943,0.02377,-23.769904,23.711817
4762.284668,79.371411,0.024688,-24.688022,24.629935
4762.284668,79.371411,0.024688,-24.688022,24.629935
4764.936523,79.415609,0.025962,-25.962219,25.904132
4764.936523,79.415609,0.025962,-25.962219,25.904132
4765.931152,79.432186,0.026474,-26.474409,26.416322
4765.931152,79.432186,0.026474,-26.474409,26.416322
4767.422852,79.457048,0.027237,-27.236836,27.178749
4767.422852,79.457048,0.027237,-27.236836,27.178749
4767.982422,79.466374,0.027501,-27.500845,27.442758
4767.982422,79.466374,0.027501,-27.500845,27.442758
4768.821289,79.480355,0.027878,-27.877999,27.819912
4768.821289,79.480355,0.027878,-27.877999,27.819912
4769.13623,79.485604,0.028031,-28.030749,27.972662
4769.13623,79.485604,0.028031,-28.030749,27.972662
4769.60791,79.493465,0.028272,-28.271547,28.21346
4769.60791,79.493465,0.028272,-28.271547,28.21346
4769.785156,79.496419,0.028364,-28.363867,28.30578
4769.785156,79.496419,0.028364,-28.363867,28.30578
4769.851562,79.497526,0.028405,-28.404526,28.346439
4769.851562,79.497526,0.028405,-28.404526,28.346439
4769.951172,79.499186,0.028476,-28.47603,28.417943
4769.951172,79.499186,0.028476,-28.47603,28.417943
4770.100586,79.501676,0.028584,-28.583892,28.525805
4770.100586,79.501676,0.028584,-28.583892,28.525805
4770.25,79.504167,0.028685,-28.685289,28.627202
4770.25,79.504167,0.028685,-28.685289,28.627202
4770.398926,79.506649,0.028781,-28.780714,28.722627
4770.398926,79.506649,0.028781,-28.780714,28.722627
4770.623047,79.510384,0.028912,-28.911931,28.853844
4770.623047,79.510384,0.028912,-28.911931,28.853844
4770.958984,79.515983,0.029087,-29.087439,29.029352
4770.958984,79.515983,0.029087,-29.087439,29.029352
4771.463379,79.52439,0.029346,-29.345753,29.287666
4771.463379,79.52439,0.029346,-29.345753,29.287666
4771.652344,79.527539,0.029448,-29.448196,29.390109
4771.652344,79.527539,0.029448,-29.448196,29.390109
4771.723145,79.528719,0.029488,-29.488087,29.43
4771.723145,79.528719,0.029488,-29.488087,29.43
4771.82959,79.530493,0.029551,-29.551454,29.493367
4771.82959,79.530493,0.029551,-29.551454,29.493367
4771.98877,79.533146,0.029648,-29.647542,29.589455
4771.98877,79.533146,0.029648,-29.647542,29.589455
4772.228027,79.537134,0.02979,-29.790124,29.732037
4772.228027,79.537134,0.02979,-29.790124,29.732037
4772.586914,79.543115,0.030023,-30.023484,29.965397
4772.586914,79.543115,0.030023,-30.023484,29.965397
4773.125,79.552083,0.030383,-30.3826,30.324513
4773.125,79.552083,0.030383,-30.3826,30.324513
4773.663574,79.56106,0.03075,-30.750057,30.69197
4773.663574,79.56106,0.03075,-30.750057,30.69197
4774.20166,79.570028,0.031089,-31.089315,31.031228
4774.20166,79.570028,0.031089,-31.089315,31.031228
4775.009277,79.583488,0.031557,-31.556938,31.498851
4775.009277,79.583488,0.031557,-31.556938,31.498851
4776.220215,79.60367,0.032334,-32.333586,32.275499
4776.220215,79.60367,0.032334,-32.333586,32.275499
4776.674316,79.611239,0.03265,-32.649938,32.591851
4776.674316,79.611239,0.03265,-32.649938,32.591851
4776.844727,79.614079,0.032771,-32.77079,32.712703
4776.844727,79.614079,0.032771,-32.77079,32.712703
4776.908691,79.615145,0.03282,-32.81961,32.761523
4776.908691,79.615145,0.03282,-32.81961,32.761523
4776.972168,79.616203,0.032874,-32.873847,32.81576
4776.972168,79.616203,0.032874,-32.873847,32.81576
4777.036133,79.617269,0.032927,-32.926973,32.868886
4777.036133,79.617269,0.032927,-32.926973,32.868886
4777.100098,79.618335,0.032976,-32.975715,32.917628
4777.100098,79.618335,0.032976,-32.975715,32.917628
4777.164062,79.619401,0.033022,-33.021808,32.963721
4777.164062,79.619401,0.033022,-33.021808,32.963721
4777.228027,79.620467,0.033064,-33.063632,33.005545
4777.228027,79.620467,0.033064,-33.063632,33.005545
4777.291504,79.621525,0.033099,-33.099174,33.041087
4777.291504,79.621525,0.033099,-33.099174,33.041087
4777.387695,79.623128,0.033151,-33.151381,33.093294
4777.387695,79.623128,0.033151,-33.151381,33.093294
4777.411621,79.623527,0.033165,-33.164777,33.10669
4777.411621,79.623527,0.033165,-33.164777,33.10669
4777.435547,79.623926,0.033179,-33.179205,33.121118
4777.435547,79.623926,0.033179,-33.179205,33.121118
4777.444336,79.624072,0.033185,-33.184778,33.126691
4777.444336,79.624072,0.033185,-33.184778,33.126691
4777.458008,79.6243,0.033194,-33.193685,33.135598
4777.458008,79.6243,0.033194,-33.193685,33.135598
4777.462891,79.624382,0.033197,-33.19712,33.139033
4777.462891,79.624382,0.033197,-33.19712,33.139033
4777.470703,79.624512,0.033206,-33.205707,33.14762
4777.470703,79.624512,0.033206,-33.205707,33.14762
4777.478027,79.624634,0.03322,-33.22022,33.162133
4777.478027,79.624634,0.03322,-33.22022,33.162133
4777.48584,79.624764,0.03324,-33.240046,33.181959
4777.48584,79.624764,0.03324,-33.240046,33.181959
4777.493164,79.624886,0.033265,-33.264589,33.206502
4777.493164,79.624886,0.033265,-33.264589,33.206502
4777.495117,79.624919,0.033271,-33.270992,33.212905
4777.495117,79.624919,0.033271,-33.270992,33.212905
4777.498047,79.624967,0.033281,-33.281237,33.22315
4777.498047,79.624967,0.033281,-33.281237,33.22315
4777.499023,79.624984,0.033285,-33.285163,33.227076
4777.499023,79.624984,0.033285,-33.285163,33.227076
4777.500488,79.625008,0.033291,-33.291277,33.23319
4777.500488,79.625008,0.033291,-33.291277,33.23319
4777.500977,79.625016,0.033294,-33.293597,33.23551
4777.500977,79.625016,0.033294,-33.293597,33.23551
4777.501953,79.625033,0.033297,-33.297155,33.239068
4777.501953,79.625033,0.033297,-33.297155,33.239068
4777.503418,79.625057,0.033303,-33.302709,33.244622
4777.503418,79.625057,0.033303,-33.302709,33.244622
4777.505371,79.62509,0.033312,-33.312153,33.254066
4777.505371,79.62509,0.033312,-33.312153,33.254066
4777.507324,79.625122,0.033323,-33.323381,33.265294
4777.507324,79.625122,0.033323,-33.323381,33.265294
4777.509766,79.625163,0.033337,-33.336572,33.278485
4777.509766,79.625163,0.033337,-33.336572,33.278485
4777.511719,79.625195,0.033352,-33.351611,33.293524
4777.511719,79.625195,0.033352,-33.351611,33.293524
4777.514648,79.625244,0.033378,-33.377897,33.31981
4777.514648,79.625244,0.033378,-33.377897,33.31981
4777.519043,79.625317,0.033429,-33.429299,33.371212
4777.519043,79.625317,0.033429,-33.429299,33.371212
4777.523926,79.625399,0.033497,-33.496633,33.438546
4777.523926,79.625399,0.033497,-33.496633,33.438546
4777.524902,79.625415,0.033514,-33.51444,33.456353
4777.524902,79.625415,0.033514,-33.51444,33.456353
4777.525879,79.625431,0.033533,-33.533238,33.475151
4777.525879,79.625431,0.033533,-33.533238,33.475151
4777.527832,79.625464,0.033563,-33.563465,33.505378
4777.527832,79.625464,0.033563,-33.563465,33.505378
4777.530273,79.625505,0.033613,-33.612575,33.554488
4777.530273,79.625505,0.033613,-33.612575,33.554488
4777.53418,79.62557,0.033693,-33.692718,33.634631
4777.53418,79.62557,0.033693,-33.692718,33.634631
4777.540039,79.625667,0.033825,-33.825185,33.767098
4777.540039,79.625667,0.033825,-33.825185,33.767098
4777.54834,79.625806,0.034054,-34.053508,33.995421
4777.54834,79.625806,0.034054,-34.053508,33.995421
4777.561523,79.626025,0.03442,-34.419727,34.36164
4777.561523,79.626025,0.03442,-34.419727,34.36164
4777.574219,79.626237,0.034781,-34.781106,34.723019
4777.574219,79.626237,0.034781,-34.781106,34.723019
4777.587402,79.626457,0.03513,-35.12964,35.071553
4777.587402,79.626457,0.03513,-35.12964,35.071553
4777.606934,79.626782,0.035649,-35.648543,35.590456
4777.606934,79.626782,0.035649,-35.648543,35.590456
4777.626465,79.627108,0.036167,-36.167279,36.109192
4777.626465,79.627108,0.036167,-36.167279,36.109192
4777.645508,79.627425,0.036689,-36.688603,36.630516
4777.645508,79.627425,0.036689,-36.688603,36.630516
4777.665039,79.627751,0.037215,-37.214696,37.156609
4777.665039,79.627751,0.037215,-37.214696,37.156609
4777.68457,79.628076,0.037749,-37.74894,37.690853
4777.68457,79.628076,0.037749,-37.74894,37.690853
4777.704102,79.628402,0.038292,-38.292475,38.234388
4777.704102,79.628402,0.038292,-38.292475,38.234388
4777.723633,79.628727,0.038846,-38.845811,38.787724
4777.723633,79.628727,0.038846,-38.845811,38.787724
4777.742676,79.629045,0.039409,-39.408702,39.350615
4777.742676,79.629045,0.039409,-39.408702,39.350615
4777.762207,79.62937,0.039981,-39.980583,39.922496
4777.762207,79.62937,0.039981,-39.980583,39.922496
4777.781738,79.629696,0.04056,-40.559661,40.501574
4777.781738,79.629696,0.04056,-40.559661,40.501574
4777.80127,79.630021,0.041145,-41.144762,41.086675
4777.80127,79.630021,0.041145,-41.144762,41.086675
4777.808594,79.630143,0.041365,-41.364681,41.306594
4777.808594,79.630143,0.041365,-41.364681,41.306594
4777.819336,79.630322,0.041695,-41.695017,41.63693
4777.819336,79.630322,0.041695,-41.695017,41.63693
4777.835938,79.630599,0.042191,-42.190585,42.132498
4777.835938,79.630599,0.042191,-42.190585,42.132498
4777.860352,79.631006,0.04293,-42.929869,42.871782
4777.860352,79.631006,0.04293,-42.929869,42.871782
4777.869629,79.63116,0.043206,-43.20607,43.147983
4777.869629,79.63116,0.043206,-43.20607,43.147983
4777.883789,79.631396,0.043617,-43.617211,43.559124
4777.883789,79.631396,0.043617,-43.617211,43.559124
4777.904297,79.631738,0.044226,-44.226181,44.168094
4777.904297,79.631738,0.044226,-44.226181,44.168094
4777.912109,79.631868,0.044453,-44.453125,44.395038
4777.912109,79.631868,0.044453,-44.453125,44.395038
4777.923828,79.632064,0.04479,-44.790059,44.731972
4777.923828,79.632064,0.04479,-44.790059,44.731972
4777.941406,79.632357,0.045288,-45.287978,45.229891
4777.941406,79.632357,0.045288,-45.287978,45.229891
4777.947754,79.632463,0.045473,-45.473404,45.415317
4777.947754,79.632463,0.045473,-45.473404,45.415317
4777.95752,79.632625,0.045749,-45.748539,45.690452
4777.95752,79.632625,0.045749,-45.748539,45.690452
4777.972656,79.632878,0.046155,-46.155244,46.097157
4777.972656,79.632878,0.046155,-46.155244,46.097157
4777.994629,79.633244,0.046752,-46.752483,46.694396
4777.994629,79.633244,0.046752,-46.752483,46.694396
4778.00293,79.633382,0.046974,-46.974022,46.915935
4778.00293,79.633382,0.046974,-46.974022,46.915935
4778.015625,79.633594,0.047301,-47.301453,47.243366
4778.015625,79.633594,0.047301,-47.301453,47.243366
4778.03418,79.633903,0.047783,-47.782741,47.724654
4778.03418,79.633903,0.047783,-47.782741,47.724654
4778.041016,79.634017,0.047962,-47.961622,47.903535
4778.041016,79.634017,0.047962,-47.961622,47.903535
4778.051758,79.634196,0.048226,-48.226345,48.168258
4778.051758,79.634196,0.048226,-48.226345,48.168258
4778.067383,79.634456,0.048616,-48.616342,48.558255
4778.067383,79.634456,0.048616,-48.616342,48.558255
4778.091309,79.634855,0.049187,-49.186606,49.128519
4778.091309,79.634855,0.049187,-49.186606,49.128519
4778.091797,79.634863,0.051237,-51.236894,51.178807
4778.091797,79.634863,0.051237,-51.236894,51.178807
4778.092285,79.634871,0.05204,-52.040212,51.982125
4778.092285,79.634871,0.05204,-52.040212,51.982125
4778.092773,79.63488,0.052623,-52.622542,52.564455
4778.092773,79.63488,0.052623,-52.622542,52.564455
4778.092773,79.63488,0.053098,-53.097595,53.039508
4778.092773,79.63488,0.053098,-53.097595,53.039508
4778.09375,79.634896,0.053684,-53.68397,53.625883
4778.09375,79.634896,0.053684,-53.68397,53.625883
4778.094727,79.634912,0.054413,-54.413427,54.35534
4778.094727,79.634912,0.054413,-54.413427,54.35534
4778.095703,79.634928,0.055333,-55.333085,55.274998
4778.095703,79.634928,0.055333,-55.333085,55.274998
4778.097168,79.634953,0.056149,-56.1487,56.090613
4778.097168,79.634953,0.056149,-56.1487,56.090613
4778.098633,79.634977,0.056895,-56.895334,56.837247
4778.098633,79.634977,0.056895,-56.895334,56.837247
4778.100098,79.635002,0.057591,-57.59136,57.533273
4778.100098,79.635002,0.057591,-57.59136,57.533273
4778.101562,79.635026,0.058247,-58.247253,58.189166
4778.101562,79.635026,0.058247,-58.247253,58.189166
4778.103027,79.63505,0.058869,-58.869235,58.811148
4778.103027,79.63505,0.058869,-58.869235,58.811148
4778.104492,79.635075,0.059461,-59.461311,59.403224
4778.104492,79.635075,0.059461,-59.461311,59.403224
4778.105957,79.635099,0.060026,-60.026117,59.96803
4778.105957,79.635099,0.060026,-60.026117,59.96803
4778.10791,79.635132,0.060818,-60.818087,60.76
4778.10791,79.635132,0.060818,-60.818087,60.76
4778.109863,79.635164,0.061559,-61.559137,61.50105
4778.109863,79.635164,0.061559,-61.559137,61.50105
4778.112305,79.635205,0.062253,-62.252942,62.194855
4778.112305,79.635205,0.062253,-62.252942,62.194855
4778.114258,79.635238,0.062903,-62.902622,62.844535
4778.114258,79.635238,0.062903,-62.902622,62.844535
4778.116211,79.63527,0.063511,-63.511178,63.453091
4778.116211,79.63527,0.063511,-63.511178,63.453091
4778.119629,79.635327,0.06434,-64.340129,64.282042
4778.119629,79.635327,0.06434,-64.340129,64.282042
4778.122559,79.635376,0.065091,-65.091491,65.033404
4778.122559,79.635376,0.065091,-65.091491,65.033404
4778.125977,79.635433,0.065772,-65.771841,65.713754
4778.125977,79.635433,0.065772,-65.771841,65.713754
4778.128906,79.635482,0.066388,-66.388153,66.330066
4778.128906,79.635482,0.066388,-66.388153,66.330066
4778.132324,79.635539,0.066951,-66.950746,66.892659
4778.132324,79.635539,0.066951,-66.950746,66.892659
4778.136719,79.635612,0.067717,-67.717113,67.659026
4778.136719,79.635612,0.067717,-67.717113,67.659026
4778.138672,79.635645,0.068001,-68.001226,67.943139
4778.138672,79.635645,0.068001,-68.001226,67.943139
4778.13916,79.635653,0.068108,-68.10762,68.049533
4778.13916,79.635653,0.068108,-68.10762,68.049533
4778.140137,79.635669,0.068268,-68.268016,68.209929
4778.140137,79.635669,0.068268,-68.268016,68.209929
4778.140625,79.635677,0.068328,-68.328261,68.270174
4778.140625,79.635677,0.068328,-68.328261,68.270174
4778.140625,79.635677,0.068351,-68.350844,68.292757
4778.140625,79.635677,0.068351,-68.350844,68.292757
4778.141113,79.635685,0.068385,-68.384811,68.326724
4778.141113,79.635685,0.068385,-68.384811,68.326724
4778.141113,79.635685,0.068398,-68.397574,68.339487
4778.141113,79.635685,0.068398,-68.397574,68.339487
4778.141113,79.635685,0.068417,-68.417095,68.359008
4778.141113,79.635685,0.068417,-68.417095,68.359008
4778.141602,79.635693,0.068449,-68.449371,68.391284
4778.141602,79.635693,0.068449,-68.449371,68.391284
4778.141602,79.635693,0.068462,-68.461962,68.403875
4778.141602,79.635693,0.068462,-68.461962,68.403875
4778.141602,79.635693,0.068482,-68.482168,68.424081
4778.141602,79.635693,0.068482,-68.482168,68.424081
4778.141602,79.635693,0.068516,-68.515606,68.457519
4778.141602,79.635693,0.068516,-68.515606,68.457519
4778.14209,79.635701,0.068572,-68.57197,68.513883
4778.14209,79.635701,0.068572,-68.57197,68.513883
4778.14209,79.635701,0.068666,-68.666346,68.608259
4778.14209,79.635701,0.068666,-68.666346,68.608259
4778.142578,79.63571,0.068768,-68.767756,68.709669
4778.142578,79.63571,0.068768,-68.767756,68.709669
4778.143066,79.635718,0.068875,-68.874821,68.816734
4778.143066,79.635718,0.068875,-68.874821,68.816734
4778.143066,79.635718,0.068916,-68.915643,68.857556
4778.143066,79.635718,0.068916,-68.915643,68.857556
4778.143066,79.635718,0.068978,-68.978451,68.920364
4778.143066,79.635718,0.068978,-68.978451,68.920364
4778.143555,79.635726,0.069002,-69.002196,68.944109
4778.143555,79.635726,0.069002,-69.002196,68.944109
4778.143555,79.635726,0.069038,-69.038264,68.980177
4778.143555,79.635726,0.069038,-69.038264,68.980177
4778.143555,79.635726,0.069052,-69.051832,68.993745
4778.143555,79.635726,0.069052,-69.051832,68.993745
4778.143555,79.635726,0.069072,-69.072343,69.014256
4778.143555,79.635726,0.069072,-69.072343,69.014256
4778.143555,79.635726,0.069093,-69.093071,69.034984
4778.143555,79.635726,0.069093,-69.093071,69.034984
4778.143555,79.635726,0.069114,-69.114119,69.056032
4778.143555,79.635726,0.069114,-69.114119,69.056032
4778.143555,79.635726,0.069147,-69.146767,69.08868
4778.143555,79.635726,0.069147,-69.146767,69.08868
4778.143555,79.635726,0.069159,-69.159158,69.101071
4778.143555,79.635726,0.069159,-69.159158,69.101071
4778.144043,79.635734,0.069178,-69.178157,69.12007
4778.144043,79.635734,0.069178,-69.178157,69.12007
4778.144043,79.635734,0.069208,-69.207788,69.149701
4778.144043,79.635734,0.069208,-69.207788,69.149701
4778.144043,79.635734,0.069255,-69.254972,69.196885
4778.144043,79.635734,0.069255,-69.254972,69.196885
4778.144043,79.635734,0.069332,-69.331534,69.273447
4778.144043,79.635734,0.069332,-69.331534,69.273447
4778.144531,79.635742,0.069413,-69.413029,69.354942
4778.144531,79.635742,0.069413,-69.413029,69.354942
4778.144531,79.635742,0.069499,-69.498606,69.440519
4778.144531,79.635742,0.069499,-69.498606,69.440519
