,TimeStamp,Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,Stud2-Axial-O,Stud2-Axial,Stud3-Axial-O,Stud3-Axial,Stud4-Axial-O,Stud4-Axial,Stud5-Axial-O,Stud5-Axial,Stud3-Top-O,Stud3-Top,Stud3-Mid-O,Stud3-Mid,Stud3-Bottom-O,Stud3-Bottom,Stud4-Top-O,Stud4-Top,Stud4-Mid-O,Stud4-Mid,Stud4-Bottom-O,Stud4-Bottom,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Top-Left,Pb2-Top-Right,Pb2-Mid-Mid,Pb2-Bottom-Left,Pb2-Bottom-Right,Pb3-Top-Left,Pb3-Top-Right,Pb3-Mid-Mid,Pb3-Bottom-Left,Pb3-Bottom-Right,Pb3-Pb4-Mid-Left,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Right,Pb4-Top-Left,Pb4-Top-Right,Pb4-Mid-Mid,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Top of stud,Pb4-Inbetween stud,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4,Average-Furnace,Time2
6294,05:04.9,88,-109.320641,35.12472195,10.425675,-2.61404,8.892047999999999,-2.655075,9.603167,-2.715881,9.071797,-1.7257060000000002,-11.523452,-13.001247,-13.920775,-14.232755,-13.809107000000001,-11.175347,-10.334626,-11.810774,-13.194961,-13.891164999999999,-12.897758999999999,-11.158892999999999,-1086782848.0,942.772949,968.829956,972.8623660000001,944.9677730000001,648.129761,633.967407,27.620290999999998,22.039532,336.216278,296.162903,243.977432,222.37793,161.548126,148.74202,149.481659,117.296066,116.387199,84.296272,85.853561,79.636978,46.323890999999996,22.554686,44.450222,39.071674,41.14687,20.361366,50.80526,206.603668,180.30209399999998,152.415161,141.715408,298.828339,236.32334900000004,195.595749,158.373108,258.681122,196.86398300000002,160.904434,136.33813500000002,212.688004,127.175537,97.843857,88.970444,279.70929,226.910202,190.756714,164.36601299999998,240.128571,188.844452,160.04101599999998,143.00116,185.0849,115.33075,96.966553,89.56495699999999,233.79361,170.718109,142.317841,122.861832,959.140564,959.6433109999999,1008.710266,989.814209,957.358261,641.048584,274.6836358,138.691014,83.26227033,44.3595834,979.3270875,1.0
6366,06:05.5,89,-107.10774199999999,34.4137175,10.228638,-2.811077,8.683517,-2.8636060000000003,9.4012,-2.9178479999999998,8.882972,-1.9145310000000002,-11.963500999999999,-13.441296,-14.544726999999998,-14.856707,-14.278711999999999,-11.644952,-10.804231,-12.280379,-13.828762,-14.524966000000001,-13.314820000000001,-11.575954,-1110494848.0,945.470398,971.5888060000001,975.500122,948.2036130000001,646.465637,633.408997,27.568748,22.118624,345.09439100000003,296.610352,244.725571,227.657181,171.3116,156.952148,154.295074,120.81950400000001,119.47440300000001,85.487938,86.900894,80.87782299999999,47.406017,22.713717000000003,45.465523,39.82745,41.520164,20.384527,52.291053999999995,213.00166299999998,185.408844,157.233215,146.12175,309.075592,244.25706499999998,204.15528899999998,165.553131,268.268646,203.54435700000002,166.20831299999998,139.99041699999998,219.14176899999998,130.61793500000002,100.73850999999999,91.752472,292.136475,235.88916,199.616135,172.267395,245.0439,193.236801,164.776016,147.123199,188.438721,117.87928000000001,99.39325699999999,92.036858,241.61024500000002,176.415665,147.530518,127.61916399999998,960.441162,961.731567,1011.8519289999999,991.6514890000001,960.1907348,639.937317,278.5218738,144.57054580000002,84.42221833,45.3020416,981.4190367999998,1.0
6437,07:05.3,90,-107.34700000000001,34.4905911,10.110415,-2.9293,8.550517,-2.9966060000000003,9.284618,-3.03443,8.751615,-2.045888,-12.387131,-13.864926,-15.258987,-15.570967000000001,-14.771304999999998,-12.137545,-11.263983,-12.740131,-14.487192000000002,-15.183395999999998,-13.810695999999998,-12.07183,-1125686016.0,947.5202640000001,974.0356449999999,977.8248289999999,950.8699949999999,645.613098,633.237976,27.496494000000002,22.140362,347.862579,298.274963,245.72241200000002,231.688492,177.71014399999999,166.87825,158.909805,123.566948,122.41098799999999,86.685982,87.903015,82.117081,48.671177,22.856085,46.267319,40.582497,41.938759000000005,20.388695000000002,53.947266000000006,219.273865,190.54978899999998,161.95224,150.15768400000002,317.188782,249.98429900000002,210.529709,171.798798,280.295471,210.93157999999997,171.270645,142.789963,225.67974900000002,133.619217,103.403679,94.407372,303.840668,243.158081,208.016022,179.24101299999998,249.985443,197.61132800000001,169.29303000000002,151.079178,191.577866,120.989227,101.84004200000001,94.431862,249.38604700000002,182.197968,152.620056,132.29634099999998,962.3472289999999,963.924316,1011.648193,993.460876,962.5626832999999,639.425537,280.8871115,149.895227,85.56869267,46.281403600000004,982.8451535,1.0
6508,08:05.0,91,-110.80826599999999,35.60269587,10.069366,-2.970349,8.5029,-3.044223,9.237,-3.082048,8.703998,-2.093505,-12.707316,-14.185111,-15.864876,-16.176856,-15.244194,-12.610434,-11.533266000000001,-13.009414,-15.086510999999998,-15.782715,-14.258953,-12.520087,-1139749632.0,948.8117070000001,975.763489,979.8255619999999,952.22699,645.322876,633.385254,27.445636999999998,22.116312,346.393036,297.970917,247.418198,235.85760499999998,180.99205,176.046478,162.914642,125.147278,124.728027,87.80326099999999,88.85878000000001,83.342712,49.955971000000005,22.990116,47.219696,41.4561,42.394207,20.399117999999998,55.197658999999994,225.04905699999998,195.254959,166.210403,153.449097,323.742828,253.745483,214.781021,177.204163,293.837921,217.03491200000002,175.629333,145.272858,232.813339,136.532318,105.825783,96.896835,314.372406,248.64327999999998,214.85922200000002,184.835068,254.88406400000002,201.557053,173.315994,154.580063,194.345062,123.021942,103.842056,96.733337,256.521332,187.587402,157.454941,136.724472,964.4717410000001,964.689148,1013.9932859999999,995.3579710000001,964.156937,639.354065,281.909939,153.96569499999998,86.668251,47.2447266,984.6280365,1.0
6579,09:04.8,92,-105.654327,33.94673527,9.86576,-3.173955,8.296012,-3.251111,9.021898,-3.29715,8.482332000000001,-2.315171,-12.925699,-14.403494,-16.298357,-16.610337,-15.451082000000001,-12.817322,-11.866586999999999,-13.342735000000001,-15.56925,-16.265454000000002,-14.559434,-12.820568,-1140120064.0,948.9573359999999,975.576294,978.8837279999999,953.065918,645.3898320000001,633.832397,27.434821999999997,22.10128,344.31219500000003,298.07113599999997,247.545883,238.16272,183.79451,182.47131299999998,166.33596799999998,126.482658,126.458656,88.824242,89.743492,84.512627,51.146507,23.135220999999998,48.589851,42.47842,43.075466,20.411625,56.015933999999994,229.093704,198.884354,169.927322,156.11393700000002,329.24984700000005,256.174194,217.168488,181.45576499999999,306.607819,222.09848,179.172287,147.964935,239.5522,138.845551,107.95496399999999,99.203682,319.005432,252.108307,219.142929,188.816956,259.02194199999997,204.79361,176.842636,157.76623500000002,196.662048,125.35466000000001,105.714882,98.78093,263.425476,192.38896200000002,161.965485,140.542603,964.6998289999999,965.283325,1014.8114009999999,995.7919919999999,964.120819,639.6111145,282.0229835,157.108621,87.69345367,48.261235600000006,985.1466367999999,1.0
6651,10:05.4,93,-108.414162,34.83347025,9.824710000000001,-3.215005,8.259889,-3.2872339999999998,8.9907,-3.3283480000000005,8.437999999999999,-2.3595029999999997,-13.060341000000001,-14.538135999999998,-16.676012,-16.987992000000002,-15.736785999999999,-13.103026,-12.002871,-13.479019000000001,-15.937051,-16.633255,-14.884544,-13.145678,-1156464128.0,951.5306400000001,977.93335,981.191589,954.7785640000001,645.712463,634.441162,27.409277000000003,22.118161999999998,342.336365,298.57919300000003,247.52708399999997,239.289505,186.293274,186.326828,169.217178,126.57636299999999,127.64981100000001,89.751114,90.542076,85.613396,52.105801,23.249123,48.991695,43.540690999999995,43.744556,20.432699,56.761925,232.77505499999998,202.17659,172.94718899999998,158.340164,333.88268999999997,258.537811,219.15730299999998,185.271576,316.059692,226.57824700000003,182.200989,151.05741899999998,245.846527,141.242844,109.880592,101.357941,326.538696,254.39267,221.888931,192.179947,262.775116,207.697327,179.853561,160.606537,198.592834,127.218979,107.37411499999999,100.74054,270.79837000000003,197.349564,166.03951999999998,144.008102,966.556702,966.7612300000001,1016.90802,996.953186,966.3585357999999,640.0768125,281.9330368,159.21269080000002,88.63552867,49.0289336,986.7947845000001,1.0
6722,11:05.2,94,-105.363647,33.85333978,9.698277000000001,-3.3414379999999997,8.126888000000001,-3.420235,8.849488000000001,-3.46956,8.283655,-2.513848,-13.175279999999999,-14.653075,-16.915739000000002,-17.227719,-15.891131,-13.257371,-12.183487,-13.659635,-16.262161,-16.958365,-15.042173000000002,-13.303307,-1175420800.0,954.013367,980.2743529999999,983.4832759999999,956.6884769999999,646.081787,635.229614,27.411808,22.103361,341.181335,298.310242,247.61879,241.09583999999998,188.2397,188.645432,171.558807,126.965424,128.402634,90.613419,91.226196,86.622787,52.891518000000005,23.384262,50.150738,44.610432,44.206356,20.443584,57.205612,236.79478500000002,204.547729,175.295349,160.164749,338.845917,260.299957,220.500015,187.894791,321.649109,229.553284,184.522324,153.90866100000002,251.52388,143.434464,111.586899,103.137726,327.319946,256.102936,223.53155499999997,194.524673,265.997864,209.792511,182.27742,162.916962,200.550125,128.686844,108.88935900000001,102.376152,277.904938,201.53471399999998,169.77607700000002,146.840698,968.7977289999999,968.274292,1018.162598,998.728943,968.6148683,640.6557005,282.0515518,160.7623994,89.48746733,49.8129312,988.4908905,1.0
6793,12:05.1,95,-107.53681200000001,34.5515777,9.675289999999999,-3.364425,8.112111,-3.4350120000000004,8.819932000000001,-3.4991160000000003,8.245891,-2.551612,-13.250810000000001,-14.728604999999998,-17.158752,-17.470732,-16.101305,-13.467545000000001,-12.249166,-13.725314000000001,-16.518309,-17.214513,-15.288468,-13.549601999999998,-1175280640.0,955.5598140000001,979.693237,983.380554,956.9283449999999,646.527954,635.860901,27.409506,22.087404,340.20901499999997,297.794037,247.34414700000002,241.239975,190.170883,191.196182,173.912766,127.41745800000001,128.84176599999998,91.376999,91.922379,87.539429,53.660647999999995,23.482198999999998,50.592529,45.484543,44.711487,20.441963,57.58695600000001,238.400223,206.68365500000002,177.27613799999997,162.147354,342.858978,261.62399300000004,221.837296,190.347992,326.106537,231.54519700000003,186.471329,156.939148,257.965973,145.87399299999998,113.202087,104.998589,329.281067,257.344452,224.854065,196.73286399999998,268.359558,211.71362299999998,184.236603,165.151657,201.692978,129.69975300000002,109.87923400000001,103.962547,284.675934,206.280914,173.047073,149.687241,968.9187619999999,970.181519,1018.942749,998.89032,968.8904875,641.1944275000001,281.6467935,162.30781100000002,90.27960233,50.4072326,989.2333375,1.0
6864,13:04.9,96,-109.23721299999998,35.09791654,9.652303,-3.3874120000000003,8.089124,-3.4579989999999996,8.78545,-3.5335980000000005,8.222903,-2.5746,-13.342761,-14.820556,-17.398479000000002,-17.710459,-16.258934,-13.625174,-12.324697,-13.800845,-16.764603,-17.460807,-15.465801,-13.726935000000001,-1200128000.0,957.328369,981.987793,985.349792,958.944458,646.992065,636.537354,27.391325,22.090874,339.523712,298.67266800000004,246.908264,240.78227200000003,191.978409,193.685059,175.808212,127.449013,129.037003,92.040901,92.538361,88.34734300000001,54.377666000000005,23.556337,50.980064,46.32095,45.624245,20.464195,57.736378,240.32495099999997,208.459045,179.010818,163.898666,348.201569,263.119904,223.024246,192.528748,329.988556,233.29025299999998,188.08053600000002,159.537796,263.910858,147.987808,114.619926,106.66464199999999,330.11138900000003,258.036041,225.924179,198.581192,271.51437400000003,213.12284900000003,185.987045,167.06639099999998,202.764404,131.218475,111.177277,105.477295,292.06689500000005,210.755737,176.138016,152.208649,970.804504,971.9251710000001,1021.896179,1001.877625,970.9026029999999,641.7647095,281.471729,163.5915392,90.975535,51.0078606,991.6258697999999,1.0
6936,14:05.5,97,-106.72788999999999,34.29167106,9.561994,-3.477721,7.987321000000001,-3.5598019999999995,8.680361999999999,-3.638686,8.101398,-2.6961049999999998,-13.39202,-14.869815,-17.533120999999998,-17.845101,-16.350883,-13.717123,-12.39366,-13.869807999999999,-16.974775,-17.670979,-15.63985,-13.900984,-1211332224.0,959.2492070000001,983.16156,986.966797,961.281189,647.50946,637.163086,27.39892,22.09226,339.383942,297.88147000000004,247.285675,240.030151,193.92478899999998,195.911133,177.777222,127.886765,129.432098,92.623001,93.108673,89.018211,54.698597,23.633705,51.853806,47.366451,46.580933,20.469058999999998,57.756149,240.89332599999997,210.114075,180.459854,165.515472,355.378998,264.541107,223.958496,194.211807,332.825623,234.47941600000001,189.550797,162.230499,271.049377,149.65116899999998,115.884445,108.23696899999999,329.091949,258.914276,226.731979,200.168579,273.483002,215.279892,187.589737,168.97287,203.799118,132.130569,112.03469799999999,106.775604,299.809998,215.97889700000002,178.908081,154.514725,972.014038,973.6063230000001,1021.712585,1004.200989,972.6646883,642.336273,281.1453095,164.9864014,91.58329499999999,51.6511872,992.8834837999999,1.0
7007,15:05.4,98,-108.17314099999999,34.756030200000005,9.547215,-3.4925,7.964334,-3.582789,8.660658,-3.6583900000000003,8.084978,-2.712525,-13.339476999999999,-14.817272,-17.391911999999998,-17.703892,-16.31476,-13.681,-12.364104,-13.840252,-16.991196,-17.6874,-15.63985,-13.900984,-1236810112.0,961.8268429999999,986.2561039999999,990.0181269999999,963.194824,648.021179,637.6271360000001,27.389484000000003,22.066128,338.696533,297.893372,247.246704,239.81188999999998,196.054855,198.119675,179.484268,128.13038600000002,129.26681499999998,93.167953,93.633957,89.628426,54.894142,23.625624,52.2248,48.104733,47.341576,20.452616,57.867363,241.049179,211.10044900000003,181.690186,166.972672,361.626862,265.606171,224.986374,195.858734,342.116333,235.655563,190.818924,164.88201899999999,274.164246,152.03710900000002,117.20718400000001,109.682076,327.616425,259.64621,227.423309,201.615479,276.27252200000004,219.145477,188.823242,170.54075600000002,204.464218,132.986221,112.718399,107.925568,309.735474,220.565811,181.25233500000002,156.606628,975.6977539999999,975.9818730000001,1024.871826,1005.905884,975.3239745,642.8241575000001,280.9121248,166.2111998,92.14344533,52.0865228,995.6143343,1.0
7078,16:05.4,99,-104.68096899999999,33.63399534,9.430635,-3.6090800000000005,7.8543210000000006,-3.6928019999999995,8.545717999999999,-3.77333,7.970041,-2.8274619999999997,-13.286934,-14.764729,-17.319666,-17.631646,-16.301624,-13.667864000000002,-12.380524000000001,-13.856672,-17.001047,-17.697251,-15.662837,-13.923971,-1257865984.0,963.441956,988.199707,992.154907,964.9406740000001,648.548401,638.28949,27.388334000000004,22.066591,339.312042,297.234161,248.385483,238.709961,197.840698,200.194656,181.20945700000001,128.67700200000002,129.576797,93.610153,94.101845,90.15038299999999,55.05411899999999,23.656569,52.857052,48.865210999999995,48.06044,20.452616,57.709641000000005,241.42684900000003,212.091705,182.68803400000002,168.28495800000002,365.716492,267.433014,225.95793199999997,197.298553,344.02880899999997,236.62136800000002,191.916199,167.059189,275.782593,153.973282,118.133774,110.955055,326.589783,259.605865,227.80645800000002,202.904724,277.439301,220.0793,189.693878,171.995026,205.063187,133.652954,113.373329,109.012215,316.645966,224.200287,183.003098,158.496307,977.013855,977.665283,1026.101807,1007.945984,977.184311,643.4189455000001,280.9104118,167.499722,92.62079367,52.509292599999995,997.1817322999999,1.0
7149,17:05.3,100,-105.955826,34.04360689,9.412574000000001,-3.6271410000000004,7.844469999999999,-3.7026529999999998,8.529297999999999,-3.78975,7.951979,-2.845524,-13.280366,-14.758161,-17.32295,-17.634929999999997,-16.304909,-13.671149,-12.370672,-13.846820000000001,-17.017466,-17.71367,-15.666120999999999,-13.927254999999999,-1265350784.0,964.832092,988.625244,993.6318359999999,965.585754,649.100525,638.635315,27.392477000000003,22.058266,338.972778,296.887756,248.404282,237.922882,200.03775,202.323196,182.80641200000002,129.325882,130.045074,94.046806,94.52914399999999,90.641685,55.352881999999994,23.671579,53.035236,49.488701,48.48299,20.474848,57.722221,241.438339,212.76113900000001,183.670074,169.507553,367.223877,268.489502,226.64944500000001,198.563965,345.611877,237.03494300000003,192.741943,168.836777,277.737671,155.36891200000002,119.19695300000001,112.153236,325.950317,259.781464,228.70195,204.162506,277.773193,220.91186499999998,190.611313,173.282471,205.50114399999998,134.093597,113.97791299999999,109.945343,321.61672999999996,225.833527,184.357086,160.181686,977.391052,978.154663,1027.2677,1007.8742070000001,978.1687314999999,643.86792,280.5469245,168.9076628,93.07254499999999,52.81640600000001,997.6719055,1.0
7220,18:05.1,101,-106.973549,34.37060129,9.381376,-3.658339,7.82805,-3.7190730000000003,8.507952000000001,-3.811096,7.932276,-2.865227,-13.270514000000002,-14.748308999999999,-17.336084,-17.648064,-16.354167999999998,-13.720407999999999,-12.36082,-13.836967999999999,-17.02075,-17.716954,-15.689109,-13.950242999999999,-1354677376.0,970.974426,991.617676,1013.8801269999999,980.991699,649.615906,638.8095089999999,27.382351,22.067747,339.63189700000004,297.296448,247.346207,237.20878599999998,201.589874,204.549591,184.337982,130.221878,130.171494,94.464439,94.905739,91.10749100000001,55.254803,23.673658,53.194935,50.005173,49.327942,20.488049,57.660431,241.644501,213.60339399999998,184.631149,170.679001,363.281036,269.435608,227.843658,200.116196,344.903564,237.497955,193.636368,170.402527,279.862427,156.579498,120.136459,113.28373700000002,325.169525,260.313873,229.59922799999998,205.378586,275.28918500000003,221.651352,191.545944,174.50564599999998,206.204178,134.940979,114.555237,110.829575,323.057465,227.13302599999997,185.420502,161.78733799999998,979.3566279999999,981.753662,1025.466553,1012.6750490000001,989.365982,644.2127075,280.3708345,170.1741638,93.49255633,53.088656799999995,999.812973,1.0
7291,19:04.8,102,-107.7966,34.63504758,9.363315,-3.6764,7.801779,-3.7453440000000002,8.491531,-3.827517,7.914214,-2.883289,-13.222897,-14.700692000000002,-17.336084,-17.648064,-16.357452,-13.723692000000002,-12.331264,-13.807412,-17.017466,-17.71367,-15.703887,-13.965020999999998,-1365303296.0,971.9832150000001,991.92395,1016.4383539999999,984.934143,650.254944,636.6171870000001,27.389484000000003,22.100355,339.652832,296.962189,247.58921800000002,236.761154,203.4785,206.72108500000002,185.540985,131.02713,130.59960900000002,94.818771,95.23181899999999,91.536339,55.272125,23.689823,53.567654000000005,50.477470000000004,49.750797,20.496385999999998,57.544716,240.635361,213.811142,185.28999299999998,171.60908500000002,359.354218,270.181335,228.532852,201.34548999999998,345.438416,237.79513500000002,194.142853,171.70195,282.196503,157.39163200000002,120.91928899999999,114.158073,323.853119,260.079041,229.39138799999998,206.39253200000002,276.206635,222.28624,192.145004,175.56948899999998,206.76736499999998,135.988174,114.494179,111.544754,327.095978,227.99407999999997,186.330795,163.30426,981.0637210000001,981.194458,1028.821411,1012.475342,991.3199155,643.4360655,280.2413483,171.4734618,93.86230967,53.3225524,1000.888733,1.0
7362,20:04.8,103,-108.51966100000001,34.86736708,9.350178999999999,-3.689536,7.7886429999999995,-3.7584800000000005,8.468544,-3.850504,7.899436,-2.8980669999999997,-13.20155,-14.679345000000001,-17.336084,-17.648064,-16.364019,-13.730259,-12.293499,-13.769647,-17.02075,-17.716954,-15.715380999999999,-13.976515,-1387535104.0,973.316284,993.873657,1017.553467,987.406189,651.030701,633.920105,27.377746999999996,22.09573,340.0401,296.785706,247.188919,235.792175,204.841064,208.904358,186.60556,131.819,130.97534199999998,95.12101700000001,95.493202,91.88646700000001,55.138939,23.681278,53.531849,50.999237,50.152767,20.486891,57.314831000000005,240.647095,214.076904,185.870758,172.410797,357.83496099999996,270.771118,229.422104,202.490982,345.55896,238.24050899999997,194.64091499999998,172.850113,282.228821,157.864349,121.568459,114.93591299999999,323.021057,260.504456,230.08966099999998,207.44648700000002,275.950226,222.69114700000003,192.766876,176.395172,207.198425,135.458176,115.107323,112.177948,327.338257,228.84147599999997,187.02668799999998,164.667938,982.35553,982.5302730000001,1028.7344970000001,1014.11084,993.0373992999998,642.475403,279.951725,172.6290648,94.16689533,53.427524600000005,1001.932785,1.0
7434,21:05.5,104,-109.16900600000001,35.07600163,9.32719,-3.712525,7.765656,-3.7814669999999997,8.447198,-3.87185,7.883017,-2.914486,-13.185131,-14.662926,-17.316381,-17.628360999999998,-16.367304,-13.733544,-12.245882,-13.722029999999998,-17.017466,-17.71367,-15.728517000000002,-13.989651,-1399951488.0,973.886169,991.651978,1016.0930179999999,978.1119380000001,652.048584,632.529358,27.400532000000002,22.126488000000002,340.920959,296.457703,247.38655099999997,234.84793100000002,206.60110500000002,211.11694300000002,188.124344,132.682526,131.792404,95.415886,95.78407299999999,92.243149,55.041968999999995,24.847095,53.801601,51.374268,50.509956,20.506110999999997,57.149651,240.735382,214.52018700000002,186.681534,173.229843,361.26455699999997,271.577698,230.34408599999998,203.869843,346.513763,238.55946400000002,195.254028,174.048767,281.699554,158.26384,122.14514199999999,115.639145,322.325775,261.012787,231.212204,208.468109,275.622223,223.059647,193.415268,177.40426599999998,207.848648,136.353058,115.563515,112.816353,329.169556,229.212418,187.716507,166.032776,984.4183960000001,983.80072,1028.899658,1014.365051,989.9357758,642.288971,279.903286,174.06346440000002,94.481036,53.575489000000005,1002.8709560000001,1.0
7505,22:05.4,105,-107.395554,34.5061915,9.25987,-3.779845,7.6999759999999995,-3.847147,8.38316,-3.935888,7.812413,-2.98509,-13.165427,-14.643222,-17.303245999999998,-17.615226,-16.357452,-13.723692000000002,-12.232746,-13.708894,-17.024035,-17.720239000000003,-15.771207999999998,-14.032342000000002,-1376323968.0,972.1081539999999,993.099915,1016.6728519999999,979.730286,653.156799,634.27124,27.417332000000002,22.152618,340.917633,296.483765,248.78305099999997,232.83962999999997,208.839981,213.474319,189.652161,133.214706,131.921463,95.686966,96.057884,92.550713,54.906967,24.716518,53.94996999999999,51.366375,51.043892,20.512133,56.988052,240.772156,214.764084,187.40773000000002,174.137482,361.68762200000003,272.04486099999997,231.33335899999997,205.028763,345.18869,239.25016800000003,195.91090400000002,175.30281100000002,278.368652,158.66708400000002,122.709938,116.321533,322.042847,261.64495800000003,232.208527,209.78624,275.393188,223.559555,194.187576,178.39343300000002,208.04763799999998,136.066971,116.05345200000001,113.44228400000001,329.477509,229.79273999999998,188.53543100000002,167.400833,982.9537349999999,984.2297970000001,1027.123535,1014.0775150000001,990.4028017999999,643.7140195000001,279.75601980000005,175.420526,94.76518767,53.6510512,1002.0961460000001,1.0
7576,23:05.3,106,-108.16806000000001,34.75439768,9.251659,-3.7880559999999996,7.688483,-3.8586400000000003,8.360172,-3.958876,7.795992999999999,-3.0015099999999997,-13.158859,-14.636654,-17.299961,-17.611941,-16.347601,-13.713841,-12.226177999999999,-13.702326000000001,-17.024035,-17.720239000000003,-15.767923000000001,-14.029057,-1394460544.0,975.296509,996.8718259999999,1022.505798,985.744751,654.146179,635.340881,27.432059999999996,22.161406,341.86578399999996,296.225433,247.510361,232.49433900000002,210.684189,215.58776899999998,191.081772,134.510925,132.807983,95.95874,96.328362,92.86908000000001,54.909668,24.703831,53.972706,51.875671000000004,51.343151,20.509817,56.80014,240.940903,215.14949,188.096146,175.032181,359.63629199999997,272.706299,232.277267,206.40811200000002,341.834625,239.560028,196.55119299999998,176.387482,273.531281,158.239944,123.17865800000001,116.92373700000002,321.698029,261.921112,232.78588900000003,210.886749,274.82421899999997,223.91777000000002,194.762054,179.340973,208.521332,137.391617,116.37197900000001,113.96838400000001,329.212616,230.22612,189.146942,168.639496,984.515442,987.0322269999999,1023.819092,1016.674011,995.104721,644.74353,279.5239793,176.9345276,95.05206067,53.780267200000004,1003.010193,1.0
7647,24:05.2,107,-104.066277,33.436494800000006,9.159709,-3.880006,7.580113000000001,-3.9670099999999997,8.241947999999999,-4.0771,7.682697999999999,-3.114805,-13.07676,-14.554554999999999,-17.194876,-17.506856,-16.216242,-13.582482,-12.193339,-13.669487,-17.014183,-17.710387,-15.698960000000001,-13.960094,-1414979840.0,976.76416,999.247375,1023.72406,986.2901609999999,655.018372,636.133362,27.424696,22.15493,342.879883,295.447571,248.504883,231.44457999999997,212.329254,217.673279,192.25032,135.32128899999998,133.731659,96.204697,96.574127,93.145271,54.824387,24.652378,53.888732999999995,52.242603,51.678421,20.506575,56.616707,241.056076,215.58638,188.664536,175.907196,357.748596,273.318848,233.17012000000003,207.335815,337.83581499999997,239.72357200000002,197.14228799999998,177.524704,268.221619,159.429169,123.531586,117.40815,321.577881,262.269684,233.358521,211.86319,274.970154,224.139679,195.341614,180.17091399999998,209.02311699999998,137.173645,116.823509,114.49848899999999,328.531769,230.41127000000003,189.665909,169.776535,985.540833,988.0773320000001,1027.586426,1020.458435,996.5064390000001,645.575867,279.5692293,178.2611602,95.30803167,53.85017020000001,1005.415757,1.0
7718,25:05.2,108,-104.89903999999999,33.70406155,9.144931,-3.8947839999999996,7.550557,-3.9965660000000005,8.214034,-4.105014,7.66792,-3.1295830000000002,-13.053773,-14.531568,-17.191591,-17.503571,-16.203106,-13.569346,-12.157214999999999,-13.633363000000001,-16.994478,-17.690682000000002,-15.695676999999998,-13.956810999999998,-1416402304.0,978.171509,1000.0809939999999,1026.790894,988.4654539999999,655.878296,636.712891,27.424925,22.171349,343.551483,295.759491,248.417572,231.433517,214.316177,219.506058,193.696945,136.100983,134.298111,96.397385,96.804626,93.392075,54.533863000000004,24.642227,53.86914399999999,52.569571999999994,52.058471999999995,20.510048,56.518913,241.37489300000001,215.85502599999998,189.194244,176.713348,355.242889,274.045929,233.922256,208.62686200000002,333.925476,239.772095,197.603165,178.54509,263.59963999999997,159.14743,123.938675,117.853127,321.516022,262.950714,234.03428599999998,213.005386,274.826263,224.42402599999997,195.997314,181.11113,209.417236,137.653061,117.136261,114.97586799999999,328.476227,230.76629599999998,189.973038,170.80770900000002,987.818298,990.1431880000001,1028.76416,1023.063049,998.3772127999998,646.2955935,279.79051580000004,179.5836548,95.531362,53.9099928,1007.447174,1.0
