Time in Seconds,Time in Minutes,Load in N,Load in kN,Displacement in m,Displacement in mm-O,,Displacement in mm
4948.677734,82.477962,26700.36719,26.700367,0.004126,4.125872,-4.951229,-5.875615
4948.72168,82.478695,26715.12695,26.715127,0.00407,4.07003,-4.895387,-5.819773
4948.737793,82.478963,26720.5,26.7205,0.004049,4.049235,-4.874592,-5.798978
4948.762207,82.47937,26728.33984,26.72834,0.004019,4.018789,-4.844146,-5.768532
4948.771484,82.479525,26731.14258,26.731143,0.004007,4.007496,-4.832853,-5.757239
4948.785156,82.479753,26735.61719,26.735617,0.003991,3.9907,-4.816057,-5.740443
4948.798828,82.47998,26739.10742,26.739107,0.003969,3.969016,-4.794373,-5.718759
4948.812988,82.480216,26741.93555,26.741936,0.003948,3.94773,-4.773087,-5.697473
4948.833496,82.480558,26745.70508,26.745705,0.003918,3.91792,-4.743277,-5.667663
4948.864258,82.481071,26750.75781,26.750758,0.003876,3.876168,-4.701525,-5.625911
4948.911133,82.481852,26756.41992,26.75642,0.003817,3.816553,-4.64191,-5.566296
4948.980469,82.483008,26760.53711,26.760537,0.003729,3.729307,-4.554664,-5.47905
4949.085449,82.484757,26760.37109,26.760371,0.003596,3.596368,-4.421725,-5.346111
4949.242188,82.48737,26741.01758,26.741018,0.00337,3.369733,-4.19509,-5.119476
4949.28125,82.488021,26732.48438,26.732484,0.003311,3.310825,-4.136182,-5.060568
4949.320801,82.48868,26723.96094,26.723961,0.003248,3.247869,-4.073226,-4.997612
4949.359863,82.489331,26713.18359,26.713184,0.00318,3.180165,-4.005522,-4.929908
4949.379395,82.489657,26706.78125,26.706781,0.003146,3.145539,-3.970896,-4.895282
4949.379395,82.489657,26706.87305,26.706873,0.003146,3.145539,-3.970896,-4.895282
4949.379395,82.489657,26706.78125,26.706781,0.003146,3.145539,-3.970896,-4.895282
4949.379395,82.489657,26706.87305,26.706873,0.003146,3.145539,-3.970896,-4.895282
